img_caratula,titulo,categoria_str,precio_intercambio,precio_compra,categoria_id,sku,precio_venta
/product_images/Juegos/PS3 Juegos/4948872960908_s.jpg,Hakuna Matata,PlayStation 3,12.00,9.00,821,4948872960908,20.00
/product_images/Juegos/PS3 Juegos/5005060929759_s.jpg,DuckTales: Remastered,PlayStation 3,15.00,11.00,821,5005060929759,25.00
/product_images/Juegos/PS3 Juegos/5021290040199_s.jpg,Final Fantasy XIII (Ed. Colec.),PlayStation 3,9.00,6.00,821,5021290040199,15.00
/product_images/Juegos/PS3 Juegos/5021290041158_s.jpg,Front Mission Evolved,PlayStation 3,1.10,0.70,821,5021290041158,3.00
/product_images/Juegos/PS3 Juegos/5021290042131_s.jpg,Kane & Lynch 2 Dog Days Ed. Ltd,PlayStation 3,3.00,2.00,821,5021290042131,5.00
/product_images/Juegos/PS3 Juegos/5021290054172_s.jpg,Tomb Raider - Edición Superviviente,PlayStation 3,12.00,9.00,821,5021290054172,20.00
/product_images/Juegos/PS3 Juegos/5021290058170_s.jpg,Deus Ex: Human Revolution - DC,PlayStation 3,3.00,2.00,821,5021290058170,5.00
/product_images/Juegos/PS3 Juegos/5026555402583_s.jpg,NHL 2K10,PlayStation 3,3.00,2.00,821,5026555402583,6.00
/product_images/Juegos/PS3 Juegos/5026555402835_s.jpg,Midnight Club 4: Los Angeles Complete Ed,PlayStation 3,6.00,4.00,821,5026555402835,10.00
/product_images/Juegos/PS3 Juegos/5030917049743_s.jpg,World Series of Poker 2008,PlayStation 3,3.00,2.00,821,5030917049743,6.00
/product_images/Juegos/PS3 Juegos/5030917059452_s.jpg,World Championship off Road Racing,PlayStation 3,3.00,2.00,821,5030917059452,6.00
/product_images/Juegos/PS3 Juegos/5030917077425_s.jpg,Call Of Duty: Modern Warfare 2(Hardened,PlayStation 3,3.00,2.00,821,5030917077425,6.00
/product_images/Juegos/PS3 Juegos/5030917088810_s.jpg,Call Of Duty: Black Ops EB,PlayStation 3,12.00,9.00,821,5030917088810,20.00
/product_images/Juegos/PS3 Juegos/5030917090585_s.jpg,Bakugan: Defenders of the Core,PlayStation 3,1.50,0.90,821,5030917090585,4.00
/product_images/Juegos/PS3 Juegos/5030917112225_s.jpg,Family Guy: Back To The Multiverse,PlayStation 3,9.00,6.00,821,5030917112225,15.00
/product_images/Juegos/PS3 Juegos/5030917113581_s.jpg,Skylanders Giants: Booster Pack,PlayStation 3,0.70,0.40,821,5030917113581,2.00
/product_images/Juegos/PS3 Juegos/5030917113697_s.jpg,007 Legends,PlayStation 3,7.00,5.00,821,5030917113697,12.00
/product_images/Juegos/PS3 Juegos/5030917143076_s.jpg,Transformers: Rise of the Dark Spark,PlayStation 3,9.00,6.00,821,5030917143076,15.00
/product_images/Juegos/Wii Juegos/5030917075995_s.jpg,Carly,Wii,3.00,2.00,831,5030917075995,5.00
/product_images/Juegos/Wii Juegos/5030917076411_s.jpg,Mountain Sports,Wii,1.70,1.00,831,5030917076411,4.50
/product_images/Juegos/Wii Juegos/5030917078248_s.jpg,Barbie: Las 3 Mosqueteras,Wii,1.90,1.20,831,5030917078248,5.00
/product_images/Juegos/Wii Juegos/5030917078958_s.jpg,Rapala: We Fish (Solo juego),Wii,3.00,2.00,831,5030917078958,5.00
/product_images/Juegos/Wii Juegos/5030917082078_s.jpg,Shrek: Felices Para Siempre,Wii,2.00,1.80,831,5030917082078,4.00
/product_images/Juegos/Wii Juegos/5030917086885_s.jpg,Tony Hawk Shred + Skate,Wii,1.50,0.90,831,5030917086885,4.00
/product_images/Juegos/Wii Juegos/5030917087691_s.jpg,Guitar Hero: Warriors Of Rock Band Pack,Wii,36.00,26.00,831,5030917087691,58.00
/product_images/Juegos/Wii Juegos/5030917087882_s.jpg,DJ Hero 2 + 2 Mesas de Mezclas + Mic,Wii,15.00,11.00,831,5030917087882,25.00
/product_images/Juegos/Wii Juegos/5030917088605_s.jpg,Hot Wheels Battleforce 5,Wii,1.30,0.80,831,5030917088605,3.50
/product_images/Juegos/Wii Juegos/5030917089428_s.jpg,Carly 2: iJoin The Click!,Wii,4.00,3.00,831,5030917089428,7.00
/product_images/Juegos/Wii Juegos/5030917091094_s.jpg,Goldeneye 007 + Gold Controller,Wii,7.00,5.00,831,5030917091094,12.00
/product_images/Juegos/Wii Juegos/5030917091117_s.jpg,Rapala Pro Bass Fishing (Solo Juego),Wii,0.90,0.60,831,5030917091117,2.50
/product_images/Juegos/Wii Juegos/5030917094132_s.jpg,Cabela's Dangerous Hunter 2011 + Rifle,Wii,9.00,6.00,831,5030917094132,15.00
/product_images/Juegos/Wii Juegos/5030917094408_s.jpg,Monster Jam: Path Of Destruction + Volan,Wii,6.00,4.00,831,5030917094408,10.00
/product_images/Juegos/Wii Juegos/5030917094415_s.jpg,Cabela's Dangerous Hunts 2011 (Game Only,Wii,5.00,3.00,831,5030917094415,8.00
/product_images/Juegos/Wii Juegos/5030917100048_s.jpg,Dreamworks Super Star Kartz Con Volante,Wii,0.90,0.60,831,5030917100048,2.50
/product_images/Juegos/Wii Juegos/5030917100956_s.jpg,Cabelas Adventure Camp,Wii,5.00,3.00,831,5030917100956,8.00
/product_images/Juegos/Wii Juegos/5030917101083_s.jpg,Cabelas Survilal + Escopeta Top Shot,Wii,7.00,5.00,831,5030917101083,12.00
/product_images/Juegos/Wii Juegos/5030917101502_s.jpg,Generator Rex Agent of Providence,Wii,1.70,1.00,831,5030917101502,4.50
/product_images/Juegos/Wii Juegos/5030917106309_s.jpg,Cabelas Big Game Hunter 2012-Bundle,Wii,9.00,6.00,831,5030917106309,15.00
/product_images/Juegos/Wii Juegos/5030917106903_s.jpg,Battleship,Wii,2.00,2.00,831,5030917106903,4.50
/product_images/Juegos/Wii Juegos/5030917107313_s.jpg,Men In Black Alien Crisis,Wii,0.70,0.40,831,5030917107313,2.00
/product_images/Juegos/Wii Juegos/5030917107351_s.jpg,Men In Black 3,Wii,5.00,3.00,831,5030917107351,8.00
/product_images/Juegos/Wii Juegos/5030917118722_s.jpg,Cabela's Dangerous Hunts 2013 w/Rifle,Wii,11.00,8.00,831,5030917118722,18.00
/product_images/Juegos/Wii Juegos/5030917134340_s.jpg,Skylanders Swap Force Starter Dark Edition Pack,Wii,13.00,9.00,831,5030917134340,22.00
/product_images/Juegos/Wii Juegos/5030917171819_s.jpg,Skylanders Superchargers Dark Edition Starter Pack,Wii,22.00,15.00,831,5030917171819,35.00
/product_images/Juegos/Wii Juegos/5030930053369_s.jpg,Madden NFL 07,Wii,3.00,2.00,831,5030930053369,6.00
/product_images/Juegos/Wii Juegos/5030930059262_s.jpg,EA Playground,Wii,4.00,3.00,831,5030930059262,7.00
/product_images/Juegos/Wii Juegos/5030930060657_s.jpg,Smarty Pants,Wii,0.50,0.30,831,5030930060657,1.50
/product_images/Juegos/Wii Juegos/5030930066178_s.jpg,Hasbro Family Game Night,Wii,0.50,0.30,831,5030930066178,1.50
/product_images/Juegos/Wii Juegos/5030930067144_s.jpg,Sim Animals,Wii,3.00,2.00,831,5030930067144,5.00
/product_images/Juegos/Wii Juegos/5030930068684_s.jpg,Rock Band Song Pack 1,Wii,0.50,0.30,831,5030930068684,1.50
/product_images/Juegos/Wii Juegos/5030930069704_s.jpg,Rockband Song Pack 2,Wii,1.10,0.70,831,5030930069704,3.00
/product_images/Juegos/Wii Juegos/5030930074241_s.jpg,Hasbro Family Game Night Vol.2,Wii,3.00,2.00,831,5030930074241,5.00
/product_images/Juegos/Wii Juegos/5030930074494_s.jpg,Boom Blox Bash Party,Wii,5.00,3.00,831,5030930074494,8.00
/product_images/Juegos/Wii Juegos/5030930075880_s.jpg,Madden NFL 10,Wii,6.00,4.00,831,5030930075880,10.00
/product_images/Juegos/Wii Juegos/5030930077228_s.jpg,Sim Animals Africa,Wii,1.50,0.90,831,5030930077228,4.00
/product_images/Juegos/Wii Juegos/5030930080631_s.jpg,EA Sports Active: More Workouts,Wii,3.00,2.00,831,5030930080631,6.00
/product_images/Juegos/Wii Juegos/5030930102562_s.jpg,Monopoly Collection,Wii,7.00,5.00,831,5030930102562,12.00
/product_images/Juegos/Wii Juegos/5030930103675_s.jpg,Hasbro Family Game Night 4 : The Game Show Edition,Wii,4.00,3.00,831,5030930103675,7.00
/product_images/Juegos/Wii Juegos/5030933055926_s.jpg,Madden NFL 08,Wii,1.50,0.90,831,5030933055926,4.00
/product_images/Juegos/Wii Juegos/5030933065710_s.jpg,Madden 09 All-Play,Wii,3.00,2.00,831,5030933065710,5.00
/product_images/Juegos/Wii Juegos/5030934057233_s.jpg,Tiger Woods PGA Tour 08,Wii,0.10,0.10,831,5030934057233,0.50
/product_images/Juegos/Wii Juegos/5030934059305_s.jpg,Medal of Honor Heroes 2,Wii,-1,-1,831,5030934059305,28.00
/product_images/Juegos/Wii Juegos/5030934063678_s.jpg,Ninja Reflex,Wii,1.50,0.90,831,5030934063678,4.00
/product_images/Juegos/Wii Juegos/5030934065702_s.jpg,Sim City Creator,Wii,3.00,2.00,831,5030934065702,5.00
/product_images/Juegos/Wii Juegos/5030934066006_s.jpg,Tiger Woods PGA Tour 09,Wii,0.10,0.10,831,5030934066006,0.50
/product_images/Juegos/Wii Juegos/5030934066907_s.jpg,Boogie Superstar + Microfono,Wii,3.00,2.00,831,5030934066907,5.00
/product_images/Juegos/Wii Juegos/5030934067041_s.jpg,Skate It,Wii,2.00,1.80,831,5030934067041,4.00
/product_images/Juegos/Wii Juegos/5030934067133_s.jpg,My Sims Party,Wii,3.00,2.00,831,5030934067133,6.00
/product_images/Juegos/Wii Juegos/5030934069700_s.jpg,Rock Band (Pack de Canciones 2),Wii,0.50,0.30,831,5030934069700,1.50
/product_images/Juegos/Wii Juegos/5030934072069_s.jpg,My Sims Racing,Wii,1.70,1.00,831,5030934072069,4.50
/product_images/Juegos/Wii Juegos/5030934073820_s.jpg,G.I. Joe,Wii,2.00,2.00,831,5030934073820,4.50
/product_images/Juegos/Wii Juegos/5030934074315_s.jpg,Tiger Woods PGA Tour 10,Wii,0.70,0.40,831,5030934074315,2.00
/product_images/Juegos/Wii Juegos/5030934074490_s.jpg,Boom Blox Smash Party,Wii,3.00,2.00,831,5030934074490,5.00
/product_images/Juegos/Wii Juegos/5030934077347_s.jpg,Littlest Pet Shop Nuevos Amigos,Wii,5.00,3.00,831,5030934077347,8.00
/product_images/Juegos/Wii Juegos/5030934077682_s.jpg,Grand Slam Tennis + WII motion,Wii,0.90,0.60,831,5030934077682,2.50
/product_images/Juegos/Wii Juegos/5030934080637_s.jpg,EA Active Nuevos Retos (Solo Juego),Wii,1.90,1.20,831,5030934080637,5.00
