img_caratula,titulo,categoria_str,precio_intercambio,precio_compra,categoria_id,sku,precio_venta
/product_images/Juegos/PC Juegos/8427897003389_s.jpg,Split Second Velocity,PC,0.60,0.30,830,8427897003389,2.00
/product_images/Juegos/PC Juegos/5906961199430_s.jpg,BC: NG Presents Herods Tomb,PC,0.30,0.10,830,5906961199430,1.00
/product_images/Juegos/PC Juegos/882224258081_s.jpg,Flight Simulator X Profesional Edition,PC,6.00,3.00,830,882224258081,18.00
/product_images/Juegos/PC Juegos/5024866327182_s.jpg,Second sight,PC,0.30,0.10,830,5024866327182,1.00
/product_images/Juegos/PC Juegos/4005209050999_s.jpg,Broken Sword (2CD) - El Sueno Del Dragon,PC,1.20,0.60,830,4005209050999,4.00
/product_images/Juegos/PC Juegos/5037930060472_s.jpg,Rise & Fall La Caida de Los Imperios,PC,1.30,0.60,830,5037930060472,4.50
/product_images/Juegos/PC Juegos/3563652007485_s.jpg,Still Life,PC,0.60,0.30,830,3563652007485,2.00
/product_images/Juegos/PC Juegos/3563650074373_s.jpg,Robin Hood La Leyenda De Sherwood,PC,0.10,0.01,830,3563650074373,0.50
/product_images/Juegos/PC Juegos/3563653068805_s.jpg,Dracula 3: La Senda del Dragon,PC,0.10,0.01,830,3563653068805,0.50
/product_images/Juegos/PC Juegos/5030934105064_s.jpg,Sims 3 (SN) + Salto A La Fama,PC,4.00,2.00,830,5030934105064,12.00
/product_images/Juegos/PC Juegos/3700265611054_s.jpg,Egipto III El Destino De Ramses,PC,0.60,0.30,830,3700265611054,2.00
/product_images/Juegos/PC Juegos/5030917058875_s.jpg,Spiderman: El Reino de las Sombras,PC,1.80,1.00,830,5030917058875,5.00
/product_images/Juegos/PC Juegos/8436010153948_s.jpg,"Ciudad Perdida De Zerzura, La",PC,0.40,0.20,830,8436010153948,1.50
/product_images/Juegos/PC Juegos/5060004768684_s.jpg,Medieval II Total War (P),PC,2.00,1.60,830,5060004768684,8.00
/product_images/Juegos/PC Juegos/5024866231991_s.jpg,I.G.I - 2 Covert Strike,PC,0.10,0.01,830,5024866231991,0.50
/product_images/Juegos/PC Juegos/5030917015359_s.jpg,Soldier Of Fortune 2 (SN)2CDS,PC,0.40,0.20,830,5030917015359,1.50
/product_images/Juegos/PC Juegos/8436010154839_s.jpg,FX Fútbol 2013/2014,PC,0.01,0.01,830,8436010154839,0.25
/product_images/Juegos/PC Juegos/8427197001696_s.jpg,Wallace & Gromit,PC,0.01,0.01,830,8427197001696,0.10
/product_images/Juegos/PC Juegos/5055277019328_s.jpg,Total War: Rome II (P),PC,13.00,9.00,830,5055277019328,22.00
/product_images/Juegos/PC Juegos/3391891987448_s.jpg,Dark Souls III (P),PC,10.00,5.00,830,3391891987448,28.00
/product_images/Juegos/PC Juegos/023272009434_s.jpg,Lego Star Wars: The Complete Saga,PC,3.00,2.00,830,023272009434,10.00
/product_images/Juegos/PC Juegos/5060034554066_s.jpg,American Chopper,PC,0.01,0.01,830,5060034554066,0.25
/product_images/Juegos/PC Juegos/3760137145629_s.jpg,Kings Bountu The Legend Colleccion,PC,2.00,1.40,830,3760137145629,7.00
/product_images/Juegos/PC Juegos/5021290037816_s.jpg,Championship Manager Tu entrenador 2010,PC,0.10,0.01,830,5021290037816,0.50
/product_images/Juegos/PC Juegos/8414606711444_s.jpg,"New Beginning, A",PC,0.30,0.10,830,8414606711444,1.00
/product_images/Juegos/PC Juegos/5060146460880_s.jpg,Walking Dead: Telltale Games Series 1,PC,3.00,2.00,830,5060146460880,10.00
/product_images/Juegos/PC Juegos/9006113150343_s.jpg,Painkiller Expansion Overdose,PC,0.10,0.01,830,9006113150343,0.50
/product_images/Juegos/PC Juegos/8431474073481_s.jpg,Memento Mori: El Secreto de la Vida Etar,PC,0.10,0.01,830,8431474073481,0.50
/product_images/Juegos/PC Juegos/3348542195844_s.jpg,F.E.A.R First Encounter Assault Recon **,PC,0.90,0.40,830,3348542195844,3.00
/product_images/Juegos/PC Juegos/805529486492_s.jpg,Age of Mythology Titans Expansion,PC,0.90,0.40,830,805529486492,3.00
/product_images/Juegos/PC Juegos/8414185300176_s.jpg,"Sims 3 (SN), Los (P)",PC,7.00,4.00,830,8414185300176,20.00
/product_images/Juegos/PC Juegos/5060023731188_s.jpg,Attack Squadron,PC,0.30,0.10,830,5060023731188,1.00
/product_images/Juegos/PC Juegos/8436037173226_s.jpg,Cute the Rope,PC,2.00,1.20,830,8436037173226,6.00
/product_images/Juegos/PC Juegos/4005209126007_s.jpg,World Of Zoo,PC,0.20,0.10,830,4005209126007,0.75
/product_images/Juegos/PC Juegos/3307210203328_s.jpg,Myst V End Of Ages,PC,0.30,0.10,830,3307210203328,1.00
/product_images/Juegos/PC Juegos/8414185090312_s.jpg,La Fuga De Monkey Island,PC,2.00,1.60,830,8414185090312,8.00
/product_images/Juegos/PC Juegos/3563650057376_s.jpg,Iron Storm,PC,0.10,0.01,830,3563650057376,0.50
/product_images/Juegos/PC Juegos/4020628504533_s.jpg,Ride To Hell Retribution (P),PC,0.40,0.20,830,4020628504533,1.50
/product_images/Juegos/PC Juegos/5030917035791_s.jpg,X-Men El Videojuego Oficial,PC,0.30,0.10,830,5030917035791,1.00
/product_images/Juegos/PC Juegos/5026555033183_s.jpg,Rune,PC,0.30,0.10,830,5026555033183,1.00
/product_images/Juegos/PC Juegos/8426239090551_s.jpg,Blade Runner,PC,1.00,0.50,830,8426239090551,3.50
/product_images/Juegos/PC Juegos/5026555063593_s.jpg,NBA 2K15 (P),PC,1.20,0.70,830,5026555063593,3.50
/product_images/Juegos/PC Juegos/3307210156334_s.jpg,Warlords IV: Heroes Of Etheria,PC,0.20,0.10,830,3307210156334,0.75
/product_images/Juegos/PC Juegos/8414185050781_s.jpg,Sim City 4 (2 Disc),PC,0.70,0.30,830,8414185050781,2.50
/product_images/Juegos/PS3 Juegos/5030917163005_s.jpg,Skylanders Superchargers Starter Pack,PlayStation 3,9.00,6.00,821,5030917163005,15.00
/product_images/Juegos/PS3 Juegos/5030930069698_s.jpg,Rockband Song Pack 2,PlayStation 3,1.30,0.80,821,5030930069698,3.50
/product_images/Juegos/PS3 Juegos/5030930074838_s.jpg,Madden NFL 10,PlayStation 3,1.10,0.70,821,5030930074838,3.00
/product_images/Juegos/PS3 Juegos/5030930102890_s.jpg,Madden NFL 12,PlayStation 3,3.00,2.00,821,5030930102890,6.00
/product_images/Juegos/PS3 Juegos/5030930103668_s.jpg,NHL 12,PlayStation 3,1.10,0.70,821,5030930103668,3.00
/product_images/Juegos/PS3 Juegos/5030930108878_s.jpg,Medal of Honor: Warfighter (LE),PlayStation 3,5.00,3.00,821,5030930108878,8.00
/product_images/Juegos/PS3 Juegos/5030931111150_s.jpg,Madden NFL 25,PlayStation 3,3.00,2.00,821,5030931111150,10.00
/product_images/Juegos/PS3 Juegos/5030934054300_s.jpg,Untold Legends: Dark Kingdom,PlayStation 3,1.30,0.80,821,5030934054300,3.50
/product_images/Juegos/PS3 Juegos/5030934068659_s.jpg,Rock Band 2,PlayStation 3,3.00,2.00,821,5030934068659,6.00
/product_images/Juegos/PS3 Juegos/5030934071505_s.jpg,Command & Conquer Red Alert 3 (Ultimate,PlayStation 3,5.00,3.00,821,5030934071505,8.00
/product_images/Juegos/PS3 Juegos/5030934096331_s.jpg,Dragon Age 2 Signature Edition,PlayStation 3,9.00,6.00,821,5030934096331,15.00
/product_images/Juegos/PS3 Juegos/5030934100175_s.jpg,NBA Jam,PlayStation 3,7.00,5.00,821,5030934100175,12.00
/product_images/Juegos/PS3 Juegos/5030934102049_s.jpg,"Need For Speed, Shift 2 LE",PlayStation 3,9.00,6.00,821,5030934102049,15.00
/product_images/Juegos/PS3 Juegos/5030947096625_s.jpg,Crysis 2: Nano Edicion,PlayStation 3,22.00,15.00,821,5030947096625,35.00
/product_images/Juegos/PS3 Juegos/5036675014375_s.jpg,Agarest Generations Of War 2,PlayStation 3,5.00,3.00,821,5036675014375,8.00
/product_images/Juegos/PS3 Juegos/5050740024960_s.jpg,Worms Collection,PlayStation 3,11.00,8.00,821,5050740024960,18.00
/product_images/Juegos/PS3 Juegos/5051892143653_s.jpg,Injustice Gods Among Us: Ultimate Ed.,PlayStation 3,17.00,12.00,821,5051892143653,28.00
/product_images/Juegos/PS3 Juegos/5051893013511_s.jpg,Watchmen: El Fin esta Cerca (Part. 1 y 2,PlayStation 3,3.00,2.00,821,5051893013511,6.00
/product_images/Juegos/PS3 Juegos/5055060925157_s.jpg,Devil May Cry 4 (Ed. Coleccionista),PlayStation 3,6.00,4.00,821,5055060925157,10.00
/product_images/Juegos/PS3 Juegos/5060073304578_s.jpg,Dynasty Warriors 6,PlayStation 3,3.00,2.00,821,5060073304578,5.00
/product_images/Juegos/PS3 Juegos/5060073307593_s.jpg,Dynasty Warriors 7,PlayStation 3,6.00,4.00,821,5060073307593,10.00
/product_images/Juegos/PS3 Juegos/5060073309825_s.jpg,Ninja Gaiden 3 Razor's Edge,PlayStation 3,15.00,11.00,821,5060073309825,25.00
/product_images/Juegos/PS3 Juegos/5060125483534_s.jpg,Eat Lead,PlayStation 3,3.00,2.00,821,5060125483534,6.00
/product_images/Juegos/PS3 Juegos/5060201655879_s.jpg,Guilty Gear Xrd Revelator (12),PlayStation 3,15.00,11.00,821,5060201655879,25.00
/product_images/Juegos/PS3 Juegos/5060327530371_s.jpg,Dead Or Alive 5: Ultimate,PlayStation 3,9.00,6.00,821,5060327530371,15.00
/product_images/Juegos/PS3 Juegos/612561600188_s.jpg,Blades,PlayStation 3,7.00,5.00,821,612561600188,12.00
/product_images/Juegos/PS3 Juegos/711719115267_s.jpg,Buzz Concurso Universal + Buzzers,PlayStation 3,20.00,14.00,821,711719115267,32.00
/product_images/Juegos/PS3 Juegos/711719129066_s.jpg,Singstar Mecano + Micros,PlayStation 3,11.00,8.00,821,711719129066,18.00
/product_images/Juegos/PS3 Juegos/711719129264_s.jpg,Little Big Planet - GOTY,PlayStation 3,7.00,5.00,821,711719129264,12.00
/product_images/Juegos/PS3 Juegos/711719133858_s.jpg,Buzz Concurso Universal (Solo Juego),PlayStation 3,12.00,9.00,821,711719133858,20.00
/product_images/Juegos/PS3 Juegos/711719157946_s.jpg,Singstar Queen (Solo Juego),PlayStation 3,5.00,3.00,821,711719157946,8.00
/product_images/Juegos/PS3 Juegos/711719163893_s.jpg,Little Big Planet 2 (Extras Edicion),PlayStation 3,5.00,3.00,821,711719163893,8.00
/product_images/Juegos/PS3 Juegos/711719174790_s.jpg,Carnival Island (Move),PlayStation 3,3.00,2.00,821,711719174790,6.00
/product_images/Juegos/PS3 Juegos/711719176251_s.jpg,Wipeout HD,PlayStation 3,9.00,6.00,821,711719176251,15.00
/product_images/Juegos/PS3 Juegos/711719180586_s.jpg,Infamous 2 Edicion Special,PlayStation 3,7.00,5.00,821,711719180586,12.00
/product_images/Juegos/PS3 Juegos/711719193654_s.jpg,Singstar Starter Pack,PlayStation 3,1.30,0.80,821,711719193654,3.50
/product_images/Juegos/PS3 Juegos/711719227854_s.jpg,Killzone Trilogy (18),PlayStation 3,13.00,9.00,821,711719227854,22.00
/product_images/Juegos/PS3 Juegos/711719240211_s.jpg,Tekken Hybrid,PlayStation 3,9.00,6.00,821,711719240211,15.00
/product_images/Juegos/PS3 Juegos/711719247814_s.jpg,Move Fitness,PlayStation 3,3.00,2.00,821,711719247814,6.00
/product_images/Juegos/PS3 Juegos/711719450450_s.jpg,Eye of Judgement +Playstation Eye +AR Cards,PlayStation 3,5.00,3.00,821,711719450450,8.00
/product_images/Juegos/PS3 Juegos/711719691PS3_s.jpg,Killzone HD,PlayStation 3,9.00,6.00,821,711719691,15.00
/product_images/Juegos/PS3 Juegos/711719774457_s.jpg,Buzz! El Multiconcurso TV SE + Buzzers,PlayStation 3,18.00,13.00,821,711719774457,30.00
/product_images/Juegos/PS3 Juegos/711719984733_s.jpg,MLB 13: The Show,PlayStation 3,1.50,0.90,821,711719984733,4.00
/product_images/Juegos/PS3 Juegos/8022805116276_s.jpg,Volante Atomic Super Sport Lamborghini,PlayStation 3,7.00,5.00,821,8022805116276,12.00
/product_images/Juegos/PS3 Juegos/8023171010052_s.jpg,Armored Core 4,PlayStation 3,3.00,2.00,821,8023171010052,5.00
/product_images/Juegos/PS3 Juegos/8023171024899_s.jpg,Zumba Fitness + Cinturon (Move),PlayStation 3,6.00,4.00,821,8023171024899,10.00
/product_images/Juegos/PS3 Juegos/8023171024899A_s.jpg,Zumba Fitness (Solo Juego),PlayStation 3,5.00,3.00,821,8023171024899,8.00
/product_images/Juegos/PS3 Juegos/8023171031187_s.jpg,Adidas Mi Coach,PlayStation 3,0.70,0.40,821,8023171031187,2.00
/product_images/Juegos/PS3 Juegos/8033102492505_s.jpg,SBK X: Superbike 10,PlayStation 3,3.00,2.00,821,8033102492505,5.00
/product_images/Juegos/PS3 Juegos/8033102493199_s.jpg,National Geographic Challenge,PlayStation 3,3.00,2.00,821,8033102493199,5.00
/product_images/Juegos/PS3 Juegos/813633010472_s.jpg,Atelier Rorona: The Alchemist of Arland,PlayStation 3,6.00,4.00,821,813633010472,10.00
/product_images/Juegos/PS3 Juegos/813633011264_s.jpg,"Atelier Totori, Adventure Of Arland",PlayStation 3,6.00,4.00,821,813633011264,10.00
/product_images/Juegos/PS3 Juegos/813633014388_s.jpg,Tears To Tiara 2,PlayStation 3,9.00,6.00,821,813633014388,15.00
/product_images/Juegos/PS3 Juegos/813633014517_s.jpg,Tokyo Twilight: Ghost Hunters,PlayStation 3,11.00,8.00,821,813633014517,18.00
/product_images/Juegos/PS3 Juegos/813633014739_s.jpg,Arcana Heart 3: Love Max,PlayStation 3,7.00,5.00,821,813633014739,12.00
/product_images/Juegos/PS3 Juegos/813633017983_s.jpg,"Legend Of Heroes, The : Trails Of Cold Steel II",PlayStation 3,25.00,18.00,821,813633017983,40.00
/product_images/Juegos/PS3 Juegos/8154030102448_s.jpg,Cómo Entrenar A Tu Dragon 2,PlayStation 3,3.00,2.00,821,8154030102448,6.00
/product_images/Juegos/PS3 Juegos/8154030104121_s.jpg,Adventure Time: Researchers,PlayStation 3,11.00,8.00,821,8154030104121,18.00
/product_images/Juegos/PS3 Juegos/8402862155089_s.jpg,"Voz 3, The (2 Microphone)",PlayStation 3,7.00,5.00,821,8402862155089,12.00
/product_images/Juegos/Wii Juegos/5030934091718_s.jpg,Rock Band: Green Day (Solo Juego),Wii,1.70,1.00,831,5030934091718,4.50
/product_images/Juegos/Wii Juegos/5030934094269_s.jpg,Rock Band 3 (Solo Juego),Wii,1.70,1.00,831,5030934094269,4.50
/product_images/Juegos/Wii Juegos/5030934097062_s.jpg,Tiger Woods PGA Tour 12,Wii,1.90,1.20,831,5030934097062,5.00
/product_images/Juegos/Wii Juegos/5030935059267_s.jpg,Playground,Wii,5.00,3.00,831,5030935059267,8.00
/product_images/Juegos/Wii Juegos/503093506602_s.jpg,Nerf n-srike (With Gun),Wii,5.00,3.00,831,503093506602,8.00
/product_images/Juegos/Wii Juegos/5030941055451_s.jpg,"Godfather Blackhand Edition, The",Wii,7.00,5.00,831,5030941055451,12.00
/product_images/Juegos/Wii Juegos/5036675009623_s.jpg,Skyscraper,Wii,1.50,0.90,831,5036675009623,4.00
/product_images/Juegos/Wii Juegos/5036675011954_s.jpg,Dancing On Ice,Wii,0.70,0.40,831,5036675011954,2.00
/product_images/Juegos/Wii Juegos/5036675012050_s.jpg,Mary King's Riding School 2,Wii,5.00,3.00,831,5036675012050,8.00
/product_images/Juegos/Wii Juegos/5036675012777_s.jpg,International Athletics,Wii,3.00,2.00,831,5036675012777,6.00
/product_images/Juegos/Wii Juegos/5037930150357_s.jpg,Crusi'n,Wii,6.00,4.00,831,5037930150357,10.00
/product_images/Juegos/Wii Juegos/5037930150494_s.jpg,TNA Impact,Wii,2.00,1.80,831,5037930150494,4.00
/product_images/Juegos/Wii Juegos/5037930150593_s.jpg,More Game Party,Wii,2.00,1.80,831,5037930150593,4.00
/product_images/Juegos/Wii Juegos/503793015067B_s.jpg,Pop Star Guitar (Solo Juego),Wii,0.50,0.30,831,503793015067,1.50
/product_images/Juegos/Wii Juegos/5050053017871_s.jpg,Meet The Robinsons,Wii,1.30,0.80,831,5050053017871,3.50
/product_images/Juegos/Wii Juegos/5051272005687_s.jpg,Mr Bean's Wacky World of Wii,Wii,3.00,2.00,831,5051272005687,6.00
/product_images/Juegos/Wii Juegos/5051272005977_s.jpg,Bob y sus Amigos Festival de la Diver...,Wii,0.90,0.60,831,5051272005977,2.50
/product_images/Juegos/Wii Juegos/5051603226330_s.jpg,Guinness World of Records,Wii,1.10,0.70,831,5051603226330,3.00
/product_images/Juegos/Wii Juegos/5051892009478_s.jpg,Scooby-Doo! First Frights,Wii,9.00,6.00,831,5051892009478,15.00
/product_images/Juegos/Wii Juegos/5051892009874_s.jpg,"Lord Of The Rings, Aragorn's Quest",Wii,1.70,1.00,831,5051892009874,4.50
/product_images/Juegos/Wii Juegos/5051892018883_s.jpg,Batman: Brave & the Bold,Wii,6.00,4.00,831,5051892018883,10.00
/product_images/Juegos/Wii Juegos/5051893064049_s.jpg,Barrio Sesamo: Preparados,Wii,3.00,2.00,831,5051893064049,5.00
/product_images/Juegos/Wii Juegos/5055060951934_s.jpg,Resident Evil: Darkside Chronicles+Zappe,Wii,11.00,8.00,831,5055060951934,18.00
/product_images/Juegos/Wii Juegos/5055277000555_s.jpg,Let's Tap (Juego + Tablillas),Wii,1.50,0.90,831,5055277000555,4.00
/product_images/Juegos/Wii Juegos/5055277001156_s.jpg,Wacky World Of Sports,Wii,1.10,0.70,831,5055277001156,3.00
/product_images/Juegos/Wii Juegos/5055277003273_s.jpg,Sonic y El Caballero Negro + Espada,Wii,9.00,6.00,831,5055277003273,15.00
/product_images/Juegos/Wii Juegos/5055277005239_s.jpg,Sonic & SEGA All-Stars + Volante,Wii,7.00,5.00,831,5055277005239,12.00
/product_images/Juegos/Wii Juegos/5055277006762_s.jpg,Tournament of Legends,Wii,1.70,1.00,831,5055277006762,4.50
/product_images/Juegos/Wii Juegos/5055277009138_s.jpg,Sonic Colours - EC (4 Figures),Wii,13.00,9.00,831,5055277009138,22.00
/product_images/Juegos/Wii Juegos/5055277011049_s.jpg,Virtua Tennis 4,Wii,2.00,2.00,831,5055277011049,4.50
/product_images/Juegos/Wii Juegos/5055377600297_s.jpg,Reel Fishing: Anglers Dream,Wii,3.00,2.00,831,5055377600297,5.00
/product_images/Juegos/Wii Juegos/5055377600310_s.jpg,Speed,Wii,6.00,4.00,831,5055377600310,10.00
/product_images/Juegos/Wii Juegos/5055377601027_s.jpg,We Wish You A Very Merry Christmas,Wii,5.00,3.00,831,5055377601027,8.00
/product_images/Juegos/Wii Juegos/5055377601164_s.jpg,Jeep Thrills + Wheel,Wii,4.00,3.00,831,5055377601164,7.00
/product_images/Juegos/Wii Juegos/5055377601195_s.jpg,North American Hunting 2,Wii,1.10,0.70,831,5055377601195,3.00
/product_images/Juegos/Wii Juegos/5055377601300_s.jpg,Pheasants Forever,Wii,4.00,3.00,831,5055377601300,7.00
/product_images/Juegos/Wii Juegos/5055377601553_s.jpg,Dino Strike (Solo Juego),Wii,5.00,3.00,831,5055377601553,8.00
/product_images/Juegos/Wii Juegos/5055377601768_s.jpg,Country Dance 2,Wii,1.50,0.90,831,5055377601768,4.00
/product_images/Juegos/Wii Juegos/5055377601850_s.jpg,"Cube, The",Wii,0.30,0.20,831,5055377601850,1.00
/product_images/Juegos/Xbox 360 Juegos/3296580811007_s.jpg,Dragonball Raging Blast LE,Xbox 360,6.00,4.00,827,3296580811007,10.00
/product_images/Juegos/Wii Juegos/5055377601904_s.jpg,Flatout,Wii,2.00,2.00,831,5055377601904,4.50
/product_images/Juegos/Wii Juegos/5055377601911_s.jpg,Hyper Fighters,Wii,1.70,1.00,831,5055377601911,4.50
/product_images/Juegos/Xbox 360 Juegos/3307210228307_s.jpg,Enchanted Arms,Xbox 360,5.00,3.00,827,3307210228307,8.00
/product_images/Juegos/Xbox 360 Juegos/3307210230287_s.jpg,Rayman Raving Rabbids,Xbox 360,9.00,6.00,827,3307210230287,15.00
/product_images/Juegos/Wii Juegos/5055377601928_s.jpg,Supersonic Racer,Wii,0.70,0.40,831,5055377601928,2.00
/product_images/Juegos/Wii Juegos/5055377601935_s.jpg,Monster Trucks,Wii,3.00,2.00,831,5055377601935,6.00
/product_images/Juegos/Xbox 360 Juegos/3307210232427_s.jpg,Import Tuner Challenge,Xbox 360,5.00,3.00,827,3307210232427,8.00
/product_images/Juegos/Xbox 360 Juegos/3307210236968_s.jpg,Colegas en el Bosque,Xbox 360,3.00,2.00,827,3307210236968,6.00
/product_images/Juegos/Wii Juegos/5055377602123_s.jpg,"Cubo, El",Wii,1.30,0.80,831,5055377602123,3.50
/product_images/Juegos/Wii Juegos/5055377602178_s.jpg,Big Time Rush: Dance Party,Wii,3.00,2.00,831,5055377602178,6.00
/product_images/Juegos/Xbox 360 Juegos/3307210241726_s.jpg,Star Trek Legacy,Xbox 360,3.00,2.00,827,3307210241726,6.00
/product_images/Juegos/Xbox 360 Juegos/3307210259516_s.jpg,Locos por el Surf,Xbox 360,3.00,2.00,827,3307210259516,6.00
/product_images/Juegos/Wii Juegos/5060015030107_s.jpg,Get Up And Dance,Wii,1.50,0.90,831,5060015030107,4.00
/product_images/Juegos/Wii Juegos/5060015030466_s.jpg,Cartoon Network Punch Time Explosion XL,Wii,1.50,0.90,831,5060015030466,4.00
/product_images/Juegos/Wii Juegos/5060015536401_s.jpg,King of Clubs,Wii,0.90,0.60,831,5060015536401,2.50
/product_images/Juegos/Xbox 360 Juegos/3307210260284_s.jpg,WarTech: Senko no Ronde,Xbox 360,0.90,0.60,827,3307210260284,2.50
/product_images/Juegos/Xbox 360 Juegos/3307210341693_s.jpg,Elder Scrolls IV: Shivering Isles,Xbox 360,0.70,0.40,827,3307210341693,2.00
/product_images/Juegos/Xbox 360 Juegos/3307211311909_s.jpg,Hawx,Xbox 360,1.50,0.90,827,3307211311909,4.00
