categoria_str,categoria_id,sku,precio_compra,precio_intercambio,titulo,img_caratula,precio_venta
PC,830,093155148246,1.60,2.00,"Evil Within, The (P)",/product_images/Juegos/PC Juegos/093155148246_s.jpg,7.00
PC,830,3307210149022,0.20,0.40,Combat Flight Simulator Serie Europa,/product_images/Juegos/PC Juegos/3307210149022_s.jpg,1.50
PlayStation 3,821,5030934078054,0.20,0.30,NBA Live 10,/product_images/Juegos/PS3 Juegos/5030934078054_s.jpg,1.00
PlayStation 3,821,3307210266583,0.90,1.50,Haze,/product_images/Juegos/PS3 Juegos/3307210266583_s.jpg,4.00
PlayStation 3,821,3307210233929,2.00,3.00,Elder Scrolls IV: Oblivion,/product_images/Juegos/PS3 Juegos/3307210233929_s.jpg,5.00
Nintendo DS,834,5030917050411,2.00,3.00,Puppy Luv Spa & Resort,/product_images/Juegos/DS Juegos/5030917050411_s.jpg,5.00
Nintendo DS,834,5030917058141,2.00,3.00,Spiderman: El Reino de las Sombras,/product_images/Juegos/DS Juegos/5030917058141_s.jpg,5.00
Nintendo DS,834,5030917059162,2.00,3.00,Barbie Horse: Escuela de Equitacion,/product_images/Juegos/DS Juegos/5030917059162_s.jpg,6.00
Nintendo 3DS,977,5055377602468,3.00,5.00,Outdoors Unleashed - Africa,/product_images/Juegos/3DS Juegos/5055377602468_s.jpg,8.00
Nintendo 3DS,977,5060102953142,7.00,9.00,Cradle of Rome 2,/product_images/Juegos/3DS Juegos/5060102953142_s.jpg,15.00
Nintendo 3DS,977,5060102953302,13.00,18.00,Harvest Moon: The Tale Of Two Towns,/product_images/Juegos/3DS Juegos/5060102953302_s.jpg,28.00
PSP,862,4012927064047,3.00,6.00,Silent Hill: Shattered Memories,/product_images/Juegos/PSP Juegos/4012927064047_s.jpg,18.00
PSP,862,8717418228118,0.01,0.10,Hannah Montana: Vive el Espectaculo,/product_images/Juegos/PSP Juegos/8717418228118_s.jpg,0.50
PSP,862,3296580810024,0.20,0.40,Naruto Shippuden Legends Akatsuki Rising,/product_images/Juegos/PSP Juegos/3296580810024_s.jpg,1.50
PC,830,3307210156334,0.10,0.20,Warlords IV: Heroes Of Etheria,/product_images/Juegos/PC Juegos/3307210156334_s.jpg,0.75
PC,830,3307210168139,0.30,0.70,Rayman,/product_images/Juegos/PC Juegos/3307210168139_s.jpg,2.50
PC,830,3307210177636,0.01,0.10,Silent Hunter III,/product_images/Juegos/PC Juegos/3307210177636_s.jpg,0.50
PlayStation 3,821,5026555404365,0.40,0.70,NBA 2K11,/product_images/Juegos/PS3 Juegos/5026555404365_s.jpg,2.00
PlayStation 3,821,3307215594605,6.00,9.00,Rayman: Origins,/product_images/Juegos/PS3 Juegos/3307215594605_s.jpg,15.00
PlayStation 3,821,5021290046337,0.70,1.10,Dungeon Siege 3,/product_images/Juegos/PS3 Juegos/5021290046337_s.jpg,3.00
Nintendo DS,834,5030917066801,1.80,2.00,Ice Age 3: El Origen de los Dinosaurios,/product_images/Juegos/DS Juegos/5030917066801_s.jpg,4.00
Nintendo DS,834,5030917070877,3.00,5.00,Call Of Duty: Modern Warfare Mobilizatio,/product_images/Juegos/DS Juegos/5030917070877_s.jpg,8.00
Nintendo DS,834,5030917071195,3.00,5.00,007 - Bloodstone,/product_images/Juegos/DS Juegos/5030917071195_s.jpg,8.00
Nintendo 3DS,977,5060102953326,1.20,1.90,Shifting World,/product_images/Juegos/3DS Juegos/5060102953326_s.jpg,5.00
PSP,862,3307210328571,0.30,0.70,Beowulf,/product_images/Juegos/PSP Juegos/3307210328571_s.jpg,2.50
PSP,862,8033102495063,0.70,1.20,Superbike 07,/product_images/Juegos/PSP Juegos/8033102495063_s.jpg,3.50
PSP,862,5060121823402,0.70,1.20,Space Invaders Extreme,/product_images/Juegos/PSP Juegos/5060121823402_s.jpg,3.50
PC,830,3307210188809,0.20,0.40,Brothers in Arms Road To Hill 30 1DVD,/product_images/Juegos/PC Juegos/3307210188809_s.jpg,1.50
PC,830,3307210191373,0.30,0.70,Far Cry,/product_images/Juegos/PC Juegos/3307210191373_s.jpg,2.50
PC,830,3307210211484,0.30,0.60,Microsoft Train Simulator,/product_images/Juegos/PC Juegos/3307210211484_s.jpg,2.00
PlayStation 3,821,5055060927274,4.00,6.00,Dead Rising 2: Off The Record,/product_images/Juegos/PS3 Juegos/5055060927274_s.jpg,10.00
PlayStation 3,821,3391891983839,9.00,13.00,J-Stars Victory VS+,/product_images/Juegos/PS3 Juegos/3391891983839_s.jpg,22.00
PlayStation 3,821,5030934069410,6.00,9.00,Trivial Pursuit,/product_images/Juegos/PS3 Juegos/5030934069410_s.jpg,15.00
Nintendo DS,834,5030917083914,0.90,1.50,Bakugan: Battle Trainer,/product_images/Juegos/DS Juegos/5030917083914_s.jpg,4.00
Nintendo DS,834,5030917096679,4.00,6.00,Call of Duty: Modern Warfare 3,/product_images/Juegos/DS Juegos/5030917096679_s.jpg,10.00
Nintendo DS,834,5030917099816,3.00,5.00,Spiderman: Edge of Time,/product_images/Juegos/DS Juegos/5030917099816_s.jpg,8.00
PSP,862,5021290047167,2.00,3.00,Final Fantasy Dissidia 012,/product_images/Juegos/PSP Juegos/5021290047167_s.jpg,10.00
PSP,862,3391891956567,0.80,1.40,Naruto Shippuden: Ultimate Ninja Impact,/product_images/Juegos/PSP Juegos/3391891956567_s.jpg,4.00
PSP,862,4012927061220,0.40,0.90,Yu-Gi-Oh! GX Tag Force,/product_images/Juegos/PSP Juegos/4012927061220_s.jpg,3.00
PC,830,3307210212610,0.40,0.90,Combat Flight Simulator 2,/product_images/Juegos/PC Juegos/3307210212610_s.jpg,3.00
PC,830,3307210264602,0.01,0.10,Horsez: Los Secretos del Rancho,/product_images/Juegos/PC Juegos/3307210264602_s.jpg,0.50
PC,830,3307211664043,0.01,0.10,Anatomia de Grey Videojuego,/product_images/Juegos/PC Juegos/3307211664043_s.jpg,0.50
PlayStation 3,821,3391891977883,9.00,12.00,Naruto Shippuden: Ultimate Ninja. Storm Revolution,/product_images/Juegos/PS3 Juegos/3391891977883_s.jpg,20.00
PlayStation 3,821,711719166290,0.70,1.10,Medieval Moves (Move),/product_images/Juegos/PS3 Juegos/711719166290_s.jpg,3.00
PlayStation 3,821,5060138435353,3.00,5.00,Condemned 2,/product_images/Juegos/PS3 Juegos/5060138435353_s.jpg,8.00
Nintendo DS,834,5030917107009,1.80,2.00,Battleship,/product_images/Juegos/DS Juegos/5030917107009_s.jpg,4.00
PSP,862,4005209100380,0.20,0.40,Warhammer 40000 Squad Command,/product_images/Juegos/PSP Juegos/4005209100380_s.jpg,1.50
PSP,862,010086660142,2.00,4.00,Sega Genesis Collection,/product_images/Juegos/PSP Juegos/010086660142_s.jpg,12.00
PSP,862,013388270231,6.00,10.00,MegaMan PoweredUp/MegaMan Maverick Hunter,/product_images/Juegos/PSP Juegos/013388270231_s.jpg,30.00
PC,830,3307215711460,2.00,3.00,I Am Alive,/product_images/Juegos/PC Juegos/3307215711460_s.jpg,10.00
PC,830,3307215726181,0.50,1.00,Rayman Collection,/product_images/Juegos/PC Juegos/3307215726181_s.jpg,3.50
PC,830,3307215801420,2.00,3.00,Assasins Creed Rogue (P),/product_images/Juegos/PC Juegos/3307215801420_s.jpg,10.00
Wii,831,5030917057649,0.90,1.50,Madagascar 2,/product_images/Juegos/Wii Juegos/5030917057649_s.jpg,4.00
PlayStation 3,821,5060138438583,2.00,3.00,Beijing 2008: Juegos Olimpicos,/product_images/Juegos/PS3 Juegos/5060138438583_s.jpg,5.00
PlayStation 3,821,8059617100643,5.00,7.00,WRC 3 FIA World Rally Championship,/product_images/Juegos/PS3 Juegos/8059617100643_s.jpg,12.00
PlayStation 3,821,5030934059053,2.00,3.00,Mercenaries 2: World in Flames,/product_images/Juegos/PS3 Juegos/5030934059053_s.jpg,6.00
PSP,862,014633148350,0.30,0.70,FIFA Soccer PSP,/product_images/Juegos/PSP Juegos/014633148350_s.jpg,2.50
PSP,862,014633148381,0.01,0.10,Tiger Woods PGA Tour 06,/product_images/Juegos/PSP Juegos/014633148381_s.jpg,0.50
PSP,862,014633149654,1.80,3.00,Madden NFL 06,/product_images/Juegos/PSP Juegos/014633149654_s.jpg,9.00
PC,830,3348542130289,1.40,2.00,StarCraft + BroodWar,/product_images/Juegos/PC Juegos/3348542130289_s.jpg,7.00
Wii,831,5030917062148,3.00,5.00,Monstruos Contra Alienigenas,/product_images/Juegos/Wii Juegos/5030917062148_s.jpg,8.00
Wii,831,5030917065705,2.00,3.00,X-Men Origenes: Lobezno,/product_images/Juegos/Wii Juegos/5030917065705_s.jpg,6.00
PlayStation 3,821,5030917038365,3.00,5.00,Call Of Duty 3,/product_images/Juegos/PS3 Juegos/5030917038365_s.jpg,8.00
PlayStation 3,821,5051893074642,6.00,9.00,LEGO Harry Potter (Anos 5-7),/product_images/Juegos/PS3 Juegos/5051893074642_s.jpg,15.00
PSP,862,014633152487,2.00,5.00,Madden 2007 (US),/product_images/Juegos/PSP Juegos/014633152487_s.jpg,14.00
PSP,862,014633155044,1.60,2.00,Madden NFL 09,/product_images/Juegos/PSP Juegos/014633155044_s.jpg,8.00
PC,830,3348542161443,0.01,0.10,No One Lives Forever,/product_images/Juegos/PC Juegos/3348542161443_s.jpg,0.50
Wii,831,5030917095658,3.00,4.00,Transformers: Lado Oscuro de la Luna,/product_images/Juegos/Wii Juegos/5030917095658_s.jpg,7.00
Wii,831,5030917106255,3.00,5.00,Cabela's Big Game Hunter 2012,/product_images/Juegos/Wii Juegos/5030917106255_s.jpg,8.00
Wii,831,5030934058735,3.00,5.00,Los Sims 2 Naufragos,/product_images/Juegos/Wii Juegos/5030934058735_s.jpg,8.00
PlayStation 3,821,5021290030954,3.00,5.00,Ninja Gaiden Sigma,/product_images/Juegos/PS3 Juegos/5021290030954_s.jpg,8.00
PlayStation 3,821,093155122154,2.00,3.00,Wet,/product_images/Juegos/PS3 Juegos/093155122154_s.jpg,5.00
PlayStation 3,821,8717418310127,5.00,7.00,Cars 2,/product_images/Juegos/PS3 Juegos/8717418310127_s.jpg,12.00
PSP,862,014633193534,0.80,1.40,Madden NFL 11,/product_images/Juegos/PSP Juegos/014633193534_s.jpg,4.00
PSP,862,014633196702,6.00,10.00,Madden NFL 12,/product_images/Juegos/PSP Juegos/014633196702_s.jpg,30.00
PSP,862,023272004866,1.20,2.00,Thrillville Of The Rails,/product_images/Juegos/PSP Juegos/023272004866_s.jpg,6.00
Wii,831,5030934075978,3.00,4.00,My Sims Agents,/product_images/Juegos/Wii Juegos/5030934075978_s.jpg,7.00
Wii,831,5030934101844,3.00,5.00,Harry Potter: Reliquias De La Murerte P2,/product_images/Juegos/Wii Juegos/5030934101844_s.jpg,8.00
Wii,831,5051893035520,2.00,3.00,Batman: El Intrepido Batman,/product_images/Juegos/Wii Juegos/5051893035520_s.jpg,6.00
PlayStation 3,821,5060138440425,8.00,11.00,Sonic Unleashed,/product_images/Juegos/PS3 Juegos/5060138440425_s.jpg,18.00
PlayStation 3,821,5051893128215,6.00,9.00,Batman: Arkham City GOTY,/product_images/Juegos/PS3 Juegos/5051893128215_s.jpg,15.00
PlayStation 3,821,4005209151009,2.00,3.00,"Warhammer 40,000: Space Marine",/product_images/Juegos/PS3 Juegos/4005209151009_s.jpg,5.00
PSP,862,023272004903,0.20,0.40,Thrillville: Fuera de Control,/product_images/Juegos/PSP Juegos/023272004903_s.jpg,1.50
PSP,862,023272007997,1.20,2.00,Star Wars Clone Wars Heroes de la Republ,/product_images/Juegos/PSP Juegos/023272007997_s.jpg,6.00
PSP,862,023272008031,0.90,1.60,Clone Wars: Heroes de la Republica,/product_images/Juegos/PSP Juegos/023272008031_s.jpg,4.50
Wii,831,5055060951781,2.00,3.00,Spyborgs,/product_images/Juegos/Wii Juegos/5055060951781_s.jpg,5.00
Wii,831,5055277006618,2.00,3.00,Iron Man 2,/product_images/Juegos/Wii Juegos/5055277006618_s.jpg,6.00
Wii,831,5060034556527,3.00,4.00,Skate City Heroes,/product_images/Juegos/Wii Juegos/5060034556527_s.jpg,7.00
PlayStation 3,821,711719251446,0.90,1.50,Sports Champions 2,/product_images/Juegos/PS3 Juegos/711719251446_s.jpg,4.00
PlayStation 3,821,5030934102087,5.00,7.00,Portal 2,/product_images/Juegos/PS3 Juegos/5030934102087_s.jpg,12.00
PlayStation 3,821,3296580810383,2.00,3.00,Dead to Rights Retribution,/product_images/Juegos/PS3 Juegos/3296580810383_s.jpg,5.00
PSP,862,023272008451,1.60,2.00,Lego Indiana Jones 2,/product_images/Juegos/PSP Juegos/023272008451_s.jpg,8.00
PSP,862,031719269457,1.60,2.00,NBA Ballers Rebound,/product_images/Juegos/PSP Juegos/031719269457_s.jpg,8.00
PSP,862,031719269846,1.60,2.00,RUSH,/product_images/Juegos/PSP Juegos/031719269846_s.jpg,8.00
Wii,831,5060057025437,3.00,5.00,Gottlieb Pinball Classics,/product_images/Juegos/Wii Juegos/5060057025437_s.jpg,8.00
Wii,831,5060138437715,2.00,3.00,Iron Man,/product_images/Juegos/Wii Juegos/5060138437715_s.jpg,6.00
Wii,831,8023171009957,4.00,6.00,Cooking Mama,/product_images/Juegos/Wii Juegos/8023171009957_s.jpg,10.00
PlayStation 3,821,3296580810673,3.00,5.00,Splatterhouse,/product_images/Juegos/PS3 Juegos/3296580810673_s.jpg,8.00
PlayStation 3,821,4012927056028,9.00,12.00,Castlevania: Lords Of Shadow 2,/product_images/Juegos/PS3 Juegos/4012927056028_s.jpg,20.00
PlayStation 3,821,5060138433946,0.60,0.90,"Club, The",/product_images/Juegos/PS3 Juegos/5060138433946_s.jpg,2.50
PSP,862,0813633010021,3.00,5.00,Prinny: Can I Really Be The Hero?,/product_images/Juegos/PSP Juegos/0813633010021_s.jpg,15.00
PSP,862,083717260288,1.20,2.00,Pro Evolution Soccer 07,/product_images/Juegos/PSP Juegos/083717260288_s.jpg,6.00
PSP,862,083717260394,2.00,4.00,Metal Gear Solid Portable Ops Plus (US),/product_images/Juegos/PSP Juegos/083717260394_s.jpg,12.00
Wii,831,8023171011387,2.00,3.00,Nuevas Aventuras de Shin Chan,/product_images/Juegos/Wii Juegos/8023171011387_s.jpg,6.00
Wii,831,8154030100109,4.00,6.00,Busy Scissors,/product_images/Juegos/Wii Juegos/8154030100109_s.jpg,10.00
PlayStation 3,821,711719203452,0.70,1.10,El Libro De Los Hechizos + Wonderbook,/product_images/Juegos/PS3 Juegos/711719203452_s.jpg,3.00
PlayStation 3,821,8033102492277,2.00,3.00,WRC: World Rally Championship 2010,/product_images/Juegos/PS3 Juegos/8033102492277_s.jpg,6.00
PlayStation 3,821,5907813595011,5.00,7.00,Sniper Ghost Warrior,/product_images/Juegos/PS3 Juegos/5907813595011_s.jpg,12.00
PSP,862,096427014430,6.00,10.00,Bust - A - Move,/product_images/Juegos/PSP Juegos/096427014430_s.jpg,30.00
PSP,862,3296580802494,0.20,0.40,Ghost In The Shell,/product_images/Juegos/PSP Juegos/3296580802494_s.jpg,1.50
PSP,862,3307210207647,0.30,0.70,Gripshift,/product_images/Juegos/PSP Juegos/3307210207647_s.jpg,2.50
Wii,831,4005209156431,0.60,0.90,Marvel Super Hero Squad Comic Combat,/product_images/Juegos/Wii Juegos/4005209156431_s.jpg,2.50
Wii,831,4012927091609,3.00,5.00,Job Island,/product_images/Juegos/Wii Juegos/4012927091609_s.jpg,8.00
Wii,831,040232895753,3.00,5.00,Fit Music,/product_images/Juegos/Wii Juegos/040232895753_s.jpg,8.00
PlayStation 3,821,711719186090,0.20,0.30,Dance Star Party,/product_images/Juegos/PS3 Juegos/711719186090_s.jpg,1.00
PlayStation 3,821,4005209095808,4.00,6.00,Juiced 2: Hot Import Nights,/product_images/Juegos/PS3 Juegos/4005209095808_s.jpg,10.00
PlayStation 3,821,5907813593871,9.00,12.00,Sniper: Ghost Warrior 2,/product_images/Juegos/PS3 Juegos/5907813593871_s.jpg,20.00
PSP,862,3307210207661,0.30,0.70,Frantix,/product_images/Juegos/PSP Juegos/3307210207661_s.jpg,2.50
PSP,862,3307210217912,0.30,0.70,Exit,/product_images/Juegos/PSP Juegos/3307210217912_s.jpg,2.50
PSP,862,3307210222138,0.01,0.10,Untold Legends: The Warriors Code,/product_images/Juegos/PSP Juegos/3307210222138_s.jpg,0.50
Wii,831,045496364045,2.00,3.00,Battalion Wars 2,/product_images/Juegos/Wii Juegos/045496364045_s.jpg,6.00
Wii,831,045496901004,8.00,11.00,Mario Kart Wii + Volante,/product_images/Juegos/Wii Juegos/045496901004_s.jpg,18.00
Wii,831,3307210251176,3.00,5.00,Brothers In Arms: Road To Hill 30,/product_images/Juegos/Wii Juegos/3307210251176_s.jpg,8.00
PSP,862,3307210222169,0.40,0.90,Field Commander,/product_images/Juegos/PSP Juegos/3307210222169_s.jpg,3.00
PSP,862,3307210229366,0.70,1.20,Lumines: Puzzle Fusion,/product_images/Juegos/PSP Juegos/3307210229366_s.jpg,3.50
PSP,862,3307210241320,0.30,0.70,Star Trek: Tactical Assault,/product_images/Juegos/PSP Juegos/3307210241320_s.jpg,2.50
Wii,831,3307210332622,0.30,0.50,Cranium Kabooki,/product_images/Juegos/Wii Juegos/3307210332622_s.jpg,1.50
Wii,831,3307211642485,4.00,6.00,Mi Experto en Fitness,/product_images/Juegos/Wii Juegos/3307211642485_s.jpg,10.00
Wii,831,3391891957007,2.00,3.00,Ben 10 Galactic Racing + Volante,/product_images/Juegos/Wii Juegos/3391891957007_s.jpg,6.00
PSP,862,3307210246455,0.30,0.60,Asphalt Urban GT2,/product_images/Juegos/PSP Juegos/3307210246455_s.jpg,2.00
PSP,862,3307210246721,0.20,0.40,Brothers In Arms D Day,/product_images/Juegos/PSP Juegos/3307210246721_s.jpg,1.50
PSP,862,3307210250568,0.40,0.90,Driver 1976,/product_images/Juegos/PSP Juegos/3307210250568_s.jpg,3.00
Wii,831,3499550286038,3.00,4.00,Western Heroes + Rifle,/product_images/Juegos/Wii Juegos/3499550286038_s.jpg,7.00
Wii,831,4005209120975,5.00,7.00,Big Family Games,/product_images/Juegos/Wii Juegos/4005209120975_s.jpg,12.00
Wii,831,4005209130738,3.00,5.00,Bob Esponja: Botes de Choque + Volante,/product_images/Juegos/Wii Juegos/4005209130738_s.jpg,8.00
PSP,862,3307210334961,0.80,1.40,Telly Addicts,/product_images/Juegos/PSP Juegos/3307210334961_s.jpg,4.00
PSP,862,3307210410443,0.20,0.40,Chessmaster: Descubre el Arte del Ajedre,/product_images/Juegos/PSP Juegos/3307210410443_s.jpg,1.50
PSP,862,3307211658622,0.40,0.90,Petz: My Baby Hamster,/product_images/Juegos/PSP Juegos/3307211658622_s.jpg,3.00
Wii,831,4005209137263,2.00,3.00,WWE Smackdown Vs Raw 2011,/product_images/Juegos/Wii Juegos/4005209137263_s.jpg,5.00
Wii,831,4005209139236,1.00,1.70,Marvel Super Hero Squad: Infinity Gauntl,/product_images/Juegos/Wii Juegos/4005209139236_s.jpg,4.50
PSP,862,3307211660472,0.90,1.60,Kids Pack Colegas En El Bosque & Locos,/product_images/Juegos/PSP Juegos/3307211660472_s.jpg,4.50
PSP,862,3307211671430,0.20,0.40,Lluvia de Albondigas,/product_images/Juegos/PSP Juegos/3307211671430_s.jpg,1.50
PSP,862,3307211686007,0.01,0.10,Cover Girl,/product_images/Juegos/PSP Juegos/3307211686007_s.jpg,0.50
Wii,831,4005209146777,0.70,1.10,Bob Esponja El Garabato (Udraw),/product_images/Juegos/Wii Juegos/4005209146777_s.jpg,3.00
Wii,831,4005209149815,2.00,3.00,Princesas Disney: Cuentos Encantados,/product_images/Juegos/Wii Juegos/4005209149815_s.jpg,6.00
Wii,831,5030917053795,0.80,1.30,Guitar Hero Aerosmith (Solo Juego),/product_images/Juegos/Wii Juegos/5030917053795_s.jpg,3.50
PSP,862,3307215621905,0.40,0.90,Driver 1976 Essentials,/product_images/Juegos/PSP Juegos/3307215621905_s.jpg,3.00
PSP,862,3307215638316,-1,-1,Assassin's Creed - Bloodlines,/product_images/Juegos/PSP Juegos/3307215638316_s.jpg,12.00
Wii,831,4005209132909,2.00,3.00,"Last Airbender, El",/product_images/Juegos/Wii Juegos/4005209132909_s.jpg,5.00
Wii,831,4005209138666,1.50,2.00,De Blob 2,/product_images/Juegos/Wii Juegos/4005209138666_s.jpg,3.50
PSP,862,3307219931277,1.60,2.00,Splinter Cell Essential/Prince Of Persia,/product_images/Juegos/PSP Juegos/3307219931277_s.jpg,8.00
PSP,862,3348542204270,0.30,0.60,Miami Vice: The Game (18),/product_images/Juegos/PSP Juegos/3348542204270_s.jpg,2.00
PSP,862,3348542204324,0.20,0.40,Corrupcion En Miami,/product_images/Juegos/PSP Juegos/3348542204324_s.jpg,1.50
Wii,831,5030917170355,4.00,6.00,Skylanders SuperChargers Racing Starter Pack,/product_images/Juegos/Wii Juegos/5030917170355_s.jpg,10.00
Wii,831,5055277011568,3.00,4.00,Thor: Dios Del Trueno,/product_images/Juegos/Wii Juegos/5055277011568_s.jpg,7.00
Wii,831,3307215736128,4.00,6.00,Just Dance: Kids 2014,/product_images/Juegos/Wii Juegos/3307215736128_s.jpg,10.00
Wii,831,045496368,6.00,9.00,New Super Mario Bros. Wii (Cart),/product_images/Juegos/Wii Juegos/045496368CART_s.jpg,15.00
Wii,831,3307211683969,3.00,5.00,TMNT Smash Up,/product_images/Juegos/Wii Juegos/3307211683969_s.jpg,8.00
Wii,831,5030934076975,4.00,6.00,Dead Space Extraction,/product_images/Juegos/Wii Juegos/5030934076975_s.jpg,10.00
Wii,831,5030917037337,2.00,3.00,Tony Hawk's Downhill Jam,/product_images/Juegos/Wii Juegos/5030917037337_s.jpg,6.00
Wii,831,5030934078023,0.40,0.70,FIFA 10,/product_images/Juegos/Wii Juegos/5030934078023_s.jpg,2.00
Wii,831,4020628089009,4.00,6.00,Sing 4,/product_images/Juegos/Wii Juegos/4020628089009_s.jpg,10.00
Wii,831,3499550288322,0.80,1.30,Sniper Elite,/product_images/Juegos/Wii Juegos/3499550288322_s.jpg,3.50
Wii,831,3307215724064,3.00,5.00,"Pitufos 2, Los",/product_images/Juegos/Wii Juegos/3307215724064_s.jpg,8.00
Wii,831,5030917064265,0.80,1.30,World Championship Sports,/product_images/Juegos/Wii Juegos/5030917064265_s.jpg,3.50
Wii,831,3770000633191,0.70,1.10,Cocoto Magic Circus (Solo Juego),/product_images/Juegos/Wii Juegos/3770000633191_s.jpg,3.00
Wii,831,5030917116742,3.00,5.00,Transformers: Prime,/product_images/Juegos/Wii Juegos/5030917116742_s.jpg,8.00
Wii,831,5060050945381,12.00,17.00,Metal Slug Anthology,/product_images/Juegos/Wii Juegos/5060050945381_s.jpg,28.00
Wii,831,4005209167086,2.00,3.00,WWE 13,/product_images/Juegos/Wii Juegos/4005209167086_s.jpg,6.00
Xbox 360,827,3348542206649,0.40,0.70,Eragon,/product_images/Juegos/Xbox 360 Juegos/3348542206649_s.jpg,2.00
Wii,831,5055377601102,2.00,3.00,Wild West Shootout,/product_images/Juegos/Wii Juegos/5055377601102_s.jpg,5.00
Wii,831,5030917058998,3.00,5.00,Kung Fu Panda Guerreros Legendarios,/product_images/Juegos/Wii Juegos/5030917058998_s.jpg,8.00
Xbox 360,827,5055277007455,2.00,3.00,Vanquish,/product_images/Juegos/Xbox 360 Juegos/5055277007455_s.jpg,5.00
Xbox 360,827,5051893128193,5.00,7.00,Batman Arkham City GOTY,/product_images/Juegos/Xbox 360 Juegos/5051893128193_s.jpg,12.00
Wii,831,5024866342123,3.00,4.00,Formula 1 2009,/product_images/Juegos/Wii Juegos/5024866342123_s.jpg,7.00
Wii,831,5060102952237,14.00,20.00,Muramasa The Demon Blade,/product_images/Juegos/Wii Juegos/5060102952237_s.jpg,32.00
Xbox 360,827,882224260688,0.70,1.10,Crackdown,/product_images/Juegos/Xbox 360 Juegos/882224260688_s.jpg,3.00
Xbox 360,827,4005209088367,0.60,0.90,Frontlines: Fuel of War,/product_images/Juegos/Xbox 360 Juegos/4005209088367_s.jpg,2.50
Wii,831,045496365554,30.00,43.00,Fire Emblem - Radiant Dawn,/product_images/Juegos/Wii Juegos/045496365554_s.jpg,68.00
Wii,831,5055060952184,3.00,4.00,Sengoku Basara Samurai Heroes,/product_images/Juegos/Wii Juegos/5055060952184_s.jpg,7.00
Xbox 360,827,5060125481653,0.90,1.50,Dark Sector,/product_images/Juegos/Xbox 360 Juegos/5060125481653_s.jpg,4.00
Xbox 360,827,3307215651995,2.00,3.00,Splinter Cell: Blacklist (2 Disc),/product_images/Juegos/Xbox 360 Juegos/3307215651995_s.jpg,6.00
Xbox 360,827,885370478068,2.00,3.00,Dance Central 3 (Kinect),/product_images/Juegos/Xbox 360 Juegos/885370478068_s.jpg,5.00
Xbox 360,827,5030930047139,8.00,11.00,"Need For Speed, Most Wanted '05",/product_images/Juegos/Xbox 360 Juegos/5030930047139_s.jpg,18.00
Xbox 360,827,5030934077293,2.00,3.00,Need For Speed: Shift,/product_images/Juegos/Xbox 360 Juegos/5030934077293_s.jpg,6.00
Xbox 360,827,3307215799253,3.00,5.00,"Crew, The (2 Disc)",/product_images/Juegos/Xbox 360 Juegos/3307215799253_s.jpg,8.00
Xbox 360,827,3307215795675,9.00,12.00,Just Dance 2015,/product_images/Juegos/Xbox 360 Juegos/3307215795675_s.jpg,20.00
Xbox 360,827,5030934066662,0.40,0.70,Command & Conquer Red Alert 3,/product_images/Juegos/Xbox 360 Juegos/5030934066662_s.jpg,2.00
Xbox 360,827,5024866345414,4.00,6.00,Dirt 3,/product_images/Juegos/Xbox 360 Juegos/5024866345414_s.jpg,10.00
Xbox 360,827,5051893053302,6.00,9.00,Mortal Kombat (9),/product_images/Juegos/Xbox 360 Juegos/5051893053302_s.jpg,15.00
Xbox 360,827,882224053594,2.00,3.00,Kameo Elements Of Power,/product_images/Juegos/Xbox 360 Juegos/882224053594_s.jpg,5.00
Xbox 360,827,093155122260,0.90,1.50,Wet,/product_images/Juegos/Xbox 360 Juegos/093155122260_s.jpg,4.00
Xbox 360,827,882224720809,2.00,3.00,Halo Wars,/product_images/Juegos/Xbox 360 Juegos/882224720809_s.jpg,5.00
Xbox 360,827,3307211609181,2.00,3.00,Naruto the Broken Bond,/product_images/Juegos/Xbox 360 Juegos/3307211609181_s.jpg,6.00
Xbox 360,827,8717418255091,2.00,3.00,Split Second Velocity,/product_images/Juegos/Xbox 360 Juegos/8717418255091_s.jpg,5.00
Xbox 360,827,4012927033173,5.00,7.00,Silent Hill: Homecoming,/product_images/Juegos/Xbox 360 Juegos/4012927033173_s.jpg,12.00
Xbox 360,827,3307211605268,0.70,1.10,Shaun White Snowboarding,/product_images/Juegos/Xbox 360 Juegos/3307211605268_s.jpg,3.00
Xbox 360,827,3307215594285,3.00,5.00,Tintin: El Secreto del Unicornio,/product_images/Juegos/Xbox 360 Juegos/3307215594285_s.jpg,8.00
Xbox 360,827,3391891958196,0.90,1.50,Ridge Racer Unbounded,/product_images/Juegos/Xbox 360 Juegos/3391891958196_s.jpg,4.00
Xbox 360,827,3391891975681,8.00,11.00,Dragonball Z: Battle Of Z,/product_images/Juegos/Xbox 360 Juegos/3391891975681_s.jpg,18.00
Xbox 360,827,3546430145838,5.00,7.00,Cazafantasmas,/product_images/Juegos/Xbox 360 Juegos/3546430145838_s.jpg,12.00
Xbox 360,827,4005209112963,0.80,1.30,Red Faction: Guerrilla,/product_images/Juegos/Xbox 360 Juegos/4005209112963_s.jpg,3.50
Xbox 360,827,4012927032626,0.70,1.10,Hellboy: The Science of Evil,/product_images/Juegos/Xbox 360 Juegos/4012927032626_s.jpg,3.00
Xbox 360,827,4012927033869,2.00,3.00,Saw,/product_images/Juegos/Xbox 360 Juegos/4012927033869_s.jpg,6.00
