sku,titulo,precio_intercambio,precio_compra,img_caratula,precio_venta,categoria_id,categoria_str
5051603222844,Lego Batman,7.00,5.00,/product_images/Juegos/DS Juegos/5051603222844_s.jpg,12.00,834,Nintendo DS
5030934067096,My Sims Party,3.00,2.00,/product_images/Juegos/DS Juegos/5030934067096_s.jpg,5.00,834,Nintendo DS
4012927083871,Beyblade Metal Fusion,2.00,1.80,/product_images/Juegos/DS Juegos/4012927083871_s.jpg,4.00,834,Nintendo DS
5030934078092,Littlest Pet Shop,0.90,0.60,/product_images/Juegos/DS Juegos/5030934078092_s.jpg,2.50,834,Nintendo DS
3307211683761,TMNT - Arcade Attack,6.00,4.00,/product_images/Juegos/DS Juegos/3307211683761_s.jpg,10.00,834,Nintendo DS
3760137144943,Cookie Shop,3.00,2.00,/product_images/Juegos/DS Juegos/3760137144943_s.jpg,6.00,834,Nintendo DS
8414185051856,Los Sims 2 Universitarios Expansion (SN) 3C,0.60,0.30,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,2.00,830,PC
045496466008,Advance Wars: Dark Conflict,9.00,6.00,/product_images/Juegos/DS Juegos/045496466008_s.jpg,15.00,834,Nintendo DS
045496465322,Tingles Rosy Rupeeland,11.00,8.00,/product_images/Juegos/DS Juegos/045496465322_s.jpg,18.00,834,Nintendo DS
3307210448927,Imagina ser Decoradora,0.90,0.60,/product_images/Juegos/DS Juegos/3307210448927_s.jpg,2.50,834,Nintendo DS
5030917039263,Call of Duty Edicion Deluxe (SN),1.30,0.60,/product_images/Juegos/PC Juegos/5030917039263_s.jpg,4.50,830,PC
5024866332735,Overlord,0.10,0.01,/product_images/Juegos/PC Juegos/5024866332735_s.jpg,0.50,830,PC
5026555056397,NBA 2K11,0.30,0.10,/product_images/Juegos/PC Juegos/5026555056397_s.jpg,1.00,830,PC
3307210230720,Rayman Raving Rabbids,1.30,0.80,/product_images/Juegos/DS Juegos/3307210230720_s.jpg,3.50,834,Nintendo DS
3296580810277,"Dragon Ball Z, Attack Of The Saiyans",12.00,9.00,/product_images/Juegos/DS Juegos/3296580810277_s.jpg,20.00,834,Nintendo DS
3348542220263,La Leyenda de Spyro: La Fuerza del Drago,3.00,2.00,/product_images/Juegos/DS Juegos/3348542220263_s.jpg,6.00,834,Nintendo DS
3348542179738,La Guerra del Anillo (SN)2CD's,1.30,0.60,/product_images/Juegos/PC Juegos/3348542179738_s.jpg,4.50,830,PC
3307215939017,Far Cry Primal (P),13.00,9.00,/product_images/Juegos/PC Juegos/3307215939017_s.jpg,22.00,830,PC
3307210187567,Rayman DS,3.00,2.00,/product_images/Juegos/DS Juegos/3307210187567_s.jpg,5.00,834,Nintendo DS
045496469320,Jonas,0.20,0.10,/product_images/Juegos/DS Juegos/045496469320_s.jpg,0.75,834,Nintendo DS
5030934088244,Sims 3 Triunfadores (SN),3.00,2.00,/product_images/Juegos/PC Juegos/5030934088244_s.jpg,10.00,830,PC
805529769687,Rise of Nations Thrones & Patriots (SN),0.30,0.10,/product_images/Juegos/PC Juegos/805529769687_s.jpg,1.00,830,PC
8431474003044,Bichos,0.40,0.20,/product_images/Juegos/PC Juegos/8431474003044_s.jpg,1.50,830,PC
5030934057332,Harry Potter y la Orden del Fenix,3.00,2.00,/product_images/Juegos/DS Juegos/5030934057332_s.jpg,5.00,834,Nintendo DS
3700577000430,Dragon Ball Origins 2,17.00,12.00,/product_images/Juegos/DS Juegos/3700577000430_s.jpg,28.00,834,Nintendo DS
3348542211551,Empire Earth III,2.00,1.60,/product_images/Juegos/PC Juegos/3348542211551_s.jpg,8.00,830,PC
3546430108963,Alone In The Dark 4 The New Nightmare,0.60,0.30,/product_images/Juegos/PC Juegos/3546430108963_s.jpg,2.00,830,PC
4017244023500,Divinity 2: Ego Dragonis,0.40,0.20,/product_images/Juegos/PC Juegos/4017244023500_s.jpg,1.50,830,PC
3307210250902,Teenage Mutant Ninja Turtles,4.00,3.00,/product_images/Juegos/DS Juegos/3307210250902_s.jpg,7.00,834,Nintendo DS
045496462000,Metroid Prime Hunters: First Hunt,0.70,0.40,/product_images/Juegos/DS Juegos/045496462000_s.jpg,2.00,834,Nintendo DS
4005209145404,"Pinguinos de Madagascar, Regreso del Dr.",6.00,4.00,/product_images/Juegos/DS Juegos/4005209145404_s.jpg,10.00,834,Nintendo DS
023272324148,Star Wars Battlefront (SN) 3CD,2.00,1.20,/product_images/Juegos/PC Juegos/023272324148_s.jpg,6.00,830,PC
3307210246950,Rayman Raving Rabbids Centro de Activida,0.01,0.01,/product_images/Juegos/PC Juegos/3307210246950_s.jpg,0.10,830,PC
3307210222428,Star Wars Lethal Alliance,2.00,1.50,/product_images/Juegos/DS Juegos/3307210222428_s.jpg,3.50,834,Nintendo DS
3307210232366,Asphalt Urban GT2,3.00,2.00,/product_images/Juegos/DS Juegos/3307210232366_s.jpg,5.00,834,Nintendo DS
3348542202467,Eragon,1.10,0.70,/product_images/Juegos/DS Juegos/3348542202467_s.jpg,3.00,834,Nintendo DS
3348542146631,Nascar 2002,0.10,0.01,/product_images/Juegos/PC Juegos/3348542146631_s.jpg,0.50,830,PC
8436010150220,Castrol Honda Superbike 2000,0.10,0.01,/product_images/Juegos/PC Juegos/8436010150220C_s.jpg,0.50,830,PC
4020628501969,Horse Life,1.10,0.70,/product_images/Juegos/DS Juegos/4020628501969_s.jpg,3.00,834,Nintendo DS
045496466992,"Principe Caspian, El",1.50,0.90,/product_images/Juegos/DS Juegos/045496466992_s.jpg,4.00,834,Nintendo DS
3546430105634,Enter The Matrix 4CD o 2DVD,0.60,0.30,/product_images/Juegos/PC Juegos/3546430105634_s.jpg,2.00,830,PC
8426412003798,Delta Force Black Hawk Down,0.10,0.01,/product_images/Juegos/PC Juegos/8426412003798_s.jpg,0.50,830,PC
8414185032169,Black & White 2 (SN) 1 DVD,1.00,0.60,/product_images/Juegos/PC Juegos/8414185032169_s.jpg,3.00,830,PC
3348542212596,Crash: Lucha de Titanes,1.50,0.90,/product_images/Juegos/DS Juegos/3348542212596_s.jpg,4.00,834,Nintendo DS
4005209067928,Los Increibles: La Amenaza del Socavador,2.00,1.40,/product_images/Juegos/DS Juegos/4005209067928_s.jpg,6.00,834,Nintendo DS
3307210268990,Dolphin Island,0.10,0.01,/product_images/Juegos/DS Juegos/3307210268990_s.jpg,0.50,834,Nintendo DS
882224043342,Age of Empires III 3CD (SN),4.00,2.00,/product_images/Juegos/PC Juegos/882224043342_s.jpg,12.00,830,PC
4041417200344,Construction Simulator 2015 (P),2.00,1.20,/product_images/Juegos/PC Juegos/4041417200344_s.jpg,6.00,830,PC
8718591181344,Teslagrad,0.10,0.01,/product_images/Juegos/PC Juegos/8718591181344_s.jpg,0.50,830,PC
023272005382,Lego Star Wars: The Complete Saga,11.00,8.00,/product_images/Juegos/PS3 Juegos/023272005382_s.jpg,18.00,821,PlayStation 3
4005209120081,Disney Pixar Up,1.90,1.20,/product_images/Juegos/DS Juegos/4005209120081_s.jpg,5.00,834,Nintendo DS
5030917042744,Barbie: 12 Princesas Bailarinas,1.30,0.80,/product_images/Juegos/DS Juegos/5030917042744_s.jpg,3.50,834,Nintendo DS
8023171013824,Cooking Mama 2: Cocina con tus Amigos,5.00,3.00,/product_images/Juegos/DS Juegos/8023171013824_s.jpg,8.00,834,Nintendo DS
843601015022,F-22 Total Air War,0.01,0.01,/product_images/Juegos/PC Juegos/843601015022T_s.jpg,0.25,830,PC
3760049396492,Counter Terrorist Special Forces,0.10,0.01,/product_images/Juegos/PC Juegos/3760049396492_s.jpg,0.50,830,PC
3307210260550,Dogz: Diviertete con Mas Perros,0.10,0.01,/product_images/Juegos/PC Juegos/3307210260550_s.jpg,0.50,830,PC
4005209162449,Darksiders II,7.00,5.00,/product_images/Juegos/PS3 Juegos/4005209162449_s.jpg,12.00,821,PlayStation 3
5021290047402,Final Fantasy XIII-2,5.00,3.00,/product_images/Juegos/PS3 Juegos/5021290047402_s.jpg,8.00,821,PlayStation 3
5055060928325,DmC (Devil May Cry),11.00,8.00,/product_images/Juegos/PS3 Juegos/5055060928325_s.jpg,18.00,821,PlayStation 3
4020628502096,Sacred 2: Fallen Angel (SN),1.20,0.60,/product_images/Juegos/PC Juegos/4020628502096_s.jpg,4.00,830,PC
8414606866984,Skyhill,0.20,0.10,/product_images/Juegos/PC Juegos/8414606866984_s.jpg,0.75,830,PC
3546430024645,Unreal II The Awakening (3 CD),0.10,0.01,/product_images/Juegos/PC Juegos/3546430024645_s.jpg,0.50,830,PC
5021290035539,Tomb Raider: Underworld,5.00,3.00,/product_images/Juegos/PS3 Juegos/5021290035539_s.jpg,8.00,821,PlayStation 3
093155148352,"Evil Within, The",13.00,9.00,/product_images/Juegos/PS3 Juegos/093155148352_s.jpg,22.00,821,PlayStation 3
5030917038365,Call Of Duty 3,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030917038365_s.jpg,8.00,821,PlayStation 3
3307210254498,Dark Messiah Might and Magic,0.20,0.10,/product_images/Juegos/PC Juegos/3307210254498_s.jpg,0.75,830,PC
5030934080712,Mass Effect 2 (2 Discos) (SN),0.90,0.40,/product_images/Juegos/PC Juegos/5030934080712_s.jpg,3.00,830,PC
8436010153443,Real Warfare - Anthology,0.10,0.01,/product_images/Juegos/PC Juegos/8436010153443_s.jpg,0.50,830,PC
3391891965859,Ni No Kuni: La Ira De La Bruja Blanca,15.00,11.00,/product_images/Juegos/PS3 Juegos/3391891965859_s.jpg,25.00,821,PlayStation 3
5055277009688,Vanquish,3.00,2.00,/product_images/Juegos/PS3 Juegos/5055277009688_s.jpg,6.00,821,PlayStation 3
5030934059169,FIFA 08,0.10,0.01,/product_images/Juegos/PS3 Juegos/5030934059169_s.jpg,0.50,821,PlayStation 3
3307212278225,Far Cry 2 (Ed. Fortune's) (P),0.60,0.30,/product_images/Juegos/PC Juegos/3307212278225_s.jpg,2.00,830,PC
3760156480831,Moto Racer 4 (P),2.00,1.60,/product_images/Juegos/PC Juegos/3760156480831_s.jpg,8.00,830,PC
3307210149022,Combat Flight Simulator Serie Europa,0.40,0.20,/product_images/Juegos/PC Juegos/3307210149022_s.jpg,1.50,830,PC
093155124479,Brink,1.30,0.80,/product_images/Juegos/PS3 Juegos/093155124479_s.jpg,3.50,821,PlayStation 3
5026555411233,WWE 13,3.00,2.00,/product_images/Juegos/PS3 Juegos/5026555411233_s.jpg,5.00,821,PlayStation 3
3391891963978,Tekken Tag Tournament 2,11.00,8.00,/product_images/Juegos/PS3 Juegos/3391891963978_s.jpg,18.00,821,PlayStation 3
8414185051344,Senor De Los Anillos: Retorno Del Rey (3 Disc),1.00,0.50,/product_images/Juegos/PC Juegos/8414185051344_s.jpg,3.50,830,PC
3307210204585,Rayman 10 Aniversario,1.00,0.50,/product_images/Juegos/PC Juegos/3307210204585_s.jpg,3.50,830,PC
8420565200707,X-Tranoid,0.01,0.01,/product_images/Juegos/PC Juegos/8420565200707D_s.jpg,0.10,830,PC
5021290061798,Thief,6.00,4.00,/product_images/Juegos/PS3 Juegos/5021290061798_s.jpg,10.00,821,PlayStation 3
5030934108867,Medal of Honor: Warfighter,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030934108867_s.jpg,10.00,821,PlayStation 3
3307212805872,Prince of Persia: Arenas,5.00,3.00,/product_images/Juegos/PS3 Juegos/3307212805872_s.jpg,8.00,821,PlayStation 3
8436010152026,American Conquest Anthology,0.40,0.20,/product_images/Juegos/PC Juegos/8436010152026_s.jpg,1.50,830,PC
8414185050682,FIFA 2003,0.01,0.01,/product_images/Juegos/PC Juegos/8414185050682_s.jpg,0.10,830,PC
8427197320087,American Conquest,0.40,0.20,/product_images/Juegos/PC Juegos/8427197320087_s.jpg,1.50,830,PC
4005209157032,UFC Undisputed 3,17.00,12.00,/product_images/Juegos/PS3 Juegos/4005209157032_s.jpg,28.00,821,PlayStation 3
5030917058264,007 Quantum of Solace,1.50,0.90,/product_images/Juegos/PS3 Juegos/5030917058264_s.jpg,4.00,821,PlayStation 3
8717418378691,Epic Mickey 2: El Retorno De Dos Heroes,4.00,3.00,/product_images/Juegos/PS3 Juegos/8717418378691_s.jpg,7.00,821,PlayStation 3
3760007414831,Silverfall,0.10,0.01,/product_images/Juegos/PC Juegos/3760007414831_s.jpg,0.50,830,PC
8436010152460,"Drakensang II, The River Of Time",0.10,0.01,/product_images/Juegos/PC Juegos/8436010152460_s.jpg,0.50,830,PC
8436010152965,Men Of War: Assault Squad,0.40,0.20,/product_images/Juegos/PC Juegos/8436010152965_s.jpg,1.50,830,PC
5026555401111,Borderlands,5.00,3.00,/product_images/Juegos/PS3 Juegos/5026555401111_s.jpg,8.00,821,PlayStation 3
5055060927168,Resident Evil: Operation Raccoon City,7.00,5.00,/product_images/Juegos/PS3 Juegos/5055060927168_s.jpg,12.00,821,PlayStation 3
5060138435353,Condemned 2,5.00,3.00,/product_images/Juegos/PS3 Juegos/5060138435353_s.jpg,8.00,821,PlayStation 3
5060201655459,Gal Gun: Double Peace,14.00,10.00,/product_images/Juegos/PS Vita Juegos/5060201655459_s.jpg,22.00,990,PlayStation Vita
8436010150152,morpheus,0.10,0.01,/product_images/Juegos/PC Juegos/8436010150152_s.jpg,0.50,830,PC
8436010150749,Dracula 2,0.30,0.10,/product_images/Juegos/PC Juegos/8436010150749_s.jpg,1.00,830,PC
882224257909,Microsoft Flight Simulator X,2.00,1.60,/product_images/Juegos/PC Juegos/882224257909_s.jpg,8.00,830,PC
5030934109628,Crysis 3,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030934109628_s.jpg,8.00,821,PlayStation 3
5026555407335,NBA 2K 2012,0.70,0.40,/product_images/Juegos/PS3 Juegos/5026555407335_s.jpg,2.00,821,PlayStation 3
5026555404365,NBA 2K11,0.70,0.40,/product_images/Juegos/PS3 Juegos/5026555404365_s.jpg,2.00,821,PlayStation 3
5060201656579,Valkyrie Drive: Bhikkhuni,14.00,10.00,/product_images/Juegos/PS Vita Juegos/5060201656579_s.jpg,22.00,990,PlayStation Vita
5060327530678,Toukiden: The Age of Demons,9.00,7.00,/product_images/Juegos/PS Vita Juegos/5060327530678_s.jpg,15.00,990,PlayStation Vita
635131948381,Fate/Extella: The Umbral Star,19.00,14.00,/product_images/Juegos/PS Vita Juegos/635131948381_s.jpg,30.00,990,PlayStation Vita
3307210164339,Splinter Cell Pandora Tomorrow,0.30,0.10,/product_images/Juegos/PC Juegos/3307210164339_s.jpg,1.00,830,PC
8431474054190,Pc Futbol 2005,0.01,0.01,/product_images/Juegos/PC Juegos/8431474054190_s.jpg,0.25,830,PC
5026555401180,Bioshock,7.00,5.00,/product_images/Juegos/PS3 Juegos/5026555401180_s.jpg,12.00,821,PlayStation 3
636676491578,Octodad: Dadliest Catch,19.00,14.00,/product_images/Juegos/PS Vita Juegos/636676491578_s.jpg,30.00,990,PlayStation Vita
711719220107,Hot Shots Golf: World Invitational,3.00,2.00,/product_images/Juegos/PS Vita Juegos/711719220107_s.jpg,6.00,990,PlayStation Vita
8436010151456,MotoGP Ultimate Racing Technology 2,0.10,0.01,/product_images/Juegos/PC Juegos/8436010151456MG_s.jpg,0.50,830,PC
8436010154471,Omerta - City Of Gangsters,0.60,0.30,/product_images/Juegos/PC Juegos/8436010154471_s.jpg,2.00,830,PC
023272009779,Lego Star Wars III: The Clone Wars,9.00,6.00,/product_images/Juegos/PS3 Juegos/023272009779_s.jpg,15.00,821,PlayStation 3
5030917070709,Blur,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030917070709_s.jpg,10.00,821,PlayStation 3
5024866345353,Dirt 3,9.00,6.00,/product_images/Juegos/PS3 Juegos/5024866345353_s.jpg,15.00,821,PlayStation 3
711719468813,PS Vita Action Mega Pack,18.00,13.00,/product_images/Juegos/PS Vita Juegos/711719468813_s.jpg,28.00,990,PlayStation Vita
711719868019,Invizimals La Resistencia Edicion Especial,5.00,3.00,/product_images/Juegos/PS Vita Juegos/711719868019_s.jpg,8.00,990,PlayStation Vita
730865200078,Conception II: Children Of The Seven Stars,9.00,7.00,/product_images/Juegos/PS Vita Juegos/730865200078_s.jpg,15.00,990,PlayStation Vita
9788439590682,Sonic 3d Flikies Island,0.10,0.01,/product_images/Juegos/PC Juegos/9788439590682_s.jpg,0.50,830,PC
8431474054411,War Times European Frontline (SN)2 CD,0.30,0.10,/product_images/Juegos/PC Juegos/8431474054411_s.jpg,1.00,830,PC
8436010152286,Imperio de los mares Anthology,0.30,0.10,/product_images/Juegos/PC Juegos/8436010152286_s.jpg,1.00,830,PC
4012927056813,Metal Gear Solid V: Ground Zeroes,5.00,3.00,/product_images/Juegos/PS3 Juegos/4012927056813_s.jpg,8.00,821,PlayStation 3
8717418153625,Turok,3.00,2.00,/product_images/Juegos/PS3 Juegos/8717418153625_s.jpg,6.00,821,PlayStation 3
5051893031379,LEGO Harry Potter (Anos 1-4),9.00,6.00,/product_images/Juegos/PS3 Juegos/5051893031379_s.jpg,15.00,821,PlayStation 3
812872011707,PSV Supremacy MMA,22.00,16.00,/product_images/Juegos/PS Vita Juegos/812872011707_s.jpg,35.00,990,PlayStation Vita
813633015712,Dungeon Travelers 2: The Royal Library & The Monster Seal,13.00,9.00,/product_images/Juegos/PS Vita Juegos/813633015712_s.jpg,20.00,990,PlayStation Vita
813633016733,Grand Kingdom,18.00,13.00,/product_images/Juegos/PS Vita Juegos/813633016733_s.jpg,28.00,990,PlayStation Vita
5030917196782,Call Of Duty: Infinite Warfare (P),10.00,5.00,/product_images/Juegos/PC Juegos/5030917196782_s.jpg,28.00,830,PC
8430613001408,Warhammer Mark of Chaos: Battle March (E,0.30,0.10,/product_images/Juegos/PC Juegos/8430613001408_s.jpg,1.00,830,PC
84360101502200003,Tzar: Excalibur y el Rey Arturo,0.01,0.01,/product_images/Juegos/PC Juegos/84360101502200003_s.jpg,0.25,830,PC
5055060925560,Street Fighter IV,6.00,4.00,/product_images/Juegos/PS3 Juegos/5055060925560_s.jpg,10.00,821,PlayStation 3
5030917043628,Spider-Man 3,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030917043628_s.jpg,10.00,821,PlayStation 3
3391891982573,Tekken 6 + Tekken Tag Tournament 2 + Soulcalibur V,15.00,11.00,/product_images/Juegos/PS3 Juegos/3391891982573_s.jpg,25.00,821,PlayStation 3
813633017396,Criminal Girls 2,16.00,12.00,/product_images/Juegos/PS Vita Juegos/813633017396_s.jpg,25.00,990,PlayStation Vita
813633017785,Yomawari: Night Alone,20.00,15.00,/product_images/Juegos/PS Vita Juegos/813633017785_s.jpg,32.00,990,PlayStation Vita
859204005195,Hyperdimension Neptunia U: Action Unleashed,13.00,9.00,/product_images/Juegos/PS Vita Juegos/859204005195_s.jpg,20.00,990,PlayStation Vita
8436010152262,Sherlock Holmes Contra Jack el Destripad,0.20,0.10,/product_images/Juegos/PC Juegos/8436010152262_s.jpg,0.75,830,PC
5026555419598,Grand Theft Auto San Andreas,9.00,6.00,/product_images/Juegos/PS3 Juegos/5026555419598_s.jpg,15.00,821,PlayStation 3
4005209118026,UFC 2009 Undisputed,5.00,3.00,/product_images/Juegos/PS3 Juegos/4005209118026_s.jpg,8.00,821,PlayStation 3
8023171029368,Sniper Elite V2,9.00,6.00,/product_images/Juegos/PS3 Juegos/8023171029368_s.jpg,15.00,821,PlayStation 3
859204005362,Trillion: God Of Destruction (16),13.00,9.00,/product_images/Juegos/PS Vita Juegos/859204005362_s.jpg,20.00,990,PlayStation Vita
859204005478,MegaTagmension Blanc & Neptune VS Zombies (12),18.00,13.00,/product_images/Juegos/PS Vita Juegos/859204005478_s.jpg,28.00,990,PlayStation Vita
8885011011922,A.W : Phoenix Festa,19.00,14.00,/product_images/Juegos/PS Vita Juegos/8885011011922_s.jpg,30.00,990,PlayStation Vita
5026555419741,NBA 2K17 - Edición Estándar,15.00,11.00,/product_images/Juegos/PS3 Juegos/5026555419741_s.jpg,25.00,821,PlayStation 3
5060138438583,Beijing 2008: Juegos Olimpicos,3.00,2.00,/product_images/Juegos/PS3 Juegos/5060138438583_s.jpg,5.00,821,PlayStation 3
5026555402361,Bioshock 2,6.00,4.00,/product_images/Juegos/PS3 Juegos/5026555402361_s.jpg,10.00,821,PlayStation 3
9312590123542,Jonah Lomu Rugby,22.00,16.00,/product_images/Juegos/PS Vita Juegos/9312590123542_s.jpg,35.00,990,PlayStation Vita
3307215605608,Asphalt Injection,7.00,5.00,/product_images/Juegos/PS Vita Juegos/3307215605608_s.jpg,12.00,990,PlayStation Vita
3391891981170,Tales Of Hearts R,14.00,10.00,/product_images/Juegos/PS Vita Juegos/3391891981170_s.jpg,22.00,990,PlayStation Vita
023272005627,Star Wars - El Poder De La Fuerza,6.00,4.00,/product_images/Juegos/PS3 Juegos/023272005627_s.jpg,10.00,821,PlayStation 3
5051893116748,Lego Batman 2: DC Super Heros,9.00,6.00,/product_images/Juegos/PS3 Juegos/5051893116748_s.jpg,15.00,821,PlayStation 3
5021290046627,Tomb Raider Trilogy,9.00,6.00,/product_images/Juegos/PS3 Juegos/5021290046627_s.jpg,15.00,821,PlayStation 3
3391891976022,Dragon Ball Z Battle of Z,9.00,7.00,/product_images/Juegos/PS Vita Juegos/3391891976022_s.jpg,15.00,990,PlayStation Vita
5060327531095,Deception IV: Blood Ties,5.00,3.00,/product_images/Juegos/PS Vita Juegos/5060327531095_s.jpg,8.00,990,PlayStation Vita
5024866345971,Formula 1 2011,9.00,7.00,/product_images/Juegos/PS Vita Juegos/5024866345971_s.jpg,15.00,990,PlayStation Vita
5030934092425,Crysis 2,3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934092425_s.jpg,6.00,821,PlayStation 3
4020628511821,Dead Island: Riptide,6.00,4.00,/product_images/Juegos/PS3 Juegos/4020628511821_s.jpg,10.00,821,PlayStation 3
5030934088503,Copa Mundial de la FIFA Sudafrica 2010,0.90,0.60,/product_images/Juegos/PS3 Juegos/5030934088503_s.jpg,2.50,821,PlayStation 3
5051893143232,Lego: Legends Of Chima,7.00,5.00,/product_images/Juegos/PS Vita Juegos/5051893143232_s.jpg,12.00,990,PlayStation Vita
711719221852,Walking Dead: Telltale Games Series 1,7.00,5.00,/product_images/Juegos/PS Vita Juegos/711719221852_s.jpg,12.00,990,PlayStation Vita
813633015576,Danganronpa Another Episode: Ultra Despair Girls,18.00,13.00,/product_images/Juegos/PS Vita Juegos/813633015576_s.jpg,28.00,990,PlayStation Vita
5051893135244,Injustice: Gods Among Us,9.00,6.00,/product_images/Juegos/PS3 Juegos/5051893135244_s.jpg,15.00,821,PlayStation 3
3391891975636,Dragon Ball Z: Battle Of Z,9.00,6.00,/product_images/Juegos/PS3 Juegos/3391891975636_s.jpg,15.00,821,PlayStation 3
3307210250100,Ghost Recon Advanced Warfighter 2,1.10,0.70,/product_images/Juegos/PS3 Juegos/3307210250100_s.jpg,3.00,821,PlayStation 3
641243791104,Senran Kagura: Estival Versus,11.00,8.00,/product_images/Juegos/PS Vita Juegos/641243791104_s.jpg,18.00,990,PlayStation Vita
3307215623893,Rayman Origins,11.00,8.00,/product_images/Juegos/PS Vita Juegos/3307215623893_s.jpg,18.00,990,PlayStation Vita
0711719283485,Pets,6.00,4.00,/product_images/Juegos/PS Vita Juegos/0711719283485_s.jpg,10.00,990,PlayStation Vita
3296580810468,Dragon Ball Z Raging Blast,7.00,5.00,/product_images/Juegos/PS3 Juegos/3296580810468_s.jpg,12.00,821,PlayStation 3
3391891956499,Dark Souls,11.00,8.00,/product_images/Juegos/PS3 Juegos/3391891956499_s.jpg,18.00,821,PlayStation 3
4005209132282,UFC Undisputed 2010,11.00,8.00,/product_images/Juegos/PS3 Juegos/4005209132282_s.jpg,18.00,821,PlayStation 3
5060327532672,Toukiden Kiwami,11.00,8.00,/product_images/Juegos/PS Vita Juegos/5060327532672_s.jpg,18.00,990,PlayStation Vita
853466001698,Senran Kagura Shinovi Versus Lets Get Physical Lim,20.00,15.00,/product_images/Juegos/PS Vita Juegos/853466001698_s.jpg,32.00,990,PlayStation Vita
5026555405904,Duke Nukem Forever,3.00,2.00,/product_images/Juegos/PS3 Juegos/5026555405904_s.jpg,5.00,821,PlayStation 3
5051893074642,LEGO Harry Potter (Anos 5-7),9.00,6.00,/product_images/Juegos/PS3 Juegos/5051893074642_s.jpg,15.00,821,PlayStation 3
752919994153,South Park: La Vara De La Verdad,7.00,5.00,/product_images/Juegos/PS3 Juegos/752919994153_s.jpg,12.00,821,PlayStation 3
5051603222813,Lego Batman,9.00,6.00,/product_images/Juegos/PS3 Juegos/5051603222813_s.jpg,15.00,821,PlayStation 3
4005209141086,HomeFront,3.00,2.00,/product_images/Juegos/PS3 Juegos/4005209141086_s.jpg,5.00,821,PlayStation 3
5055277001491,Alpha Protocol,1.50,0.90,/product_images/Juegos/PS3 Juegos/5055277001491_s.jpg,4.00,821,PlayStation 3
3307210252203,Splinter Cell Double Agent,1.50,0.90,/product_images/Juegos/PS3 Juegos/3307210252203_s.jpg,4.00,821,PlayStation 3
3307219904424,Ghost Recon: Predator,1.20,0.70,/product_images/Juegos/PSP Juegos/3307219904424_s.jpg,3.50,862,PSP
711719680079,Ridge Racer 2,0.90,0.40,/product_images/Juegos/PSP Juegos/711719680079_s.jpg,3.00,862,PSP
3307212322096,Hello Kitty Puzzle Party,0.10,0.01,/product_images/Juegos/PSP Juegos/3307212322096_s.jpg,0.50,862,PSP
3512289016124,Pro Cycling 2009,0.30,0.10,/product_images/Juegos/PSP Juegos/3512289016124_s.jpg,1.00,862,PSP
711719686354,F1 Grand Prix,0.40,0.20,/product_images/Juegos/PSP Juegos/711719686354_s.jpg,1.50,862,PSP
711719236511,Invizimals Las tribus Perdidas + PSP Go,0.70,0.30,/product_images/Juegos/PSP Juegos/711719236511_s.jpg,2.50,862,PSP
5036675013897,Legends of Heroes Trails In The Sky,5.00,3.00,/product_images/Juegos/PSP Juegos/5036675013897_s.jpg,15.00,862,PSP
5060138430952,Full Auto 2: Battlelines,0.60,0.30,/product_images/Juegos/PSP Juegos/5060138430952_s.jpg,2.00,862,PSP
4005209139762,Bob Esponja Atrapados En El Congelador,0.90,0.40,/product_images/Juegos/PSP Juegos/4005209139762_s.jpg,3.00,862,PSP
3307210240422,Rocky Balboa,1.80,1.00,/product_images/Juegos/PSP Juegos/3307210240422_s.jpg,5.00,862,PSP
4012927062968,Metal Gear Portable Ops Plus,2.00,1.20,/product_images/Juegos/PSP Juegos/4012927062968_s.jpg,6.00,862,PSP
5017783023558,Taito Legends Power Up,1.60,0.90,/product_images/Juegos/PSP Juegos/5017783023558_s.jpg,4.50,862,PSP
5024866342192,Formula 1 2009,0.90,0.40,/product_images/Juegos/PSP Juegos/5024866342192_s.jpg,3.00,862,PSP
711719138341,Buzz! Que Sabes de tu Pais? (Solo Juego),0.30,0.10,/product_images/Juegos/PSP Juegos/711719138341_s.jpg,1.00,862,PSP
711719122357,MotorStorm Arctic Edge,0.90,0.40,/product_images/Juegos/PSP Juegos/711719122357_s.jpg,3.00,862,PSP
5030934047203,NBA Live 06,0.10,0.01,/product_images/Juegos/PSP Juegos/5030934047203_s.jpg,0.50,862,PSP
3296580808618,Soul Calibur: Broken Destiny,0.90,0.40,/product_images/Juegos/PSP Juegos/3296580808618_s.jpg,3.00,862,PSP
3307210249517,Ghost Recon Advanced Warfighter 2,0.90,0.40,/product_images/Juegos/PSP Juegos/3307210249517_s.jpg,3.00,862,PSP
5030934059299,Medal of Honor Heroes 2,0.90,0.40,/product_images/Juegos/PSP Juegos/5030934059299_s.jpg,3.00,862,PSP
711719197898,EyePet Exploradores (Solo Juego),0.10,0.01,/product_images/Juegos/PSP Juegos/711719197898_s.jpg,0.50,862,PSP
