titulo,img_caratula,sku,precio_intercambio,categoria_id,precio_compra,categoria_str,precio_venta
Terraria,/product_images/Juegos/Xbox 360 Juegos/8023171033464_s.jpg,8023171033464,7.00,827,5.00,Xbox 360,12.00
UFC Personal Trainer,/product_images/Juegos/PS3 Juegos/4005209138321_s.jpg,4005209138321,1.10,821,0.70,PlayStation 3,3.00
Yu-Gi-Oh Nightmare Troubadour,/product_images/Juegos/DS Juegos/4012927081358_s.jpg,4012927081358,6.00,834,4.00,Nintendo DS,10.00
Dungeons - The Dark Lord (P),/product_images/Juegos/PC Juegos/8436010153559_s.jpg,8436010153559,0.70,830,0.30,PC,2.50
Buzz! El Multiconcurso TV SE + Buzzers,/product_images/Juegos/PS3 Juegos/711719774457_s.jpg,711719774457,18.00,821,13.00,PlayStation 3,30.00
Donkey Xote,/product_images/Juegos/DS Juegos/8430613001217_s.jpg,8430613001217,1.10,834,0.70,Nintendo DS,3.00
Heroe De Leyenda (4 Discs),/product_images/Juegos/PC Juegos/8436010153658_s.jpg,8436010153658,1.00,830,0.50,PC,3.50
Assassin's Creed 1 & 2,/product_images/Juegos/Xbox 360 Juegos/3307215624470_s.jpg,3307215624470,6.00,827,4.00,Xbox 360,10.00
Uncharted 3: Drake's + Faster BR,/product_images/Juegos/PS3 Juegos/711719228219_s.jpg,711719228219,7.00,821,5.00,PlayStation 3,12.00
Animalz: Una Familia de Monkeyz,/product_images/Juegos/DS Juegos/3307211607170_s.jpg,3307211607170,0.90,834,0.60,Nintendo DS,2.50
Men Of War - Condemned Heroes,/product_images/Juegos/PC Juegos/8436010153825_s.jpg,8436010153825,0.40,830,0.20,PC,1.50
Motorcycle Club,/product_images/Juegos/Xbox 360 Juegos/3499550330410_s.jpg,3499550330410,3.00,827,2.00,Xbox 360,6.00
Brave Disney Pixar,/product_images/Juegos/PS3 Juegos/8717418358945_s.jpg,8717418358945,5.00,821,3.00,PlayStation 3,8.00
Animal Genious,/product_images/Juegos/DS Juegos/3307210801753_s.jpg,3307210801753,1.10,834,0.70,Nintendo DS,3.00
Dragon Age Origins: El Despertar,/product_images/Juegos/Xbox 360 Juegos/5030934087568_s.jpg,5030934087568,3.00,827,2.00,Xbox 360,5.00
Witch And the Hundred Knight,/product_images/Juegos/PS3 Juegos/813633013398_s.jpg,813633013398,9.00,821,6.00,PlayStation 3,15.00
Tiana y el Sapo,/product_images/Juegos/DS Juegos/045496469337_s.jpg,045496469337,3.00,834,2.00,Nintendo DS,5.00
Flatout Anthology,/product_images/Juegos/PC Juegos/8436010153924_s.jpg,8436010153924,0.90,830,0.40,PC,3.00
Tomb Raider Legend / Anniversary And Underworld,/product_images/Juegos/Xbox 360 Juegos/5021290059818_s.jpg,5021290059818,15.00,827,11.00,Xbox 360,25.00
Monstruos Contra Alienigenas,/product_images/Juegos/PS3 Juegos/5030917062209_s.jpg,5030917062209,6.00,821,4.00,PlayStation 3,10.00
Arthur and the revenge of Maltazard,/product_images/Juegos/DS Juegos/3307211672673_s.jpg,3307211672673,3.00,834,2.00,Nintendo DS,5.00
Pack Grandes Batallas II Guerra Mundial,/product_images/Juegos/PC Juegos/8436010153962_s.jpg,8436010153962,1.00,830,0.50,PC,3.50
Remember Me,/product_images/Juegos/Xbox 360 Juegos/5055060964514_s.jpg,5055060964514,5.00,827,3.00,Xbox 360,8.00
Ninja Gaiden 3 Razor's Edge,/product_images/Juegos/PS3 Juegos/5060073309825_s.jpg,5060073309825,15.00,821,11.00,PlayStation 3,25.00
Secret Files: Tunguska,/product_images/Juegos/DS Juegos/4020628501747_s.jpg,4020628501747,5.00,834,3.00,Nintendo DS,8.00
Imperio Maximo Deluxe,/product_images/Juegos/PC Juegos/8436010154112_s.jpg,8436010154112,3.00,830,2.00,PC,10.00
Call Of Juarez,/product_images/Juegos/Xbox 360 Juegos/3307210258588_s.jpg,3307210258588,5.00,827,3.00,Xbox 360,8.00
"CSI, Fatal Conspriacy",/product_images/Juegos/PS3 Juegos/3207217217935628_s.jpg,3207217217935628,3.00,821,2.00,PlayStation 3,5.00
Mech Assault: Phantom War,/product_images/Juegos/DS Juegos/5060136650000_s.jpg,5060136650000,1.90,834,1.20,Nintendo DS,5.00
Tropico Global Power (Incluye 7 Juegos),/product_images/Juegos/PC Juegos/8436010154259_s.jpg,8436010154259,0.90,830,0.40,PC,3.00
Just Dance 2016,/product_images/Juegos/Xbox 360 Juegos/3307215897447_s.jpg,3307215897447,11.00,827,8.00,Xbox 360,18.00
Ninja Gaiden Sigma 2 (Ed. Col.),/product_images/Juegos/PS3 Juegos/5060073306824_s.jpg,5060073306824,6.00,821,4.00,PlayStation 3,10.00
Perritos: Tus Amigos al Rescate,/product_images/Juegos/DS Juegos/8023171014951_s.jpg,8023171014951,4.00,834,3.00,Nintendo DS,7.00
Men Of War: Condemned Heroes Premium,/product_images/Juegos/PC Juegos/8436010154310_s.jpg,8436010154310,0.60,830,0.30,PC,2.00
LEGO Jurassic World (No Figure),/product_images/Juegos/Xbox 360 Juegos/5051893218800_s.jpg,5051893218800,12.00,827,9.00,Xbox 360,20.00
NHL 2K7,/product_images/Juegos/PS3 Juegos/5026555400114_s.jpg,5026555400114,2.00,821,1.40,PlayStation 3,6.00
Babysitting Mania,/product_images/Juegos/DS Juegos/5060136650635_s.jpg,5060136650635,6.00,834,4.00,Nintendo DS,10.00
Dungeons Oro Deluxe,/product_images/Juegos/PC Juegos/8436010154396_s.jpg,8436010154396,1.00,830,0.50,PC,3.50
Over G Fighters,/product_images/Juegos/Xbox 360 Juegos/3307210217943_s.jpg,3307210217943,1.30,827,0.80,Xbox 360,3.50
Farming Simulator 2013,/product_images/Juegos/PS3 Juegos/3512899111370_s.jpg,3512899111370,9.00,821,6.00,PlayStation 3,15.00
Transformers: Guerra Por Cybertron Decep,/product_images/Juegos/DS Juegos/5030917082481_s.jpg,5030917082481,5.00,834,3.00,Nintendo DS,8.00
Sim Max (Cities XL/Tropico 4/Patrician IV Oro/Imperivm Civitas Anthology),/product_images/Juegos/PC Juegos/8436010154655_s.jpg,8436010154655,4.00,830,2.00,PC,12.00
Just Dance 2017,/product_images/Juegos/Xbox 360 Juegos/3307215967744_s.jpg,3307215967744,20.00,827,14.00,Xbox 360,32.00
SingStar Take That,/product_images/Juegos/PS3 Juegos/711719163954_s.jpg,711719163954,0.60,821,0.30,PlayStation 3,2.00
Commander: Europe At War,/product_images/Juegos/DS Juegos/5060193300009_s.jpg,5060193300009,0.40,834,0.20,Nintendo DS,1.50
Conquistadores Del Nuevo Mundo,/product_images/Juegos/PC Juegos/8436010154693_s.jpg,8436010154693,0.40,830,0.20,PC,1.50
LOTR Battle for Middle Earth 2 (Offline),/product_images/Juegos/Xbox 360 Juegos/5030930050528_s.jpg,5030930050528,5.00,827,3.00,Xbox 360,8.00
Beatles Rock Band Premium Ed. Bundle,/product_images/Juegos/PS3 Juegos/5030934078948_s.jpg,5030934078948,20.00,821,14.00,PlayStation 3,32.00
Imagina ser Cocinera,/product_images/Juegos/DS Juegos/3307210258175_s.jpg,3307210258175,0.90,834,0.60,Nintendo DS,2.50
Trainz Simulator 12 (P),/product_images/Juegos/PC Juegos/8436010154730_s.jpg,8436010154730,0.30,830,0.10,PC,1.00
Cabelas Adventure Camp,/product_images/Juegos/Xbox 360 Juegos/5030917100994_s.jpg,5030917100994,4.00,827,3.00,Xbox 360,7.00
Dance Star Party Hits,/product_images/Juegos/PS3 Juegos/711719206552_s.jpg,711719206552,0.90,821,0.60,PlayStation 3,2.50
"Hello, Pocoyo!",/product_images/Juegos/DS Juegos/8430613001446_s.jpg,8430613001446,2.00,834,1.50,Nintendo DS,3.50
Deluxe Pack: Dungeons & Magic (8 Juegos),/product_images/Juegos/PC Juegos/8436010154778_s.jpg,8436010154778,1.00,830,0.50,PC,3.50
Create,/product_images/Juegos/PS3 Juegos/5030934095563_s.jpg,5030934095563,3.00,821,2.00,PlayStation 3,5.00
Eador: Masters Of The Broken World (P),/product_images/Juegos/PC Juegos/8436010154792_s.jpg,8436010154792,0.40,830,0.20,PC,1.50
Sonic Free Riders,/product_images/Juegos/Xbox 360 Juegos/5055277008988_s.jpg,5055277008988,1.70,827,1.00,Xbox 360,4.50
"Shoot, The (Move)",/product_images/Juegos/PS3 Juegos/711719160175_s.jpg,711719160175,1.50,821,0.90,PlayStation 3,4.00
FX Sports Deluxe,/product_images/Juegos/PC Juegos/8436010154891_s.jpg,8436010154891,2.00,830,1.20,PC,6.00
Viva Pinata Party Animals,/product_images/Juegos/Xbox 360 Juegos/882224523417_s.jpg,882224523417,1.10,827,0.70,Xbox 360,3.00
NHL 15,/product_images/Juegos/PS3 Juegos/5035228112490_s.jpg,5035228112490,4.00,821,2.00,PlayStation 3,12.00
"Imperio Romano, El",/product_images/Juegos/PC Juegos/8436010154990_s.jpg,8436010154990,2.00,830,1.60,PC,8.00
Fast & Furious Showdown,/product_images/Juegos/Xbox 360 Juegos/5030917125133_s.jpg,5030917125133,6.00,827,4.00,Xbox 360,10.00
Millennium Championship Paintball 2009,/product_images/Juegos/PS3 Juegos/5030917059933_s.jpg,5030917059933,3.00,821,2.00,PlayStation 3,5.00
Lingote Anthology,/product_images/Juegos/PC Juegos/8436010155119_s.jpg,8436010155119,1.00,830,0.50,PC,3.50
PowerUp Heroes (Kinect),/product_images/Juegos/Xbox 360 Juegos/3307219932427_s.jpg,3307219932427,1.30,827,0.80,Xbox 360,3.50
Damnation,/product_images/Juegos/PS3 Juegos/5024866339109_s.jpg,5024866339109,3.00,821,2.00,PlayStation 3,6.00
Misterio Y terror Pack,/product_images/Juegos/PC Juegos/8436010155133_s.jpg,8436010155133,0.60,830,0.30,PC,2.00
"Gato Con Botas, El",/product_images/Juegos/PS3 Juegos/4005209153645_s.jpg,4005209153645,9.00,821,6.00,PlayStation 3,15.00
La Coleccion De Simuladores (P),/product_images/Juegos/PC Juegos/8436010155287_s.jpg,8436010155287,1.00,830,0.50,PC,3.50
Rocksmith 2014 (With Real Tone Cable),/product_images/Juegos/PS3 Juegos/3307215724675_s.jpg,3307215724675,26.00,821,18.00,PlayStation 3,42.00
Men Of War: Assault Squad 2 Gold (P),/product_images/Juegos/PC Juegos/8436010155386_s.jpg,8436010155386,2.00,830,1.20,PC,6.00
Borderlands Triple Pack,/product_images/Juegos/PS3 Juegos/5026555419444_s.jpg,5026555419444,13.00,821,9.00,PlayStation 3,22.00
Quien Quiere Ser Millonario,/product_images/Juegos/DS Juegos/3307210323309_s.jpg,3307210323309,0.90,834,0.60,Nintendo DS,2.50
Masters Of Strategy - Deluxe Edition (18 Discs),/product_images/Juegos/PC Juegos/8436010155461_s.jpg,8436010155461,2.00,830,1.60,PC,8.00
Naruto Shippuden: Will Of Fire (CE),/product_images/Juegos/PS3 Juegos/3391891969000_s.jpg,3391891969000,15.00,821,11.00,PlayStation 3,25.00
My Health Coach: Manage..(No Pedometer),/product_images/Juegos/DS Juegos/3307210323453_s.jpg,3307210323453,0.01,834,0.01,Nintendo DS,0.25
"Conquista De America, La (P)",/product_images/Juegos/PC Juegos/8436010155645_s.jpg,8436010155645,2.00,830,1.40,PC,7.00
"Warhammer 40,000: Space Marine CE*Offlin",/product_images/Juegos/PS3 Juegos/4005209151856_s.jpg,4005209151856,17.00,821,12.00,PlayStation 3,28.00
Petz - My Kitten Family,/product_images/Juegos/DS Juegos/3307211606821_s.jpg,3307211606821,0.10,834,0.01,Nintendo DS,0.50
History Empires,/product_images/Juegos/PC Juegos/8436010155669_s.jpg,8436010155669,0.60,830,0.30,PC,2.00
Uncharted Trilogia,/product_images/Juegos/PS3 Juegos/711719228431_s.jpg,711719228431,20.00,821,14.00,PlayStation 3,32.00
Super Nacho,/product_images/Juegos/DS Juegos/5060136650079_s.jpg,5060136650079,0.10,834,0.01,Nintendo DS,0.50
City Simulator,/product_images/Juegos/PC Juegos/8436010155706_s.jpg,8436010155706,0.20,830,0.10,PC,0.75
Madagascar 2,/product_images/Juegos/PS3 Juegos/5030917057960_s.jpg,5030917057960,11.00,821,8.00,PlayStation 3,18.00
High School Musical: Makin' The Cut,/product_images/Juegos/DS Juegos/712725003500_s.jpg,712725003500,0.01,834,0.01,Nintendo DS,0.25
FX Futbol 2015 (SN),/product_images/Juegos/PC Juegos/8436010155768_s.jpg,8436010155768,1.80,830,0.90,PC,6.00
Bakugan,/product_images/Juegos/PS3 Juegos/5030917075681_s.jpg,5030917075681,1.30,821,0.80,PlayStation 3,3.50
World Championship Sports Summer,/product_images/Juegos/DS Juegos/5030917073526_s.jpg,5030917073526,0.40,834,0.20,Nintendo DS,1.50
Master of Games Anthology,/product_images/Juegos/PC Juegos/8436010155829_s.jpg,8436010155829,1.30,830,0.60,PC,4.50
Cabelas Adventure Camp,/product_images/Juegos/PS3 Juegos/5030917101014_s.jpg,5030917101014,3.00,821,2.00,PlayStation 3,6.00
SpongeBob Surf and Skate Roadtrip,/product_images/Juegos/DS Juegos/4005209153270_s.jpg,4005209153270,0.20,834,0.10,Nintendo DS,0.75
Flight Simulators,/product_images/Juegos/PC Juegos/8436010156093_s.jpg,8436010156093,2.00,830,1.60,PC,8.00
Cars Raceorama,/product_images/Juegos/PS3 Juegos/4005209124676_s.jpg,4005209124676,5.00,821,3.00,PlayStation 3,8.00
Sudoku Ball Detective,/product_images/Juegos/DS Juegos/8717545402429_s.jpg,8717545402429,0.30,834,0.10,Nintendo DS,1.00
War Alomng The Mohwak,/product_images/Juegos/PC Juegos/8436014941206_s.jpg,8436014941206,0.60,830,0.30,PC,2.00
Wall-E,/product_images/Juegos/PS3 Juegos/4005209106221_s.jpg,4005209106221,3.00,821,2.00,PlayStation 3,5.00
Dino Master,/product_images/Juegos/DS Juegos/5060136650031_s.jpg,5060136650031,0.20,834,0.10,Nintendo DS,0.75
Screamer 2,/product_images/Juegos/PC Juegos/8436014941985_s.jpg,8436014941985,0.01,830,0.01,PC,0.25
X-Men Destiny,/product_images/Juegos/PS3 Juegos/5030917100802_s.jpg,5030917100802,4.00,821,3.00,PlayStation 3,7.00
Face Training,/product_images/Juegos/DS Juegos/045496470449_s.jpg,045496470449,0.20,834,0.10,Nintendo DS,0.75
"Johnny Herbert's, Grand Prix Champioship",/product_images/Juegos/PC Juegos/8436014942005_s.jpg,8436014942005,0.30,830,0.10,PC,1.00
CSI: La Conspiracion,/product_images/Juegos/PS3 Juegos/3307217935703_s.jpg,3307217935703,3.00,821,2.00,PlayStation 3,5.00
Tus Amigos Peligrosos: Arañas,/product_images/Juegos/DS Juegos/8023171021577_s.jpg,8023171021577,0.20,834,0.10,Nintendo DS,0.75
Internacional Rally 2 Champioship,/product_images/Juegos/PC Juegos/8436014942012_s.jpg,8436014942012,0.10,830,0.01,PC,0.50
Skylanders Giants: Starter Pack,/product_images/Juegos/PS3 Juegos/5030917115592_s.jpg,5030917115592,3.00,821,2.00,PlayStation 3,5.00
"Transformers,  El Lado Oscuro De La Luna, Autobots",/product_images/Juegos/DS Juegos/5030917095542_s.jpg,5030917095542,0.70,834,0.40,Nintendo DS,2.00
Superhot,/product_images/Juegos/PC Juegos/8436016710091_s.jpg,8436016710091,3.00,830,2.00,PC,10.00
Handball Challenge 14,/product_images/Juegos/PS3 Juegos/3499550328318_s.jpg,3499550328318,7.00,821,5.00,PlayStation 3,12.00
Imagine My Secret World (UK),/product_images/Juegos/DS Juegos/3307211502543_s.jpg,3307211502543,0.01,834,0.01,Nintendo DS,0.25
Kholat (P),/product_images/Juegos/PC Juegos/8436016710855_s.jpg,8436016710855,3.00,830,2.00,PC,10.00
Two Worlds II - Goty Edition,/product_images/Juegos/PS3 Juegos/4250230270407_s.jpg,4250230270407,5.00,821,3.00,PlayStation 3,8.00
Sokoban,/product_images/Juegos/DS Juegos/4260176170112_s.jpg,4260176170112,0.20,834,0.10,Nintendo DS,0.75
Gartu-La Ciudad En Peligro,/product_images/Juegos/PC Juegos/8436019390016_s.jpg,8436019390016,0.10,830,0.01,PC,0.50
All Star Cheerleader,/product_images/Juegos/DS Juegos/4005209113502_s.jpg,4005209113502,0.20,834,0.10,Nintendo DS,0.75
Guitar Rock Tour,/product_images/Juegos/DS Juegos/3700515800191_s.jpg,3700515800191,0.30,834,0.10,Nintendo DS,1.00
Cooking Mama World: Hobbies & Fun,/product_images/Juegos/DS Juegos/8023171024356_s.jpg,8023171024356,5.00,834,3.00,Nintendo DS,8.00
Mystery Detective,/product_images/Juegos/DS Juegos/8023171009254_s.jpg,8023171009254,9.00,834,6.00,Nintendo DS,15.00
"Gartu, El Medallon Magico",/product_images/Juegos/PC Juegos/8436019390023_s.jpg,8436019390023,0.01,830,0.01,PC,0.25
Tus Amigos de Disney,/product_images/Juegos/DS Juegos/045496466107_s.jpg,045496466107,5.00,834,3.00,Nintendo DS,8.00
Gartu Fiesta Sorpresa,/product_images/Juegos/PC Juegos/8436019390047_s.jpg,8436019390047,0.40,830,0.20,PC,1.50
FIFA Street 3,/product_images/Juegos/DS Juegos/5030934062244_s.jpg,5030934062244,3.00,834,2.00,Nintendo DS,5.00
Nico en el Planeta Robor,/product_images/Juegos/PC Juegos/8436019390290_s.jpg,8436019390290,0.01,830,0.01,PC,0.10
Rabbids: Mi Caaasa!!!,/product_images/Juegos/DS Juegos/3307211675001_s.jpg,3307211675001,5.00,834,3.00,Nintendo DS,8.00
Cuerpo Humano,/product_images/Juegos/PC Juegos/8436019390320_s.jpg,8436019390320,0.10,830,0.01,PC,0.50
Los Pinguinos de Madagascar,/product_images/Juegos/DS Juegos/4005209136792_s.jpg,4005209136792,5.00,834,4.00,Nintendo DS,9.00
Olimpiadas del Saber,/product_images/Juegos/PC Juegos/8436019390405_s.jpg,8436019390405,0.01,830,0.01,PC,0.25
Juguemos a la Tiendas,/product_images/Juegos/DS Juegos/4020628503468_s.jpg,4020628503468,3.00,834,2.00,Nintendo DS,6.00
Gran Atlas Del Pequeño Aventurero,/product_images/Juegos/PC Juegos/8436037170034_s.jpg,8436037170034,0.10,830,0.01,PC,0.50
Bubble Bobble Double Shot,/product_images/Juegos/DS Juegos/5060102950264_s.jpg,5060102950264,6.00,834,4.00,Nintendo DS,10.00
My Sims Agents,/product_images/Juegos/DS Juegos/5030935075205_s.jpg,5030935075205,5.00,834,3.00,Nintendo DS,8.00
Rainbow Islands Revolution,/product_images/Juegos/DS Juegos/5060102950042_s.jpg,5060102950042,3.00,834,2.00,Nintendo DS,6.00
Tutoria Digital - Espacio Y Universo,/product_images/Juegos/PC Juegos/8436037170263_s.jpg,8436037170263,0.01,830,0.01,PC,0.25
Tutoria Digital Historia Del Mundo,/product_images/Juegos/PC Juegos/8436037170317_s.jpg,8436037170317,0.10,830,0.01,PC,0.50
Kirby Mass Attack,/product_images/Juegos/DS Juegos/045496471521_s.jpg,045496471521,13.00,834,9.00,Nintendo DS,22.00
Mia: Ciencias,/product_images/Juegos/PC Juegos/8436037170409_s.jpg,8436037170409,0.40,830,0.20,PC,1.50
"Barbie: Jet, Set & Style",/product_images/Juegos/DS Juegos/4005209151450_s.jpg,4005209151450,5.00,834,3.00,Nintendo DS,8.00
Mia Matematicas,/product_images/Juegos/PC Juegos/8436037170447_s.jpg,8436037170447,0.01,830,0.01,PC,0.25
Point Blank DS,/product_images/Juegos/DS Juegos/3546430128152_s.jpg,3546430128152,0.60,834,0.30,Nintendo DS,2.00
Pingu Y Sus Amigos,/product_images/Juegos/PC Juegos/8436037170539_s.jpg,8436037170539,0.01,830,0.01,PC,0.10
YU-GI-OH World Championship 2008,/product_images/Juegos/DS Juegos/4012927082379_s.jpg,4012927082379,6.00,834,4.00,Nintendo DS,10.00
Teletubbies - Juega con los teletubbies,/product_images/Juegos/PC Juegos/8436037170546_s.jpg,8436037170546,0.01,830,0.01,PC,0.10
Monster Jam Path Of Destruction,/product_images/Juegos/DS Juegos/5030917094323_s.jpg,5030917094323,3.00,834,2.00,Nintendo DS,6.00
Noddy Preparate Para La Escuela,/product_images/Juegos/PC Juegos/8436037170577_s.jpg,8436037170577,0.10,830,0.01,PC,0.50
Wizards of Waverly Place,/product_images/Juegos/DS Juegos/712725004521_s.jpg,712725004521,0.70,834,0.40,Nintendo DS,2.00
Fimbles Fimbli Diversion,/product_images/Juegos/PC Juegos/8436037170584_s.jpg,8436037170584,0.10,830,0.01,PC,0.50
World Of Zoo,/product_images/Juegos/DS Juegos/4005209123945_s.jpg,4005209123945,1.90,834,1.20,Nintendo DS,5.00
Little Robots Haciendo Amigos,/product_images/Juegos/PC Juegos/8436037170591_s.jpg,8436037170591,0.01,830,0.01,PC,0.25
Shrek: Felices Para Siempre,/product_images/Juegos/DS Juegos/5030917082009_s.jpg,5030917082009,1.50,834,0.90,Nintendo DS,4.00
Easyspeak Ingles,/product_images/Juegos/PC Juegos/8436037170645_s.jpg,8436037170645,0.70,830,0.30,PC,2.50
Brothers In Arms,/product_images/Juegos/DS Juegos/3307210250858_s.jpg,3307210250858,7.00,834,5.00,Nintendo DS,12.00
Scribblenauts,/product_images/Juegos/DS Juegos/5051893015256_s.jpg,5051893015256,3.00,834,2.00,Nintendo DS,5.00
Clifford El Gran Perro Rojo,/product_images/Juegos/PC Juegos/8436037170836_s.jpg,8436037170836,0.20,830,0.10,PC,0.75
Sherlock Holmes - Secreto de la Reina,/product_images/Juegos/DS Juegos/3512289017220_s.jpg,3512289017220,5.00,834,4.00,Nintendo DS,9.00
Mia Idiomas,/product_images/Juegos/PC Juegos/8436037170874_s.jpg,8436037170874,0.10,830,0.01,PC,0.50
Anno: Create A New World,/product_images/Juegos/DS Juegos/3307211649460_s.jpg,3307211649460,2.00,834,1.50,Nintendo DS,3.50
Mia Matematicas,/product_images/Juegos/PC Juegos/8436037170898_s.jpg,8436037170898,1.40,830,0.80,PC,4.00
Anatomia De Grey: El Videojuego,/product_images/Juegos/DS Juegos/3307211619449_s.jpg,3307211619449,1.50,834,0.90,Nintendo DS,4.00
My Baby Boy,/product_images/Juegos/DS Juegos/3760137144547_s.jpg,3760137144547,1.50,834,0.90,Nintendo DS,4.00
Patito Feo: La Historia Mas Bonita,/product_images/Juegos/PC Juegos/8436037171758_s.jpg,8436037171758,0.01,830,0.01,PC,0.25
Rompe Ralph,/product_images/Juegos/DS Juegos/5030917117404_s.jpg,5030917117404,7.00,834,5.00,Nintendo DS,12.00
My Baby 2,/product_images/Juegos/DS Juegos/3760137147524_s.jpg,3760137147524,1.90,834,1.20,Nintendo DS,5.00
Bomberman Story DS,/product_images/Juegos/DS Juegos/5060102950714_s.jpg,5060102950714,7.00,834,5.00,Nintendo DS,12.00
FBI: Caso Paranormal,/product_images/Juegos/PC Juegos/8436037172250_s.jpg,8436037172250,0.20,830,0.10,PC,0.75
Call of Duty: World at War,/product_images/Juegos/DS Juegos/5030917057397_s.jpg,5030917057397,5.00,834,3.00,Nintendo DS,8.00
Secretos del Vaticano - La Santa Alianza,/product_images/Juegos/PC Juegos/8436037172267_s.jpg,8436037172267,0.60,830,0.30,PC,2.00
Murder In Venice,/product_images/Juegos/DS Juegos/5907813592898_s.jpg,5907813592898,4.00,834,3.00,Nintendo DS,7.00
Monument Builders: Torre Eiffel,/product_images/Juegos/PC Juegos/8436037172311_s.jpg,8436037172311,0.01,830,0.01,PC,0.25
Star Wars Battlefront Elite Squadron,/product_images/Juegos/DS Juegos/023272007508_s.jpg,023272007508,7.00,834,5.00,Nintendo DS,12.00
Monument Builders - Titanic Tycoon,/product_images/Juegos/PC Juegos/8436037172335_s.jpg,8436037172335,0.01,830,0.01,PC,0.10
"Isla Misteriosa 2, La",/product_images/Juegos/PC Juegos/8436037172359_s.jpg,8436037172359,0.30,830,0.20,PC,1.00
Call Of Duty: Modern Warfare Mobilizatio,/product_images/Juegos/DS Juegos/5030917070877_s.jpg,5030917070877,5.00,834,3.00,Nintendo DS,8.00
Jack El Destripador - Edición Especial,/product_images/Juegos/PC Juegos/8436037172434_s.jpg,8436037172434,0.60,830,0.30,PC,2.00
Nancy Drew Mystery of the Clue Bender Society,/product_images/Juegos/DS Juegos/5060136650611_s.jpg,5060136650611,2.00,834,1.80,Nintendo DS,4.00
Hollywood,/product_images/Juegos/PC Juegos/8436037172441_s.jpg,8436037172441,0.60,830,0.30,PC,2.00
Flipper Critters,/product_images/Juegos/DS Juegos/5060050945466_s.jpg,5060050945466,1.10,834,0.70,Nintendo DS,3.00
Profiler,/product_images/Juegos/PC Juegos/8436037172779_s.jpg,8436037172779,0.10,830,0.01,PC,0.50
Capitán América Supersoldado,/product_images/Juegos/DS Juegos/5055277013029_s.jpg,5055277013029,5.00,834,3.00,Nintendo DS,8.00
Cute the Rope,/product_images/Juegos/PC Juegos/8436037173226_s.jpg,8436037173226,2.00,830,1.20,PC,6.00
Bleach: The 3rd Phantom,/product_images/Juegos/DS Juegos/5055277001385_s.jpg,5055277001385,3.00,834,2.00,Nintendo DS,6.00
Amerzone Series Episocios 1-2-3,/product_images/Juegos/PC Juegos/8436037173479_s.jpg,8436037173479,0.10,830,0.01,PC,0.50
Horsez: The Petz,/product_images/Juegos/DS Juegos/3307210227522_s.jpg,3307210227522,1.10,834,0.70,Nintendo DS,3.00
"Atlantis The New Wolrd Episodio 1, 2 Y 3",/product_images/Juegos/PC Juegos/8436037173479A_s.jpg,8436037173479,0.70,830,0.30,PC,2.50
Aprende con Nosotros: Drive's Ed,/product_images/Juegos/DS Juegos/9006113169024_s.jpg,9006113169024,0.70,834,0.30,Nintendo DS,2.50
"Versailles II Series Episodio 1, 2 Y 3",/product_images/Juegos/PC Juegos/8436037173479V_s.jpg,8436037173479,0.70,830,0.30,PC,2.50
Mi Escuela de Equitacion,/product_images/Juegos/DS Juegos/8431019440037_s.jpg,8431019440037,3.00,834,2.00,Nintendo DS,6.00
Streets Of Moscow,/product_images/Juegos/PC Juegos/843603717347ST_s.jpg,843603717347,0.01,830,0.01,PC,0.25
Galactica Taz Ball,/product_images/Juegos/DS Juegos/5051893027792_s.jpg,5051893027792,0.90,834,0.60,Nintendo DS,2.50
Tsumiki: La Torre Infernal,/product_images/Juegos/DS Juegos/3760137144486_s.jpg,3760137144486,0.30,834,0.10,Nintendo DS,1.00
Turbo Brain,/product_images/Juegos/PC Juegos/8436038250315_s.jpg,8436038250315,0.30,830,0.10,PC,1.00
Fritz Twelve,/product_images/Juegos/PC Juegos/8436038250698_s.jpg,8436038250698,0.90,830,0.40,PC,3.00
Naraba: descubre un nuevo mundo,/product_images/Juegos/PC Juegos/8436038250803_s.jpg,8436038250803,0.01,830,0.01,PC,0.25
Naraba World El Laberinto de la Luz,/product_images/Juegos/PC Juegos/8436038250865_s.jpg,8436038250865,0.10,830,0.01,PC,0.50
Naraba World El Palacio Misterioso,/product_images/Juegos/PC Juegos/8436038250872_s.jpg,8436038250872,0.10,830,0.01,PC,0.50
Enemy Infestation,/product_images/Juegos/PC Juegos/8437000653721_s.jpg,8437000653721,0.60,830,0.30,PC,2.00
"Zodiac Saints, The (P)",/product_images/Juegos/PC Juegos/8437001995035_s.jpg,8437001995035,0.10,830,0.01,PC,0.50
Lost In Blue 2,/product_images/Juegos/DS Juegos/4012927081761_s.jpg,4012927081761,9.00,834,6.00,Nintendo DS,15.00
Brain Assist,/product_images/Juegos/DS Juegos/5060138436688_s.jpg,5060138436688,0.01,834,0.01,Nintendo DS,0.25
Psycho Games (P),/product_images/Juegos/PC Juegos/8437001995073_s.jpg,8437001995073,0.10,830,0.01,PC,0.50
Yu-gi-oh! GX Spirit Caller,/product_images/Juegos/DS Juegos/4012927082089_s.jpg,4012927082089,5.00,834,3.00,Nintendo DS,8.00
Trivial Quest Comunidad De Madrid (P),/product_images/Juegos/PC Juegos/8437001995097_s.jpg,8437001995097,0.30,830,0.10,PC,1.00
