img_caratula,categoria_id,titulo,precio_venta,precio_compra,precio_intercambio,sku,categoria_str
/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,1001,NBA 2K17,50.00,22.00,31.00,5026555422079,PlayStation 4
/product_images/Juegos/PS4 Juegos/5055856410706_s.jpg,1001,Dishonored 2 (Sin DLC),35.00,15.00,22.00,5055856410706,PlayStation 4
/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,1001,Bloodborne,28.00,12.00,17.00,0711719800415,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719843337_s.jpg,1001,God of War 3 - Remasterizado,25.00,11.00,15.00,711719843337,PlayStation 4
/product_images/Juegos/PS4 Juegos/5035223113737_s.jpg,1001,Need For Speed (2015),35.00,15.00,22.00,5035223113737,PlayStation 4
/product_images/Juegos/PS4 Juegos/093155149007_s.jpg,1001,"Evil Within, The",22.00,9.00,13.00,093155149007,PlayStation 4
/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,1001,NBA 2K16,18.00,4.00,6.00,5026555421256,PlayStation 4
/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,1001,Rise of the Tomb Raider,42.00,18.00,26.00,5021290074811,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719277071_s.jpg,1001,DriveClub,22.00,9.00,13.00,711719277071,PlayStation 4
/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,1001,Until Dawn,30.00,13.00,18.00,711719874737,PlayStation 4
/product_images/Juegos/PS4 Juegos/5021290072022_s.jpg,1001,Kingdom Hearts HD 2.8 Final Chapter Prologue,52.00,29.00,35.00,5021290072022,PlayStation 4
/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,1001,"Order 1886, The",20.00,9.00,12.00,0711719284697,PlayStation 4
/product_images/Juegos/PS4 Juegos/3391891990097_s.jpg,1001,Dragon Ball Xenoverse 2,55.00,24.00,34.00,3391891990097,PlayStation 4
/product_images/Juegos/3DS Juegos/045496525507_s.jpg,977,Tomodachi Life,28.00,13.00,18.00,045496525507,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496520502_s.jpg,977,Super Street Fighter 3D,12.00,5.00,7.00,045496520502,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496529703_s.jpg,977,Pokemon Mundo Megamisterioso,25.00,12.00,16.00,045496529703,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523343_s.jpg,977,Luigi's Mansion 2,28.00,13.00,18.00,045496523343,Nintendo 3DS
/product_images/Juegos/3DS Juegos/0045496473242_s.jpg,977,Monster Hunter Generations,28.00,13.00,18.00,0045496473242,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496524531_s.jpg,977,Legend of Zelda: A Link Between Worlds,18.00,8.00,11.00,045496524531,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496524661_s.jpg,977,Mario Party: Island Tour,18.00,8.00,11.00,045496524661,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523923_s.jpg,977,Mario & Luigi: Dream Team,15.00,7.00,9.00,045496523923,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496522629_s.jpg,977,Profesor Layton: Máscara de los prodigio,15.00,7.00,9.00,045496522629,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496528164_s.jpg,977,Animal Crossing: Happy Home Designer,22.00,10.00,14.00,045496528164,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496473617_s.jpg,977,Dragon Quest VII: Fragmentos De Un Mundo Olvidado,28.00,13.00,18.00,045496473617,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496525118_s.jpg,977,Inazuma Eleven 3: La Amenaza Del Ogro !,15.00,7.00,9.00,045496525118,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496524821_s.jpg,977,Bravely Default,28.00,13.00,18.00,045496524821,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496527297_s.jpg,977,Legend of Zelda Majora's Mask,35.00,19.00,23.00,045496527297,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523435_s.jpg,977,Fire Emblem Awakening,35.00,16.00,22.00,045496523435,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496472528_s.jpg,977,Fire Emblem Birthright,35.00,16.00,22.00,045496472528,Nintendo 3DS
/product_images/Juegos/3DS Juegos/0045496525187_s.jpg,977,Yoshi's New Island,12.00,5.00,7.00,0045496525187,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496525620_s.jpg,977,Inazuma Eleven Go: Light,15.00,7.00,9.00,045496525620,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496521585_s.jpg,977,Resident Evil: Revelations,18.00,8.00,11.00,045496521585,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496528485_s.jpg,977,Legend of Zelda: Tri Force Heroes,20.00,9.00,13.00,045496528485,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496521981_s.jpg,977,Mario Tennis Open,15.00,7.00,9.00,045496521981,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496525996_s.jpg,977,Fantasy Life,20.00,9.00,13.00,045496525996,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496522872_s.jpg,977,Paper Mario: Sticker Star,20.00,9.00,13.00,045496522872,Nintendo 3DS
/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,977,Kirby Triple Deluxe,22.00,10.00,14.00,0045496525453,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523145_s.jpg,977,Castlevania Lords Of Shadow,12.00,5.00,7.00,045496523145,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496527518_s.jpg,977,Inazuma Eleven Go Chrono Stones: Llamarada,18.00,8.00,11.00,045496527518,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523251_s.jpg,977,Monster Hunter 3 Ultimate,15.00,7.00,9.00,045496523251,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496527587_s.jpg,977,Inazuma Eleven Go Chrono Stone: Trueno,18.00,8.00,11.00,045496527587,Nintendo 3DS
/product_images/Juegos/3DS Juegos/4012927084670_s.jpg,977,Metal Gear Solid: Snake Eater 3D,12.00,5.00,7.00,4012927084670,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523626_s.jpg,977,Donkey Kong Country Returns,25.00,12.00,16.00,045496523626,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496527822_s.jpg,977,Puzzle & Dragons Z + Puzzle & Dragons - Super Mario Bros. Edition,10.00,4.00,6.00,045496527822,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496524067_s.jpg,977,Inazuma Eleven 3 : Fuego Explosivo,12.00,5.00,7.00,045496524067,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5030934103978_s.jpg,977,FIFA 12,4.00,0.90,1.50,5030934103978,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496523732_s.jpg,977,Lego City Undercover: Chase Begins,15.00,7.00,9.00,045496523732,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496520069_s.jpg,977,Nintendogs + Gatos: Golden Retriever,10.00,4.00,6.00,045496520069,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496474515_s.jpg,977,Dragon Quest VIII: El Periplo Del Rey Maldito,30.00,14.00,19.00,045496474515,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,977,LEGO Jurassic World (No Figure),15.00,7.00,9.00,5051893218732,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496521882_s.jpg,977,Kid Icarus: Uprising,12.00,5.00,7.00,045496521882,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,977,Kingdom Hearts 3D: Dream Drop Distance,22.00,10.00,14.00,5021290053519,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496527730_s.jpg,977,Xenoblade Chronicles 3D,28.00,13.00,18.00,045496527730,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893229363_s.jpg,977,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7),28.00,13.00,18.00,5051893229363,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496471972_s.jpg,977,Bravely Second: End Layer,20.00,9.00,13.00,045496471972,Nintendo 3DS
/product_images/Juegos/3DS Juegos/045496525699_s.jpg,977,Inazuma Eleven Go: Shadow,12.00,5.00,7.00,045496525699,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5021290071308_s.jpg,977,Final Fantasy Explorers,20.00,9.00,13.00,5021290071308,Nintendo 3DS
/product_images/Juegos/3DS Juegos/5051893116779_s.jpg,977,Lego Batman 2: DC Superheroes,15.00,7.00,9.00,5051893116779,Nintendo 3DS
/product_images/Juegos/DS Juegos/045496465377_s.jpg,834,Legend of Zelda: Phantom Hourglass,15.00,6.00,9.00,045496465377,Nintendo DS
/product_images/Juegos/DS Juegos/045496463595_s.jpg,834,Pokemon Mundo Misterioso Equipo Azul,12.00,5.00,7.00,045496463595,Nintendo DS
/product_images/Juegos/DS Juegos/045496464721_s.jpg,834,Mas Brain Training,2.00,0.40,0.70,045496464721,Nintendo DS
/product_images/Juegos/DS Juegos/045496468910_s.jpg,834,Profesor Layton y la Caja de Pandora,12.00,5.00,7.00,045496468910,Nintendo DS
/product_images/Juegos/DS Juegos/045496471057_s.jpg,834,Pokemon Edicion Negra,15.00,6.00,9.00,045496471057,Nintendo DS
/product_images/Juegos/DS Juegos/045496467944_s.jpg,834,Profesor Layton y la Villa Misteriosa,15.00,6.00,9.00,045496467944,Nintendo DS
/product_images/Juegos/DS Juegos/045496465537_s.jpg,834,Pokemon Edicion Blanca 2,25.00,11.00,15.00,045496465537,Nintendo DS
/product_images/Juegos/DS Juegos/045496465896_s.jpg,834,Mario Party DS,12.00,5.00,7.00,045496465896,Nintendo DS
/product_images/Juegos/DS Juegos/045496471729_s.jpg,834,Inazuma Eleven 2 : Ventisca Eterna,7.00,3.00,4.00,045496471729,Nintendo DS
/product_images/Juegos/DS Juegos/045496467258_s.jpg,834,Cocina Conmigo,1.00,0.10,0.30,045496467258,Nintendo DS
/product_images/Juegos/DS Juegos/045496471644_s.jpg,834,Inazuma Eleven 2  Tormenta De Fuego,8.00,3.00,5.00,045496471644,Nintendo DS
/product_images/Juegos/DS Juegos/5030934057059_s.jpg,834,My Sims,8.00,3.00,5.00,5030934057059,Nintendo DS
/product_images/Juegos/DS Juegos/5055277000982_s.jpg,834,Mario & Sonic en los JJ.OO. de Invierno,15.00,6.00,9.00,5055277000982,Nintendo DS
/product_images/Juegos/DS Juegos/045496468644_s.jpg,834,Pokemon Platino,20.00,9.00,12.00,045496468644,Nintendo DS
/product_images/Juegos/DS Juegos/5060121822375_s.jpg,834,Final fantasy XII: Revenant Wings,10.00,4.00,6.00,5060121822375,Nintendo DS
/product_images/Juegos/DS Juegos/045496463052_s.jpg,834,Big Brain Academy,2.50,0.30,0.70,045496463052,Nintendo DS
/product_images/Juegos/DS Juegos/5060121822870_s.jpg,834,Final Fantasy IV,15.00,6.00,9.00,5060121822870,Nintendo DS
/product_images/Juegos/DS Juegos/4005209082730_s.jpg,834,Bratz Forever Diamondz,6.00,1.40,2.00,4005209082730,Nintendo DS
/product_images/Juegos/DS Juegos/045496470067_s.jpg,834,"Dragon Quest IX, Sentinels Of The Starry",25.00,11.00,15.00,045496470067,Nintendo DS
/product_images/Juegos/DS Juegos/3348542202184_s.jpg,834,Ice Age 2: El Deshielo,4.00,1.80,2.00,3348542202184,Nintendo DS
/product_images/Juegos/DS Juegos/4005209077316_s.jpg,834,Disney Cars,6.00,2.00,3.00,4005209077316,Nintendo DS
/product_images/Juegos/DS Juegos/045496469160_s.jpg,834,Style Boutique,8.00,3.00,5.00,045496469160,Nintendo DS
/product_images/Juegos/DS Juegos/045496464103_s.jpg,834,Pokemon Ranger,10.00,4.00,6.00,045496464103,Nintendo DS
/product_images/Juegos/DS Juegos/045496462239_s.jpg,834,NintenDogs Dachshund & Friends,6.00,2.00,3.00,045496462239,Nintendo DS
/product_images/Juegos/DS Juegos/5030934092296_s.jpg,834,FIFA 11,5.00,2.00,3.00,5030934092296,Nintendo DS
/product_images/Juegos/PC Juegos/8436010150671_s.jpg,830,Imperium III,3.50,0.50,1.00,8436010150671,PC
/product_images/Juegos/DS Juegos/3307210240354_s.jpg,834,Catz,3.00,0.70,1.10,3307210240354,Nintendo DS
/product_images/Juegos/DS Juegos/5030934059336_s.jpg,834,Need For Speed: Pro Street,6.00,2.00,3.00,5030934059336,Nintendo DS
/product_images/Juegos/PC Juegos/740781770142_s.jpg,830,Divinity: Original Sin (P),5.00,1.20,1.90,740781770142,PC
/product_images/Juegos/PC Juegos/843601015054100001_s.jpg,830,Colin McRae Rally 2,0.25,0.01,0.01,843601015054100001,PC
/product_images/Juegos/PC Juegos/8436010154037_s.jpg,830,"Fuga De Deponia, La",0.75,0.10,0.20,8436010154037,PC
/product_images/Juegos/DS Juegos/045496470555_s.jpg,834,"Profesor Layton y El Futuro Perdido, El",15.00,6.00,9.00,045496470555,Nintendo DS
/product_images/Juegos/DS Juegos/4005209149921_s.jpg,834,Monster High,6.00,2.00,3.00,4005209149921,Nintendo DS
/product_images/Juegos/DS Juegos/045496471552_s.jpg,834,Profesor Layton - Llamada Del Espectro,15.00,6.00,9.00,045496471552,Nintendo DS
/product_images/defimg2_s.jpg,830,PATRICIAN II,0.10,0.01,0.01,8436010150541,PC
/product_images/defimg3_s.jpg,830,House Of The Dead,2.00,0.30,0.60,8427897000982,PC
/product_images/Juegos/PC Juegos/3348542135710_s.jpg,830,Warcraft 3: Reign of Chaos (SN) 1CD,5.00,1.20,1.90,3348542135710,PC
/product_images/Juegos/DS Juegos/3307210322128_s.jpg,834,Imagina ser Disenadora de Moda,2.00,0.40,0.70,3307210322128,Nintendo DS
/product_images/Juegos/DS Juegos/045496467722_s.jpg,834,Pokemon Ranger: Sombras de Almia,10.00,4.00,6.00,045496467722,Nintendo DS
/product_images/Juegos/PC Juegos/8414185051528_s.jpg,830,Los Sims 2 (SN),12.00,2.00,4.00,8414185051528,PC
/product_images/Juegos/DS Juegos/5051893041279_s.jpg,834,Super ScribbleNauts,12.00,5.00,7.00,5051893041279,Nintendo DS
/product_images/Juegos/DS Juegos/045496467036_s.jpg,834,Pokemon: Mundo Misterioso Expl. del Tiem,10.00,4.00,6.00,045496467036,Nintendo DS
/product_images/Juegos/PC Juegos/8414606866984_s.jpg,830,Skyhill,0.50,0.10,0.10,8414606866984,PC
/product_images/Juegos/PC Juegos/8436010150572_s.jpg,830,Imperium II,1.50,0.20,0.40,8436010150572,PC
/product_images/Juegos/PC Juegos/8436010150909_s.jpg,830,Pro Race Driver,0.10,0.01,0.01,8436010150909,PC
/product_images/Juegos/DS Juegos/5026555042499_s.jpg,834,Grand Theft Auto: Chinatown Wars,12.00,5.00,7.00,5026555042499,Nintendo DS
/product_images/Juegos/DS Juegos/3348542200654_s.jpg,834,Spyro: Shadow Legacy,8.00,3.00,5.00,3348542200654,Nintendo DS
/product_images/Juegos/DS Juegos/5060138433519_s.jpg,834,Mario & Sonic en los Juegos Olimpicos,12.00,5.00,7.00,5060138433519,Nintendo DS
/product_images/Juegos/PC Juegos/8414185050873_s.jpg,830,Los Sims Animales A Raudales (SN) (2 CDS),0.10,0.01,0.01,8414185050873,PC
/product_images/Juegos/DS Juegos/045496463687_s.jpg,834,Mario Slam Basketball,7.00,3.00,4.00,045496463687,Nintendo DS
/product_images/Juegos/PC Juegos/4260089416710_s.jpg,830,Crookz: The Big Heist (P),0.15,0.01,0.01,4260089416710,PC
/product_images/Juegos/DS Juegos/045496469467_s.jpg,834,Legend Of Zelda Spirit Tracks,28.00,12.00,17.00,045496469467,Nintendo DS
/product_images/Juegos/PC Juegos/3307211657861_s.jpg,830,Call of Juarez: Bound in Blood,1.50,0.20,0.40,3307211657861,PC
/product_images/Juegos/DS Juegos/5030934068499_s.jpg,834,FIFA 09,2.00,0.40,0.70,5030934068499,Nintendo DS
/product_images/defimg2_s.jpg,830,Brothers in Arms Road To Hill 30 1DVD,1.00,0.10,0.30,3307210188809,PC
/product_images/Juegos/DS Juegos/045496466510_s.jpg,834,Magia en Accion (Solo Juego),0.50,0.01,0.10,045496466510,Nintendo DS
/product_images/Juegos/PC Juegos/8414185051146_s.jpg,830,Los Sims Superstar (SN) (2CD) Expansion,0.50,0.01,0.10,8414185051146,PC
/product_images/Juegos/PC Juegos/4020636127014_s.jpg,830,Mega Tycoon,0.50,0.01,0.10,4020636127014,PC
/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,821,Call Of Duty: Black Ops III,22.00,9.00,13.00,5030917162459,PlayStation 3
/product_images/Juegos/PC Juegos/3307210211989_s.jpg,830,Prince of Persia Ed. Col.,1.00,0.10,0.30,3307210211989,PC
/product_images/Juegos/PC Juegos/4020628502096_s.jpg,830,Sacred 2: Fallen Angel (SN),3.00,0.40,0.90,4020628502096,PC
/product_images/Juegos/PC Juegos/3307210226518_s.jpg,830,Rainbow Six Vegas,0.75,0.10,0.20,3307210226518,PC
/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,821,Far Cry 4,15.00,6.00,9.00,3307215793299,PlayStation 3
/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,821,Battlefield 3,5.00,1.20,1.90,5030934102902,PlayStation 3
/product_images/Juegos/PS3 Juegos/711719158264_s.jpg,821,God of War III (3),10.00,4.00,6.00,711719158264,PlayStation 3
/product_images/defimg2_s.jpg,830,Crazy Taxi,0.25,0.01,0.01,5017783555493,PC
/product_images/defimg4_s.jpg,830,Los Sims Magia Potagia (SN) (2 CDS) Expans,0.25,0.01,0.01,8414185051399,PC
/product_images/Juegos/PC Juegos/3307210148971_s.jpg,830,Age of Empires (Gold Edition),4.50,0.90,1.60,3307210148971,PC
/product_images/Juegos/PS3 Juegos/711719412915_s.jpg,821,Minecraft,15.00,6.00,9.00,711719412915,PlayStation 3
/product_images/Juegos/PS3 Juegos/0711719274551_s.jpg,821,Last Of Us,22.00,9.00,13.00,0711719274551,PlayStation 3
/product_images/Juegos/PC Juegos/5030930027407_s.jpg,830,Medal Of Honor Allied Assault 2CD (SN),1.00,0.10,0.30,5030930027407,PC
/product_images/Juegos/PS3 Juegos/5026555402057_s.jpg,821,Red Dead Redemption,10.00,4.00,6.00,5026555402057,PlayStation 3
/product_images/Juegos/PC Juegos/8414185050507_s.jpg,830,Los Sims de Vacaciones (SN) 1CD,0.10,0.01,0.01,8414185050507,PC
/product_images/defimg4_s.jpg,830,Harry Potter y la Piedra Filosofal (SN),3.00,0.40,0.90,8414185050255,PC
/product_images/Juegos/PS3 Juegos/3307215644867_s.jpg,821,Assassin's Creed III (3),10.00,4.00,6.00,3307215644867,PlayStation 3
/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,821,Battlefield 4,8.00,3.00,5.00,5030930111137,PlayStation 3
/product_images/Juegos/PC Juegos/3307210212368_s.jpg,830,Prince Of Persia El Alma Del Guerrero,0.25,0.01,0.01,3307210212368,PC
/product_images/Juegos/PS3 Juegos/5030934104043_s.jpg,821,FIFA 12,0.25,0.01,0.01,5030934104043,PlayStation 3
/product_images/Juegos/PC Juegos/3307211609143_s.jpg,830,Prince of Persia (2008),0.75,0.10,0.20,3307211609143,PC
/product_images/Juegos/PS3 Juegos/3307215721957_s.jpg,821,Watch Dogs,18.00,8.00,11.00,3307215721957,PlayStation 3
/product_images/Juegos/PS3 Juegos/3307215704974_s.jpg,821,Assassin's Creed 4: Black Flag,12.00,5.00,7.00,3307215704974,PlayStation 3
/product_images/Juegos/PC Juegos/3307210165053_s.jpg,830,Rayman 3 Hoodlum Havoc ( 3 Disc ),1.50,0.20,0.40,3307210165053,PC
/product_images/defimg5_s.jpg,830,Blade: Edge Of Darkness,3.00,0.40,0.90,8426412003255,PC
/product_images/Juegos/PC Juegos/8436010150541HD_s.jpg,830,House Of The Dead 2,1.00,0.10,0.30,8436010150541,PC
/product_images/Juegos/PS3 Juegos/711719467359_s.jpg,821,Uncharted: El Tesoro de Drake,10.00,4.00,6.00,711719467359,PlayStation 3
/product_images/Juegos/PS3 Juegos/5055060928059_s.jpg,821,Resident Evil 6,15.00,6.00,9.00,5055060928059,PlayStation 3
/product_images/Juegos/PS3 Juegos/3307211666535_s.jpg,821,Assassin's Creed II,8.00,1.90,3.00,3307211666535,PlayStation 3
/product_images/defimg5_s.jpg,830,Crazy Taxi 3 1CD,1.50,0.20,0.40,5017783013634,PC
/product_images/Juegos/PC Juegos/3307210136817_s.jpg,830,CSI: Crime Scene Investigation,0.10,0.01,0.01,3307210136817,PC
/product_images/Juegos/PS3 Juegos/5055060925751_s.jpg,821,Resident Evil 5,8.00,3.00,5.00,5055060925751,PlayStation 3
/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,821,Pro Evolution Soccer (PES) 2012,0.25,0.01,0.01,4012927053393,PlayStation 3
/product_images/Juegos/PS3 Juegos/711719999256_s.jpg,821,Little Big Planet,6.00,2.00,3.00,711719999256,PlayStation 3
/product_images/defimg2_s.jpg,830,Painkiller Edicion Oro 1CD,0.50,0.01,0.10,8436010151456,PC
/product_images/Juegos/PS3 Juegos/711719128359_s.jpg,821,Uncharted 2: Among Thieves,10.00,4.00,6.00,711719128359,PlayStation 3
/product_images/Juegos/PC Juegos/8414185051856_s.jpg,830,Los Sims 2 Universitarios Expansion (SN) 3C,1.50,0.20,0.40,8414185051856,PC
/product_images/Juegos/PS3 Juegos/093155141292_s.jpg,821,Elder Scrolls V: Skyrim,8.00,3.00,5.00,093155141292,PlayStation 3
/product_images/Juegos/PS3 Juegos/5030917124181_s.jpg,821,Destiny,10.00,4.00,6.00,5030917124181,PlayStation 3
/product_images/defimg1_s.jpg,830,Grand Theft Auto San Andreas,12.00,2.00,4.00,5026555038577,PC
/product_images/Juegos/PC Juegos/8436010154006_s.jpg,830,Fx Futbol,0.10,0.01,0.01,8436010154006,PC
/product_images/Juegos/PC Juegos/5026555036337_s.jpg,830,Grand Theft Auto Vice City,7.00,1.40,2.00,5026555036337,PC
/product_images/Juegos/PS3 Juegos/4012927052228_s.jpg,821,Pro Evolution Soccer (PES) 2011,0.25,0.01,0.01,4012927052228,PlayStation 3
/product_images/Juegos/PS3 Juegos/3307215590058_s.jpg,821,Assassin's Creed: Revelations,10.00,4.00,6.00,3307215590058,PlayStation 3
/product_images/Juegos/PS3 Juegos/3307210263483_s.jpg,821,Assassin's Creed,8.00,1.90,3.00,3307210263483,PlayStation 3
/product_images/Juegos/PC Juegos/3307210198907_s.jpg,830,Ghost Recon Advanced Warfighter *,1.00,0.10,0.30,3307210198907,PC
/product_images/defimg2_s.jpg,830,Fritz 6,0.25,0.01,0.01,843601015054100009,PC
/product_images/Juegos/PC Juegos/8436010151531_s.jpg,830,Sherlock Holmes La Aventura (The Awakene,0.75,0.10,0.20,8436010151531,PC
/product_images/Juegos/PS Vita Juegos/711719881933_s.jpg,990,Phineas Y Ferb El Dia De Doofenshmirtz,8.00,3.00,5.00,711719881933,PlayStation Vita
/product_images/Juegos/PS3 Juegos/4012927054574_s.jpg,821,Pro Evolution Soccer (PES) 2013,1.50,0.30,0.50,4012927054574,PlayStation 3
/product_images/Juegos/PS3 Juegos/5030934077989_s.jpg,821,FIFA 10,0.25,0.01,0.01,5030934077989,PlayStation 3
/product_images/Juegos/PS3 Juegos/3307217927104_s.jpg,821,Assassins Creed: Hermandad,8.00,1.90,3.00,3307217927104,PlayStation 3
/product_images/defimg3_s.jpg,830,Ghost Recon + Discos de Misiones,1.00,0.10,0.30,3307210156372,PC
/product_images/Juegos/PS Vita Juegos/5030934105927_s.jpg,990,FIFA Football,6.00,1.40,2.00,5030934105927,PlayStation Vita
/product_images/Juegos/PS Vita Juegos/711719438519_s.jpg,990,Minecraft,20.00,9.00,13.00,711719438519,PlayStation Vita
/product_images/Juegos/PS Vita Juegos/5055377602352_s.jpg,990,Space Hulk,7.00,3.00,4.00,5055377602352,PlayStation Vita
/product_images/Juegos/PS3 Juegos/5030934092326_s.jpg,821,FIFA 11,0.25,0.01,0.01,5030934092326,PlayStation 3
/product_images/Juegos/PS3 Juegos/5030917047213_s.jpg,821,Call of Duty 4: Modern Warfare,10.00,4.00,6.00,5030917047213,PlayStation 3
/product_images/Juegos/PS3 Juegos/711719250173_s.jpg,821,Gran Turismo 6,18.00,8.00,11.00,711719250173,PlayStation 3
/product_images/Juegos/PS Vita Juegos/4012927066065_s.jpg,990,Metal Gear Solid Hd Colección,22.00,10.00,14.00,4012927066065,PlayStation Vita
/product_images/Juegos/PS Vita Juegos/3307215916520_s.jpg,990,Assassins Creed Chronicles,12.00,5.00,7.00,3307215916520,PlayStation Vita
