precio_compra,titulo,img_caratula,categoria_str,sku,precio_intercambio,precio_venta,categoria_id
5.00,Alien Isolation,/product_images/Juegos/PS3 Juegos/5055277024384_s.jpg,PlayStation 3,5055277024384,7.00,12.00,821
8.00,Prince of Persia Trilogia HD,/product_images/Juegos/PS3 Juegos/3307219904516_s.jpg,PlayStation 3,3307219904516,11.00,18.00,821
2.00,Aliens: Colonial Marines,/product_images/Juegos/PS3 Juegos/5055277018130_s.jpg,PlayStation 3,5055277018130,3.00,6.00,821
4.00,Saw,/product_images/Juegos/PS3 Juegos/4012927051375_s.jpg,PlayStation 3,4012927051375,6.00,10.00,821
0.60,Eyepet y sus Amigos,/product_images/Juegos/PS3 Juegos/711719164692_s.jpg,PlayStation 3,711719164692,0.90,2.50,821
2.00,Bionic Commando,/product_images/Juegos/PS3 Juegos/5055060925447_s.jpg,PlayStation 3,5055060925447,3.00,5.00,821
7.00,MotoGP 14,/product_images/Juegos/PS3 Juegos/8059617102074_s.jpg,PlayStation 3,8059617102074,10.00,16.00,821
0.90,Lair,/product_images/Juegos/PS3 Juegos/711719626299_s.jpg,PlayStation 3,711719626299,1.50,4.00,821
9.00,Devil May Cry HD Collection,/product_images/Juegos/PS3 Juegos/5055060927755_s.jpg,PlayStation 3,5055060927755,12.00,20.00,821
4.00,Singstar Dance (Solo Juego),/product_images/Juegos/PS3 Juegos/711719114888_s.jpg,PlayStation 3,711719114888,5.00,9.00,821
3.00,Ninja Gaiden Sigma,/product_images/Juegos/PS3 Juegos/5021290030954_s.jpg,PlayStation 3,5021290030954,4.00,7.00,821
2.00,Skate,/product_images/Juegos/PS3 Juegos/5030934057578_s.jpg,PlayStation 3,5030934057578,3.00,6.00,821
3.00,Buzz! El Multiconcurso (Solo Juego),/product_images/Juegos/PS3 Juegos/711719939351_s.jpg,PlayStation 3,711719939351,5.00,8.00,821
0.10,NBA 2K9,/product_images/Juegos/PS3 Juegos/5026555401852_s.jpg,PlayStation 3,5026555401852,0.20,0.75,821
2.00,Battlefield: Bad Company,/product_images/Juegos/PS3 Juegos/5030934061421_s.jpg,PlayStation 3,5030934061421,3.00,5.00,821
0.60,End War,/product_images/Juegos/PS3 Juegos/3307210412829_s.jpg,PlayStation 3,3307210412829,0.90,2.50,821
0.90,Tron: Evolution,/product_images/Juegos/PS3 Juegos/8717418281861_s.jpg,PlayStation 3,8717418281861,1.50,4.00,821
3.00,Terminator Salvation,/product_images/Juegos/PS3 Juegos/5051893011050_s.jpg,PlayStation 3,5051893011050,4.00,7.00,821
8.00,"Sims 3, Vaya Fauna!",/product_images/Juegos/PS3 Juegos/5030934103275_s.jpg,PlayStation 3,5030934103275,11.00,18.00,821
1.20,Commandos: Behind Enemy Lines,/product_images/defimg5_s.jpg,PC,5032921003636,2.00,6.00,830
0.01,Star Wars Episode III Activity Center,/product_images/defimg1_s.jpg,PC,3307210212160,0.01,0.25,830
0.30,Alone In The Dark 4 The New Nightmare,/product_images/defimg4_s.jpg,PC,3546430108963,0.70,2.50,830
0.30,Medal of Honor Pacific Assault (SN) 1DVD,/product_images/defimg1_s.jpg,PC,8414185051436,0.70,2.50,830
0.30,Harry Potter y el Caliz de Fuego (SN),/product_images/defimg3_s.jpg,PC,8414185052099,0.70,2.50,830
11.00,Far Cry Primal (P),/product_images/Juegos/PC Juegos/3307215939017_s.jpg,PC,3307215939017,15.00,25.00,830
0.10,Rise of Nations Gold Edition (SN),/product_images/defimg1_s.jpg,PC,805529893061,0.30,1.00,830
0.90,Command & Conquer 3: Tiberium Wars (SN),/product_images/defimg1_s.jpg,PC,8414185033289,1.80,6.00,830
0.30,Gun 1DVD,/product_images/Juegos/PC Juegos/5030917032998_s.jpg,PC,5030917032998,0.70,2.50,830
0.50,Tomb Raider - The Last Revelation,/product_images/defimg5_s.jpg,PC,5032921008600,1.00,3.50,830
0.80,American Conquest edicion oro,/product_images/defimg5_s.jpg,PC,8436010151098,1.40,4.00,830
1.90,"Sims 3, Trotamundos (p)",/product_images/Juegos/PC Juegos/5030934079921_s.jpg,PC,5030934079921,3.00,8.00,830
0.01,Fritz 5,/product_images/defimg5_s.jpg,PC,8436010150220,0.01,0.10,830
0.01,Black Buccaneer,/product_images/Juegos/PC Juegos/8431474072897_s.jpg,PC,8431474072897,0.01,0.25,830
0.30,Age of Mythology Titans Expansion,/product_images/defimg2_s.jpg,PC,805529486492,0.60,2.00,830
0.10,Blood Bowl,/product_images/Juegos/PC Juegos/3512289013871_s.jpg,PC,3512289013871,0.30,1.00,830
0.01,Football Manager 2007,/product_images/Juegos/PC Juegos/5060004769803_s.jpg,PC,5060004769803,0.01,0.25,830
0.20,Sonic 3d Flikies Island,/product_images/defimg3_s.jpg,PC,9788439590682,0.40,1.50,830
0.20,Toy Story 2 - Juego En Accion,/product_images/defimg2_s.jpg,PC,8427897001163,0.30,1.00,830
0.20,El Padrino (SN),/product_images/defimg4_s.jpg,PC,8414185032268,0.40,1.50,830
0.10,"Westerner, The",/product_images/defimg4_s.jpg,PC,8431474001781,0.20,0.75,830
0.30,Cine Gramas,/product_images/defimg2_s.jpg,PC,8431474002832,0.50,1.50,830
0.10,Air Conflicts,/product_images/defimg1_s.jpg,PC,3700046242620,0.20,0.75,830
0.10,Blood Omen 2,/product_images/defimg5_s.jpg,PC,5032921016988,0.20,0.75,830
0.20,Stardrive II (P),/product_images/defimg4_s.jpg,PC,8718144471823,0.30,1.00,830
0.20,FIFA 08 (SN),/product_images/defimg5_s.jpg,PC,8414185033876,0.40,1.50,830
0.01,"Settlers, El Linaje de los Reyes (2 CD)",/product_images/defimg4_s.jpg,PC,3307210184665,0.10,0.50,830
0.10,Real Warfare - Anthology,/product_images/Juegos/PC Juegos/8436010153443_s.jpg,PC,8436010153443,0.20,0.75,830
0.30,Jade Empire Special Edition,/product_images/defimg3_s.jpg,PC,5026555051958,0.60,2.00,830
0.01,Cover Girl,/product_images/Juegos/PSP Juegos/3307211686007_s.jpg,PSP,3307211686007,0.10,0.50,862
0.01,Sim City Societies,/product_images/defimg5_s.jpg,PC,8414185033708,0.01,0.10,830
0.01,Rebels prison escape,/product_images/defimg2_s.jpg,PC,3760049392340,0.10,0.50,830
0.30,Sherlock Holmes: Misterio de la Momia,/product_images/defimg4_s.jpg,PC,3760137140815,0.70,2.50,830
0.20,Puzzle Chronicles,/product_images/defimg1_s.jpg,PSP,4012927064139,0.40,1.50,862
0.30,Commander: Europe at War,/product_images/Juegos/PSP Juegos/5060193300078_s.jpg,PSP,5060193300078,0.70,2.50,862
0.20,Autoescuela Aprueba Conmigo,/product_images/Juegos/PSP Juegos/8436038250674_s.jpg,PSP,8436038250674,0.40,1.50,862
0.30,Drakensang Anthology Premium,/product_images/Juegos/PC Juegos/8436010153320_s.jpg,PC,8436010153320,0.70,2.50,830
0.20,Call of Juarez (SN),/product_images/defimg2_s.jpg,PC,5907577270711,0.40,1.50,830
0.01,Lucius II (P),/product_images/Juegos/PC Juegos/4020636131349_s.jpg,PC,4020636131349,0.10,0.50,830
0.10,Real Madrid: The Game,/product_images/Juegos/PSP Juegos/8430613001507_s.jpg,PSP,8430613001507,0.30,1.00,862
0.10,Ben 10 - Alien Force,/product_images/Juegos/PSP Juegos/5060125482728_s.jpg,PSP,5060125482728,0.30,1.00,862
0.90,Ape Escape P,/product_images/Juegos/PSP Juegos/711719644866_s.jpg,PSP,711719644866,1.60,4.50,862
2.00,Forgotten Realms Deluxe Edition,/product_images/defimg4_s.jpg,PC,3546430128800,4.00,12.00,830
0.01,Fritz 8,/product_images/defimg1_s.jpg,PC,4027975002279,0.01,0.25,830
2.00,Medieval II Gold Edition (Juego + Exp.),/product_images/Juegos/PC Juegos/5060138434691_s.jpg,PC,5060138434691,3.00,10.00,830
0.01,Hello Kitty Puzzle Party,/product_images/Juegos/PSP Juegos/3307212322096_s.jpg,PSP,3307212322096,0.01,0.25,862
0.30,Secret Saturdays: Beast Of The 5th Sun,/product_images/defimg2_s.jpg,PSP,5060125484685,0.60,2.00,862
0.30,Ace Combat X: Emboscada en el Cielo,/product_images/Juegos/PSP Juegos/711719684374_s.jpg,PSP,711719684374,0.60,2.00,862
0.20,Battlefield 1942,/product_images/defimg2_s.jpg,PC,8414185050422,0.40,1.50,830
0.90,Call of Duty 2,/product_images/Juegos/PC Juegos/5030917031922_s.jpg,PC,5030917031922,1.60,4.50,830
0.01,Toca Race Driver 3,/product_images/defimg4_s.jpg,PC,5024866329933,0.10,0.50,830
0.10,Lumines II,/product_images/Juegos/PSP Juegos/8717418107154_s.jpg,PSP,8717418107154,0.20,0.75,862
0.20,Megamind,/product_images/Juegos/PSP Juegos/4005209136259_s.jpg,PSP,4005209136259,0.40,1.50,862
0.20,Padre De Familia,/product_images/Juegos/PSP Juegos/5026555280433_s.jpg,PSP,5026555280433,0.40,1.50,862
0.20,Warhammer Mark of Chaos: Battle March (E,/product_images/defimg3_s.jpg,PC,8430613001408,0.40,1.50,830
1.40,Star Wars Caballeros Antigua Republica 2,/product_images/defimg5_s.jpg,PC,023272326142,2.00,6.00,830
0.01,Haegemonia Collector *,/product_images/defimg2_s.jpg,PC,3563650111375,0.01,0.25,830
0.80,Mortal Kombat Unchained,/product_images/Juegos/PSP Juegos/5037930120145_s.jpg,PSP,5037930120145,1.40,4.00,862
1.60,Popolocrois,/product_images/Juegos/PSP Juegos/5060050944001_s.jpg,PSP,5060050944001,2.00,8.00,862
1.00,Teenage Mutant Ninja Turtles,/product_images/Juegos/PSP Juegos/3307210253750_s.jpg,PSP,3307210253750,1.80,5.00,862
0.20,Sacred Edicion De Oro (SN) + Exp.,/product_images/Juegos/PC Juegos/8436010151036_s.jpg,PC,8436010151036,0.40,1.50,830
0.10,Deus Ex,/product_images/defimg4_s.jpg,PC,5032921010573,0.30,1.00,830
0.30,Myst IV Revelation,/product_images/defimg1_s.jpg,PC,3307210223494,0.60,2.00,830
0.70,Ghost Rider,/product_images/Juegos/PSP Juegos/5026555280501_s.jpg,PSP,5026555280501,1.20,3.50,862
0.20,The Con,/product_images/Juegos/PSP Juegos/5060112740329_s.jpg,PSP,5060112740329,0.40,1.50,862
0.90,Silverfall,/product_images/Juegos/PSP Juegos/5026555281744_s.jpg,PSP,5026555281744,1.60,4.50,862
0.50,"Art Of War, The",/product_images/Juegos/PC Juegos/8436010155225_s.jpg,PC,8436010155225,1.00,3.50,830
0.40,Fifa 11 (P),/product_images/Juegos/PC Juegos/5030934092289_s.jpg,PC,5030934092289,0.70,2.00,830
3.00,Metal Gear Solid Portable Ops Plus (US),/product_images/Juegos/PSP Juegos/083717260394_s.jpg,PSP,083717260394,5.00,15.00,862
0.40,Driver 1976 Essentials,/product_images/Juegos/PSP Juegos/3307215621905_s.jpg,PSP,3307215621905,0.90,3.00,862
0.30,World Racing,/product_images/defimg2_s.jpg,PC,5450270007523,0.70,2.50,830
1.00,Brothers In Arms: D-Day + Rainbow Six Ve,/product_images/Juegos/PSP Juegos/3307219930416_s.jpg,PSP,3307219930416,1.80,5.00,862
0.80,M.A.C.H.,/product_images/Juegos/PSP Juegos/3348542206281_s.jpg,PSP,3348542206281,1.40,4.00,862
0.01,Pc Atletismo Edicio de oro,/product_images/defimg3_s.jpg,PC,8436010150374,0.01,0.25,830
1.20,SWAT: Target Liberty,/product_images/Juegos/PSP Juegos/3348542212015_s.jpg,PSP,3348542212015,2.00,6.00,862
1.20,Dungeons & Dragons Tactics,/product_images/Juegos/PSP Juegos/3546430124796_s.jpg,PSP,3546430124796,2.00,6.00,862
0.10,Dracula 3: La Senda del Dragon,/product_images/Juegos/PC Juegos/3563653068805_s.jpg,PC,3563653068805,0.30,1.00,830
0.20,Dark Eye: Demonicon,/product_images/Juegos/PC Juegos/4260089416345_s.jpg,PC,4260089416345,0.30,1.00,830
0.30,Hot Pixel,/product_images/Juegos/PSP Juegos/3546430125441_s.jpg,PSP,3546430125441,0.60,2.00,862
1.00,SpongeBob SquarePants: The Yellow Avenge,/product_images/Juegos/PSP Juegos/4005209073332_s.jpg,PSP,4005209073332,1.80,5.00,862
0.10,Teslagrad,/product_images/Juegos/PC Juegos/8718591181344_s.jpg,PC,8718591181344,0.30,1.00,830
4.00,Medieval II Total War,/product_images/defimg4_s.jpg,PC,5060004768684,6.00,10.00,830
1.00,"Bob Esponja,  El Vengador Amarillo",/product_images/Juegos/PSP Juegos/4005209075848_s.jpg,PSP,4005209075848,1.80,5.00,862
0.40,Juiced Eliminator,/product_images/Juegos/PSP Juegos/4005209077613_s.jpg,PSP,4005209077613,0.90,3.00,862
0.01,Shade Wrath Of Angels,/product_images/Juegos/PC Juegos/8431474060863_s.jpg,PC,8431474060863,0.01,0.25,830
0.30,The Secrets of Da Vinci,/product_images/defimg3_s.jpg,PC,3760137140280,0.60,2.00,830
4.00,Colin McRae: Dirt 2,/product_images/Juegos/Wii Juegos/5024866341744_s.jpg,Wii,5024866341744,6.00,10.00,831
0.40,Disney Pixar Up,/product_images/Juegos/PSP Juegos/4005209119931_s.jpg,PSP,4005209119931,0.90,3.00,862
1.00,WWE All Stars,/product_images/Juegos/PSP Juegos/4005209143189_s.jpg,PSP,4005209143189,1.80,5.00,862
1.00,Bee Movie,/product_images/Juegos/Wii Juegos/5030917048142_s.jpg,Wii,5030917048142,1.70,4.50,831
2.00,Madagascar Kartz,/product_images/Juegos/Wii Juegos/5030917076121_s.jpg,Wii,5030917076121,3.00,6.00,831
0.30,Rengoku The Tower Of Purgatory,/product_images/Juegos/PSP Juegos/4012927060278_s.jpg,PSP,4012927060278,0.60,2.00,862
5.00,The Ark of Napishtim,/product_images/Juegos/PSP Juegos/4012927060582_s.jpg,PSP,4012927060582,9.00,25.00,862
2.00,Transformers: Lado Oscuro de la Luna,/product_images/Juegos/Wii Juegos/5030917095658_s.jpg,Wii,5030917095658,2.00,4.50,831
1.90,Family Party,/product_images/Juegos/Wii Juegos/5030934066174_s.jpg,Wii,5030934066174,3.00,8.00,831
0.10,Pocket Racers,/product_images/Juegos/PSP Juegos/4012927060728_s.jpg,PSP,4012927060728,0.30,1.00,862
0.40,Xiaolin Showdown,/product_images/defimg1_s.jpg,PSP,4012927061381,0.90,3.00,862
1.00,Death Jr. 2: Root of Evil,/product_images/Juegos/PSP Juegos/4012927062036_s.jpg,PSP,4012927062036,1.80,5.00,862
1.60,Jambo Safari,/product_images/Juegos/Wii Juegos/5055277002474_s.jpg,Wii,5055277002474,2.00,7.00,831
2.00,Thor: Dios Del Trueno,/product_images/Juegos/Wii Juegos/5055277011568_s.jpg,Wii,5055277011568,3.00,6.00,831
6.00,Zumba 2 (With Belt Exercise),/product_images/Juegos/Wii Juegos/8023171031620_s.jpg,Wii,8023171031620,8.00,14.00,831
0.80,Winx Club: Unete al Club,/product_images/Juegos/PSP Juegos/4012927062197_s.jpg,PSP,4012927062197,1.40,4.00,862
5.00,Castlevania: The Dracula X Chronicles,/product_images/Juegos/PSP Juegos/4012927062685_s.jpg,PSP,4012927062685,9.00,25.00,862
1.40,Metal Gear Portable Ops Plus,/product_images/Juegos/PSP Juegos/4012927062968_s.jpg,PSP,4012927062968,2.00,7.00,862
1.20,Pequenos Invasores,/product_images/Juegos/Wii Juegos/8717545402719_s.jpg,Wii,8717545402719,1.90,5.00,831
0.60,Ben 10: Alien Force Vilgax Attacks,/product_images/Juegos/Wii Juegos/5060125484562_s.jpg,Wii,5060125484562,0.90,2.50,831
4.00,Scooby Doo Y El Pantano Tenebroso,/product_images/Juegos/Wii Juegos/5051893036152_s.jpg,Wii,5051893036152,5.00,9.00,831
0.30,Yu-Gi-Oh! Tag Force 4,/product_images/Juegos/PSP Juegos/4012927064399_s.jpg,PSP,4012927064399,0.60,2.00,862
0.20,Gladiator Begins,/product_images/defimg4_s.jpg,PSP,4510772106580,0.40,1.50,862
1.20,Colin McRae Rally 2005 Plus,/product_images/Juegos/PSP Juegos/5024866328400_s.jpg,PSP,5024866328400,2.00,6.00,862
0.80,Tron Battle Grid,/product_images/Juegos/Wii Juegos/045496368241_s.jpg,Wii,045496368241,1.30,3.50,831
0.30,King of Clubs,/product_images/Juegos/Wii Juegos/5060015536401_s.jpg,Wii,5060015536401,0.50,1.50,831
8.00,Mario Kart Wii + Volante,/product_images/Juegos/Wii Juegos/045496901004_s.jpg,Wii,045496901004,11.00,18.00,831
0.90,Heatseeker Tormenta de Fuego,/product_images/Juegos/PSP Juegos/5024866333206_s.jpg,PSP,5024866333206,1.60,4.50,862
0.30,Tokobot,/product_images/defimg4_s.jpg,PSP,5026555280303,0.60,2.00,862
1.40,Dungeon Siege: Throne of Agony,/product_images/Juegos/PSP Juegos/5026555280365_s.jpg,PSP,5026555280365,2.00,7.00,862
0.70,Alien Syndrome,/product_images/Juegos/Wii Juegos/5060138431614_s.jpg,Wii,5060138431614,1.10,3.00,831
0.60,Family Trainer Extreme Challenge + Alfombrilla,/product_images/defimg4_s.jpg,Wii,3296580803972,0.90,2.50,831
0.90,Nerf N-Strike (Solo Juego),/product_images/Juegos/Wii Juegos/503093506602B_s.jpg,Wii,503093506602,1.50,4.00,831
1.60,GTA Vice City + GTA Liberty City Stories,/product_images/Juegos/PSP Juegos/5026555282222_s.jpg,PSP,5026555282222,2.00,8.00,862
0.10,Tony Hawks Underground 2 Remix PSP,/product_images/Juegos/PSP Juegos/5030917027796_s.jpg,PSP,5030917027796,0.30,1.00,862
0.80,X-Men Legends 2 El Ascenso de Apocalipsi,/product_images/Juegos/PSP Juegos/5030917033308_s.jpg,PSP,5030917033308,1.40,4.00,862
1.00,Barrio Sesamo: Preparados,/product_images/defimg4_s.jpg,Wii,5051893064049,1.70,4.50,831
1.40,Mi Gran fiesta de Cumpleanos,/product_images/Juegos/Wii Juegos/5026555043557_s.jpg,Wii,5026555043557,2.00,6.00,831
5.00,Angry Birds: Trilogy,/product_images/Juegos/Wii Juegos/5030917130441_s.jpg,Wii,5030917130441,7.00,12.00,831
0.80,MTX Mototrax,/product_images/Juegos/PSP Juegos/5030917041891_s.jpg,PSP,5030917041891,1.40,4.00,862
0.20,Cabelas Dangerous Hunts,/product_images/Juegos/PSP Juegos/5030917042133_s.jpg,PSP,5030917042133,0.40,1.50,862
0.70,Need For Speed: Underground Rivals,/product_images/Juegos/PSP Juegos/5030934043311_s.jpg,PSP,5030934043311,1.20,3.50,862
4.00,Punch Out,/product_images/Juegos/Wii Juegos/045496367220_s.jpg,Wii,045496367220,6.00,10.00,831
6.00,Metroid: Other M,/product_images/Juegos/Wii Juegos/045496901912_s.jpg,Wii,045496901912,9.00,15.00,831
0.90,Principe Caspian,/product_images/Juegos/Wii Juegos/045496365776_s.jpg,Wii,045496365776,1.50,4.00,831
3.00,PacMan World 3,/product_images/Juegos/PSP Juegos/5030934049436_s.jpg,PSP,5030934049436,5.00,15.00,862
0.01,Tiger Woods PGA Tour 07,/product_images/defimg2_s.jpg,PSP,5030935051230,0.10,0.50,862
0.20,International Athletics,/product_images/Juegos/PSP Juegos/5036675011589_s.jpg,PSP,5036675011589,0.40,1.50,862
4.00,Batman: El Intrepido Batman,/product_images/Juegos/Wii Juegos/5051893035520_s.jpg,Wii,5051893035520,6.00,10.00,831
6.00,Harry Potter y la Orden del Fenix,/product_images/Juegos/Wii Juegos/5030934057356_s.jpg,Wii,5030934057356,9.00,15.00,831
0.80,Shaun White Snowboarding World Stage,/product_images/Juegos/Wii Juegos/3307211685215_s.jpg,Wii,3307211685215,1.30,3.50,831
5.00,Shin Megami Tensei: Persona 3 Portable,/product_images/defimg3_s.jpg,PSP,5036675013613,10.00,28.00,862
1.60,Lego Harry Potter: Years 5-7,/product_images/Juegos/PSP Juegos/5051893074666_s.jpg,PSP,5051893074666,2.00,8.00,862
0.01,Football Manager 2011,/product_images/Juegos/PSP Juegos/505527007585_s.jpg,PSP,505527007585,0.01,0.25,862
2.00,Rapala Tournament Fishing,/product_images/Juegos/Wii Juegos/5030917043086_s.jpg,Wii,5030917043086,3.00,5.00,831
3.00,Los Monos Locos 20 Juegos,/product_images/Juegos/Wii Juegos/5030917060236_s.jpg,Wii,5030917060236,4.00,7.00,831
1.20,Speed Racer,/product_images/Juegos/Wii Juegos/5051603219165_s.jpg,Wii,5051603219165,1.90,5.00,831
0.30,Phantasy Star Portable,/product_images/Juegos/PSP Juegos/5055277008315_s.jpg,PSP,5055277008315,0.60,2.00,862
0.20,Football Manager 2013,/product_images/defimg5_s.jpg,PSP,5055277020799,0.40,1.50,862
4.00,Moto GP 08,/product_images/Juegos/Wii Juegos/5055060951217_s.jpg,Wii,5055060951217,5.00,9.00,831
2.00,NBA 2K11,/product_images/Juegos/Wii Juegos/5026555044912_s.jpg,Wii,5026555044912,3.00,5.00,831
5.00,La Voz + Microfonos,/product_images/defimg1_s.jpg,Wii,4260231341198,7.00,12.00,831
3.00,My Body Coach 2 +  Pesas,/product_images/defimg3_s.jpg,Wii,3499550292039,5.00,8.00,831
2.00,Hawx 2,/product_images/Juegos/Wii Juegos/3307217921935_s.jpg,Wii,3307217921935,3.00,6.00,831
0.90,NBA 2K10,/product_images/Juegos/Wii Juegos/5026555044226_s.jpg,Wii,5026555044226,1.50,4.00,831
1.30,Transformers: La Vengana de los Caidos,/product_images/Juegos/Wii Juegos/5030917066450_s.jpg,Wii,5030917066450,1.80,3.00,831
0.40,Hells Kitchen,/product_images/Juegos/Wii Juegos/3307210450395_s.jpg,Wii,3307210450395,0.70,2.00,831
1.20,Ghost Squad,/product_images/Juegos/Wii Juegos/5060138434400_s.jpg,Wii,5060138434400,1.90,5.00,831
22.00,Legend of Zelda: Skyward Sword Bundle,/product_images/Juegos/Wii Juegos/045496400798_s.jpg,Wii,045496400798,31.00,50.00,831
0.70,"Darkness, The",/product_images/Juegos/Xbox 360 Juegos/5026555245661_s.jpg,Xbox 360,5026555245661,1.10,3.00,827
0.60,Trauma Center New Blood,/product_images/Juegos/Wii Juegos/045496366230_s.jpg,Wii,045496366230,0.90,2.50,831
2.00,Race Driver: Grid,/product_images/Juegos/Xbox 360 Juegos/5024866336399_s.jpg,Xbox 360,5024866336399,3.00,5.00,827
4.00,Another Code: R (Mas Alla de la Memoria),/product_images/Juegos/Wii Juegos/045496367336_s.jpg,Wii,045496367336,6.00,10.00,831
0.70,Guitar Hero III (Solo Juego),/product_images/Juegos/Xbox 360 Juegos/5030917049262_s.jpg,Xbox 360,5030917049262,1.10,3.00,827
5.00,Star Wars: Clone Wars,/product_images/Juegos/Wii Juegos/023272006983_s.jpg,Wii,023272006983,7.00,12.00,831
3.00,Dead Island: Riptide,/product_images/Juegos/Xbox 360 Juegos/4020628511784_s.jpg,Xbox 360,4020628511784,5.00,8.00,827
1.40,Table Tennis,/product_images/Juegos/Wii Juegos/5026555041898_s.jpg,Wii,5026555041898,2.00,6.00,831
0.80,WWE Smackdown Vs. Raw 2009,/product_images/Juegos/Xbox 360 Juegos/4005209108690_s.jpg,Xbox 360,4005209108690,1.30,3.50,827
2.00,Rygar - The Battle Of Argus,/product_images/Juegos/Wii Juegos/5060102951537_s.jpg,Wii,5060102951537,3.00,6.00,831
2.00,"Need For Speed, The Run",/product_images/Juegos/Xbox 360 Juegos/5030934103572_s.jpg,Xbox 360,5030934103572,3.00,6.00,827
0.30,Scene It - Estrella De La Pantalla Gigante,/product_images/Juegos/Wii Juegos/5051893021769_s.jpg,Wii,5051893021769,0.50,1.50,831
8.00,Amazing Spider-Man 2,/product_images/Juegos/Xbox 360 Juegos/5030917141409_s.jpg,Xbox 360,5030917141409,11.00,18.00,827
0.90,Mr Bean en el Disparatado Mundo de Wii,/product_images/Juegos/Wii Juegos/5051272005700_s.jpg,Wii,5051272005700,1.50,4.00,831
0.10,Dark Void,/product_images/Juegos/Xbox 360 Juegos/5055060961810_s.jpg,Xbox 360,5055060961810,0.20,0.75,827
2.00,Summer Athletics 2009,/product_images/Juegos/Wii Juegos/4017244022930_s.jpg,Wii,4017244022930,3.00,5.00,831
0.10,FIFA 08,/product_images/Juegos/Wii Juegos/5030934059183_s.jpg,Wii,5030934059183,0.30,1.00,831
1.40,Nickelodeon Dance,/product_images/Juegos/Wii Juegos/5026555045537_s.jpg,Wii,5026555045537,2.00,6.00,831
9.00,NBA 2K17,/product_images/defimg1_s.jpg,Xbox 360,5026555265324,13.00,22.00,827
0.80,Frontlines: Fuel of War,/product_images/Juegos/Xbox 360 Juegos/4005209088367_s.jpg,Xbox 360,4005209088367,1.30,3.50,827
0.60,Tony Hawks American Wasteland,/product_images/Juegos/Xbox 360 Juegos/5030917030277_s.jpg,Xbox 360,5030917030277,0.90,2.50,827
2.00,All Star Karate,/product_images/Juegos/Wii Juegos/4005209132725_s.jpg,Wii,4005209132725,2.00,4.50,831
2.00,Naruto Clash of Ninja Revolution 2,/product_images/Juegos/Wii Juegos/045496366698_s.jpg,Wii,045496366698,3.00,6.00,831
5.00,Just Dance 2 (Extra Songs),/product_images/Juegos/Wii Juegos/3307215588499_s.jpg,Wii,3307215588499,7.00,12.00,831
4.00,Sacred 2,/product_images/Juegos/Xbox 360 Juegos/4020628502102_s.jpg,Xbox 360,4020628502102,6.00,10.00,827
0.80,F.E.A.R. 2: Project Origin,/product_images/Juegos/Xbox 360 Juegos/5051603222899_s.jpg,Xbox 360,5051603222899,1.30,3.50,827
8.00,NHL 14,/product_images/Juegos/Xbox 360 Juegos/5035225111106_s.jpg,Xbox 360,5035225111106,11.00,18.00,827
4.00,Transformers: Prime,/product_images/defimg5_s.jpg,Wii,5030917116742,5.00,9.00,831
0.01,DJ Hero 2 (Solo Juego),/product_images/Juegos/Wii Juegos/5030917090202_s.jpg,Wii,5030917090202,0.10,0.50,831
5.00,Let's Sing 6 - Versión Española,/product_images/Juegos/Wii Juegos/4020628514013_s.jpg,Wii,4020628514013,7.00,12.00,831
2.00,Darksiders,/product_images/Juegos/Xbox 360 Juegos/4005209114738_s.jpg,Xbox 360,4005209114738,3.00,5.00,827
0.90,Kameo Elements Of Power,/product_images/Juegos/Xbox 360 Juegos/882224053594_s.jpg,Xbox 360,882224053594,1.50,4.00,827
3.00,Soul Calibur V,/product_images/Juegos/Xbox 360 Juegos/3391891958547_s.jpg,Xbox 360,3391891958547,5.00,8.00,827
2.00,No More Heroes 2,/product_images/Juegos/Wii Juegos/45496368289_s.jpg,Wii,45496368289,3.00,6.00,831
3.00,Bob Esponja: Globs of Doom,/product_images/Juegos/Wii Juegos/4005209111331_s.jpg,Wii,4005209111331,4.00,7.00,831
0.90,Desafio Cine Party,/product_images/Juegos/Wii Juegos/3307211504103_s.jpg,Wii,3307211504103,1.50,4.00,831
2.00,Dirt Showdown,/product_images/Juegos/Xbox 360 Juegos/5024866348392_s.jpg,Xbox 360,5024866348392,3.00,5.00,827
4.00,Tekken Tag Tournament 2,/product_images/Juegos/Xbox 360 Juegos/3391891963879_s.jpg,Xbox 360,3391891963879,6.00,10.00,827
8.00,Injustice: Gods Among Us,/product_images/Juegos/Xbox 360 Juegos/5051893135237_s.jpg,Xbox 360,5051893135237,11.00,18.00,827
6.00,Sin and Punishment: Successor of the Ski,/product_images/Juegos/Wii Juegos/045496368760_s.jpg,Wii,045496368760,9.00,15.00,831
0.80,Grid 2,/product_images/Juegos/Xbox 360 Juegos/5024866349627_s.jpg,Xbox 360,5024866349627,1.30,3.50,827
0.80,Quake 4,/product_images/Juegos/Xbox 360 Juegos/5030917031052_s.jpg,Xbox 360,5030917031052,1.30,3.50,827
3.00,Spiderman: El Reino de las Sombras,/product_images/Juegos/Xbox 360 Juegos/5030917058646_s.jpg,Xbox 360,5030917058646,5.00,8.00,827
8.00,Devil May Cry HD Collection,/product_images/Juegos/Xbox 360 Juegos/5055060963364_s.jpg,Xbox 360,5055060963364,11.00,18.00,827
