precio_venta,categoria_str,precio_compra,precio_intercambio,titulo,img_caratula,sku,categoria_id
10.00,Nintendo 3DS,4.00,6.00,Super Monkey Ball 3D,/product_images/Juegos/3DS Juegos/5055277010257_s.jpg,5055277010257,977
12.00,Nintendo DS,5.00,7.00,Pokemon - Typing Adventure (With Teclado),/product_images/defimg3_s.jpg,045496471811,834
0.50,Nintendo DS,0.01,0.10,Sight Training,/product_images/defimg1_s.jpg,045496739256,834
3.50,Nintendo DS,0.80,1.30,Brain Age 2: More Training Minutes a Day,/product_images/defimg4_s.jpg,045496739010,834
5.00,PC,1.00,1.80,Prototype,/product_images/defimg1_s.jpg,5030917067402,830
2.00,PC,0.30,0.60,Kane & Lynch: Dead Men,/product_images/Juegos/PC Juegos/5021290030473_s.jpg,5021290030473,830
5.00,PC,1.00,1.80,Los Sims 2: Mansiones y Jardine (Accesor,/product_images/Juegos/PC Juegos/8414185300435_s.jpg,8414185300435,830
12.00,PlayStation 3,5.00,7.00,Lego Indiana Jones: La Trilogia Original,/product_images/Juegos/PS3 Juegos/023272006006_s.jpg,023272006006,821
15.00,PlayStation 3,6.00,9.00,LEGO Batman 3,/product_images/Juegos/PS3 Juegos/5051893168969_s.jpg,5051893168969,821
8.00,PlayStation 3,3.00,5.00,Monopoly Streets,/product_images/Juegos/PS3 Juegos/5030934092173_s.jpg,5030934092173,821
4.50,Nintendo 3DS,2.00,2.00,Crush 3D,/product_images/Juegos/3DS Juegos/5055277011773_s.jpg,5055277011773,977
5.00,Nintendo 3DS,2.00,3.00,Crush,/product_images/Juegos/3DS Juegos/5055277011797_s.jpg,5055277011797,977
18.00,Nintendo 3DS,8.00,11.00,Sonic y All-Stars Racing Transformed,/product_images/Juegos/3DS Juegos/5055277020010_s.jpg,5055277020010,977
7.00,PSP,1.40,2.00,Marvel Nemesis,/product_images/Juegos/PSP Juegos/5030934045971_s.jpg,5030934045971,862
3.00,PC,0.40,0.90,House of the Dead III,/product_images/defimg4_s.jpg,5060004764167,830
6.00,PlayStation 3,1.40,2.00,Naruto Ultimate Ninja Storm,/product_images/Juegos/PS3 Juegos/3296580806126_s.jpg,3296580806126,821
18.00,PlayStation 3,8.00,11.00,"Sims 3, Vaya Fauna!",/product_images/Juegos/PS3 Juegos/5030934103275_s.jpg,5030934103275,821
22.00,Nintendo 3DS,10.00,14.00,SEGA 3D Classics Collection,/product_images/defimg5_s.jpg,5055277027798,977
4.50,Nintendo 3DS,1.00,1.70,Gabrielle's Gostly Groove,/product_images/Juegos/3DS Juegos/5055377601591_s.jpg,5055377601591,977
1.50,PSP,0.20,0.40,Tiger Woods PGA Tour 06,/product_images/Juegos/PSP Juegos/5030934046787_s.jpg,5030934046787,862
4.50,PSP,0.90,1.60,Def Jam Fight for NY: The Takeover,/product_images/Juegos/PSP Juegos/5030934046855_s.jpg,5030934046855,862
2.00,Nintendo DS,0.40,0.70,Boogie,/product_images/defimg4_s.jpg,5030936058955,834
10.00,PC,4.00,6.00,F1 2015 (P),/product_images/Juegos/PC Juegos/5024866363944_s.jpg,5024866363944,830
1.50,PC,0.20,0.40,Need For Speed: Underground (SN) 2CD,/product_images/defimg1_s.jpg,8414185051412,830
3.00,PlayStation 3,0.70,1.10,Space Hulk,/product_images/Juegos/PS3 Juegos/5055377602338_s.jpg,5055377602338,821
20.00,PlayStation 3,9.00,12.00,One Piece Pirate Warriors 3,/product_images/Juegos/PS3 Juegos/3391891984294_s.jpg,3391891984294,821
8.00,PlayStation 3,3.00,5.00,Juiced 2: Hot Import Nights,/product_images/Juegos/PS3 Juegos/4005209095808_s.jpg,4005209095808,821
4.00,Nintendo 3DS,0.90,1.50,Myst,/product_images/Juegos/3DS Juegos/5055377601829_s.jpg,5055377601829,977
4.50,Nintendo 3DS,1.00,1.70,"Cubo, ES",/product_images/Juegos/3DS Juegos/5055377602116_s.jpg,5055377602116,977
6.00,Nintendo 3DS,2.00,3.00,Outdoors Unleashed - Africa,/product_images/Juegos/3DS Juegos/5055377602468_s.jpg,5055377602468,977
8.00,PSP,1.60,2.00,Dead to Rights: Reckoning,/product_images/Juegos/PSP Juegos/5030934047906_s.jpg,5030934047906,862
0.50,PSP,0.01,0.10,Copa Mundial de la FIFA 2006,/product_images/Juegos/PSP Juegos/5030934050203_s.jpg,5030934050203,862
12.00,PSP,2.00,4.00,EA Replay,/product_images/Juegos/PSP Juegos/5030934053198_s.jpg,5030934053198,862
1.50,Nintendo DS,0.20,0.40,Hells Kitchen,/product_images/Juegos/DS Juegos/3307210450579_s.jpg,3307210450579,834
1.00,Nintendo DS,0.10,0.30,Guitar Rock Tour,/product_images/Juegos/DS Juegos/3700515800191_s.jpg,3700515800191,834
2.50,Nintendo DS,0.60,0.90,Think Logic Trainer,/product_images/Juegos/DS Juegos/4017244019183_s.jpg,4017244019183,834
2.50,PC,0.30,0.70,Los Sims 2 Todo Glamour Accesorios,/product_images/defimg4_s.jpg,8414185032626,830
6.00,PC,1.20,2.00,Star Wars Jedi Knigh 2 Jedi Outcast,/product_images/defimg2_s.jpg,5030917016547,830
0.25,PC,0.01,0.01,Final Conquest,/product_images/Juegos/PC Juegos/8431474055265_s.jpg,8431474055265,830
4.00,PlayStation 3,0.90,1.50,Elder Scrolls IV: Oblivion,/product_images/Juegos/PS3 Juegos/3307210233929_s.jpg,3307210233929,821
12.00,PlayStation 3,5.00,7.00,Lego: Piratas Del Caribe,/product_images/Juegos/PS3 Juegos/8717418302962_s.jpg,8717418302962,821
6.00,PlayStation 3,2.00,3.00,007 Quantum of Solace,/product_images/Juegos/PS3 Juegos/5030917058264_s.jpg,5030917058264,821
12.00,Nintendo 3DS,5.00,7.00,Samurai Warriors Chronicles,/product_images/Juegos/3DS Juegos/5060073307807_s.jpg,5060073307807,977
7.00,Nintendo 3DS,3.00,4.00,Bit Trip Saga,/product_images/Juegos/3DS Juegos/5060102953081_s.jpg,5060102953081,977
14.00,Nintendo 3DS,6.00,9.00,Cradle of Rome 2,/product_images/Juegos/3DS Juegos/5060102953142_s.jpg,5060102953142,977
1.50,PSP,0.20,0.40,Champions League 07,/product_images/Juegos/PSP Juegos/5030934055321_s.jpg,5030934055321,862
4.00,PSP,0.80,1.40,Breath of Fire III,/product_images/Juegos/PSP Juegos/5055060910115_s.jpg,5055060910115,862
2.00,PSP,0.30,0.60,Darkstalkers Chronicle The Chaos Tower,/product_images/Juegos/PSP Juegos/5055060911488_s.jpg,5055060911488,862
3.50,Nintendo DS,0.80,1.30,Maths Training,/product_images/Juegos/DS Juegos/045496466169_s.jpg,045496466169,834
1.50,PC,0.20,0.40,Microsoft Train Simulator,/product_images/defimg1_s.jpg,3307210211484,830
1.50,PC,0.20,0.40,Impossible Creatures,/product_images/defimg3_s.jpg,3307210222596,830
0.25,PC,0.01,0.01,City Life,/product_images/defimg3_s.jpg,3760007413933,830
10.00,PlayStation 3,4.00,6.00,Epic Mickey 2: El Retorno De Dos Heroes,/product_images/Juegos/PS3 Juegos/8717418378691_s.jpg,8717418378691,821
15.00,PlayStation 3,6.00,9.00,Sniper: Ghost Warrior 2,/product_images/Juegos/PS3 Juegos/5907813593871_s.jpg,5907813593871,821
18.00,PlayStation 3,8.00,11.00,Ratchet & Clank Nexus,/product_images/Juegos/PS3 Juegos/711719290063_s.jpg,711719290063,821
28.00,Nintendo 3DS,13.00,18.00,Harvest Moon: The Tale Of Two Towns,/product_images/Juegos/3DS Juegos/5060102953302_s.jpg,5060102953302,977
6.00,Nintendo 3DS,2.00,3.00,Shifting World,/product_images/Juegos/3DS Juegos/5060102953326_s.jpg,5060102953326,977
5.00,Nintendo 3DS,2.00,3.00,Cradle Of Egypt 2,/product_images/Juegos/3DS Juegos/5060102953449_s.jpg,5060102953449,977
1.00,PSP,0.10,0.30,Football Manager Handheld,/product_images/Juegos/PSP Juegos/5060004766246_s.jpg,5060004766246,862
0.50,PSP,0.01,0.10,Mercury,/product_images/Juegos/PSP Juegos/5060050942403_s.jpg,5060050942403,862
4.00,PSP,0.80,1.40,Blade Dancer,/product_images/Juegos/PSP Juegos/5060050944667_s.jpg,5060050944667,862
3.50,Nintendo DS,0.80,1.30,Freedom Wings,/product_images/defimg5_s.jpg,5060034555001,834
3.50,Nintendo DS,0.80,1.30,Music,/product_images/defimg2_s.jpg,3760137146190,834
2.50,Nintendo DS,0.60,0.90,Sushi Academy,/product_images/Juegos/DS Juegos/5906961197665_s.jpg,5906961197665,834
22.00,PC,5.00,8.00,Flight Simulator X Profesional Edition,/product_images/defimg2_s.jpg,882224258081,830
2.00,PC,0.30,0.60,Imperio de los mares Anthology,/product_images/Juegos/PC Juegos/8436010152286_s.jpg,8436010152286,830
0.25,PC,0.01,0.01,Comanche 4,/product_images/defimg3_s.jpg,8426412003613,830
4.00,PlayStation 3,0.90,1.50,"Principe Caspian, El",/product_images/Juegos/PS3 Juegos/8717418164300_s.jpg,8717418164300,821
18.00,PlayStation 3,8.00,11.00,Alien Isolation,/product_images/Juegos/PS3 Juegos/5055277024384_s.jpg,5055277024384,821
8.00,PlayStation 3,3.00,5.00,Goldeneye 007 Reloaded,/product_images/Juegos/PS3 Juegos/5030917102035_s.jpg,5030917102035,821
3.00,PSP,0.40,0.90,Gottlieb Pinball Classics,/product_images/Juegos/PSP Juegos/5060057023112_s.jpg,5060057023112,862
5.00,PSP,1.00,1.80,Dynasty Warriors,/product_images/Juegos/PSP Juegos/5060073301430_s.jpg,5060073301430,862
8.00,PSP,1.60,2.00,Samurai Warriors State of War,/product_images/Juegos/PSP Juegos/5060073302086_s.jpg,5060073302086,862
4.00,Nintendo DS,0.90,1.50,Gormiti: Senores De La Naturaleza,/product_images/Juegos/DS Juegos/4012927083765_s.jpg,4012927083765,834
6.00,Nintendo DS,2.00,3.00,Yu-Gi-Oh! 5D's World Championship 2011,/product_images/Juegos/DS Juegos/4012927084014_s.jpg,4012927084014,834
3.50,Nintendo DS,0.80,1.30,Beyblade Metal Masters Nightmare Rex,/product_images/Juegos/DS Juegos/4012927084304_s.jpg,4012927084304,834
12.00,PC,2.00,4.00,Warhammer Mark of Chaos + Battle March,/product_images/defimg2_s.jpg,8430613001552,830
3.50,PC,0.70,1.20,Sims 3 Vida En La Ciudad Accesorios,/product_images/Juegos/PC Juegos/5030934099967_s.jpg,5030934099967,830
3.00,PC,0.40,0.90,Sudden Strike 3 - Arms for Victory,/product_images/defimg4_s.jpg,8431474073146,830
5.00,PlayStation 3,1.20,1.90,Singstar Mecano (Solo Juego),/product_images/Juegos/PS3 Juegos/71171977SSMS_s.jpg,71171977,821
18.00,PlayStation 3,8.00,11.00,Dragon Ball Z: Battle Of Z,/product_images/Juegos/PS3 Juegos/3391891975636_s.jpg,3391891975636,821
5.00,PlayStation 3,1.20,1.90,Haze,/product_images/Juegos/PS3 Juegos/3307210266583_s.jpg,3307210266583,821
2.00,PSP,0.30,0.60,Space Invaders Evolution,/product_images/Juegos/PSP Juegos/5060102950035_s.jpg,5060102950035,862
2.00,PSP,0.30,0.60,Bubble Bobble Evolution,/product_images/Juegos/PSP Juegos/5060102950073_s.jpg,5060102950073,862
1.00,PSP,0.10,0.30,PQ - Practical Intelligence Quotient,/product_images/Juegos/PSP Juegos/5060125480069_s.jpg,5060125480069,862
2.50,Nintendo DS,0.60,0.90,Undercover: Doble Traicion,/product_images/Juegos/DS Juegos/4017244018551_s.jpg,4017244018551,834
4.00,Nintendo DS,0.90,1.50,Mr Slime,/product_images/Juegos/DS Juegos/4017244018698_s.jpg,4017244018698,834
8.00,Nintendo DS,3.00,5.00,My Animal Centre in Australia,/product_images/Juegos/DS Juegos/4020628501419_s.jpg,4020628501419,834
1.50,PC,0.20,0.40,Crysis Warhead (SN),/product_images/Juegos/PC Juegos/8414185034514_s.jpg,8414185034514,830
2.50,PC,0.30,0.70,Stronghold Deluxe,/product_images/defimg4_s.jpg,5026555035651,830
3.50,PC,0.70,1.20,Need For Speed: Carbono (SN),/product_images/defimg1_s.jpg,8414185032855,830
8.00,PlayStation 3,3.00,5.00,Colin McRae: Dirt 2,/product_images/Juegos/PS3 Juegos/5024866341164_s.jpg,5024866341164,821
6.00,PlayStation 3,1.40,2.00,Saints Row Gat Out of Hell,/product_images/Juegos/PS3 Juegos/4020628861056_s.jpg,4020628861056,821
6.00,PlayStation 3,1.40,2.00,"Enslaved, Odyssey To The West",/product_images/Juegos/PS3 Juegos/3700577001109_s.jpg,3700577001109,821
20.00,Wii,9.00,12.00,Castlevania Judgement,/product_images/Juegos/Wii Juegos/4012927091296_s.jpg,4012927091296,831
0.50,Nintendo DS,0.01,0.10,Let's Play: Firemen,/product_images/defimg5_s.jpg,4020628503659,834
0.25,PC,0.01,0.01,Myst URU,/product_images/Juegos/PC Juegos/3307210197184_s.jpg,3307210197184,830
1.00,PC,0.10,0.30,Big Mutha Truckers,/product_images/defimg3_s.jpg,5017783013733,830
6.00,PlayStation 3,2.00,3.00,Viking: Battle for Asgard,/product_images/Juegos/PS3 Juegos/5060138436442_s.jpg,5060138436442,821
15.00,PlayStation 3,6.00,9.00,Formula 1 2014,/product_images/Juegos/PS3 Juegos/5024866363425_s.jpg,5024866363425,821
1.50,PSP,0.20,0.40,Syphon Filter: Dark Mirror,/product_images/Juegos/PSP Juegos/711719615378_s.jpg,711719615378,862
1.00,Wii,0.20,0.30,Scene It : Crepusculo,/product_images/Juegos/Wii Juegos/4012927092750_s.jpg,4012927092750,831
50.00,Wii,22.00,31.00,"Shadow's Tale, A",/product_images/defimg4_s.jpg,4012927093214,831
3.00,Nintendo DS,0.70,1.10,Jackass The Game,/product_images/Juegos/DS Juegos/5017783027549_s.jpg,5017783027549,834
4.00,Nintendo DS,0.90,1.50,Tomb Raider Legend,/product_images/Juegos/DS Juegos/5021290027329_s.jpg,5021290027329,834
0.25,PC,0.01,0.01,Nascar 14,/product_images/defimg2_s.jpg,4020628894795,830
2.00,PC,0.40,0.70,Heroes of Might & Magic Coleccion,/product_images/Juegos/PC Juegos/3307210251541_s.jpg,3307210251541,830
12.00,PlayStation 3,5.00,7.00,Rayman: Origins,/product_images/Juegos/PS3 Juegos/3307215594605_s.jpg,3307215594605,821
5.00,PlayStation 3,2.00,3.00,Terminator Salvation,/product_images/Juegos/PS3 Juegos/5051893011050_s.jpg,5051893011050,821
2.50,PSP,0.30,0.70,Key Of Heaven,/product_images/Juegos/PSP Juegos/711719662860_s.jpg,711719662860,862
22.00,Wii,9.00,13.00,"Torre De Las Sombras, La",/product_images/Juegos/Wii Juegos/4012927093245_s.jpg,4012927093245,831
3.00,Wii,0.70,1.10,Beyblade: Metal Fusion,/product_images/Juegos/Wii Juegos/4012927093788_s.jpg,4012927093788,831
7.00,Nintendo DS,3.00,4.00,Monster Lab,/product_images/defimg1_s.jpg,5021290036000,834
1.50,Nintendo DS,0.20,0.40,"Esbirros de Overlord, Los",/product_images/Juegos/DS Juegos/5024866340273_s.jpg,5024866340273,834
1.50,PC,0.20,0.40,Commandos Strike Force,/product_images/Juegos/PC Juegos/5032921022972_s.jpg,5032921022972,830
4.00,PC,0.80,1.40,Necronomicon,/product_images/defimg3_s.jpg,3700046231457,830
8.00,PlayStation 3,3.00,5.00,Borderlands,/product_images/Juegos/PS3 Juegos/5026555401111_s.jpg,5026555401111,821
20.00,PlayStation 3,9.00,12.00,Dragon Ball Z Budokai HD Collection,/product_images/Juegos/PS3 Juegos/3391891966825_s.jpg,3391891966825,821
0.50,PSP,0.01,0.10,World Tour Soccer,/product_images/Juegos/PSP Juegos/711719675655_s.jpg,711719675655,862
2.00,PSP,0.30,0.60,Fired Up PSP10,/product_images/Juegos/PSP Juegos/711719680857_s.jpg,711719680857,862
2.50,Wii,0.60,0.90,Glee Karaoke Revolution 2 (Solo Juegos),/product_images/defimg5_s.jpg,4012927094402,831
2.50,Nintendo DS,0.60,0.90,Los 4 Fantasticos Y Silver Surfer,/product_images/Juegos/DS Juegos/5026555041676_s.jpg,5026555041676,834
6.00,Nintendo DS,2.00,3.00,Civilization Revolution,/product_images/Juegos/DS Juegos/5026555042284_s.jpg,5026555042284,834
10.00,PC,2.00,3.00,Sims 3 Triunfadores (SN),/product_images/Juegos/PC Juegos/5030934088244_s.jpg,5030934088244,830
0.25,PC,0.01,0.01,Tom Clancy's Rainbow Six Pack,/product_images/defimg3_s.jpg,3307210168344,830
18.00,PlayStation 3,8.00,11.00,Sonic & SEGA All-Stars Racing,/product_images/Juegos/PS3 Juegos/5055277004058_s.jpg,5055277004058,821
1.00,PSP,0.10,0.30,Network Collection: Power Pack,/product_images/Juegos/PSP Juegos/711719748953_s.jpg,711719748953,862
6.00,Wii,2.00,3.00,Cursed Mountain,/product_images/Juegos/Wii Juegos/4020628504335_s.jpg,4020628504335,831
4.00,Nintendo DS,0.90,1.50,Top Spin 3,/product_images/Juegos/DS Juegos/5026555042550_s.jpg,5026555042550,834
3.50,Nintendo DS,0.80,1.30,Carnival: Juegos de Feria,/product_images/Juegos/DS Juegos/5026555042949_s.jpg,5026555042949,834
1.50,PC,0.20,0.40,Jungla De Cristal Nakatomi Plaza,/product_images/defimg1_s.jpg,3348542173194,830
4.00,PC,0.60,1.20,Prince of Persia Las Dos Coronas,/product_images/Juegos/PC Juegos/3307210211156_s.jpg,3307210211156,830
15.00,PlayStation 3,6.00,9.00,LEGO: El Hobbit,/product_images/Juegos/PS3 Juegos/5051893168686_s.jpg,5051893168686,821
7.00,PlayStation 3,3.00,4.00,Brutal Legend,/product_images/Juegos/PS3 Juegos/5030934076937_s.jpg,5030934076937,821
18.00,PlayStation 3,8.00,11.00,Prince of Persia Trilogia HD,/product_images/Juegos/PS3 Juegos/3307219904516_s.jpg,3307219904516,821
2.50,PSP,0.30,0.70,Ape Escape Academy,/product_images/Juegos/PSP Juegos/711719861928US_s.jpg,711719861928,862
1.50,PSP,0.20,0.40,Magic Sudoku,/product_images/Juegos/PSP Juegos/8023171010793_s.jpg,8023171010793,862
10.00,PSP,2.00,3.00,Riviera,/product_images/Juegos/PSP Juegos/8023171012759_s.jpg,8023171012759,862
6.00,Wii,2.00,3.00,No More Heroes 2,/product_images/Juegos/Wii Juegos/45496368289_s.jpg,45496368289,831
12.00,Wii,5.00,7.00,Tomb Raider: Anniversary,/product_images/Juegos/Wii Juegos/5021290031944_s.jpg,5021290031944,831
8.00,Wii,3.00,5.00,Mini Ninjas,/product_images/Juegos/Wii Juegos/5021290037922_s.jpg,5021290037922,831
5.00,Nintendo DS,1.20,1.90,Shrek Tercero,/product_images/Juegos/DS Juegos/5030917043994_s.jpg,5030917043994,834
5.00,Nintendo DS,1.20,1.90,Bee Movie,/product_images/Juegos/DS Juegos/5030917048081_s.jpg,5030917048081,834
5.00,Nintendo DS,2.00,3.00,Kung Fu Panda Guerreros Legendarios,/product_images/Juegos/DS Juegos/5030917058936_s.jpg,5030917058936,834
2.50,PC,0.30,0.70,Es-Drakensang Premium,/product_images/Juegos/PC Juegos/8436010152538_s.jpg,8436010152538,830
6.00,PlayStation 3,1.40,2.00,Transformers: La Venganza de los Caidos,/product_images/Juegos/PS3 Juegos/5030917066511_s.jpg,5030917066511,821
15.00,PlayStation 3,6.00,9.00,MotoGP 14,/product_images/Juegos/PS3 Juegos/8059617102074_s.jpg,8059617102074,821
18.00,PlayStation 3,8.00,11.00,LEGO Harry Potter (Anos 1-4),/product_images/Juegos/PS3 Juegos/5051893031379_s.jpg,5051893031379,821
0.50,PSP,0.01,0.10,Pro Cycling Manager 07-08,/product_images/Juegos/PSP Juegos/8426412004962_s.jpg,8426412004962,862
6.00,PSP,1.20,2.00,Lego: Piratas Del Caribe,/product_images/Juegos/PSP Juegos/8717418303242_s.jpg,8717418303242,862
5.00,PSP,1.00,1.80,Brothers Grimm,/product_images/defimg4_s.jpg,5708758664493,862
4.00,Wii,0.90,1.50,Don King El Boxeo,/product_images/Juegos/Wii Juegos/5026555042635_s.jpg,5026555042635,831
3.50,Wii,0.80,1.30,"Bigs 2, The",/product_images/Juegos/Wii Juegos/5026555043939_s.jpg,5026555043939,831
7.00,Wii,3.00,4.00,Shrek Tercero,/product_images/Juegos/Wii Juegos/5030917044137_s.jpg,5030917044137,831
10.00,Nintendo DS,4.00,6.00,Barbie Pasarela de Moda,/product_images/Juegos/DS Juegos/5030917059056_s.jpg,5030917059056,834
8.00,Nintendo DS,3.00,5.00,Barbie Horse: Escuela de Equitacion,/product_images/Juegos/DS Juegos/5030917059162_s.jpg,5030917059162,834
18.00,PlayStation 3,8.00,11.00,Amazing Spiderman 2,/product_images/Juegos/PS3 Juegos/5030917141522_s.jpg,5030917141522,821
0.50,PlayStation 3,0.01,0.10,NBA Live 08,/product_images/Juegos/PS3 Juegos/5030934059206_s.jpg,5030934059206,821
12.00,PlayStation 3,5.00,7.00,Yakuza 4,/product_images/Juegos/PS3 Juegos/5055277010097_s.jpg,5055277010097,821
1.00,PSP,0.10,0.30,Ben 10: Alien Force Vilgax Attacks,/product_images/Juegos/PSP Juegos/5060125484661_s.jpg,5060125484661,862
22.00,PSP,4.00,7.00,The Ark of Napishtim,/product_images/Juegos/PSP Juegos/4012927060582_s.jpg,4012927060582,862
2.50,PSP,0.30,0.70,Ben 10: Protector of Earth,/product_images/Juegos/PSP Juegos/5060125481806_s.jpg,5060125481806,862
6.00,Wii,2.00,3.00,Spider-Man: Amigo o Enemigo?,/product_images/Juegos/Wii Juegos/5030917046971_s.jpg,5030917046971,831
3.50,Wii,0.80,1.30,Guitar Hero Aerosmith (Solo Juego),/product_images/Juegos/Wii Juegos/5030917053795_s.jpg,5030917053795,831
6.00,Wii,2.00,3.00,Pitfalll: La Gran Aventura,/product_images/Juegos/Wii Juegos/5030917060113_s.jpg,5030917060113,831
8.00,PlayStation 3,3.00,5.00,Soul Calibur V,/product_images/Juegos/PS3 Juegos/3391891958660_s.jpg,3391891958660,821
5.00,PlayStation 3,1.20,1.90,Wheelman,/product_images/Juegos/PS3 Juegos/5037930110740_s.jpg,5037930110740,821
2.00,PlayStation 3,0.30,0.60,Eye Pet Move Edition (Solo Juego),/product_images/Juegos/PS3 Juegos/711719151777_s.jpg,711719151777,821
2.50,PSP,0.30,0.70,Avatar: El Videojuego,/product_images/Juegos/PSP Juegos/3307211679115_s.jpg,3307211679115,862
1.50,PSP,0.20,0.40,Split/Second Velocity,/product_images/Juegos/PSP Juegos/8717418315085_s.jpg,8717418315085,862
3.50,PSP,0.70,1.20,SBK 09: Superbike World Championship  09,/product_images/Juegos/PSP Juegos/8033102494585_s.jpg,8033102494585,862
10.00,Wii,4.00,6.00,Family Games 20 Juegos,/product_images/Juegos/Wii Juegos/5030917064197_s.jpg,5030917064197,831
4.00,Wii,0.90,1.50,Transformers: La Vengana de los Caidos,/product_images/Juegos/Wii Juegos/5030917066450_s.jpg,5030917066450,831
5.00,Wii,2.00,3.00,Guitar Hero 5 (Solo Juego),/product_images/Juegos/Wii Juegos/5030917072246_s.jpg,5030917072246,831
3.50,PlayStation 3,0.80,1.30,Hawx,/product_images/Juegos/PS3 Juegos/3307211311831_s.jpg,3307211311831,821
4.00,PlayStation 3,0.90,1.50,Operation Flashpoint Red River,/product_images/Juegos/PS3 Juegos/5024866345070_s.jpg,5024866345070,821
2.00,PlayStation 3,0.30,0.60,Rock Band: The Beatles,/product_images/Juegos/PS3 Juegos/5030934075237_s.jpg,5030934075237,821
1.50,PSP,0.20,0.40,Echochrome,/product_images/Juegos/PSP Juegos/711719973751_s.jpg,711719973751,862
3.00,PSP,0.40,0.90,Full Auto 2: Battlelines,/product_images/Juegos/PSP Juegos/5060138430952_s.jpg,5060138430952,862
2.50,PSP,0.30,0.70,ATV Off Road Fury Pro,/product_images/Juegos/PSP Juegos/711719606055_s.jpg,711719606055,862
8.00,Wii,3.00,5.00,World Championship: Summer Sports,/product_images/Juegos/Wii Juegos/5030917073588_s.jpg,5030917073588,831
1.50,Wii,0.30,0.50,Tony Hawk Shred (Game Only),/product_images/Juegos/Wii Juegos/5030917089862_s.jpg,5030917089862,831
6.00,Wii,2.00,3.00,Transformers: Lado Oscuro de la Luna,/product_images/Juegos/Wii Juegos/5030917095658_s.jpg,5030917095658,831
8.00,PlayStation 3,3.00,5.00,Motorstorm Apocalypse,/product_images/Juegos/PS3 Juegos/711719153887_s.jpg,711719153887,821
2.50,PSP,0.30,0.70,Splinter Cell Essentials,/product_images/Juegos/PSP Juegos/3307210220219_s.jpg,3307210220219,862
2.00,PSP,0.30,0.60,Rengoku The Tower Of Purgatory,/product_images/Juegos/PSP Juegos/4012927060278_s.jpg,4012927060278,862
1.50,PSP,0.20,0.40,Ape Academy,/product_images/Juegos/PSP Juegos/711719691556_s.jpg,711719691556,862
4.00,Wii,0.90,1.50,Generator Rex Agent of Providence,/product_images/defimg3_s.jpg,5030917101502,831
12.00,Wii,5.00,7.00,Harry Potter y el Misterio del Principe,/product_images/Juegos/Wii Juegos/5030934067027_s.jpg,5030934067027,831
5.00,Wii,2.00,3.00,Copa Mundial de la FIFA Sudafrica 2010,/product_images/Juegos/Wii Juegos/5030934086592_s.jpg,5030934086592,831
18.00,PSP,3.00,6.00,Shin Megami Tensei: Persona 2 Innocent S,/product_images/defimg1_s.jpg,5036675013958,862
1.00,PSP,0.10,0.30,Tony Hawk's Project 8,/product_images/Juegos/PSP Juegos/5030917037511_s.jpg,5030917037511,862
4.50,PSP,0.90,1.60,Chili Con Carnage,/product_images/Juegos/PSP Juegos/5021290029187_s.jpg,5021290029187,862
12.00,Wii,5.00,7.00,Harry Potter: Reliquias De La Muerte P1,/product_images/Juegos/Wii Juegos/5030934087476_s.jpg,5030934087476,831
4.00,Wii,0.90,1.50,Nerf N-Strike (Solo Juego),/product_images/Juegos/Wii Juegos/503093506602B_s.jpg,503093506602,831
2.50,Wii,0.60,0.90,Guinness World of Records,/product_images/Juegos/Wii Juegos/5051603226330_s.jpg,5051603226330,831
1.50,PSP,0.20,0.40,Everybody's Tennis,/product_images/Juegos/PSP Juegos/711719114772_s.jpg,711719114772,862
8.00,PSP,1.60,2.00,Patapon,/product_images/Juegos/PSP Juegos/711719429258_s.jpg,711719429258,862
1.50,PSP,0.20,0.40,International Athletics,/product_images/Juegos/PSP Juegos/5036675011589_s.jpg,5036675011589,862
15.00,Wii,6.00,9.00,Lego Harry Potter : Años 5-7,/product_images/Juegos/Wii Juegos/5051893074659_s.jpg,5051893074659,831
18.00,Wii,8.00,11.00,Resident Evil: Archives,/product_images/Juegos/Wii Juegos/5055060951699_s.jpg,5055060951699,831
7.00,Wii,3.00,4.00,Jambo Safari,/product_images/Juegos/Wii Juegos/5055277002474_s.jpg,5055277002474,831
1.50,PSP,0.20,0.40,Toca Race Drive 3 Challenge,/product_images/Juegos/PSP Juegos/5024866332230_s.jpg,5024866332230,862
4.00,PSP,0.80,1.40,Activision Hits Remixed,/product_images/Juegos/PSP Juegos/5030917040030_s.jpg,5030917040030,862
1.00,PSP,0.10,0.30,World Series of Poker,/product_images/defimg3_s.jpg,5030917034206,862
10.00,Wii,4.00,6.00,Capitan America Supersoldado,/product_images/Juegos/Wii Juegos/5055277013166_s.jpg,5055277013166,831
6.00,Wii,2.00,3.00,Super Fruitfall,/product_images/Juegos/Wii Juegos/5060057025901_s.jpg,5060057025901,831
4.50,Wii,1.00,1.70,Ferrari: The Race Experience,/product_images/Juegos/Wii Juegos/5060057027547_s.jpg,5060057027547,831
1.50,PSP,0.20,0.40,Lumines II,/product_images/Juegos/PSP Juegos/8717418107154_s.jpg,8717418107154,862
4.00,PSP,0.80,1.40,Death Jr. 2: Root of Evil,/product_images/Juegos/PSP Juegos/4012927062036_s.jpg,4012927062036,862
3.00,PSP,0.40,0.90,MTX Mototrax,/product_images/Juegos/PSP Juegos/5030917041891_s.jpg,5030917041891,862
