precio_compra,img_caratula,categoria_str,sku,categoria_id,precio_venta,precio_intercambio,titulo
16.00,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,PlayStation 4,5051893170139,1001,35.00,22.00,Dying Light
16.00,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,PlayStation 4,5021290069459,1001,35.00,22.00,Just Cause 3
4.00,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,PlayStation 4,4012927101179,1001,18.00,6.00,Pro Evolution Soccer 2016
4.00,/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,PlayStation 4,5026555421256,1001,20.00,7.00,NBA 2K16
18.00,/product_images/Juegos/PS4 Juegos/711719844341_s.jpg,PlayStation 4,711719844341,1001,38.00,24.00,Bloodborne - Game Of The Year Edition
20.00,/product_images/Juegos/PS4 Juegos/3307215977453_s.jpg,PlayStation 4,3307215977453,1001,42.00,27.00,Assassin's Creed: The Ezio Collection
15.00,/product_images/Juegos/3DS Juegos/0045496473242_s.jpg,Nintendo 3DS,0045496473242,977,32.00,20.00,Monster Hunter Generations
14.00,/product_images/Juegos/3DS Juegos/045496529703_s.jpg,Nintendo 3DS,045496529703,977,30.00,19.00,Pokemon Mundo Megamisterioso
9.00,/product_images/Juegos/3DS Juegos/045496524531_s.jpg,Nintendo 3DS,045496524531,977,20.00,13.00,Legend of Zelda: A Link Between Worlds
9.00,/product_images/Juegos/3DS Juegos/045496527587_s.jpg,Nintendo 3DS,045496527587,977,20.00,13.00,Inazuma Eleven Go Chrono Stone: Trueno
31.00,/product_images/defimg1_s.jpg,Nintendo 3DS,045496474287,977,45.00,35.00,Super Mario Maker
9.00,/product_images/Juegos/3DS Juegos/045496522629_s.jpg,Nintendo 3DS,045496522629,977,20.00,13.00,Profesor Layton: Máscara de los prodigio
9.00,/product_images/Juegos/3DS Juegos/045496525996_s.jpg,Nintendo 3DS,045496525996,977,20.00,13.00,Fantasy Life
14.00,/product_images/defimg5_s.jpg,Nintendo 3DS,045496473617,977,30.00,19.00,Dragon Quest VII: Fragmentos De Un Mundo Olvidado
8.00,/product_images/Juegos/3DS Juegos/045496524661_s.jpg,Nintendo 3DS,045496524661,977,18.00,11.00,Mario Party: Island Tour
15.00,/product_images/Juegos/3DS Juegos/045496525507_s.jpg,Nintendo 3DS,045496525507,977,32.00,20.00,Tomodachi Life
5.00,/product_images/Juegos/3DS Juegos/045496520502_s.jpg,Nintendo 3DS,045496520502,977,12.00,7.00,Super Street Fighter 3D
13.00,/product_images/Juegos/3DS Juegos/045496523343_s.jpg,Nintendo 3DS,045496523343,977,28.00,18.00,Luigi's Mansion 2
5.00,/product_images/Juegos/3DS Juegos/045496525620_s.jpg,Nintendo 3DS,045496525620,977,12.00,7.00,Inazuma Eleven Go: Light
9.00,/product_images/Juegos/3DS Juegos/045496527518_s.jpg,Nintendo 3DS,045496527518,977,20.00,13.00,Inazuma Eleven Go Chrono Stones: Llamarada
5.00,/product_images/Juegos/3DS Juegos/045496521981_s.jpg,Nintendo 3DS,045496521981,977,12.00,7.00,Mario Tennis Open
13.00,/product_images/Juegos/3DS Juegos/045496472528_s.jpg,Nintendo 3DS,045496472528,977,28.00,18.00,Fire Emblem Birthright
7.00,/product_images/Juegos/3DS Juegos/045496525118_s.jpg,Nintendo 3DS,045496525118,977,16.00,10.00,Inazuma Eleven 3: La Amenaza Del Ogro !
13.00,/product_images/Juegos/3DS Juegos/045496528164_s.jpg,Nintendo 3DS,045496528164,977,28.00,18.00,Animal Crossing: Happy Home Designer
10.00,/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,Nintendo 3DS,5021290053519,977,22.00,14.00,Kingdom Hearts 3D: Dream Drop Distance
5.00,/product_images/Juegos/3DS Juegos/045496521882_s.jpg,Nintendo 3DS,045496521882,977,12.00,7.00,Kid Icarus: Uprising
15.00,/product_images/Juegos/3DS Juegos/045496471972_s.jpg,Nintendo 3DS,045496471972,977,28.00,19.00,Bravely Second: End Layer
5.00,/product_images/Juegos/3DS Juegos/045496523145_s.jpg,Nintendo 3DS,045496523145,977,12.00,7.00,Castlevania Lords Of Shadow
13.00,/product_images/Juegos/3DS Juegos/045496527730_s.jpg,Nintendo 3DS,045496527730,977,28.00,18.00,Xenoblade Chronicles 3D
12.00,/product_images/Juegos/3DS Juegos/045496472108_s.jpg,Nintendo 3DS,045496472108,977,25.00,16.00,Hyrule Warriors Legends
15.00,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,Nintendo 3DS,045496472436,977,28.00,19.00,Fire Emblem Fates - Conquest
9.00,/product_images/Juegos/3DS Juegos/045496528485_s.jpg,Nintendo 3DS,045496528485,977,20.00,13.00,Legend of Zelda: Tri Force Heroes
14.00,/product_images/Juegos/3DS Juegos/045496523435_s.jpg,Nintendo 3DS,045496523435,977,30.00,19.00,Fire Emblem Awakening
7.00,/product_images/Juegos/3DS Juegos/045496523251_s.jpg,Nintendo 3DS,045496523251,977,15.00,9.00,Monster Hunter 3 Ultimate
4.00,/product_images/Juegos/3DS Juegos/045496520069_s.jpg,Nintendo 3DS,045496520069,977,9.00,5.00,Nintendogs + Gatos: Golden Retriever
8.00,/product_images/Juegos/3DS Juegos/045496523732_s.jpg,Nintendo 3DS,045496523732,977,18.00,11.00,Lego City Undercover: Chase Begins
7.00,/product_images/Juegos/3DS Juegos/045496525699_s.jpg,Nintendo 3DS,045496525699,977,15.00,9.00,Inazuma Eleven Go: Shadow
5.00,/product_images/Juegos/3DS Juegos/045496528263_s.jpg,Nintendo 3DS,045496528263,977,12.00,7.00,Little Battlers eXperience
8.00,/product_images/Juegos/3DS Juegos/045496521585_s.jpg,Nintendo 3DS,045496521585,977,18.00,11.00,Resident Evil: Revelations
17.00,/product_images/Juegos/3DS Juegos/045496524821_s.jpg,Nintendo 3DS,045496524821,977,32.00,21.00,Bravely Default
7.00,/product_images/Juegos/3DS Juegos/4012927084670_s.jpg,Nintendo 3DS,4012927084670,977,15.00,9.00,Metal Gear Solid: Snake Eater 3D
7.00,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,Nintendo 3DS,045496522780,977,16.00,10.00,New Style Boutique
8.00,/product_images/Juegos/3DS Juegos/0045496525187_s.jpg,Nintendo 3DS,0045496525187,977,18.00,11.00,Yoshi's New Island
14.00,/product_images/Juegos/3DS Juegos/0045496525255_s.jpg,Nintendo 3DS,0045496525255,977,30.00,19.00,Profesor Layton vs. Phoenix Wright
4.00,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,Nintendo 3DS,045496520946,977,10.00,6.00,Resident Evil: The Mercenaries
9.00,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,Nintendo 3DS,045496522872,977,20.00,13.00,Paper Mario: Sticker Star
10.00,/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,Nintendo 3DS,0045496525453,977,22.00,14.00,Kirby Triple Deluxe
5.00,/product_images/Juegos/3DS Juegos/045496524067_s.jpg,Nintendo 3DS,045496524067,977,12.00,7.00,Inazuma Eleven 3 : Fuego Explosivo
7.00,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,Nintendo 3DS,045496528072,977,15.00,9.00,Harvest Moon: El Valle Perdido
9.00,/product_images/Juegos/3DS Juegos/5051893218466_s.jpg,Nintendo 3DS,5051893218466,977,20.00,13.00,LEGO Marvel Vengadores
8.00,/product_images/Juegos/3DS Juegos/5055277013791_s.jpg,Nintendo 3DS,5055277013791,977,18.00,11.00,Mario y Sonic En Los J.O London 12
1.20,/product_images/Juegos/DS Juegos/045496462963_s.jpg,Nintendo DS,045496462963,834,5.00,1.90,Nintendogs Dalmatian & Friends
0.40,/product_images/Juegos/DS Juegos/045496464721_s.jpg,Nintendo DS,045496464721,834,2.00,0.70,Mas Brain Training
5.00,/product_images/Juegos/DS Juegos/045496468910_s.jpg,Nintendo DS,045496468910,834,12.00,7.00,Profesor Layton y la Caja de Pandora
1.20,/product_images/Juegos/DS Juegos/045496470647_s.jpg,Nintendo DS,045496470647,834,5.00,1.90,Inazuma Eleven
4.00,/product_images/Juegos/DS Juegos/045496464103_s.jpg,Nintendo DS,045496464103,834,10.00,6.00,Pokemon Ranger
0.10,/product_images/Juegos/DS Juegos/045496467258_s.jpg,Nintendo DS,045496467258,834,1.00,0.30,Cocina Conmigo
11.00,/product_images/Juegos/DS Juegos/045496462857_s.jpg,Nintendo DS,045496462857,834,25.00,15.00,Pokemon Edicion Negra 2
6.00,/product_images/Juegos/DS Juegos/045496471552_s.jpg,Nintendo DS,045496471552,834,15.00,9.00,Profesor Layton - Llamada Del Espectro
6.00,/product_images/Juegos/DS Juegos/045496465377_s.jpg,Nintendo DS,045496465377,834,15.00,9.00,Legend of Zelda: Phantom Hourglass
3.00,/product_images/Juegos/DS Juegos/045496471644_s.jpg,Nintendo DS,045496471644,834,8.00,5.00,Inazuma Eleven 2  Tormenta De Fuego
2.00,/product_images/Juegos/DS Juegos/045496462239_s.jpg,Nintendo DS,045496462239,834,6.00,3.00,NintenDogs Dachshund & Friends
6.00,/product_images/Juegos/DS Juegos/045496470555_s.jpg,Nintendo DS,045496470555,834,15.00,9.00,"Profesor Layton y El Futuro Perdido, El"
0.60,/product_images/Juegos/DS Juegos/045496470210_s.jpg,Nintendo DS,045496470210,834,2.50,0.90,Art Academy
11.00,/product_images/Juegos/DS Juegos/045496465537_s.jpg,Nintendo DS,045496465537,834,25.00,15.00,Pokemon Edicion Blanca 2
2.00,/product_images/Juegos/DS Juegos/4005209077316_s.jpg,Nintendo DS,4005209077316,834,6.00,3.00,Disney Cars
6.00,/product_images/Juegos/DS Juegos/045496467944_s.jpg,Nintendo DS,045496467944,834,15.00,9.00,Profesor Layton y la Villa Misteriosa
0.30,/product_images/Juegos/DS Juegos/045496463052_s.jpg,Nintendo DS,045496463052,834,2.50,0.70,Big Brain Academy
5.00,/product_images/Juegos/DS Juegos/045496464257_s.jpg,Nintendo DS,045496464257,834,12.00,7.00,Hotel Dusk: Room 215
3.00,/product_images/Juegos/DS Juegos/045496471729_s.jpg,Nintendo DS,045496471729,834,7.00,4.00,Inazuma Eleven 2 : Ventisca Eterna
12.00,/product_images/Juegos/DS Juegos/045496469467_s.jpg,Nintendo DS,045496469467,834,28.00,17.00,Legend Of Zelda Spirit Tracks
3.00,/product_images/Juegos/DS Juegos/5030934057059_s.jpg,Nintendo DS,5030934057059,834,8.00,5.00,My Sims
4.00,/product_images/Juegos/DS Juegos/5055277008759_s.jpg,Nintendo DS,5055277008759,834,10.00,6.00,Sonic Colours
5.00,/product_images/Juegos/DS Juegos/5060138433519_s.jpg,Nintendo DS,5060138433519,834,12.00,7.00,Mario & Sonic en los Juegos Olimpicos
4.00,/product_images/Juegos/DS Juegos/045496462932_s.jpg,Nintendo DS,045496462932,834,10.00,6.00,Super Princess Peach
11.00,/product_images/Juegos/DS Juegos/045496470067_s.jpg,Nintendo DS,045496470067,834,25.00,15.00,"Dragon Quest IX, Sentinels Of The Starry"
1.80,/product_images/Juegos/DS Juegos/5030934046190_s.jpg,Nintendo DS,5030934046190,834,4.00,2.00,Los Sims 2
5.00,/product_images/Juegos/DS Juegos/045496462215_s.jpg,Nintendo DS,045496462215,834,12.00,7.00,Advance Wars: Dual Strike
3.00,/product_images/Juegos/DS Juegos/045496463687_s.jpg,Nintendo DS,045496463687,834,7.00,4.00,Mario Slam Basketball
0.30,/product_images/Juegos/DS Juegos/045496465773_s.jpg,Nintendo DS,045496465773,834,2.00,0.60,Training for your Eyes
4.00,/product_images/Juegos/DS Juegos/045496467036_s.jpg,Nintendo DS,045496467036,834,10.00,6.00,Pokemon: Mundo Misterioso Expl. del Tiem
0.40,/product_images/Juegos/DS Juegos/3307210227522_s.jpg,Nintendo DS,3307210227522,834,2.00,0.70,Horsez: The Petz
0.40,/product_images/Juegos/DS Juegos/3307210322555_s.jpg,Nintendo DS,3307210322555,834,2.00,0.70,Imagina ser Mama
2.00,/product_images/Juegos/DS Juegos/5030917028151_s.jpg,Nintendo DS,5030917028151,834,5.00,3.00,Madagascar
2.00,/product_images/Juegos/DS Juegos/5030934092296_s.jpg,Nintendo DS,5030934092296,834,5.00,3.00,FIFA 11
15.00,/product_images/Juegos/DS Juegos/045496467838_s.jpg,Nintendo DS,045496467838,834,35.00,22.00,Fire Emblem: Shadow Dragon
0.90,/product_images/Juegos/DS Juegos/045496462222_s.jpg,Nintendo DS,045496462222,834,4.00,1.50,NintenDogs Chihuahua & Friends
0.60,/product_images/Juegos/DS Juegos/4005209098700_s.jpg,Nintendo DS,4005209098700,834,2.50,0.90,WWE Smackdown Vs. Raw 2008
0.90,/product_images/Juegos/DS Juegos/5030934051781_s.jpg,Nintendo DS,5030934051781,834,4.00,1.50,Los Sims 2 Mascotas
2.00,/product_images/Juegos/DS Juegos/5030934059404_s.jpg,Nintendo DS,5030934059404,834,6.00,3.00,Los Simpson - El Videojuego
6.00,/product_images/Juegos/DS Juegos/5055277000982_s.jpg,Nintendo DS,5055277000982,834,15.00,9.00,Mario & Sonic en los JJ.OO. de Invierno
6.00,/product_images/Juegos/DS Juegos/5060121822870_s.jpg,Nintendo DS,5060121822870,834,15.00,9.00,Final Fantasy IV
1.20,/product_images/Juegos/DS Juegos/8023171011332_s.jpg,Nintendo DS,8023171011332,834,5.00,1.90,Shin Chan Flipa en Colores
0.70,/product_images/Juegos/DS Juegos/045496464141_s.jpg,Nintendo DS,045496464141,834,3.00,1.10,Spectrobes
4.00,/product_images/Juegos/DS Juegos/045496462505_s.jpg,Nintendo DS,045496462505,834,10.00,6.00,Resident Evil Deadly Silence
0.01,/product_images/Juegos/PC Juegos/8436010150909_s.jpg,PC,8436010150909,830,0.10,0.01,Pro Race Driver
0.01,/product_images/Juegos/PC Juegos/8414185050408_s.jpg,PC,8414185050408,830,0.25,0.01,Los Sims Primera Cita (SN) 1cd
0.01,/product_images/Juegos/PC Juegos/8420266991255_s.jpg,PC,8420266991255,830,0.25,0.01,"Longest Journey, The"
0.01,/product_images/Juegos/PC Juegos/843601015054100001_s.jpg,PC,843601015054100001,830,0.25,0.01,Colin McRae Rally 2
0.10,/product_images/Juegos/PC Juegos/8436010151500_s.jpg,PC,8436010151500,830,0.75,0.20,Toca Race Driver 2
0.20,/product_images/Juegos/PC Juegos/8436010151661_s.jpg,PC,8436010151661,830,1.50,0.40,Cossacks Anthology Edicion de Oro
0.10,/product_images/Juegos/PC Juegos/8436010154037_s.jpg,PC,8436010154037,830,0.75,0.20,"Fuga De Deponia, La"
0.40,/product_images/Juegos/PC Juegos/8436016710770_s.jpg,PC,8436016710770,830,2.00,0.70,"Whispered World, The - Edición Especial"
0.01,/product_images/Juegos/PC Juegos/3307210220134_s.jpg,PC,3307210220134,830,0.50,0.10,Splinter Cell Chaos Theory
0.10,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,PC,5055060972328,830,0.75,0.20,Duck Tales Remastered
0.40,/product_images/Juegos/PC Juegos/8414185032879_s.jpg,PC,8414185032879,830,3.00,0.90,Los Sims 2 Mascotas Expansion (SN)
0.01,/product_images/Juegos/PC Juegos/8436010150398_s.jpg,PC,8436010150398,830,0.25,0.01,"Runaway, A Road To Adventure"
0.10,/product_images/Juegos/PC Juegos/8436010154587_s.jpg,PC,8436010154587,830,0.75,0.20,Caos En Deponia
0.20,/product_images/Juegos/PC Juegos/3307210217493_s.jpg,PC,3307210217493,830,1.50,0.40,Heroes of Might & Magic V (SN)
0.10,/product_images/Juegos/PC Juegos/5060193302485_s.jpg,PC,5060193302485,830,0.75,0.20,Order of batlle Pacific (P)
0.01,/product_images/defimg4_s.jpg,PC,8436010150749,830,0.10,0.01,Mars Invader
0.01,/product_images/defimg4_s.jpg,PC,8436010151456,830,0.50,0.10,Painkiller Edicion Oro 1CD
0.01,/product_images/Juegos/PC Juegos/3307210133694_s.jpg,PC,3307210133694,830,0.50,0.10,Prince Of Persia Las Arenas Del Tiempo
0.20,/product_images/defimg2_s.jpg,PC,3307210220295,830,1.50,0.40,Splinter Cell Double Agent
1.20,/product_images/Juegos/PC Juegos/3348542135710_s.jpg,PC,3348542135710,830,5.00,1.90,Warcraft 3: Reign of Chaos (SN) 1CD
0.01,/product_images/Juegos/PC Juegos/4020636128615_s.jpg,PC,4020636128615,830,0.50,0.10,Lords Of Xulima
1.00,/product_images/Juegos/PC Juegos/5030917031922_s.jpg,PC,5030917031922,830,5.00,1.80,Call of Duty 2
0.80,/product_images/Juegos/PC Juegos/5032921013758_s.jpg,PC,5032921013758,830,4.00,1.40,Commandos 2: Men Of Courage
0.01,/product_images/defimg5_s.jpg,PC,3307210147196,830,0.25,0.01,XIII
0.20,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,PC,8414185051856,830,1.50,0.40,Los Sims 2 Universitarios Expansion (SN) 3C
0.01,/product_images/Juegos/PC Juegos/8414185050507_s.jpg,PC,8414185050507,830,0.10,0.01,Los Sims de Vacaciones (SN) 1CD
0.01,/product_images/Juegos/PC Juegos/8436010150466_s.jpg,PC,8436010150466,830,0.25,0.01,Patrician III - Imperio de Los Mares
0.10,/product_images/Juegos/PC Juegos/8436010150541HD_s.jpg,PC,8436010150541,830,1.00,0.30,House Of The Dead 2
0.30,/product_images/defimg1_s.jpg,PC,8436010153535,830,2.50,0.70,New York Crimes
0.10,/product_images/Juegos/PC Juegos/3307211664050_s.jpg,PC,3307211664050,830,0.75,0.20,Word in conflict - Complete Edition
0.10,/product_images/defimg2_s.jpg,PC,8436010150749,830,0.75,0.20,Dracula 2
0.30,/product_images/defimg4_s.jpg,PC,8414185050422,830,2.00,0.60,Battlefield 1942
0.70,/product_images/Juegos/PC Juegos/8414185050811_s.jpg,PC,8414185050811,830,3.50,1.20,Los Sims Edicion Deluxe (2CD)
0.01,/product_images/Juegos/PC Juegos/8414185050873_s.jpg,PC,8414185050873,830,0.10,0.01,Los Sims Animales A Raudales (SN) (2 CDS)
0.01,/product_images/defimg4_s.jpg,PC,8431474002825,830,0.10,0.01,Cruci Gramas Classic
0.20,/product_images/Juegos/PC Juegos/8436010150244_s.jpg,PC,8436010150244,830,1.50,0.40,Tzar: Edicion de Oro
0.01,/product_images/Juegos/PC Juegos/8436010151555_s.jpg,PC,8436010151555,830,0.50,0.10,Strike Fighters Flight Simulator
0.20,/product_images/Juegos/PC Juegos/8436010152491_s.jpg,PC,8436010152491,830,1.50,0.40,"Cruzadas, Las"
0.10,/product_images/defimg4_s.jpg,PC,3307210177636,830,1.00,0.30,Silent Hunter III
0.10,/product_images/defimg4_s.jpg,PC,3307210182753,830,0.75,0.20,Alejandro Magno 2CD (SN)
0.10,/product_images/Juegos/PC Juegos/3307210198907_s.jpg,PC,3307210198907,830,1.00,0.30,Ghost Recon Advanced Warfighter *
0.01,/product_images/Juegos/PC Juegos/3307210212368_s.jpg,PC,3307210212368,830,0.25,0.01,Prince Of Persia El Alma Del Guerrero
2.00,/product_images/Juegos/PC Juegos/3307210245281_s.jpg,PC,3307210245281,830,12.00,4.00,Age of Empires Collectors Edition
1.40,/product_images/Juegos/PC Juegos/3307210263575_s.jpg,PC,3307210263575,830,7.00,2.00,Assassin's Creed
5.00,/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,PlayStation 3,3307215793299,821,12.00,7.00,Far Cry 4
4.00,/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,PlayStation 3,5030930111137,821,10.00,6.00,Battlefield 4
3.00,/product_images/Juegos/PS3 Juegos/3307215644867_s.jpg,PlayStation 3,3307215644867,821,8.00,5.00,Assassin's Creed III (3)
1.20,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,PlayStation 3,5030934102902,821,5.00,1.90,Battlefield 3
11.00,/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,PlayStation 3,5030917162459,821,25.00,15.00,Call Of Duty: Black Ops III
0.01,/product_images/Juegos/PS3 Juegos/5030934104043_s.jpg,PlayStation 3,5030934104043,821,0.25,0.01,FIFA 12
4.00,/product_images/Juegos/PS3 Juegos/711719158264_s.jpg,PlayStation 3,711719158264,821,10.00,6.00,God of War III (3)
2.00,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,PlayStation 3,5030917070990,821,5.00,3.00,Call of Duty: Modern Warfare 2
4.00,/product_images/Juegos/PS3 Juegos/3307215704974_s.jpg,PlayStation 3,3307215704974,821,10.00,6.00,Assassin's Creed 4: Black Flag
1.40,/product_images/Juegos/PS3 Juegos/3307217927104_s.jpg,PlayStation 3,3307217927104,821,6.00,2.00,Assassins Creed: Hermandad
3.00,/product_images/Juegos/PS3 Juegos/5026555402057_s.jpg,PlayStation 3,5026555402057,821,8.00,5.00,Red Dead Redemption
3.00,/product_images/Juegos/PS3 Juegos/3307215633243_s.jpg,PlayStation 3,3307215633243,821,8.00,5.00,Far Cry 3
6.00,/product_images/Juegos/PS3 Juegos/3307215721957_s.jpg,PlayStation 3,3307215721957,821,15.00,9.00,Watch Dogs
3.00,/product_images/Juegos/PS3 Juegos/711719128359_s.jpg,PlayStation 3,711719128359,821,8.00,5.00,Uncharted 2: Among Thieves
3.00,/product_images/Juegos/PS3 Juegos/711719467359_s.jpg,PlayStation 3,711719467359,821,8.00,5.00,Uncharted: El Tesoro de Drake
6.00,/product_images/Juegos/PS3 Juegos/711719250173_s.jpg,PlayStation 3,711719250173,821,15.00,9.00,Gran Turismo 6
5.00,/product_images/Juegos/PS3 Juegos/5055060928059_s.jpg,PlayStation 3,5055060928059,821,12.00,7.00,Resident Evil 6
0.20,/product_images/Juegos/PS3 Juegos/4012927054574_s.jpg,PlayStation 3,4012927054574,821,1.00,0.30,Pro Evolution Soccer (PES) 2013
3.00,/product_images/Juegos/PS3 Juegos/093155125421_s.jpg,PlayStation 3,093155125421,821,8.00,5.00,Fallout 3
4.00,/product_images/Juegos/PS3 Juegos/093155141292_s.jpg,PlayStation 3,093155141292,821,10.00,6.00,Elder Scrolls V: Skyrim
1.40,/product_images/Juegos/PS3 Juegos/3307210263483_s.jpg,PlayStation 3,3307210263483,821,6.00,2.00,Assassin's Creed
1.40,/product_images/Juegos/PS3 Juegos/3307211666535_s.jpg,PlayStation 3,3307211666535,821,6.00,2.00,Assassin's Creed II
0.01,/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,PlayStation 3,4012927053393,821,0.50,0.10,Pro Evolution Soccer (PES) 2012
0.01,/product_images/Juegos/PS3 Juegos/4012927052228_s.jpg,PlayStation 3,4012927052228,821,0.25,0.01,Pro Evolution Soccer (PES) 2011
3.00,/product_images/Juegos/PS3 Juegos/5030917047213_s.jpg,PlayStation 3,5030917047213,821,8.00,5.00,Call of Duty 4: Modern Warfare
2.00,/product_images/Juegos/PS3 Juegos/5055060925751_s.jpg,PlayStation 3,5055060925751,821,6.00,3.00,Resident Evil 5
3.00,/product_images/Juegos/PS3 Juegos/3307215590058_s.jpg,PlayStation 3,3307215590058,821,8.00,5.00,Assassin's Creed: Revelations
2.00,/product_images/Juegos/PS3 Juegos/4012927050156_s.jpg,PlayStation 3,4012927050156,821,5.00,3.00,Metal Gear Solid 4: Guns of the Patriots
2.00,/product_images/Juegos/PS3 Juegos/711719147787_s.jpg,PlayStation 3,711719147787,821,5.00,3.00,KillZone 3
2.00,/product_images/Juegos/PS3 Juegos/711719999256_s.jpg,PlayStation 3,711719999256,821,6.00,3.00,Little Big Planet
0.01,/product_images/Juegos/PS3 Juegos/4012927050866_s.jpg,PlayStation 3,4012927050866,821,0.25,0.01,Pro Evolution Soccer 2009
0.70,/product_images/Juegos/PS3 Juegos/4012927056219_s.jpg,PlayStation 3,4012927056219,821,3.00,1.10,Pro Evolution Soccer (PES) 2014
0.70,/product_images/Juegos/PS3 Juegos/711719133445_s.jpg,PlayStation 3,711719133445,821,3.00,1.10,Killzone 2
