sku,precio_intercambio,categoria_str,precio_venta,precio_compra,img_caratula,titulo,categoria_id
3307215651995,3.00,Xbox 360,6.00,2.00,/product_images/Juegos/Xbox 360 Juegos/3307215651995_s.jpg,Splinter Cell: Blacklist,827
5055060961810,0.20,Xbox 360,0.75,0.10,/product_images/Juegos/Xbox 360 Juegos/5055060961810_s.jpg,Dark Void,827
5060236961792,2.00,Xbox One,6.00,1.40,/product_images/Juegos/Xbox One Juegos/5060236961792_s.jpg,Flockers,1002
9006113008132,2.00,Xbox One,6.00,1.40,/product_images/Juegos/Xbox One Juegos/9006113008132_s.jpg,"Book Of Unwritten Tales 2, The",1002
3512899114777,4.00,Xbox One,12.00,2.00,/product_images/Juegos/Xbox One Juegos/3512899114777_s.jpg,Tour De France 2015,1002
5055277001606,0.50,Xbox 360,1.50,0.30,/product_images/Juegos/Xbox 360 Juegos/5055277001606_s.jpg,Alpha Protocol,827
4012927036341,9.00,Xbox 360,15.00,6.00,/product_images/Juegos/Xbox 360 Juegos/4012927036341_s.jpg,Silent Hill Downpour,827
885370316414,3.00,Xbox 360,6.00,2.00,/product_images/Juegos/Xbox 360 Juegos/885370316414_s.jpg,Kinect Sports 2,827
5060201654209,9.00,Xbox One,15.00,7.00,/product_images/Juegos/Xbox One Juegos/5060201654209_s.jpg,BlazBlue: Chronophantasma Extend,1002
5030917171277,16.00,Xbox One,25.00,12.00,/product_images/Juegos/Xbox One Juegos/5030917171277_s.jpg,Guitar Hero Live + 6 Button Guitar,1002
5060146461696,7.00,Xbox One,12.00,5.00,/product_images/Juegos/Xbox One Juegos/5060146461696_s.jpg,Walking Dead: Telltale Games Series 2,1002
885370773255,2.00,Xbox One,6.00,1.40,/product_images/Juegos/Xbox One Juegos/885370773255_s.jpg,Project Spark,1002
5051893165012,6.00,Xbox One,10.00,4.00,/product_images/Juegos/Xbox One Juegos/5051893165012_s.jpg,Lego Movie: The Videogame,1002
5030917199172,18.00,Xbox One,28.00,13.00,/product_images/defimg2_s.jpg,Skylanders Imaginators Starter Park,1002
4020628841614,9.00,Xbox One,15.00,7.00,/product_images/Juegos/Xbox One Juegos/4020628841614_s.jpg,Wasteland 2: Director's Cut,1002
5021290066199,7.00,Xbox One,12.00,5.00,/product_images/Juegos/Xbox One Juegos/5021290066199_s.jpg,Sleeping Dogs - Definitive Edition,1002
3391891983297,11.00,Xbox One,18.00,8.00,/product_images/Juegos/Xbox One Juegos/3391891983297_s.jpg,Dark Souls II (2): Scholar Of The First Sin,1002
5060146463270,3.00,Xbox One,6.00,2.00,/product_images/Juegos/Xbox One Juegos/5060146463270_s.jpg,Jackbox Games Party Pack: Volume 1,1002
8059617103019,9.00,Xbox One,15.00,7.00,/product_images/Juegos/Xbox One Juegos/8059617103019_s.jpg,Ride,1002
5026555283960,1.90,Xbox One,5.00,1.20,/product_images/Juegos/Xbox One Juegos/5026555283960_s.jpg,WWE 2K15,1002
4020628847371,11.00,Xbox One,18.00,8.00,/product_images/Juegos/Xbox One Juegos/4020628847371_s.jpg,Mighty No.9,1002
5055856406068,7.00,Xbox One,12.00,5.00,/product_images/Juegos/Xbox One Juegos/5055856406068_s.jpg,Wolfenstein: The Old Blood,1002
5030937112465,2.00,Xbox One,4.50,2.00,/product_images/Juegos/Xbox One Juegos/5030937112465_s.jpg,Madden NFL 15,1002
5021290058521,4.00,Xbox One,12.00,2.00,/product_images/Juegos/Xbox One Juegos/5021290058521_s.jpg,Thief,1002
8059617104177,5.00,Xbox One,8.00,3.00,/product_images/Juegos/Xbox One Juegos/8059617104177_s.jpg,Sébastien Loeb Rally Evo,1002
3307215804049,1.90,Xbox One,5.00,1.20,/product_images/Juegos/Xbox One Juegos/3307215804049_s.jpg,Shape Up,1002
5026555296656,13.00,Xbox One,20.00,9.00,/product_images/Juegos/Xbox One Juegos/5026555296656_s.jpg,Borderlands the Handsome Collection,1002
8023171037882,13.00,Xbox One,20.00,9.00,/product_images/Juegos/Xbox One Juegos/8023171037882_s.jpg,Rocket League,1002
4020628862084,2.00,Xbox One,7.00,1.60,/product_images/Juegos/Xbox One Juegos/4020628862084_s.jpg,Saints Row IV Re-Elected & Gat Out Of Hell,1002
5026555358392,18.00,Xbox One,28.00,13.00,/product_images/defimg3_s.jpg,XCOM 2,1002
5026555421812,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/5026555421812_s.jpg,"Tales From the Borderlands, A Telltale Game",1001
9006113008217,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/9006113008217_s.jpg,Darksiders II,1001
8718591182839,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/8718591182839_s.jpg,Among The Sleep,1001
3391891981231,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/3391891981231_s.jpg,Shadow Warrior,1001
711719854852,19.00,PlayStation 4,30.00,14.00,/product_images/defimg4_s.jpg,PlayStation VR Worlds,1001
4020628834357,4.00,PlayStation 4,12.00,2.00,/product_images/Juegos/PS4 Juegos/4020628834357_s.jpg,Deadlight: Director's Cut,1001
5051893168730,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/5051893168730_s.jpg,LEGO: El Hobbit,1001
4020628847401,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/4020628847401_s.jpg,Mighty No.9,1001
4020628823665,18.00,PlayStation 4,28.00,13.00,/product_images/defimg1_s.jpg,Killing Floor 2,1001
711719855019,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/711719855019_s.jpg,Tearaway Unfolded,1001
5060146461856,4.00,PlayStation 4,12.00,2.00,/product_images/Juegos/PS4 Juegos/5060146461856_s.jpg,Shovel Knight,1001
3499550340808,4.00,PlayStation 4,12.00,2.00,/product_images/Juegos/PS4 Juegos/3499550340808_s.jpg,Rugby World Cup 2015,1001
5060146461139,10.00,PlayStation 4,28.00,6.00,/product_images/Juegos/PS4 Juegos/5060146461139_s.jpg,Walking Dead: Telltale Games Series 1,1001
5021290065222,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/5021290065222_s.jpg,Lara Croft And The Temple Of Osiris,1001
8402862060178,11.00,PlayStation 4,18.00,8.00,/product_images/defimg3_s.jpg,Zenith,1001
5060236962416,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/5060236962416_s.jpg,Sniper Elite Zombie Nation Army Trilogy,1001
8402862060123,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/8402862060123_s.jpg,Anima: Gate Of Memories,1001
4260089417113,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/4260089417113_s.jpg,Grand Ages: Medieval,1001
5021290074255,26.00,PlayStation 4,40.00,19.00,/product_images/defimg2_s.jpg,Dragon Quest Builders,1001
8402862060147,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/8402862060147_s.jpg,Dex,1001
3391891985369,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/3391891985369_s.jpg,Tales of Zestiria,1001
3307215802076,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/3307215802076_s.jpg,Hasbro Monopoly,1001
4020636131745,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/4020636131745_s.jpg,Professional Farmer 2017,1001
3512899114463,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/3512899114463_s.jpg,Farming Simulator 15,1001
3512899115446,18.00,PlayStation 4,28.00,13.00,/product_images/Juegos/PS4 Juegos/3512899115446_s.jpg,"Technomancer, The",1001
4020628841546,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/4020628841546_s.jpg,This War of Mine: The Little Ones,1001
5030917132698,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/5030917132698_s.jpg,Skylanders Swap Force Starter Pack,1001
3499550330335,4.00,PlayStation 4,12.00,2.00,/product_images/Juegos/PS4 Juegos/3499550330335_s.jpg,Motorcycle Club,1001
3307215967522,31.00,PlayStation 4,48.00,23.00,/product_images/defimg5_s.jpg,Just Dance 2017,1001
5060057029206,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/5060057029206_s.jpg,Putty Squad,1001
8023171036137,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/8023171036137_s.jpg,Sniper Elite 3: Ultimate Edition,1001
711719848257,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/711719848257_s.jpg,Until Dawn: Rush Of Blood (PSVR),1001
3391891989480,19.00,PlayStation 4,30.00,14.00,/product_images/defimg2_s.jpg,God Eater 2: Rage Burst,1001
5060146462761,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/5060146462761_s.jpg,Juego de Tronos: Temporada 1,1001
813633016382,18.00,PlayStation 4,28.00,13.00,/product_images/Juegos/PS4 Juegos/813633016382_s.jpg,Witch & The Hundred Knight,1001
3512899112872,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/3512899112872_s.jpg,Tour De France 2014,1001
711719858058,6.00,PlayStation 4,10.00,4.00,/product_images/defimg1_s.jpg,Super Stardust Ultra VR,1001
5030917139611,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/5030917139611_s.jpg,Angry Birds Star Wars,1001
5030932112460,3.00,PlayStation 4,10.00,2.00,/product_images/Juegos/PS4 Juegos/5030932112460_s.jpg,Madden NFL 15,1001
3760156480657,16.00,PlayStation 4,25.00,12.00,/product_images/defimg3_s.jpg,Moto Racer 4,1001
5051893167917,18.00,PlayStation 4,28.00,13.00,/product_images/Juegos/PS4 Juegos/5051893167917_s.jpg,Injustice: Gods Among Us - Ultimate Ed.,1001
5060327531972,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/5060327531972_s.jpg,Dead Or Alive: Last Round,1001
8402862060048,14.00,PlayStation 4,22.00,10.00,/product_images/Juegos/PS4 Juegos/8402862060048_s.jpg,Atrapa La Bandera,1001
8059617104726,24.00,PlayStation 4,38.00,18.00,/product_images/Juegos/PS4 Juegos/8059617104726_s.jpg,MXGP2 : The Official Motocross,1001
8154030104183,20.00,PlayStation 4,32.00,15.00,/product_images/Juegos/PS4 Juegos/8154030104183_s.jpg,"Hora De Aventuras: Finn Y Jake, Investigadores",1001
711719459712,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/711719459712_s.jpg,Singstar Party Megahits,1001
3391891984072,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/3391891984072_s.jpg,Godzilla,1001
4260089417229,11.00,PlayStation 4,18.00,8.00,/product_images/Juegos/PS4 Juegos/4260089417229_s.jpg,Dungeons 2,1001
8059617102791,19.00,PlayStation 4,30.00,14.00,/product_images/Juegos/PS4 Juegos/8059617102791_s.jpg,Ride,1001
8059617105594,31.00,PlayStation 4,48.00,23.00,/product_images/defimg1_s.jpg,Ride 2,1001
5030917176593,7.00,PlayStation 4,20.00,4.00,/product_images/Juegos/PS4 Juegos/5030917176593_s.jpg,Transformers Devastation,1001
3391891989206,20.00,PlayStation 4,32.00,15.00,/product_images/Juegos/PS4 Juegos/3391891989206_s.jpg,JoJo's Bizarre Adventure: Eyes Of Heaven,1001
711719869757,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/711719869757_s.jpg,Battlezone (PSVR),1001
5906395575039,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/5906395575039_s.jpg,Kholat,1001
4904089416253,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/4904089416253_s.jpg,Tropico 5,1001
5030917199110,26.00,PlayStation 4,40.00,19.00,/product_images/Juegos/PS4 Juegos/5030917199110_s.jpg,Skylanders Imaginators Starter Park,1001
3307215887295,16.00,PlayStation 4,25.00,12.00,/product_images/defimg5_s.jpg,Watch Dogs Complete Edition,1001
4020628841768,13.00,PlayStation 4,20.00,9.00,/product_images/Juegos/PS4 Juegos/4020628841768_s.jpg,Wasteland 2: Directors Cut,1001
4020628845414,16.00,PlayStation 4,25.00,12.00,/product_images/Juegos/PS4 Juegos/4020628845414_s.jpg,Broken Sword 5 - La Maldicion de la Serpiente,1001
853466001728,9.00,PlayStation 4,15.00,7.00,/product_images/Juegos/PS4 Juegos/853466001728_s.jpg,Akiba's Trip: Undead & Undressed,1001
5060201653561,5.00,Nintendo 3DS,8.00,3.00,/product_images/Juegos/3DS Juegos/5060201653561_s.jpg,Hello Kitty And Sanrio Friends 3D Racing,977
5030917117411,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/5030917117411_s.jpg,Rompe Ralph,977
023272011031,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/023272011031_s.jpg,Lego Star Wars III: The Clone Wars,977
8023171036878,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/8023171036878_s.jpg,Terraria,977
5055277020010,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/5055277020010_s.jpg,Sonic y All-Stars Racing Transformed,977
5021290050419,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5021290050419_s.jpg,Mensa Academy,977
5030917131486,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5030917131486_s.jpg,Bob Esponja: La Venganza De Plankton,977
5060102953586,5.00,Nintendo 3DS,8.00,3.00,/product_images/Juegos/3DS Juegos/5060102953586_s.jpg,Around World With Hello Kitty & Friends,977
4020628822897,22.00,Nintendo 3DS,35.00,16.00,/product_images/defimg1_s.jpg,7th Dragon III - Code VFO,977
4005209150149,6.00,Nintendo 3DS,10.00,4.00,/product_images/Juegos/3DS Juegos/4005209150149_s.jpg,WWE All Stars,977
045496520281,6.00,Nintendo 3DS,10.00,4.00,/product_images/Juegos/3DS Juegos/045496520281_s.jpg,Nintendogs + Gatos: Caniche,977
8154030100994,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/8154030100994_s.jpg,Barbie: Salón De Belleza Para Mascotas,977
5051893168693,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/5051893168693_s.jpg,LEGO: El Hobbit,977
3307219934902,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/3307219934902_s.jpg,Hollywood Crimes 3D,977
4510772106894,13.00,Nintendo 3DS,20.00,9.00,/product_images/Juegos/3DS Juegos/4510772106894_s.jpg,Harvest Moon: A New Beginning,977
8154030100130,3.00,Nintendo 3DS,6.00,2.00,/product_images/Juegos/3DS Juegos/8154030100130_s.jpg,Monster High - El Patinaje Laberíntico,977
8154030104732,19.00,Nintendo 3DS,30.00,14.00,/product_images/defimg3_s.jpg,Barbie: Refugio Para Cachorros De Barbie Y Sus Hermanas,977
8154030103605,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/8154030103605_s.jpg,Kung Fu Panda: Confrontación De Leyendas Legendarias,977
5030917100642,6.00,Nintendo 3DS,10.00,4.00,/product_images/Juegos/3DS Juegos/5030917100642_s.jpg,Dreamworks Super Star Kartz,977
5030917147098,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5030917147098_s.jpg,Skylanders Trap Team Starter Pack,977
3307215587850,1.90,Nintendo 3DS,5.00,1.20,/product_images/Juegos/3DS Juegos/3307215587850_s.jpg,Puzzler Mind Gym 3D,977
3499550341638,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/3499550341638_s.jpg,I Love My Dog,977
045496473327,11.00,Nintendo 3DS,18.00,8.00,/product_images/defimg4_s.jpg,Mi Osito Y Yo,977
045496525354,9.00,Nintendo 3DS,14.00,6.00,/product_images/Juegos/3DS Juegos/045496525354_s.jpg,Mario Golf: World Tour,977
8154030103148,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/8154030103148_s.jpg,Adventure Time: El Secreto Del Reino Sin Nombre,977
045496527372,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/045496527372_s.jpg,Cooking Mama Bon Appetit,977
5060216311401,5.00,Nintendo 3DS,9.00,4.00,/product_images/Juegos/3DS Juegos/5060216311401_s.jpg,Arcade Classics 3D,977
4012927085103,6.00,Nintendo 3DS,10.00,4.00,/product_images/Juegos/3DS Juegos/4012927085103_s.jpg,Yu Gi Oh! Zexal World Duel Carnival,977
5021290051010,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/5021290051010_s.jpg,Theatrhythm Final Fantasy,977
5030917099861,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5030917099861_s.jpg,Spiderman: Edge of Time,977
5030917170287,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/5030917170287_s.jpg,Skylanders - SuperChargers Racing Starter Pack,977
5055277027798,14.00,Nintendo 3DS,22.00,10.00,/product_images/defimg1_s.jpg,SEGA 3D Classics Collection,977
4005209146906,4.00,Nintendo 3DS,7.00,3.00,/product_images/Juegos/3DS Juegos/4005209146906_s.jpg,Bob Esponja El Garabato 3D,977
045496523886,5.00,Nintendo 3DS,9.00,4.00,/product_images/Juegos/3DS Juegos/045496523886_s.jpg,Disney's Planes,977
3307215587911,13.00,Nintendo 3DS,20.00,9.00,/product_images/Juegos/3DS Juegos/3307215587911_s.jpg,Mind Quiz Entrenamiento Diario,977
5055377601591,1.70,Nintendo 3DS,4.50,1.00,/product_images/Juegos/3DS Juegos/5055377601591_s.jpg,Gabrielle's Gostly Groove,977
4017244988250,4.00,Nintendo 3DS,7.00,3.00,/product_images/Juegos/3DS Juegos/4017244988250_s.jpg,Mi Bebe Y Yo,977
4020628509446,5.00,Nintendo 3DS,8.00,3.00,/product_images/Juegos/3DS Juegos/4020628509446_s.jpg,Explosion de Punetazos,977
3307219952319,10.00,Nintendo 3DS,16.00,7.00,/product_images/Juegos/3DS Juegos/3307219952319_s.jpg,Ninja,977
5051893143270,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5051893143270_s.jpg,Lego: Legends Of Chima,977
047875767126,10.00,Nintendo 3DS,16.00,7.00,/product_images/Juegos/3DS Juegos/047875767126_s.jpg,Lalaloopsy: Carnival of Friends,977
5060112431005,9.00,Nintendo 3DS,14.00,6.00,/product_images/Juegos/3DS Juegos/5060112431005_s.jpg,Boulder Dash XL 3D,977
4020628851965,9.00,Nintendo 3DS,15.00,7.00,/product_images/Juegos/3DS Juegos/4020628851965_s.jpg,Horse Life 4,977
5016488126342,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/5016488126342_s.jpg,Heavy Fire: The Chosen Few 3D,977
5030917141690,11.00,Nintendo 3DS,18.00,8.00,/product_images/Juegos/3DS Juegos/5030917141690_s.jpg,"Amazing Spiderman 2, The",977
0045496526047,1.10,Nintendo 3DS,3.00,0.70,/product_images/Juegos/3DS Juegos/0045496526047_s.jpg,Aprende Inglés - Volumen 1,977
3499550319095,9.00,Nintendo 3DS,14.00,6.00,/product_images/Juegos/3DS Juegos/3499550319095_s.jpg,Candy Match 3,977
5016488129527,13.00,Nintendo 3DS,20.00,9.00,/product_images/defimg2_s.jpg,Cartoon Network: Battle Crashers,977
4017244030195,9.00,Nintendo 3DS,14.00,6.00,/product_images/Juegos/3DS Juegos/4017244030195_s.jpg,Mahjong: Warriors Of The Emperor,977
8023171032207,1.70,Nintendo 3DS,4.50,1.00,/product_images/Juegos/3DS Juegos/8023171032207_s.jpg,Hello Kitty Picnic - Sanrio Characters,977
045496522384,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/045496522384_s.jpg,Freaky Forms Deluxe,977
5030934046770,1.70,Nintendo DS,4.50,1.00,/product_images/Juegos/DS Juegos/5030934046770_s.jpg,Burnout Legends,834
045496526986,7.00,Nintendo 3DS,12.00,5.00,/product_images/Juegos/3DS Juegos/045496526986_s.jpg,Nintendo Pocket Football Club,977
5030934046190,3.00,Nintendo DS,6.00,2.00,/product_images/Juegos/DS Juegos/5030934046190_s.jpg,Los Sims 2,834
5030934078092,1.10,Nintendo DS,3.00,0.70,/product_images/defimg3_s.jpg,Littlest Pet Shop,834
5060220222915,14.00,Nintendo 3DS,22.00,10.00,/product_images/Juegos/3DS Juegos/5060220222915_s.jpg,Devil Summoner - Soul Hackers,977
3307210211880,1.30,Nintendo DS,3.50,0.80,/product_images/defimg4_s.jpg,"Star Wars Episode 3, Revenge of the Sith",834
5024866338485,5.00,Nintendo DS,8.00,3.00,/product_images/Juegos/DS Juegos/5024866338485_s.jpg,Bella Sara,834
5060112431234,16.00,Nintendo 3DS,26.00,12.00,/product_images/Juegos/3DS Juegos/5060112431234_s.jpg,Persona Q,977
045496462178,3.00,Nintendo DS,5.00,2.00,/product_images/Juegos/DS Juegos/045496462178_s.jpg,Ridge Racer DS,834
045496462086,0.40,Nintendo DS,1.50,0.20,/product_images/Juegos/DS Juegos/045496462086_s.jpg,Project Rub DS,834
3499550330199,1.70,Nintendo 3DS,4.50,1.00,/product_images/Juegos/3DS Juegos/3499550330199_s.jpg,Hello Kitty Happy Happy Family,977
5055277011773,2.00,Nintendo 3DS,4.50,2.00,/product_images/Juegos/3DS Juegos/5055277011773_s.jpg,Crush 3D,977
045496462444,11.00,Nintendo DS,18.00,8.00,/product_images/Juegos/DS Juegos/045496462444_s.jpg,Mario & Luigi Partners in Time,834
5030934088305,7.00,Nintendo DS,12.00,5.00,/product_images/Juegos/DS Juegos/5030934088305_s.jpg,"Sims 3, Los",834
5060102953937,18.00,Nintendo 3DS,28.00,13.00,/product_images/Juegos/3DS Juegos/5060102953937_s.jpg,Hakuoki: Memories of the Shinsengumi,977
3307210240354,1.50,Nintendo DS,4.00,0.90,/product_images/Juegos/DS Juegos/3307210240354_s.jpg,Catz,834
5060121822696,28.00,Nintendo DS,45.00,20.00,/product_images/defimg4_s.jpg,The World Ends With You,834
8436010150374,0.01,PC,0.25,0.01,/product_images/defimg1_s.jpg,V-Rally 2,830
5026555042949,1.70,Nintendo DS,4.50,1.00,/product_images/Juegos/DS Juegos/5026555042949_s.jpg,Carnival: Juegos de Feria,834
4005209153324,3.00,Nintendo DS,6.00,2.00,/product_images/Juegos/DS Juegos/4005209153324_s.jpg,Bob Esponja Surf & Skate: Vacaciones,834
5030917074509,0.40,Nintendo DS,1.50,0.20,/product_images/Juegos/DS Juegos/5030917074509_s.jpg,Band Hero + Accesorio,834
8436010150510,0.01,PC,0.10,0.01,/product_images/defimg1_s.jpg,Football Generation,830
3348542172579,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Swat 3,830
8436010152026,0.40,PC,1.50,0.20,/product_images/Juegos/PC Juegos/8436010152026_s.jpg,American Conquest Anthology,830
5030917047169,5.00,Nintendo DS,8.00,3.00,/product_images/Juegos/DS Juegos/5030917047169_s.jpg,Call of Duty 4: Modern Warfare,834
5030934065696,1.70,Nintendo DS,4.50,1.00,/product_images/Juegos/DS Juegos/5030934065696_s.jpg,Sim Creator,834
3307212816205,0.40,PC,1.50,0.20,/product_images/defimg3_s.jpg,Hawx,830
3307210250902,3.00,Nintendo DS,6.00,2.00,/product_images/defimg2_s.jpg,Teenage Mutant Ninja Turtles,834
8414185051733,0.50,PC,1.50,0.30,/product_images/defimg5_s.jpg,FIFA 2005 (SN) 2CD,830
5030917027499,3.00,Nintendo DS,6.00,2.00,/product_images/Juegos/DS Juegos/5030917027499_s.jpg,Spider-man 2 DS,834
3563650487197,0.90,PC,2.50,0.50,/product_images/defimg5_s.jpg,Obscure,830
5030917044601,1.50,Nintendo DS,4.00,0.90,/product_images/Juegos/DS Juegos/5030917044601_s.jpg,Transformers Decepticons,834
3348542087835,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Ground Control,830
3307210258175,1.10,Nintendo DS,3.00,0.70,/product_images/Juegos/DS Juegos/3307210258175_s.jpg,Imagina ser Cocinera,834
8436010152538,0.70,PC,2.50,0.30,/product_images/Juegos/PC Juegos/8436010152538_s.jpg,Es-Drakensang Premium,830
8718591181344,0.30,PC,1.00,0.10,/product_images/Juegos/PC Juegos/8718591181344_s.jpg,Teslagrad,830
3760137147524,1.50,Nintendo DS,4.00,0.90,/product_images/Juegos/DS Juegos/3760137147524_s.jpg,My Baby 2,834
0045496471811,1.70,Nintendo DS,4.50,1.00,/product_images/defimg2_s.jpg,Aprende con Pokemon Aventura entre las teclas (no teclado),834
4005209062206,1.30,PC,4.50,0.60,/product_images/defimg5_s.jpg,The Punisher El Castigador,830
5030934093019,0.10,PC,0.50,0.01,/product_images/Juegos/PC Juegos/5030934093019_s.jpg,"Sims 3 (SN), Triunfadores (Ed. Conmem.)",830
8414185032992,2.00,PC,7.00,1.60,/product_images/defimg4_s.jpg,Senor De Los Anillos: Batalla Por La...,830
3307211607972,1.10,Nintendo DS,3.00,0.70,/product_images/defimg2_s.jpg,Mi Experto en Perros,834
5060057023433,0.70,Nintendo DS,2.00,0.40,/product_images/Juegos/DS Juegos/5060057023433_s.jpg,Tennis Master,834
045496462000,0.90,Nintendo DS,2.50,0.60,/product_images/Juegos/DS Juegos/045496462000_s.jpg,Metroid Prime Hunters: First Hunt,834
8414185051641,2.00,PC,7.00,1.60,/product_images/defimg4_s.jpg,Los Sims Gigaluxe,830
3348542063679,2.00,PC,6.00,1.20,/product_images/Juegos/PC Juegos/3348542063679_s.jpg,Diablo II (SN),830
5030917022890,0.01,PC,0.10,0.01,/product_images/defimg4_s.jpg,Shrek 2,830
3760137145094,1.10,Nintendo DS,3.00,0.70,/product_images/Juegos/DS Juegos/3760137145094_s.jpg,Hello Kitty Daily,834
5030917083914,1.30,Nintendo DS,3.50,0.80,/product_images/Juegos/DS Juegos/5030917083914_s.jpg,Bakugan: Battle Trainer,834
3307210204332,1.30,Nintendo DS,3.50,0.80,/product_images/Juegos/DS Juegos/3307210204332_s.jpg,King Kong,834
8420565200707,0.01,PC,0.05,0.01,/product_images/defimg1_s.jpg,X-Tranoid,830
8414185051443,2.00,PC,6.00,1.20,/product_images/defimg3_s.jpg,Los Sims Megaluxe (SN) 4CD,830
8414185050163,0.20,PC,0.75,0.10,/product_images/Juegos/PC Juegos/8414185050163_s.jpg,Los Sims House Party (SN) 1cd,830
5030935066616,0.30,Nintendo DS,1.00,0.10,/product_images/defimg3_s.jpg,Sims 2: Apartment Pets,834
3307210801753,1.10,Nintendo DS,3.00,0.70,/product_images/Juegos/DS Juegos/3307210801753_s.jpg,Animal Genious,834
5030934101110,1.30,Nintendo DS,3.50,0.80,/product_images/Juegos/DS Juegos/5030934101110_s.jpg,Rango,834
8426412004627,0.01,PC,0.25,0.01,/product_images/defimg3_s.jpg,Elite Warriors Vietnam,830
5060004769803,0.01,PC,0.25,0.01,/product_images/Juegos/PC Juegos/5060004769803_s.jpg,Football Manager 2007,830
8436010151456,0.01,PC,0.25,0.01,/product_images/defimg2_s.jpg,MotoGP Ultimate Racing Technology 2,830
5026555042499,5.00,Nintendo DS,8.00,3.00,/product_images/Juegos/DS Juegos/5026555042499_s.jpg,Grand Theft Auto: Chinatown Wars,834
3307211608160,1.70,Nintendo DS,4.50,1.00,/product_images/Juegos/DS Juegos/3307211608160_s.jpg,Combate de Gigantes Dinosaurios,834
045496467999,3.00,Nintendo DS,6.00,2.00,/product_images/Juegos/DS Juegos/045496467999_s.jpg,Spectrobes: A las Puertas de la Galaxia,834
