precio_intercambio,categoria_str,img_caratula,titulo,precio_venta,categoria_id,precio_compra,sku
15.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/8154030103797_s.jpg,Kung Fu Panda: Confrontación De Leyendas Legendarias,25.00,1001,11.00,8154030103797
9.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/8718591182518_s.jpg,Adam's Venture: Origins,15.00,1001,6.00,8718591182518
11.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/013388917105_s.jpg,Dead Rising 2,18.00,1001,8.00,013388917105
9.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030930110093_s.jpg,Army of Two: Devils Cartel,15.00,827,6.00,5030930110093
0.30,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934047111_s.jpg,NBA Live 06,1.00,827,0.20,5030934047111
0.30,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934049771_s.jpg,Copa Mundial de la FIFA 2006,1.00,827,0.20,5030934049771
11.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030100994_s.jpg,Barbie: Salón De Belleza Para Mascotas,18.00,977,8.00,8154030100994
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030101748_s.jpg,Barbie: Dreamhouse Party,10.00,977,4.00,8154030101748
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030102196_s.jpg,How to Train Your Dragon 2,15.00,977,7.00,8154030102196
79.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/040232912214_s.jpg,Mirror's Edge Catalyst + Statue + Lithograph,125.00,1001,56.00,040232912214
50.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719861645_s.jpg,Uncharted 4: El Desenlace del Ladrón Edición Coleccionista Libertalia,80.00,1001,36.00,0711719861645
13.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/0813633016603_s.jpg,République,22.00,1001,9.00,0813633016603
0.10,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934057042_s.jpg,Tiger Woods PGA Tour 08,0.50,827,0.01,5030934057042
1.50,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030934061438_s.jpg,Battlefield: Bad Company,4.00,827,0.90,5030934061438
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030102578_s.jpg,Winx Club: Alfea Save,15.00,977,7.00,8154030102578
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030102967_s.jpg,Aviones Equipo De Rescate,8.00,977,3.00,8154030102967
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030103384_s.jpg,Penguins Of Madagascar,10.00,977,4.00,8154030103384
15.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215715604_s.jpg,Assassin's Creed IV: Black Flag Skull Ed,25.00,1001,11.00,3307215715604
15.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215719619_s.jpg,Watch Dogs Vigilante Edition With Cap & Mask,25.00,1001,11.00,3307215719619
22.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215719725_s.jpg,Watch Dogs DEDSEC Edition,35.00,1001,15.00,3307215719725
7.00,Xbox 360,/product_images/Juegos/Xbox 360 Juegos/5030940113176_s.jpg,Battlefield Hardline (2 Disc),12.00,827,5.00,5030940113176
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8427897005611_s.jpg,Hora de Aventuras El Secreto Del Reino Sin Nombre + Figura,12.00,977,5.00,8427897005611
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8716051051527_s.jpg,Jewel Quest Mysteries 3 (3),28.00,977,13.00,8716051051527
-1,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215780701_s.jpg,Child of Light (Deluxe Ed),22.00,1001,-1,3307215780701
24.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215811955_s.jpg,Far Cry 4 Kyrat Edition,38.00,1001,17.00,3307215811955
37.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215813218_s.jpg,Assassin's Creed Unity - Notre Dame Edition,60.00,1001,27.00,3307215813218
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8716051052210_s.jpg,Jewel Quest 4 - Heritage,22.00,977,10.00,8716051052210
1.90,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8716051054733_s.jpg,Mystery Case Files: Return to Ravenhearst,5.00,977,1.20,8716051054733
43.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215863183_s.jpg,"Division, The: Sleeper Agent Ed. (Watch+Armband+Artbook) No DLC",68.00,1001,30.00,3307215863183
41.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215892978_s.jpg,Assassin's Creed Syndicate - Charing Cross Ed. W/Statue,65.00,1001,29.00,3307215892978
7.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215938348_s.jpg,Just Sing,12.00,1001,5.00,3307215938348
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8716051054764_s.jpg,Hidden Expedition - Titanic,6.00,977,2.00,8716051054764
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8717418370060_s.jpg,Disney Princess: My Fairytale Adventure,15.00,977,7.00,8717418370060
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8717418377076_s.jpg,Epic Mickey: Power of Illusion,6.00,977,2.00,8717418377076
25.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3307215984314_s.jpg,Far Cry 4 + Far Cry Primal,40.00,1001,18.00,3307215984314
4.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3325120117702_s.jpg,Dino Dinis Kick Off Revival,12.00,1001,2.00,3325120117702
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8717418390655_s.jpg,Disney Infinity Starter Pack,15.00,977,3.00,8717418390655
32.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496471880_s.jpg,Bravely Second: End Layer Deluxe Collector's Ed. +Statue/Book/CD,50.00,977,24.00,045496471880
52.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496472NOST_s.jpg,Fire Emblem Fates L.E (Birthright+Conquest+Revelation) W/O Art/Steelbook,80.00,977,38.00,045496472
63.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891978781_s.jpg,Witcher 3: Wild Hunt Collector's Edition,100.00,1001,45.00,3391891978781
44.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891985307_s.jpg,Tales Of Zestiria Collectors Ed. (Four Chibi Figures + DVD + CD+ Artbook),70.00,1001,31.00,3391891985307
34.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891985413_s.jpg,Naruto Shippuden: Ultimate Ninja Storm 4 Collectors Ed.,55.00,1001,24.00,3391891985413
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496473167_s.jpg,Disney Art Academy,20.00,977,9.00,045496473167
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496473327_s.jpg,Mi Osito Y Yo,15.00,977,7.00,045496473327
35.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/0045496527297_s.jpg,Legend Of Zelda: Majora's Mask Edición Especial,55.00,977,26.00,0045496527297
13.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891985475_s.jpg,"Talos Principle, The",22.00,1001,9.00,3391891985475
60.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891986991_s.jpg,Dark Souls III: Collector's Ed (Statue+Patches+Artbook+Map+CD),95.00,1001,42.00,3391891986991
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/01097571530076_s.jpg,"Pitufos, Los",10.00,977,4.00,01097571530076
11.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277013098_s.jpg,Capitan America Supersoldado,18.00,977,8.00,5055277013098
9.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3499550330007_s.jpg,Rugby 15,15.00,1001,6.00,3499550330007
5.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3499550340808_s.jpg,Rugby World Cup 2015,15.00,1001,3.00,3499550340808
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893218763_s.jpg,LEGO Ninjago: La Sombra De Ronin,22.00,977,10.00,5051893218763
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060201653561_s.jpg,Hello Kitty And Sanrio Friends 3D Racing,6.00,977,2.00,5060201653561
17.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3499550348682_s.jpg,"Voz, The (No Mic)",28.00,1001,12.00,3499550348682
3.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3512899112872_s.jpg,Tour De France 2014,10.00,1001,2.00,3512899112872
12.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3512899114463_s.jpg,Farming Simulator 15,20.00,1001,9.00,3512899114463
6.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3512899114760_s.jpg,Tour De France 2015,18.00,1001,4.00,3512899114760
24.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3512899116368_s.jpg,Styx: Shards of Darkness,38.00,1001,17.00,3512899116368
37.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4012927100301_s.jpg,Metal Gear Solid V: The Phantom Pain Collectors Edition,60.00,1001,27.00,4012927100301
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893180268_s.jpg,LEGO Ninjago: Nindroids,12.00,977,5.00,5051893180268
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496528379_s.jpg,Sonic Boom Fire & Ice,20.00,977,9.00,045496528379
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496474362_s.jpg,Picross 3D: Round 2,22.00,977,10.00,045496474362
15.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628825058_s.jpg,Let's sing 2017 (Sin Microfonos),25.00,1001,11.00,4020628825058
37.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628832032_s.jpg,Homefront Revolution Goliath Edition W/Drone & Book,60.00,1001,27.00,4020628832032
5.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628843885_s.jpg,"Golf Club, The",15.00,1001,3.00,4020628843885
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030930101909_s.jpg,Sims 3 - Pets,6.00,977,2.00,5030930101909
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/3307215588703_s.jpg,Puppies World 3D,12.00,977,5.00,3307215588703
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917132636_s.jpg,Skylanders: Swap Force - Starter Pack,15.00,977,3.00,5030917132636
4.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628846190_s.jpg,Risen 3: Titan Lords,12.00,1001,2.00,4020628846190
4.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628852306_s.jpg,Now That's What I Call Sing (No Mic),12.00,1001,2.00,4020628852306
12.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628852375_s.jpg,Let's Sing 2016 + Microphones,20.00,1001,9.00,4020628852375
1.30,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4005209146845_s.jpg,SpongeBob SquigglePants,3.50,977,0.80,4005209146845
1.50,Nintendo 3DS,/product_images/Juegos/3DS Juegos/3391891966283_s.jpg,Ben 10 Omniverse,4.00,977,0.90,3391891966283
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496474058_s.jpg,Disney Magical World 2,28.00,977,13.00,045496474058
7.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628852399_s.jpg,Let's Sing 2016 (No Mic),12.00,1001,5.00,4020628852399
17.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4260252080526_s.jpg,Silence,28.00,1001,12.00,4260252080526
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060102954484_s.jpg,Shantae And The Pirates Curse,22.00,977,10.00,5060102954484
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/3391891963237_s.jpg,One Piece: Unlimited Cruise SP 2,12.00,977,5.00,3391891963237
-1,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917098000B_s.jpg,Skylanders: Spyros Adventure Unico Juego,15.00,977,-1,5030917098000
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4017244030225_s.jpg,Mahjong 3D,12.00,977,5.00,4017244030225
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917132216_s.jpg,Angry Birds: Star Wars,10.00,977,4.00,5030917132216
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030917148514_s.jpg,Teenage Mutant Ninja Turtles,8.00,977,3.00,5030917148514
16.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060112431524_s.jpg,Etrian Odyssey 2 Untold: The Fafnir Knight,25.00,977,12.00,5060112431524
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8154030104435_s.jpg,Monster High La Chica Nueva Del Insti,15.00,977,7.00,8154030104435
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277010257_s.jpg,Super Monkey Ball 3D,8.00,977,3.00,5055277010257
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5030934109864_s.jpg,FIFA 13,10.00,977,2.00,5030934109864
16.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060220222854_s.jpg,Etrian Odyssey IV,25.00,977,12.00,5060220222854
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/3307219952302_s.jpg,Cubic Ninja,28.00,977,13.00,3307219952302
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060112431173_s.jpg,Etrian Odyssey Untold: Millennium Girl,28.00,977,13.00,5060112431173
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/4510772106948_s.jpg,Senran Kagura Burst,20.00,977,9.00,4510772106948
0.30,Nintendo DS,/product_images/Juegos/DS Juegos/3307210257710_s.jpg,My Word Coach,1.00,834,0.10,3307210257710
1.50,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5060216311395_s.jpg,Chevrolet Camaro 3D,4.00,977,0.90,5060216311395
0.70,Nintendo DS,/product_images/Juegos/DS Juegos/3307210261243_s.jpg,Totally Spies! 3: Agentes Secretos,2.00,834,0.40,3307210261243
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/3307210324931_s.jpg,Real Futbol 2008,6.00,834,2.00,3307210324931
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496525866_s.jpg,Sonic Boom: El Cristal Roto,20.00,977,9.00,045496525866
0.50,Nintendo DS,/product_images/Juegos/DS Juegos/3307210449733_s.jpg,Imagina ser Gimnasta,1.50,834,0.30,3307210449733
0.70,Nintendo DS,/product_images/Juegos/DS Juegos/3307211310148_s.jpg,Imagina Ser Mama: Mira Como Aprenden,2.50,834,0.30,3307211310148
0.90,Nintendo DS,/product_images/Juegos/DS Juegos/3307211607170_s.jpg,Animalz: Una Familia de Monkeyz,2.50,834,0.60,3307211607170
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/3307211607866_s.jpg,Martin Mystery: Cazador de Monstruos,3.00,834,0.70,3307211607866
0.30,Nintendo DS,/product_images/Juegos/DS Juegos/3307211608757_s.jpg,Tim Power: Lucha Contra el Fuego,1.00,834,0.10,3307211608757
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/3307211669437_s.jpg,Girls Life Crea Tu Look,3.50,834,0.80,3307211669437
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/3307211694064_s.jpg,C.O.P : The Recruit,3.00,834,0.70,3307211694064
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/3307212317146_s.jpg,Combate De Gigantes: Insectos Mutantes,5.00,834,1.20,3307212317146
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/3307215772799_s.jpg,"Pitufos, Los (1+2)",8.00,834,3.00,3307215772799
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/3391891972918_s.jpg,Madagascar 3 & The Croods,6.00,834,2.00,3391891972918
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/3512289016520_s.jpg,Blood Bowl,5.00,834,1.20,3512289016520
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/3546430127094_s.jpg,Asterix Y Obelix XXL 2 Mission WiFix,6.00,834,2.00,3546430127094
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/3546430131480_s.jpg,Lucky Luke Go West,3.50,834,0.80,3546430131480
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/3546430135273_s.jpg,Namco Museum,15.00,834,6.00,3546430135273
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/3546430136553_s.jpg,Los Dalton - Lucky Luke,3.50,834,0.80,3546430136553
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/3760137144943_s.jpg,Cookie Shop,6.00,834,2.00,3760137144943
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/3760137145094_s.jpg,Hello Kitty Daily,3.00,834,0.70,3760137145094
0.60,Nintendo DS,/product_images/Juegos/DS Juegos/3760137147357_s.jpg,Brico Party,2.00,834,0.30,3760137147357
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/3770000633207_s.jpg,Aqua Panic!,5.00,834,2.00,3770000633207
2.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209067928_s.jpg,Los Increibles: La Amenaza del Socavador,6.00,834,1.40,4005209067928
2.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209073233_s.jpg,Scooby Doo Desenmascarado,4.00,834,1.80,4005209073233
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209078894_s.jpg,Age Of Empires The Age Of Kings,6.00,834,2.00,4005209078894
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209093255_s.jpg,Worms Open Warfare 2,6.00,834,2.00,4005209093255
2.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209101219_s.jpg,Warhammer 40k Squad Command,6.00,834,1.40,4005209101219
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209111188_s.jpg,Age of Empires Mythologies,10.00,834,4.00,4005209111188
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/4005209113410_s.jpg,Bratz: Girls Really Rock,3.50,834,0.80,4005209113410
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/4005209123945_s.jpg,World Of Zoo,5.00,834,1.20,4005209123945
0.90,Nintendo DS,/product_images/Juegos/DS Juegos/4012927084304_s.jpg,Beyblade Metal Masters Nightmare Rex,2.50,834,0.60,4012927084304
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/4017244018308_s.jpg,Mi Hotel Para Mascotas,3.50,834,0.80,4017244018308
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/4017244019688_s.jpg,Mi Primer Ajedrez,3.00,834,0.70,4017244019688
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/4017244020981_s.jpg,Top Model,6.00,834,2.00,4017244020981
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4020628503451_s.jpg,Juguemos a ser Profe,10.00,834,4.00,4020628503451
1.50,Nintendo DS,/product_images/Juegos/DS Juegos/4260125233035_s.jpg,Matchstick Puzzle,4.00,834,0.90,4260125233035
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/5017783027549_s.jpg,Jackass The Game,3.50,834,0.80,5017783027549
2.00,Nintendo DS,/product_images/Juegos/DS Juegos/5021290035430_s.jpg,Soul Bubbles,6.00,834,1.40,5021290035430
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/5024866330878_s.jpg,Micro Machines V4,5.00,834,1.20,5024866330878
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5026555044141_s.jpg,Vamos al circo: Amigo de los elefantes,6.00,834,2.00,5026555044141
2.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917050053_s.jpg,Barbie The Island Princess,4.00,834,1.80,5030917050053
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917050077_s.jpg,Barbie: La Princesa de los Animales,8.00,834,3.00,5030917050077
0.30,PC,/product_images/Juegos/PC Juegos/882224560542_s.jpg,Viva Pinata (SN),1.00,830,0.10,882224560542
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917052903_s.jpg,Monster Jam,10.00,834,4.00,5030917052903
0.01,PC,/product_images/Juegos/PC Juegos/9788439594789_s.jpg,Monstruos S.A. Pinball Bestial,0.10,830,0.01,9788439594789
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917058141_s.jpg,Spiderman: El Reino de las Sombras,5.00,834,2.00,5030917058141
0.40,PC,/product_images/Juegos/PC Juegos/8427897000982_s.jpg,House Of The Dead,1.50,830,0.20,8427897000982
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917058936_s.jpg,Kung Fu Panda Guerreros Legendarios,6.00,834,2.00,5030917058936
0.10,PC,/product_images/Juegos/PC Juegos/3307210249555_s.jpg,Ghost Recon Advanced Warfighter 2,0.50,830,0.01,3307210249555
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917059162_s.jpg,Barbie Horse: Escuela de Equitacion,6.00,834,2.00,5030917059162
0.10,PC,/product_images/Juegos/PC Juegos/8436016710848_s.jpg,Anna's Quest,0.50,830,0.01,8436016710848
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917060922_s.jpg,Marvel Ultimate Alliance 2,6.00,834,2.00,5030917060922
0.30,PC,/product_images/Juegos/PC Juegos/5032921012898_s.jpg,HItman nombre en clave 47,1.00,830,0.10,5032921012898
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/5030917062087_s.jpg,Monstruos Contra Alienigenas,5.00,834,1.20,5030917062087
2.00,PC,/product_images/Juegos/PC Juegos/8414185051795_s.jpg,Batalla por la Tierra Media  (SN) 1DVD,8.00,830,1.60,8414185051795
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/5030917062728_s.jpg,Guitar Hero On Tour: Decades + Adaptador,3.00,834,0.70,5030917062728
0.70,PC,/product_images/Juegos/PC Juegos/5026555051682_s.jpg,Midnight Club 2/II,2.50,830,0.30,5026555051682
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917081620_s.jpg,Como entrenar a tu dragon,8.00,834,3.00,5030917081620
0.30,PC,/product_images/Juegos/PC Juegos/8436010151661_s.jpg,Cossacks Anthology Edicion de Oro,1.00,830,0.10,8436010151661
1.50,Nintendo DS,/product_images/Juegos/DS Juegos/5030917082009_s.jpg,Shrek: Felices Para Siempre,4.00,834,0.90,5030917082009
7.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917086717_s.jpg,Spider-man Shattered Dimensions,12.00,834,5.00,5030917086717
2.00,PC,/product_images/Juegos/PC Juegos/8414185090312_s.jpg,La Fuga De Monkey Island,8.00,830,1.60,8414185090312
0.70,Nintendo DS,/product_images/Juegos/DS Juegos/5030917094293_s.jpg,Zhu Zhu Pets,2.50,834,0.30,5030917094293
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917094323_s.jpg,Monster Jam Path Of Destruction,6.00,834,2.00,5030917094323
0.60,PC,/product_images/Juegos/PC Juegos/4020636043031_s.jpg,Dragons Lair,2.00,830,0.30,4020636043031
1.50,Nintendo DS,/product_images/Juegos/DS Juegos/5030917094477_s.jpg,Kung Zhu,4.00,834,0.90,5030917094477
1.50,Nintendo DS,/product_images/Juegos/DS Juegos/5030917095597_s.jpg,Transformers 3 Deception,4.00,834,0.90,5030917095597
0.70,PC,/product_images/Juegos/PC Juegos/8414185050781_s.jpg,Sim City 4 (2 Disc),2.50,830,0.30,8414185050781
0.90,PC,/product_images/Juegos/PC Juegos/5030934080712_s.jpg,Mass Effect 2 (2 Discos) (SN),3.00,830,0.40,5030934080712
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030917096679_s.jpg,Call of Duty: Modern Warfare 3,10.00,834,4.00,5030917096679
0.30,PC,/product_images/Juegos/PC Juegos/8427897001255_s.jpg,Descubriendo a los Robinsons,1.00,830,0.10,8427897001255
0.10,PC,/product_images/Juegos/PC Juegos/8436037173479_s.jpg,Amerzone Series Episocios 1-2-3,0.50,830,0.01,8436037173479
0.10,PC,/product_images/Juegos/PC Juegos/3307210254801_s.jpg,Rayman Raving Rabbits,0.50,830,0.01,3307210254801
0.01,PC,/product_images/Juegos/PC Juegos/8431474000036_s.jpg,Disney Coleccion Bolsillo - Tigger,0.10,830,0.01,8431474000036
0.60,PC,/product_images/Juegos/PC Juegos/07210231284_s.jpg,Heroes Of Might & Magic V Hammer Of Fate,2.00,830,0.30,07210231284
12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3391891977883_s.jpg,Naruto Shippuden: Ultimate Ninja. Storm Revolution,20.00,821,9.00,3391891977883
0.10,PC,/product_images/Juegos/PC Juegos/8426412003507_s.jpg,"Gladiators, The",0.50,830,0.01,8426412003507
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934078047_s.jpg,Dragon Age: Origins,8.00,821,3.00,5030934078047
0.10,PC,/product_images/Juegos/PC Juegos/4012927071663_s.jpg,Pro Evolution Soccer 6,0.50,830,0.01,4012927071663
0.60,PC,/product_images/Juegos/PC Juegos/8718144471892_s.jpg,Into The Stars (P),2.00,830,0.30,8718144471892
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917086960_s.jpg,Spider-Man: Shattered Dimensions,15.00,821,6.00,5030917086960
2.00,PC,/product_images/Juegos/PC Juegos/3546430130100_s.jpg,Witcher,7.00,830,1.40,3546430130100
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934092630_s.jpg,Fight Night Champion,15.00,821,6.00,5030934092630
0.10,PC,/product_images/Juegos/PC Juegos/3307210254924_s.jpg,Silent Hunter 4 (SN),0.50,830,0.01,3307210254924
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/4020628502119_s.jpg,Sacred 2,8.00,821,3.00,4020628502119
3.00,PC,/product_images/Juegos/PC Juegos/5026555038461_s.jpg,Stronghold 2,10.00,830,2.00,5026555038461
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3700577000706_s.jpg,Majin And the Forsaken Kingdom,12.00,821,5.00,3700577000706
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055277004928_s.jpg,Resonance of Fate,10.00,821,4.00,5055277004928
1.00,PC,/product_images/Juegos/PC Juegos/3512289017589_s.jpg,Cities XL 2011,3.50,830,0.50,3512289017589
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5060121826106_s.jpg,Star Ocean: The Last Hope,15.00,821,6.00,5060121826106
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719939351_s.jpg,Buzz! El Multiconcurso (Solo Juego),12.00,821,5.00,711719939351
0.60,PC,/product_images/Juegos/PC Juegos/8436010153047_s.jpg,Hollywood Monsters 2,2.00,830,0.30,8436010153047
0.30,PC,/product_images/Juegos/PC Juegos/8436010151500_s.jpg,Toca Race Driver 2,1.00,830,0.10,8436010151500
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5021290034785_s.jpg,Conflict: Denied Ops.,8.00,821,3.00,5021290034785
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5051893128215_s.jpg,Batman: Arkham City GOTY,15.00,821,6.00,5051893128215
0.40,PC,/product_images/Juegos/PC Juegos/8436010153269_s.jpg,Sparta Anthology Oro Premium,1.50,830,0.20,8436010153269
0.40,PC,/product_images/Juegos/PC Juegos/8436010152026_s.jpg,American Conquest Anthology,1.50,830,0.20,8436010152026
1.10,PlayStation 3,/product_images/Juegos/PS3 Juegos/5021290046337_s.jpg,Dungeon Siege 3,3.00,821,0.70,5021290046337
2.00,PC,/product_images/Juegos/PC Juegos/5026555036337_s.jpg,Grand Theft Auto Vice City,6.00,830,1.20,5026555036337
