precio_intercambio,categoria_str,img_caratula,titulo,precio_venta,categoria_id,precio_compra,sku
17.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/5051893170139_s.jpg,Dying Light,28.00,1001,12.00,5051893170139
24.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,Rise of the Tomb Raider,38.00,1001,17.00,5021290074811
20.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/3391891980685_s.jpg,Dragon Ball: Xenoverse,32.00,1001,14.00,3391891980685
11.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719284697_s.jpg,"Order 1886, The",18.00,1001,8.00,0711719284697
15.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719800415_s.jpg,Bloodborne,25.00,1001,11.00,0711719800415
13.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/0711719278870_s.jpg,InFamous Second Son,22.00,1001,9.00,0711719278870
18.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,"Tierra-Media, La: Sombras De Mordor",30.00,1001,13.00,5051893165128
7.00,PlayStation 4,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,Homefront: The Revolution,12.00,1001,5.00,4020628868550
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496525507_s.jpg,Tomodachi Life,28.00,977,13.00,045496525507
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496529703_s.jpg,Pokemon Mundo Megamisterioso,28.00,977,13.00,045496529703
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524531_s.jpg,Legend of Zelda: A Link Between Worlds,20.00,977,9.00,045496524531
19.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/0045496473242_s.jpg,Monster Hunter Generations,30.00,977,14.00,0045496473242
22.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527297_s.jpg,Legend of Zelda Majora's Mask,35.00,977,16.00,045496527297
16.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496528164_s.jpg,Animal Crossing: Happy Home Designer,25.00,977,12.00,045496528164
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524661_s.jpg,Mario Party: Island Tour,20.00,977,9.00,045496524661
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496522629_s.jpg,Profesor Layton: Máscara de los prodigio,20.00,977,9.00,045496522629
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496473617_s.jpg,Dragon Quest VII: Fragmentos De Un Mundo Olvidado,22.00,977,10.00,045496473617
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523923_s.jpg,Mario & Luigi: Dream Team,15.00,977,7.00,045496523923
16.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523626_s.jpg,Donkey Kong Country Returns,25.00,977,12.00,045496523626
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527730_s.jpg,Xenoblade Chronicles 3D,28.00,977,13.00,045496527730
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496520502_s.jpg,Super Street Fighter 3D,10.00,977,4.00,045496520502
20.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523343_s.jpg,Luigi's Mansion 2,32.00,977,15.00,045496523343
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527587_s.jpg,Inazuma Eleven Go Chrono Stone: Trueno,22.00,977,10.00,045496527587
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496472108_s.jpg,Hyrule Warriors Legends,28.00,977,13.00,045496472108
27.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/8427897005932_s.jpg,Dragon Ball Fusions,40.00,977,22.00,8427897005932
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523732_s.jpg,Lego City Undercover: Chase Begins,15.00,977,7.00,045496523732
22.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496474515_s.jpg,Dragon Quest VIII: El Periplo Del Rey Maldito,35.00,977,16.00,045496474515
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523510_s.jpg,Pokemon Mundo Misterioso Portales Al Inf,22.00,977,10.00,045496523510
24.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496523435_s.jpg,Fire Emblem Awakening,38.00,977,18.00,045496523435
11.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496521585_s.jpg,Resident Evil: Revelations,18.00,977,8.00,045496521585
5.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527907_s.jpg,Code Name: S.T.E.A.M.,8.00,977,3.00,045496527907
18.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,Kirby Triple Deluxe,28.00,977,13.00,0045496525453
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,Paper Mario: Sticker Star,20.00,977,9.00,045496522872
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496525699_s.jpg,Inazuma Eleven Go: Shadow,15.00,977,7.00,045496525699
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,Kingdom Hearts 3D: Dream Drop Distance,22.00,977,10.00,5021290053519
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496525996_s.jpg,Fantasy Life,20.00,977,9.00,045496525996
22.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524692_s.jpg,Professor Layton Y El Legado De Los Asha,35.00,977,16.00,045496524692
16.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496471972_s.jpg,Bravely Second: End Layer,25.00,977,12.00,045496471972
6.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524135_s.jpg,Inazuma Eleven 3: Rayo Celeste,10.00,977,4.00,045496524135
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5055277014354_s.jpg,Sonic Generations,12.00,977,5.00,5055277014354
14.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496527518_s.jpg,Inazuma Eleven Go Chrono Stones: Llamarada,22.00,977,10.00,045496527518
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496521981_s.jpg,Mario Tennis Open,15.00,977,7.00,045496521981
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496521882_s.jpg,Kid Icarus: Uprising,15.00,977,7.00,045496521882
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496528485_s.jpg,Legend of Zelda: Tri Force Heroes,20.00,977,9.00,045496528485
19.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524821_s.jpg,Bravely Default,30.00,977,14.00,045496524821
11.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/5051893229363_s.jpg,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7),18.00,977,8.00,5051893229363
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,New Style Boutique,15.00,977,7.00,045496522780
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496520069_s.jpg,Nintendogs + Gatos: Golden Retriever,12.00,977,5.00,045496520069
13.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/3391891984874_s.jpg,Dragon Ball Z: Extreme Butoden,20.00,977,9.00,3391891984874
23.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,Fire Emblem Fates - Conquest,35.00,977,19.00,045496472436
3.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,Resident Evil: The Mercenaries,10.00,977,2.00,045496520946
9.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496525620_s.jpg,Inazuma Eleven Go: Light,15.00,977,7.00,045496525620
7.00,Nintendo 3DS,/product_images/Juegos/3DS Juegos/045496524067_s.jpg,Inazuma Eleven 3: Fuego Explosivo,12.00,977,5.00,045496524067
12.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496462031_s.jpg,Super Mario 64 DS,20.00,834,9.00,045496462031
7.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496465896_s.jpg,Mario Party DS,12.00,834,5.00,045496465896
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496471644_s.jpg,Inazuma Eleven 2: Tormenta De Fuego,8.00,834,3.00,045496471644
11.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496470555_s.jpg,"Profesor Layton y El Futuro Perdido, El",18.00,834,8.00,045496470555
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496464103_s.jpg,Pokemon Ranger,8.00,834,3.00,045496464103
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496471729_s.jpg,Inazuma Eleven 2 : Ventisca Eterna,8.00,834,3.00,045496471729
13.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496465537_s.jpg,Pokemon Edicion Blanca 2,22.00,834,9.00,045496465537
13.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496462857_s.jpg,Pokemon Edicion Negra 2,22.00,834,9.00,045496462857
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/5051893074680_s.jpg,LEGO Harry Potter (Anos 5-7),15.00,834,6.00,5051893074680
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209149921_s.jpg,Monster High,8.00,834,3.00,4005209149921
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/045496470647_s.jpg,Inazuma Eleven,5.00,834,1.20,045496470647
18.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496469641B_s.jpg,Pokemon Oro HeartGold Sin Pokewalker,30.00,834,13.00,045496469641
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/5060138433519_s.jpg,Mario & Sonic en los Juegos Olimpicos,15.00,834,6.00,5060138433519
20.00,Nintendo DS,/product_images/Juegos/DS Juegos/04549646PSSN_s.jpg,Pokemon Plata SoulSilver Sin Pokewalker,32.00,834,14.00,04549646
13.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496468644_s.jpg,Pokemon Platino,22.00,834,9.00,045496468644
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496471453_s.jpg,Dragon Quest Monsters: Joker 2,15.00,834,6.00,045496471453
0.90,Nintendo DS,/product_images/Juegos/DS Juegos/045496464721_s.jpg,Mas Brain Training,2.50,834,0.60,045496464721
11.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496471552_s.jpg,Profesor Layton - Llamada Del Espectro,18.00,834,8.00,045496471552
7.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496464257_s.jpg,Hotel Dusk: Room 215,12.00,834,5.00,045496464257
1.30,Nintendo DS,/product_images/Juegos/DS Juegos/045496462246_s.jpg,NintenDogs Labrador & Friends,3.50,834,0.80,045496462246
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496467722_s.jpg,Pokemon Ranger: Sombras de Almia,10.00,834,4.00,045496467722
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496468910_s.jpg,Profesor Layton y la Caja de Pandora,15.00,834,6.00,045496468910
11.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496467944_s.jpg,Profesor Layton y la Villa Misteriosa,18.00,834,8.00,045496467944
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/5051893116762_s.jpg,Lego Batman 2: Dc Superheroes,15.00,834,6.00,5051893116762
7.00,Nintendo DS,/product_images/Juegos/DS Juegos/5060121820722_s.jpg,Final Fantasy III,12.00,834,5.00,5060121820722
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030934057059_s.jpg,My Sims,8.00,834,3.00,5030934057059
11.00,Nintendo DS,/product_images/Juegos/DS Juegos/5055277000982_s.jpg,Mario & Sonic en los JJ.OO. de Invierno,18.00,834,8.00,5055277000982
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496462932_s.jpg,Super Princess Peach,15.00,834,6.00,045496462932
13.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496470067_s.jpg,"Dragon Quest IX, Sentinels Of The Starry",22.00,834,9.00,045496470067
1.10,Nintendo DS,/product_images/Juegos/DS Juegos/045496470210_s.jpg,Art Academy,3.00,834,0.70,045496470210
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209083119_s.jpg,Guilty Gear: Dust Strikers,8.00,834,3.00,4005209083119
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/5051893143461_s.jpg,Lego Marvel Superheroes,15.00,834,6.00,5051893143461
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496462239_s.jpg,NintenDogs Dachshund & Friends,6.00,834,2.00,045496462239
0.90,Nintendo DS,/product_images/Juegos/DS Juegos/045496463052_s.jpg,Big Brain Academy,3.00,834,0.40,045496463052
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496464592_s.jpg,Elite Beat Agents,10.00,834,4.00,045496464592
6.00,Nintendo DS,/product_images/Juegos/DS Juegos/4005209145404_s.jpg,"Pinguinos de Madagascar, Regreso del Dr.",10.00,834,4.00,4005209145404
7.00,Nintendo DS,/product_images/Juegos/DS Juegos/5055277008759_s.jpg,Sonic Colours,12.00,834,5.00,5055277008759
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/8154030100291_s.jpg,Monster High Skultimate Roller Maze,5.00,834,2.00,8154030100291
9.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496463267_s.jpg,Yoshi's Island DS,15.00,834,6.00,045496463267
5.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496462796_s.jpg,Metroid Prime Hunters,8.00,834,3.00,045496462796
18.00,Nintendo DS,/product_images/Juegos/DS Juegos/045496469467_s.jpg,Legend Of Zelda Spirit Tracks,30.00,834,13.00,045496469467
0.40,Nintendo DS,/product_images/Juegos/DS Juegos/045496467258_s.jpg,Cocina Conmigo,1.50,834,0.20,045496467258
3.00,Nintendo DS,/product_images/Juegos/DS Juegos/5030934059404_s.jpg,Los Simpson - El Videojuego,5.00,834,2.00,5030934059404
1.90,Nintendo DS,/product_images/Juegos/DS Juegos/045496462963_s.jpg,Nintendogs Dalmatian & Friends,5.00,834,1.20,045496462963
0.01,PC,/product_images/Juegos/PC Juegos/8436010150398_s.jpg,"Runaway, A Road To Adventure",0.25,830,0.01,8436010150398
0.01,PC,/product_images/Juegos/PC Juegos/8436010151029_s.jpg,Panzers Phase One (SN) 1cd,0.10,830,0.01,8436010151029
0.60,PC,/product_images/Juegos/PC Juegos/8436010150572_s.jpg,Imperium II,2.00,830,0.30,8436010150572
0.30,PC,/product_images/Juegos/PC Juegos/3307210165053_s.jpg,Rayman 3 Hoodlum Havoc ( 3 Disc ),1.00,830,0.10,3307210165053
0.40,PC,/product_images/Juegos/PC Juegos/8436010150275_s.jpg,Imperium,1.50,830,0.20,8436010150275
0.60,PC,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,Los Sims 2 Universitarios Expansion (SN) 3C,2.00,830,0.30,8414185051856
0.40,PC,/product_images/Juegos/PC Juegos/8414185032626_s.jpg,Los Sims 2 Todo Glamour Accesorios,1.50,830,0.20,8414185032626
0.20,PC,/product_images/Juegos/PC Juegos/5017783555493_s.jpg,Crazy Taxi,0.75,830,0.10,5017783555493
0.70,PC,/product_images/Juegos/PC Juegos/8426412003255_s.jpg,Blade: Edge Of Darkness,2.50,830,0.30,8426412003255
0.20,PC,/product_images/Juegos/PC Juegos/8436010150909_s.jpg,Pro Race Driver,0.75,830,0.10,8436010150909
2.00,PC,/product_images/Juegos/PC Juegos/8414185034552_s.jpg,"Sims 2 Megaluxe, Los 2 Discs",8.00,830,1.60,8414185034552
0.10,PC,/product_images/Juegos/PC Juegos/3348542211667_s.jpg,World in Conflict,0.50,830,0.01,3348542211667
1.80,PC,/product_images/Juegos/PC Juegos/3307210243874_s.jpg,Age of Mythology Gold Edition,5.00,830,1.00,3307210243874
0.10,PC,/product_images/Juegos/PC Juegos/3307210220134_s.jpg,Splinter Cell Chaos Theory,0.50,830,0.01,3307210220134
0.20,PC,/product_images/Juegos/PC Juegos/843601015054100001_s.jpg,Colin McRae Rally 2,0.75,830,0.10,843601015054100001
0.10,PC,/product_images/Juegos/PC Juegos/3307211664050_s.jpg,Word in conflict - Complete Edition,0.50,830,0.01,3307211664050
0.40,PC,/product_images/Juegos/PC Juegos/3307210198907_s.jpg,Ghost Recon Advanced Warfighter *,1.50,830,0.20,3307210198907
0.01,PC,/product_images/Juegos/PC Juegos/8414185050408_s.jpg,Los Sims Primera Cita (SN) 1cd,0.25,830,0.01,8414185050408
0.20,PC,/product_images/Juegos/PC Juegos/8436010150541_s.jpg,PATRICIAN II,0.75,830,0.10,8436010150541
0.60,PC,/product_images/Juegos/PC Juegos/8414606866977_s.jpg,Stasis,2.00,830,0.30,8414606866977
0.40,PC,/product_images/Juegos/PC Juegos/8414185050422_s.jpg,Battlefield 1942,1.50,830,0.20,8414185050422
0.10,PC,/product_images/Juegos/PC Juegos/8431474001200_s.jpg,Classic Games Collection,0.50,830,0.01,8431474001200
1.50,PC,/product_images/Juegos/PC Juegos/740781770142_s.jpg,Divinity: Original Sin (P),5.00,830,0.70,740781770142
0.70,PC,/product_images/Juegos/PC Juegos/8414185033647_s.jpg,Los Sims 2: Bon Voyage (SN),2.00,830,0.40,8414185033647
0.20,PC,/product_images/Juegos/PC Juegos/8436010150527_s.jpg,Torrente El Juego,0.75,830,0.10,8436010150527
1.80,PC,/product_images/Juegos/PC Juegos/3307210263575_s.jpg,Assassin's Creed,5.00,830,1.00,3307210263575
0.10,PC,/product_images/Juegos/PC Juegos/3307210133694_s.jpg,Prince Of Persia Las Arenas Del Tiempo,0.50,830,0.01,3307210133694
1.80,PC,/product_images/Juegos/PC Juegos/8414185034576_s.jpg,Los Sims 2 Comparten piso,5.00,830,1.00,8414185034576
1.20,PC,/product_images/Juegos/PC Juegos/8414185033265_s.jpg,Los Sims 2 y las Cuatro Estaciones Exp.,4.00,830,0.60,8414185033265
5.00,PC,/product_images/Juegos/PC Juegos/3307210245281_s.jpg,Age of Empires Collectors Edition,15.00,830,3.00,3307210245281
0.30,PC,/product_images/Juegos/PC Juegos/8414185032619_s.jpg,Los Sims 2 Decora Tu Familia Accesorios,1.00,830,0.10,8414185032619
0.90,PC,/product_images/Juegos/PC Juegos/5032921017947_s.jpg,Tomb Raider El Angel De La Oscuridad,3.00,830,0.40,5032921017947
0.01,PC,/product_images/Juegos/PC Juegos/8436010150220F_s.jpg,Fritz 5,0.10,830,0.01,8436010150220
0.20,PC,/product_images/Juegos/PC Juegos/8436010152767_s.jpg,Death To Spies,0.75,830,0.10,8436010152767
0.30,PC,/product_images/Juegos/PC Juegos/8436010151746_s.jpg,La Batalla de las Termopilas,1.00,830,0.10,8436010151746
0.10,PC,/product_images/Juegos/PC Juegos/8436010150817_s.jpg,Port Royale 2 Imperio y Piratas,0.50,830,0.01,8436010150817
1.00,PC,/product_images/Juegos/PC Juegos/3307210251541_s.jpg,Heroes of Might & Magic Coleccion,3.00,830,0.60,3307210251541
0.30,PC,/product_images/Juegos/PC Juegos/8436010152187_s.jpg,Emergency 4,1.00,830,0.10,8436010152187
0.60,PC,/product_images/Juegos/PC Juegos/8414185033906_s.jpg,Los Sims 2 Jovenes Urbanos Accesorios,2.00,830,0.30,8414185033906
0.30,PC,/product_images/Juegos/PC Juegos/3307210264787_s.jpg,The Settlers Construye Tu Imperio,1.00,830,0.10,3307210264787
0.10,PC,/product_images/Juegos/PC Juegos/5060193302485_s.jpg,Order of batlle Pacific (P),0.50,830,0.01,5060193302485
0.10,PC,/product_images/Juegos/PC Juegos/8436010150299_s.jpg,Real War. Estrategia En Tiempo Real,0.50,830,0.01,8436010150299
0.40,PC,/product_images/Juegos/PC Juegos/8414185034255_s.jpg,Los Sims 2 Cocina y Banyo Accesorios (SN),1.50,830,0.20,8414185034255
0.10,PC,/product_images/Juegos/PC Juegos/8414185051399_s.jpg,Los Sims Magia Potagia (SN) (2 CDS) Expans,0.50,830,0.01,8414185051399
0.30,PC,/product_images/Juegos/PC Juegos/8414185050163_s.jpg,Los Sims House Party (SN) 1cd,1.00,830,0.10,8414185050163
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,Far Cry 4,15.00,821,6.00,3307215793299
0.01,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934109680_s.jpg,FIFA 13,0.25,821,0.01,5030934109680
7.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215704974_s.jpg,Assassin's Creed 4: Black Flag,12.00,821,5.00,3307215704974
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215633243_s.jpg,Far Cry 3,8.00,821,3.00,3307215633243
3.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,Battlefield 3,5.00,821,2.00,5030934102902
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719123996_s.jpg,Uncharted 3: Traicion de Drake,10.00,821,4.00,711719123996
13.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/0711719274551_s.jpg,Last Of Us,22.00,821,9.00,0711719274551
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719158264_s.jpg,God of War III (3),10.00,821,4.00,711719158264
15.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030917162459_s.jpg,Call Of Duty: Black Ops III,25.00,821,11.00,5030917162459
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,Battlefield 4,10.00,821,4.00,5030930111137
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719467359_s.jpg,Uncharted: El Tesoro de Drake,10.00,821,4.00,711719467359
9.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719250173_s.jpg,Gran Turismo 6,15.00,821,6.00,711719250173
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5055060925751_s.jpg,Resident Evil 5,8.00,821,3.00,5055060925751
0.01,PlayStation 3,/product_images/Juegos/PS3 Juegos/5030934104043_s.jpg,FIFA 12,0.25,821,0.01,5030934104043
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/093155141292_s.jpg,Elder Scrolls V: Skyrim,10.00,821,4.00,093155141292
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555402057_s.jpg,Red Dead Redemption,10.00,821,4.00,5026555402057
0.01,PlayStation 3,/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,Pro Evolution Soccer (PES) 2012,0.25,821,0.01,4012927053393
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215644867_s.jpg,Assassin's Creed III (3),8.00,821,3.00,3307215644867
12.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5021290056114_s.jpg,Kingdom Hearts: HD 1.5 ReMix,20.00,821,9.00,5021290056114
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307217927104_s.jpg,Assassins Creed: Hermandad,8.00,821,3.00,3307217927104
6.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/711719128359_s.jpg,Uncharted 2 El Reino de los Ladrones,10.00,821,4.00,711719128359
4.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307215590058_s.jpg,Assassin's Creed: Revelations,7.00,821,3.00,3307215590058
5.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/3307211666535_s.jpg,Assassin's Creed II,8.00,821,3.00,3307211666535
11.00,PlayStation 3,/product_images/Juegos/PS3 Juegos/5026555407410_s.jpg,Red Dead Redemption GOTY,18.00,821,8.00,5026555407410
