sku,categoria_str,categoria_id,titulo,precio_intercambio,precio_compra,img_caratula,precio_venta
045496525767,Nintendo 3DS,977,Pokemon: Art Academy,11.00,8.00,/product_images/Juegos/3DS Juegos/045496525767_s.jpg,18.00
045496526115,Nintendo 3DS,977,Aprende Inglés - Volumen 2,1.50,0.90,/product_images/Juegos/3DS Juegos/045496526115_s.jpg,4.00
045496526184,Nintendo 3DS,977,Aprende Inglés - Volumen 3,1.50,0.90,/product_images/Juegos/3DS Juegos/045496526184_s.jpg,4.00
045496526986,Nintendo 3DS,977,Nintendo Pocket Football Club,7.00,5.00,/product_images/Juegos/3DS Juegos/045496526986_s.jpg,12.00
045496527150,Nintendo 3DS,977,Mario And Donkey Kong / Mario vs Donkey Kong (P),7.00,5.00,/product_images/Juegos/3DS Juegos/045496527150_s.jpg,12.00
045496527440,Nintendo 3DS,977,Gardening Mama: Forest Friends,4.00,3.00,/product_images/Juegos/3DS Juegos/045496527440_s.jpg,7.00
5030934058759,Nintendo DS,834,Los Sims 2 Naufragos,4.00,3.00,/product_images/Juegos/DS Juegos/5030934058759_s.jpg,7.00
5030935075205,Nintendo DS,834,My Sims Agents,3.00,2.00,/product_images/Juegos/DS Juegos/5030935075205_s.jpg,6.00
3700577000430,Nintendo DS,834,Dragon Ball Origins 2,18.00,13.00,/product_images/Juegos/DS Juegos/3700577000430_s.jpg,30.00
045496464387,Nintendo DS,834,Meteos Disney Magic,0.60,0.30,/product_images/Juegos/DS Juegos/045496464387_s.jpg,2.00
045496469399,Nintendo DS,834,Phineas Y Ferb Nuevas Atracciones,3.00,2.00,/product_images/Juegos/DS Juegos/045496469399_s.jpg,5.00
4005209093255,Nintendo DS,834,Worms Open Warfare 2,3.00,2.00,/product_images/Juegos/DS Juegos/4005209093255_s.jpg,5.00
5030917109768,Nintendo DS,834,Ice Age Continental Drift,3.00,2.00,/product_images/Juegos/DS Juegos/5030917109768_s.jpg,6.00
3307210227522,Nintendo DS,834,Horsez: The Petz,0.70,0.40,/product_images/Juegos/DS Juegos/3307210227522_s.jpg,2.00
4012927081808,Nintendo DS,834,Pro Evolution Soccer 6,0.90,0.60,/product_images/Juegos/DS Juegos/4012927081808_s.jpg,2.50
5030934068512,Nintendo DS,834,Littlest Pet Shop: Invierno,3.00,2.00,/product_images/Juegos/DS Juegos/5030934068512_s.jpg,6.00
5026555042949,Nintendo DS,834,Carnival: Juegos de Feria,1.30,0.80,/product_images/Juegos/DS Juegos/5026555042949_s.jpg,3.50
4005209140249,Nintendo DS,834,Pictionary,1.90,1.20,/product_images/Juegos/DS Juegos/4005209140249_s.jpg,5.00
5030934067522,Nintendo DS,834,Need For Speed: Undercover,1.30,0.80,/product_images/Juegos/DS Juegos/5030934067522_s.jpg,3.50
3307210222428,Nintendo DS,834,Star Wars Lethal Alliance,3.00,2.00,/product_images/Juegos/DS Juegos/3307210222428_s.jpg,5.00
045496462086,Nintendo DS,834,Project Rub DS,0.40,0.20,/product_images/Juegos/DS Juegos/045496462086_s.jpg,1.50
4005209078894,Nintendo DS,834,Age Of Empires The Age Of Kings,5.00,3.00,/product_images/Juegos/DS Juegos/4005209078894_s.jpg,8.00
5021290036895,Nintendo DS,834,Tomb Raider: Underworld,1.50,0.90,/product_images/Juegos/DS Juegos/5021290036895_s.jpg,4.00
3760137145032,Nintendo DS,834,Moto Racer DS,3.00,2.00,/product_images/Juegos/DS Juegos/3760137145032_s.jpg,5.00
5051603222844,Nintendo DS,834,Lego Batman,9.00,6.00,/product_images/Juegos/DS Juegos/5051603222844_s.jpg,15.00
3307210414809,Nintendo DS,834,Personal Yoga Training,0.90,0.60,/product_images/Juegos/DS Juegos/3307210414809_s.jpg,2.50
5030917028151,Nintendo DS,834,Madagascar,3.00,2.00,/product_images/Juegos/DS Juegos/5030917028151_s.jpg,5.00
5026555045261,Nintendo DS,834,Gran Aventura del Cumpleanos de Dora,3.00,2.00,/product_images/Juegos/DS Juegos/5026555045261_s.jpg,5.00
4005209112192,Nintendo DS,834,Lock's Quest,1.50,0.90,/product_images/Juegos/DS Juegos/4005209112192_s.jpg,4.00
5060121822030,Nintendo DS,834,Heroes of Mana,7.00,5.00,/product_images/Juegos/DS Juegos/5060121822030_s.jpg,12.00
5030917043994,Nintendo DS,834,Shrek Tercero,1.90,1.20,/product_images/Juegos/DS Juegos/5030917043994_s.jpg,5.00
3307210327598,Nintendo DS,834,Rayman Raving Rabbids 2,3.00,2.00,/product_images/Juegos/DS Juegos/3307210327598_s.jpg,5.00
045496462048,Nintendo DS,834,Wario Ware Touched DS,3.00,2.00,/product_images/Juegos/DS Juegos/045496462048_s.jpg,5.00
045496467838,Nintendo DS,834,Fire Emblem: Shadow Dragon,22.00,15.00,/product_images/Juegos/DS Juegos/045496467838_s.jpg,35.00
045496462932,Nintendo DS,834,Super Princess Peach,6.00,4.00,/product_images/Juegos/DS Juegos/045496462932_s.jpg,10.00
045496463571,Nintendo DS,834,Phoenix Wright: Ace Attorney,18.00,13.00,/product_images/Juegos/DS Juegos/045496463571_s.jpg,30.00
5030934068529,Nintendo DS,834,Littlest Pet Shop: Jungla,1.30,0.80,/product_images/Juegos/DS Juegos/5030934068529_s.jpg,3.50
3307212805575,Nintendo DS,834,Prince of Persia : Las Arenas Olvidadas,1.50,0.90,/product_images/Juegos/DS Juegos/3307212805575_s.jpg,4.00
3348542206182,Nintendo DS,834,Crash Boom Bang,1.70,1.00,/product_images/Juegos/DS Juegos/3348542206182_s.jpg,4.50
3307211673700,Nintendo DS,834,Combate de Gigantes: Dragones,1.50,0.90,/product_images/Juegos/DS Juegos/3307211673700_s.jpg,4.00
5051893130096,Nintendo DS,834,Lego Senor De Los Anillos,5.00,3.00,/product_images/Juegos/DS Juegos/5051893130096_s.jpg,8.00
3307210250902,Nintendo DS,834,Teenage Mutant Ninja Turtles,4.00,3.00,/product_images/Juegos/DS Juegos/3307210250902_s.jpg,7.00
4005209139045,Nintendo DS,834,Drawn To Life: Bob Esponja,2.00,1.80,/product_images/Juegos/DS Juegos/4005209139045_s.jpg,4.00
3307210327956,Nintendo DS,834,Mi Experto en Frances,0.70,0.40,/product_images/Juegos/DS Juegos/3307210327956_s.jpg,2.00
5030934052047,Nintendo DS,834,Need For Speed: Carbono,1.50,0.90,/product_images/Juegos/DS Juegos/5030934052047_s.jpg,4.00
5030917044663,Nintendo DS,834,Transformers Autobots,1.10,0.70,/product_images/Juegos/DS Juegos/5030917044663_s.jpg,3.00
4005209120081,Nintendo DS,834,Disney Pixar Up,1.70,1.00,/product_images/Juegos/DS Juegos/4005209120081_s.jpg,4.50
5030936058955,Nintendo DS,834,Boogie,0.70,0.40,/product_images/Juegos/DS Juegos/5030936058955_s.jpg,2.00
5030917062728,Nintendo DS,834,Guitar Hero On Tour: Decades + Adaptador,0.90,0.60,/product_images/Juegos/DS Juegos/5030917062728_s.jpg,2.50
023272006129,Nintendo DS,834,Lego Indiana Jones: La Trilogia Original,7.00,5.00,/product_images/Juegos/DS Juegos/023272006129_s.jpg,12.00
4005209123945,Nintendo DS,834,World Of Zoo,2.00,1.40,/product_images/Juegos/DS Juegos/4005209123945_s.jpg,6.00
5026555045056,Nintendo DS,834,Dora La Exploradora: Puppy,5.00,3.00,/product_images/Juegos/DS Juegos/5026555045056_s.jpg,8.00
3307210190888,Nintendo DS,834,Asphalt Urban Gt DS,3.00,2.00,/product_images/Juegos/DS Juegos/3307210190888_s.jpg,5.00
3307211678859,Nintendo DS,834,Avatar: El Videojuego,1.30,0.80,/product_images/Juegos/DS Juegos/3307211678859_s.jpg,3.50
045496463335,Nintendo DS,834,American Dragon Jake Long,1.10,0.70,/product_images/Juegos/DS Juegos/045496463335_s.jpg,3.00
5051893027747,Nintendo DS,834,Las Aventuras De Aragorn,6.00,4.00,/product_images/Juegos/DS Juegos/5051893027747_s.jpg,10.00
5055277001385,Nintendo DS,834,Bleach: The 3rd Phantom,5.00,3.00,/product_images/Juegos/DS Juegos/5055277001385_s.jpg,8.00
5060121822429,Nintendo DS,834,Dragon Quest Monsters: Joker,6.00,4.00,/product_images/Juegos/DS Juegos/5060121822429_s.jpg,10.00
5060138432017,Nintendo DS,834,Sonic Rush Adventure,6.00,4.00,/product_images/Juegos/DS Juegos/5060138432017_s.jpg,10.00
5060138441958,Nintendo DS,834,Bleach Dark Souls,3.00,2.00,/product_images/Juegos/DS Juegos/5060138441958_s.jpg,5.00
5060189090099,Nintendo DS,834,Happy Party With Hello Kity & Friends,2.00,1.40,/product_images/Juegos/DS Juegos/5060189090099_s.jpg,6.00
8023171011332,Nintendo DS,834,Shin Chan Flipa en Colores,1.90,1.20,/product_images/Juegos/DS Juegos/8023171011332_s.jpg,5.00
3307211622920,PC,830,Lost (Perdidos) El Videgojuego,0.01,0.01,/product_images/Juegos/PC Juegos/3307211622920_s.jpg,0.25
5021290037816,PC,830,Championship Manager Tu entrenador 2010,0.10,0.01,/product_images/Juegos/PC Juegos/5021290037816_s.jpg,0.50
8414185051771,PC,830,Need For Speed: Underground 2 (SN) 2 CD,0.60,0.30,/product_images/defimg1_s.jpg,2.00
4012927058800,PlayStation 3,821,Pro Evolution Soccer 2017,30.00,25.00,/product_images/Juegos/PS3 Juegos/4012927058800_s.jpg,45.00
5032921022972,PC,830,Commandos Strike Force,0.40,0.20,/product_images/Juegos/PC Juegos/5032921022972_s.jpg,1.50
8426412003798,PC,830,Delta Force Black Hawk Down,0.30,0.10,/product_images/defimg5_s.jpg,1.00
093155140394,PlayStation 3,821,Hunted: The Demons Forge,2.00,1.40,/product_images/Juegos/PS3 Juegos/093155140394_s.jpg,6.00
5030934103657,PlayStation 3,821,"Need For Speed, The Run",3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934103657_s.jpg,6.00
5030934108867,PlayStation 3,821,Medal of Honor: Warfighter,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030934108867_s.jpg,8.00
8436010153047,PC,830,Hollywood Monsters 2,0.30,0.10,/product_images/Juegos/PC Juegos/8436010153047_s.jpg,1.00
8436016710848,PC,830,Anna's Quest,0.20,0.10,/product_images/defimg2_s.jpg,0.75
3391891965859,PlayStation 3,821,Ni No Kuni: La Ira De La Bruja Blanca,13.00,9.00,/product_images/Juegos/PS3 Juegos/3391891965859_s.jpg,22.00
5026555407038,PlayStation 3,821,"Darkness 2, The",2.00,1.80,/product_images/Juegos/PS3 Juegos/5026555407038_s.jpg,4.00
5026555401180,PlayStation 3,821,Bioshock,9.00,6.00,/product_images/Juegos/PS3 Juegos/5026555401180_s.jpg,15.00
8431474002832,PC,830,Cine Gramas,0.30,0.20,/product_images/defimg3_s.jpg,1.00
8414185050422,PC,830,Battlefield 1942,0.60,0.30,/product_images/defimg3_s.jpg,2.00
8436010150220,PC,830,Viva Football,0.01,0.01,/product_images/defimg2_s.jpg,0.10
5026555402361,PlayStation 3,821,Bioshock 2,5.00,3.00,/product_images/Juegos/PS3 Juegos/5026555402361_s.jpg,8.00
711719135692,PlayStation 3,821,Ico & Shadow Of The Colossus HD Coll.,22.00,15.00,/product_images/Juegos/PS3 Juegos/711719135692_s.jpg,35.00
5060138431232,PlayStation 3,821,Virtua Fighter 5,3.00,2.00,/product_images/Juegos/PS3 Juegos/5060138431232_s.jpg,6.00
8436010154150,PC,830,Lucius,0.90,0.40,/product_images/Juegos/PC Juegos/8436010154150_s.jpg,3.00
3760007413131,PC,830,D-day,0.30,0.10,/product_images/defimg5_s.jpg,1.00
8436010151371,PC,830,Imperium Civitas,0.60,0.30,/product_images/Juegos/PC Juegos/8436010151371_s.jpg,2.00
5030934100236,PlayStation 3,821,Dead Space 2 LE,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030934100236_s.jpg,8.00
5030934088503,PlayStation 3,821,Copa Mundial de la FIFA Sudafrica 2010,0.50,0.30,/product_images/Juegos/PS3 Juegos/5030934088503_s.jpg,1.50
711719153887,PlayStation 3,821,Motorstorm Apocalypse,3.00,2.00,/product_images/Juegos/PS3 Juegos/711719153887_s.jpg,5.00
3307210133694,PC,830,Prince Of Persia Las Arenas Del Tiempo,0.10,0.01,/product_images/Juegos/PC Juegos/3307210133694_s.jpg,0.50
8436010150374,PC,830,Pc Atletismo Edicio de oro,0.01,0.01,/product_images/defimg2_s.jpg,0.10
8436010150589,PC,830,Imperio De Los Mares Patrician III,0.10,0.01,/product_images/defimg5_s.jpg,0.50
3296580805136,PlayStation 3,821,Soul Calibur IV,3.00,2.00,/product_images/Juegos/PS3 Juegos/3296580805136_s.jpg,6.00
5055060926062,PlayStation 3,821,Lost Planet 2,1.90,1.20,/product_images/Juegos/PS3 Juegos/5055060926062_s.jpg,5.00
5030934078412,PlayStation 3,821,Army of Two: The 40th Day,2.00,2.00,/product_images/Juegos/PS3 Juegos/5030934078412_s.jpg,4.50
8436010151456,PC,830,MotoGP Ultimate Racing Technology 2,0.10,0.01,/product_images/defimg5_s.jpg,0.50
4020636127007,PC,830,World Of Simulator Pack,0.60,0.30,/product_images/Juegos/PC Juegos/4020636127007_s.jpg,2.00
5026555064750,PC,830,Mafia III (P),20.00,14.00,/product_images/Juegos/PC Juegos/5026555064750_s.jpg,32.00
5030934110082,PlayStation 3,821,Dead Space 3,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030934110082_s.jpg,10.00
711719159278,PlayStation 3,821,Heavy Rain Edicion Move,6.00,4.00,/product_images/Juegos/PS3 Juegos/711719159278_s.jpg,10.00
093155148352,PlayStation 3,821,"Evil Within, The",13.00,9.00,/product_images/Juegos/PS3 Juegos/093155148352_s.jpg,22.00
5030917198083,PC,830,Call Of Duty: Infinite Warfare - Legacy Edition (P),31.00,22.00,/product_images/defimg4_s.jpg,50.00
5032921010573,PC,830,Deus Ex,0.20,0.10,/product_images/defimg5_s.jpg,0.75
8414185059623,PC,830,Los Sims (SN) 1CD,1.80,1.00,/product_images/defimg5_s.jpg,5.00
3391891974820,PlayStation 3,821,Dark Souls II (2),11.00,8.00,/product_images/Juegos/PS3 Juegos/3391891974820_s.jpg,18.00
5026555402781,PlayStation 3,821,Top Spin 4,2.00,1.40,/product_images/Juegos/PS3 Juegos/5026555402781_s.jpg,6.00
711719201250,PlayStation 3,821,All Star Battle Royale,5.00,3.00,/product_images/Juegos/PS3 Juegos/711719201250_s.jpg,8.00
014633149609,PC,830,Fifa 06 (SN),0.01,0.01,/product_images/defimg4_s.jpg,0.25
3307210254924,PC,830,Silent Hunter 4 (SN),0.20,0.10,/product_images/Juegos/PC Juegos/3307210254924_s.jpg,0.75
3307210259592,PC,830,Locos por el Surf,0.01,0.01,/product_images/Juegos/PC Juegos/3307210259592_s.jpg,0.10
5030934101578,PlayStation 3,821,Mass Effect 3,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030934101578_s.jpg,8.00
5030934059527,PlayStation 3,821,Army of Two,3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934059527_s.jpg,6.00
3700577001109,PlayStation 3,821,"Enslaved, Odyssey To The West",1.50,0.90,/product_images/Juegos/PS3 Juegos/3700577001109_s.jpg,4.00
3307211664043,PC,830,Anatomia de Grey Videojuego,0.10,0.01,/product_images/Juegos/PC Juegos/3307211664043_s.jpg,0.50
3348542211667,PC,830,World in Conflict,0.20,0.10,/product_images/Juegos/PC Juegos/3348542211667_s.jpg,0.75
8426412004269,PC,830,Black Mirror,0.40,0.20,/product_images/defimg3_s.jpg,1.50
3391891959261,PlayStation 3,821,Naruto Shippuden: Ultimate Ninja Storm Generations,5.00,3.00,/product_images/Juegos/PS3 Juegos/3391891959261_s.jpg,8.00
5030917043628,PlayStation 3,821,Spider-Man 3,5.00,3.00,/product_images/Juegos/PS3 Juegos/5030917043628_s.jpg,8.00
4005209132282,PlayStation 3,821,UFC Undisputed 2010,9.00,6.00,/product_images/Juegos/PS3 Juegos/4005209132282_s.jpg,15.00
5026102002884,PC,830,MDK 2,0.30,0.10,/product_images/defimg1_s.jpg,1.00
3307210190796,PC,830,Cold Fear,0.70,0.30,/product_images/defimg1_s.jpg,2.50
8436010150206,PC,830,The Fallen,0.10,0.01,/product_images/defimg2_s.jpg,0.50
3307210250100,PlayStation 3,821,Ghost Recon Advanced Warfighter 2,1.50,0.90,/product_images/Juegos/PS3 Juegos/3307210250100_s.jpg,4.00
5024866336252,PlayStation 3,821,Race Driver Grid,3.00,2.00,/product_images/Juegos/PS3 Juegos/5024866336252_s.jpg,5.00
5026555401852,PlayStation 3,821,NBA 2K9,0.20,0.10,/product_images/Juegos/PS3 Juegos/5026555401852_s.jpg,0.75
4005209046374,PC,830,Warhammer 40K Fire Warrior,1.00,0.50,/product_images/defimg2_s.jpg,3.50
8436010150749,PC,830,Supreme Snowboarding,0.01,0.01,/product_images/defimg3_s.jpg,0.10
3307210168153,PC,830,Will Rock,0.01,0.01,/product_images/defimg1_s.jpg,0.10
5030917107856,PlayStation 3,821,"Amazing Spider Man, The",9.00,6.00,/product_images/Juegos/PS3 Juegos/5030917107856_s.jpg,15.00
711719729150,PlayStation 3,821,MotorStorm: Pacific Rift,3.00,2.00,/product_images/Juegos/PS3 Juegos/711719729150_s.jpg,6.00
3307211657977,PlayStation 3,821,Call of Juarez: Bound in Blood,3.00,2.00,/product_images/Juegos/PS3 Juegos/3307211657977_s.jpg,6.00
843601015022,PC,830,F-22 Total Air War,0.01,0.01,/product_images/defimg4_s.jpg,0.25
4005209056373,PC,830,Full Spectrum Warriors (SN) 3CDS,0.10,0.01,/product_images/defimg4_s.jpg,0.50
5030934092425,PlayStation 3,821,Crysis 2,3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934092425_s.jpg,5.00
083717202332,PlayStation 3,821,Metal Gear Solid HD Coleccion,12.00,9.00,/product_images/Juegos/PS3 Juegos/083717202332_s.jpg,20.00
5035228111134,PlayStation 3,821,Dragon Age: Inquisition,7.00,5.00,/product_images/Juegos/PS3 Juegos/5035228111134_s.jpg,12.00
8431019030030,PC,830,Breed,0.10,0.01,/product_images/defimg3_s.jpg,0.50
8436010150091,PC,830,Traitors Gate,0.10,0.01,/product_images/defimg5_s.jpg,0.50
3307212320016,PC,830,Grandia II,1.50,0.70,/product_images/defimg2_s.jpg,5.00
5026555405980,PlayStation 3,821,Red Dead Redemption: Undead Nightmare,6.00,4.00,/product_images/Juegos/PS3 Juegos/5026555405980_s.jpg,10.00
752919994153,PlayStation 3,821,South Park: La Vara De La Verdad,9.00,6.00,/product_images/Juegos/PS3 Juegos/752919994153_s.jpg,15.00
5060138440166,PlayStation 3,821,Sega Mega Drive Ultimate Collection,17.00,12.00,/product_images/Juegos/PS3 Juegos/5060138440166_s.jpg,28.00
5017783557145,PC,830,Ghost Master,0.10,0.01,/product_images/defimg1_s.jpg,0.50
5026555051187,PC,830,Prey (SN) 1 DVD,0.70,0.30,/product_images/defimg2_s.jpg,2.50
3760049399301,PC,830,Pariah (SN) 3cd,0.01,0.01,/product_images/defimg5_s.jpg,0.25
023272010010,PlayStation 3,821,"Star Wars - El Poder De La Fuerza II, 2",7.00,5.00,/product_images/Juegos/PS3 Juegos/023272010010_s.jpg,12.00
4005209118026,PlayStation 3,821,UFC 2009 Undisputed,3.00,2.00,/product_images/Juegos/PS3 Juegos/4005209118026_s.jpg,6.00
5055060927168,PlayStation 3,821,Resident Evil: Operation Raccoon City,6.00,4.00,/product_images/Juegos/PS3 Juegos/5055060927168_s.jpg,10.00
8414185034514,PC,830,Crysis Warhead (SN),0.40,0.20,/product_images/Juegos/PC Juegos/8414185034514_s.jpg,1.50
8414185300169,PC,830,Dragon Age: Origins,1.40,0.80,/product_images/defimg3_s.jpg,4.00
3307210181374,PC,830,CSI Miami (3CD o 1DVD),0.01,0.01,/product_images/Juegos/PC Juegos/3307210181374_s.jpg,0.10
853466001575,PlayStation Vita,990,Valhalla Knights 3,13.00,9.00,/product_images/Juegos/PS Vita Juegos/853466001575_s.jpg,20.00
5060146462419,PlayStation 3,821,Minecraft: Story Mode,7.00,5.00,/product_images/Juegos/PS3 Juegos/5060146462419_s.jpg,12.00
5021290050648,PlayStation 3,821,Sleeping Dogs,5.00,3.00,/product_images/Juegos/PS3 Juegos/5021290050648_s.jpg,8.00
8023171034447,PlayStation 3,821,Sniper Elite 3,11.00,8.00,/product_images/Juegos/PS3 Juegos/8023171034447_s.jpg,18.00
5030917030758,PC,830,Quake 4 (SN) 1DVD,1.50,0.70,/product_images/defimg1_s.jpg,5.00
5037999004349,PC,830,Kingpin - Life Of Crime (18),0.10,0.01,/product_images/defimg5_s.jpg,0.50
8436010150213,PC,830,Submarine Titans,0.60,0.30,/product_images/defimg3_s.jpg,2.00
5055060926857,PlayStation 3,821,Moto GP 10/11,5.00,3.00,/product_images/Juegos/PS3 Juegos/5055060926857_s.jpg,8.00
3307210252203,PlayStation 3,821,Splinter Cell Double Agent,1.50,0.90,/product_images/Juegos/PS3 Juegos/3307210252203_s.jpg,4.00
3700211500715,PC,830,Search & Rescue IV,0.01,0.01,/product_images/defimg1_s.jpg,0.10
3348542126169,PC,830,Empire Earth,2.00,1.00,/product_images/defimg1_s.jpg,7.00
864642000008,PlayStation Vita,990,Hyperdimension Neptunia Re;Birth1,19.00,14.00,/product_images/Juegos/PS Vita Juegos/864642000008_s.jpg,30.00
8809338090774,PlayStation Vita,990,Dokuro,14.00,10.00,/product_images/Juegos/PS Vita Juegos/8809338090774_s.jpg,22.00
8809365000005,PlayStation Vita,990,DJMax Technika Tune,13.00,9.00,/product_images/Juegos/PS Vita Juegos/8809365000005_s.jpg,20.00
5030934109628,PlayStation 3,821,Crysis 3,3.00,2.00,/product_images/Juegos/PS3 Juegos/5030934109628_s.jpg,6.00
5030934066945,PlayStation 3,821,Senor De Los Anillos: La Conquista,7.00,5.00,/product_images/Juegos/PS3 Juegos/5030934066945_s.jpg,12.00
5030934055031,PlayStation 3,821,Burnout Paradise,6.00,4.00,/product_images/Juegos/PS3 Juegos/5030934055031_s.jpg,10.00
3307210163257,PC,830,Destroyer & Command,0.01,0.01,/product_images/defimg1_s.jpg,0.10
8436010153702,PC,830,Take On Helicopters,0.30,0.10,/product_images/defimg3_s.jpg,1.00
3307210123077,PC,830,Piratas del Caribe 2 Discs,0.10,0.01,/product_images/defimg3_s.jpg,0.50
8885011011922,PlayStation Vita,990,A.W : Phoenix Festa,16.00,12.00,/product_images/defimg1_s.jpg,25.00
893610001860,PlayStation Vita,990,Mind Zero,16.00,12.00,/product_images/Juegos/PS Vita Juegos/893610001860_s.jpg,25.00
893610001891,PlayStation Vita,990,Blazblue: Chrono Phantasma,5.00,3.00,/product_images/Juegos/PS Vita Juegos/893610001891_s.jpg,8.00
5055060926161,PlayStation 3,821,Moto GP 09/10,1.30,0.80,/product_images/Juegos/PS3 Juegos/5055060926161_s.jpg,3.50
711719140559,PlayStation 3,821,Eye Pet (Solo Juego),0.30,0.10,/product_images/Juegos/PS3 Juegos/711719140559_s.jpg,1.00
5055060927649,PlayStation 3,821,Street Fighter X Tekken,9.00,6.00,/product_images/Juegos/PS3 Juegos/5055060927649_s.jpg,15.00
9312590123542,PlayStation Vita,990,Jonah Lomu Rugby,22.00,16.00,/product_images/Juegos/PS Vita Juegos/9312590123542_s.jpg,35.00
5030917135156,PlayStation Vita,990,Angry Birds: Star Wars,6.00,4.00,/product_images/Juegos/PS Vita Juegos/5030917135156_s.jpg,10.00
5021290029484,PlayStation 3,821,Kane & Lynch: Dead Men,1.90,1.20,/product_images/Juegos/PS3 Juegos/5021290029484_s.jpg,5.00
8717418268282,PlayStation 3,821,Toy Story 3,6.00,4.00,/product_images/Juegos/PS3 Juegos/8717418268282_s.jpg,10.00
5030934059053,PlayStation 3,821,Mercenaries 2: World in Flames,1.50,0.90,/product_images/Juegos/PS3 Juegos/5030934059053_s.jpg,4.00
5032921019729,PC,830,Commandos 3 Destination Berlin (3 Disco),1.20,0.70,/product_images/Juegos/PC Juegos/5032921019729_s.jpg,3.50
5030917025211,PC,830,Call of Duty La Gran Ofensiva Exp (SN) 2CD,1.00,0.50,/product_images/defimg5_s.jpg,3.50
5060327531095,PlayStation Vita,990,Deception IV: Blood Ties,5.00,3.00,/product_images/Juegos/PS Vita Juegos/5060327531095_s.jpg,8.00
5024866345971,PlayStation Vita,990,Formula 1 2011,9.00,7.00,/product_images/Juegos/PS Vita Juegos/5024866345971_s.jpg,15.00
711719443612,PlayStation 3,821,Little Big Planet 3,9.00,6.00,/product_images/Juegos/PS3 Juegos/711719443612_s.jpg,15.00
023272005382,PlayStation 3,821,Lego Star Wars: The Complete Saga,9.00,6.00,/product_images/Juegos/PS3 Juegos/023272005382_s.jpg,15.00
3563650747376,PC,830,Jack El Destripador New York 1901,0.10,0.01,/product_images/defimg1_s.jpg,0.50
8427897001262,PC,830,Piratas Del Caribe En El Fin Del Mundo,0.70,0.30,/product_images/Juegos/PC Juegos/8427897001262_s.jpg,2.50
3307210243485,PC,830,The Elder Scrolls IV Kights Of The Nine,0.20,0.10,/product_images/defimg3_s.jpg,0.75
711719221159,PlayStation Vita,990,Mlb 13 - The Show,3.00,2.00,/product_images/Juegos/PS Vita Juegos/711719221159_s.jpg,6.00
813633013671,PlayStation Vita,990,Hyperdimension Neptunia: Producing Perfection,6.00,4.00,/product_images/Juegos/PS Vita Juegos/813633013671_s.jpg,10.00
893610001709,PlayStation Vita,990,Muramasa Rebirth,18.00,13.00,/product_images/Juegos/PS Vita Juegos/893610001709_s.jpg,28.00
5060138435353,PlayStation 3,821,Condemned 2,3.00,2.00,/product_images/Juegos/PS3 Juegos/5060138435353_s.jpg,6.00
3307210222152,PC,830,Devil May Cry 3 SE,1.50,0.90,/product_images/Juegos/PC Juegos/3307210222152_s.jpg,4.00
813633014579,PlayStation Vita,990,Tokyo Twilight: Ghost Hunters,3.00,2.00,/product_images/Juegos/PS Vita Juegos/813633014579_s.jpg,5.00
3512899112353,PlayStation Vita,990,Farming Simulator 2014,3.00,2.00,/product_images/Juegos/PS Vita Juegos/3512899112353_s.jpg,6.00
3307215605608,PlayStation Vita,990,Asphalt Injection,7.00,5.00,/product_images/Juegos/PS Vita Juegos/3307215605608_s.jpg,12.00
864642000084,PlayStation Vita,990,Neptunia Re:Birth 2 Sisters Generation,11.00,8.00,/product_images/Juegos/PS Vita Juegos/864642000084_s.jpg,18.00
5051893074666,PSP,862,Lego Harry Potter: Years 5-7,2.00,1.20,/product_images/Juegos/PSP Juegos/5051893074666_s.jpg,6.00
5060073309993,PlayStation Vita,990,Ninja Gaiden Sigma 2 Plus,7.00,5.00,/product_images/Juegos/PS Vita Juegos/5060073309993_s.jpg,12.00
8059617100957,PlayStation Vita,990,World Rally Championship (WRC) 3,11.00,8.00,/product_images/Juegos/PS Vita Juegos/8059617100957_s.jpg,18.00
8718591181320,PlayStation Vita,990,Teslagrad,3.00,1.90,/product_images/Juegos/PS Vita Juegos/8718591181320_s.jpg,8.00
5030934059299,PSP,862,Medal of Honor Heroes 2,1.40,0.80,/product_images/Juegos/PSP Juegos/5030934059299_s.jpg,4.00
5060004767922,PSP,862,Super Monkey Ball Adventure,1.40,0.80,/product_images/Juegos/PSP Juegos/5060004767922_s.jpg,4.00
3296580800131,PSP,862,Tekken 6,2.00,1.40,/product_images/Juegos/PSP Juegos/3296580800131_s.jpg,7.00
3391891981170,PlayStation Vita,990,Tales Of Hearts R,14.00,10.00,/product_images/defimg2_s.jpg,22.00
5055060913123,PlayStation Vita,990,Street Fighter X Tekken,14.00,10.00,/product_images/Juegos/PS Vita Juegos/5055060913123_s.jpg,22.00
711719658665,PSP,862,Socom Fireteam Bravo,0.40,0.20,/product_images/Juegos/PSP Juegos/711719658665_s.jpg,1.50
5026555282437,PSP,862,NBA 2K10,0.40,0.20,/product_images/Juegos/PSP Juegos/5026555282437_s.jpg,1.50
