categoria_str,sku,precio_intercambio,categoria_id,precio_venta,precio_compra,img_caratula,titulo
Nintendo 3DS,045496472528,22.00,977,35.00,16.00,/product_images/Juegos/3DS Juegos/045496472528_s.jpg,Fire Emblem Birthright
Nintendo 3DS,3307215608722,5.00,977,8.00,3.00,/product_images/Juegos/3DS Juegos/3307215608722_s.jpg,Rabbids Rumble 3D
Nintendo 3DS,045496525118,13.00,977,20.00,9.00,/product_images/Juegos/3DS Juegos/045496525118_s.jpg,Inazuma Eleven 3: La Amenaza Del Ogro !
Nintendo 3DS,5051893218732,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,LEGO Jurassic World (No Figure)
Nintendo 3DS,045496529536,14.00,977,22.00,10.00,/product_images/Juegos/3DS Juegos/045496529536_s.jpg,Mario & Luigi: Paper Jam
Nintendo 3DS,5030917116049,5.00,977,8.00,3.00,/product_images/Juegos/3DS Juegos/5030917116049_s.jpg,Angry Birds - Trilogy
Nintendo 3DS,5030947113216,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/5030947113216_s.jpg,FIFA 15
Nintendo 3DS,3391891984812,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/3391891984812_s.jpg,Project X Zone 2
Nintendo 3DS,045496526535,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/045496526535_s.jpg,Disney Magical World
Nintendo 3DS,4012927084519,3.00,977,10.00,2.00,/product_images/Juegos/3DS Juegos/4012927084519_s.jpg,Pro Evolution Soccer (PES) 2012
Nintendo 3DS,3307219935305,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/3307219935305_s.jpg,Rabbids 3D
Nintendo 3DS,045496521806,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/045496521806_s.jpg,Tekken 3D Prime Edition
Nintendo 3DS,4012927084670,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/4012927084670_s.jpg,Metal Gear Solid: Snake Eater 3D
Nintendo 3DS,5051893169034,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/5051893169034_s.jpg,LEGO Batman 3
Nintendo 3DS,5030934103978,2.00,977,6.00,1.40,/product_images/Juegos/3DS Juegos/5030934103978_s.jpg,FIFA 12
Nintendo 3DS,045496474126,13.00,977,20.00,9.00,/product_images/Juegos/3DS Juegos/045496474126_s.jpg,Rhythm Paradise Megamix
Nintendo 3DS,045496529291,18.00,977,28.00,13.00,/product_images/Juegos/3DS Juegos/045496529291_s.jpg,New Style Boutique 2: Marca Tendencias
Nintendo 3DS,8154030104008,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/8154030104008_s.jpg,"Hora De Aventuras: Finn Y Jake, Investigadores"
Nintendo 3DS,3391891968782,4.00,977,7.00,3.00,/product_images/Juegos/3DS Juegos/3391891968782_s.jpg,Naruto Powerful Shippuden
Nintendo 3DS,4005209146906,6.00,977,10.00,4.00,/product_images/Juegos/3DS Juegos/4005209146906_s.jpg,Bob Esponja El Garabato 3D
Nintendo 3DS,3391891977432,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/3391891977432_s.jpg,One Piece Unlimited World Red
Nintendo 3DS,045496523510,14.00,977,22.00,10.00,/product_images/Juegos/3DS Juegos/045496523510_s.jpg,Pokemon Mundo Misterioso Portales Al Inf
Nintendo 3DS,5030917132216,6.00,977,10.00,4.00,/product_images/Juegos/3DS Juegos/5030917132216_s.jpg,Angry Birds: Star Wars
Nintendo 3DS,023272011031,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/023272011031_s.jpg,Lego Star Wars III: The Clone Wars
Nintendo 3DS,3307219935404,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/3307219935404_s.jpg,Rayman 3D
Nintendo 3DS,5055277010257,5.00,977,8.00,3.00,/product_images/Juegos/3DS Juegos/5055277010257_s.jpg,Super Monkey Ball 3D
Nintendo 3DS,045496474553,25.00,977,38.00,21.00,/product_images/Juegos/3DS Juegos/045496474553_s.jpg,Poochy and Yoshi's Wooly World
Nintendo 3DS,5051893180268,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/5051893180268_s.jpg,LEGO Ninjago: Nindroids
Nintendo 3DS,3700577003219,6.00,977,10.00,4.00,/product_images/Juegos/3DS Juegos/3700577003219_s.jpg,Ridge Racer 3D
Nintendo 3DS,045496520397,6.00,977,10.00,4.00,/product_images/Juegos/3DS Juegos/045496520397_s.jpg,Pilotwings Resort
Nintendo 3DS,045496528072,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,Harvest Moon: El Valle Perdido
Nintendo 3DS,045496521370,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/045496521370_s.jpg,Super Pokemon Rumble
Nintendo 3DS,4012927084441,3.00,977,6.00,2.00,/product_images/Juegos/3DS Juegos/4012927084441_s.jpg,Dr. Lautrec and the Forgotten Knights
Nintendo 3DS,3307215588550,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/3307215588550_s.jpg,Rayman Origins 3D
Nintendo 3DS,045496520175,9.00,977,15.00,7.00,/product_images/Juegos/3DS Juegos/045496520175_s.jpg,Nintendogs + Gatos: Bulldog
Nintendo 3DS,5051893143478,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/5051893143478_s.jpg,LEGO Marvel Superheroes
Nintendo 3DS,045496529208,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/045496529208_s.jpg,Chibi-Robo! Zip Lash
Nintendo 3DS,5060112431371,3.00,977,6.00,2.00,/product_images/Juegos/3DS Juegos/5060112431371_s.jpg,Rodea The Sky Solider
Nintendo 3DS,045496527822,6.00,977,10.00,4.00,/product_images/Juegos/3DS Juegos/045496527822_s.jpg,Puzzle & Dragons Z + Puzzle & Dragons - Super Mario Bros. Edition
Nintendo 3DS,4012927084083,3.00,977,8.00,1.90,/product_images/Juegos/3DS Juegos/4012927084083_s.jpg,Pro Evolution Soccer 2011
Nintendo 3DS,0045496525453,18.00,977,28.00,13.00,/product_images/Juegos/3DS Juegos/0045496525453_s.jpg,Kirby Triple Deluxe
Nintendo 3DS,5051893218466,11.00,977,18.00,8.00,/product_images/Juegos/3DS Juegos/5051893218466_s.jpg,LEGO Marvel Vengadores
Nintendo 3DS,5055277013890,7.00,977,12.00,5.00,/product_images/Juegos/3DS Juegos/5055277013890_s.jpg,Shinobi
Nintendo 3DS,045496472221,14.00,977,22.00,10.00,/product_images/Juegos/3DS Juegos/045496472221_s.jpg,Mario & Sonic Rio 2016
Nintendo 3DS,5024866345926,3.00,977,8.00,1.90,/product_images/Juegos/3DS Juegos/5024866345926_s.jpg,Formula 1 2011
Nintendo 3DS,0045496525255,19.00,977,30.00,14.00,/product_images/Juegos/3DS Juegos/0045496525255_s.jpg,Profesor Layton vs. Phoenix Wright
Nintendo DS,045496470067,13.00,834,22.00,9.00,/product_images/Juegos/DS Juegos/045496470067_s.jpg,"Dragon Quest IX, Sentinels Of The Starry"
Nintendo DS,5060121821217,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/5060121821217_s.jpg,Dragon Quest Capitulos de los Elegidos
Nintendo DS,045496469160,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/045496469160_s.jpg,Style Boutique
Nintendo DS,4005209090520,1.30,834,3.50,0.80,/product_images/Juegos/DS Juegos/4005209090520_s.jpg,Ratatouille
Nintendo DS,045496464141,1.30,834,3.50,0.80,/product_images/Juegos/DS Juegos/045496464141_s.jpg,Spectrobes
Nintendo DS,045496468019,0.30,834,1.00,0.10,/product_images/Juegos/DS Juegos/045496468019_s.jpg,High School Musical 3: Fin de Curso
Nintendo DS,4005209130806,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/4005209130806_s.jpg,Bob Esponja Botes de Choque
Nintendo DS,5060121825673,15.00,834,25.00,11.00,/product_images/Juegos/DS Juegos/5060121825673_s.jpg,Kingdom Hearts 358/2 Days
Nintendo DS,045496469467,18.00,834,30.00,13.00,/product_images/Juegos/DS Juegos/045496469467_s.jpg,Legend Of Zelda Spirit Tracks
Nintendo DS,3296580802531,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/3296580802531_s.jpg,Dragon Ball Z Supersonic Warriors 2
Nintendo DS,4005209083119,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/4005209083119_s.jpg,Guilty Gear: Dust Strikers
Nintendo DS,4005209077316,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/4005209077316_s.jpg,Disney Cars
Nintendo DS,045496462505,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/045496462505_s.jpg,Resident Evil Deadly Silence
Nintendo DS,045496462239,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/045496462239_s.jpg,NintenDogs Dachshund & Friends
Nintendo DS,4005209105705,0.60,834,2.00,0.30,/product_images/Juegos/DS Juegos/4005209105705_s.jpg,Wall-E
Nintendo DS,045496462222,1.90,834,5.00,1.20,/product_images/Juegos/DS Juegos/045496462222_s.jpg,NintenDogs Chihuahua & Friends
Nintendo DS,5030934092296,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/5030934092296_s.jpg,FIFA 11
Nintendo DS,5030934047050,2.00,834,4.00,1.80,/product_images/Juegos/DS Juegos/5030934047050_s.jpg,Need For Speed: Most Wanted
Nintendo DS,5060121822375,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/5060121822375_s.jpg,Final fantasy XII: Revenant Wings
Nintendo DS,4005209139052,3.00,834,5.00,2.00,/product_images/Juegos/DS Juegos/4005209139052_s.jpg,Bob Esponja Atrapados En El Congelador
Nintendo DS,045496471187,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/045496471187_s.jpg,Lego: Piratas Del Caribe
Nintendo DS,3307210322128,0.90,834,2.50,0.60,/product_images/Juegos/DS Juegos/3307210322128_s.jpg,Imagina ser Disenadora de Moda
Nintendo DS,5060121822429,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/5060121822429_s.jpg,Dragon Quest Monsters: Joker
Nintendo DS,5026555045391,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/5026555045391_s.jpg,Dora y Sus amigos: Rescatan mascotas
Nintendo DS,5030934059404,3.00,834,5.00,2.00,/product_images/Juegos/DS Juegos/5030934059404_s.jpg,Los Simpson - El Videojuego
Nintendo DS,023272002459,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/023272002459_s.jpg,Lego Star Wars II La Trilogia Original
Nintendo DS,045496471552,11.00,834,18.00,8.00,/product_images/Juegos/DS Juegos/045496471552_s.jpg,Profesor Layton - Llamada Del Espectro
Nintendo DS,5055277008759,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/5055277008759_s.jpg,Sonic Colours
Nintendo DS,3307210261076,1.30,834,3.50,0.80,/product_images/Juegos/DS Juegos/3307210261076_s.jpg,Hamsterz
Nintendo DS,5051603222844,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/5051603222844_s.jpg,Lego Batman
Nintendo DS,8023171013121,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/8023171013121_s.jpg,Cooking Mama (Ed. Castellano)
Nintendo DS,3760137144578,1.10,834,3.00,0.70,/product_images/Juegos/DS Juegos/3760137144578_s.jpg,My Baby Girl
Nintendo DS,045496462185,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/045496462185_s.jpg,Another Code Two Memories DS
Nintendo DS,045496465322,11.00,834,18.00,8.00,/product_images/Juegos/DS Juegos/045496465322_s.jpg,Tingles Rosy Rupeeland
Nintendo DS,5060004765959,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/5060004765959_s.jpg,Sonic Rush
Nintendo DS,023272006129,6.00,834,10.00,4.00,/product_images/Juegos/DS Juegos/023272006129_s.jpg,Lego Indiana Jones: La Trilogia Original
Nintendo DS,8023171013824,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/8023171013824_s.jpg,Cooking Mama 2: Cocina con tus Amigos
Nintendo DS,5021290045880,13.00,834,22.00,9.00,/product_images/Juegos/DS Juegos/5021290045880_s.jpg,Kingdom Hearts Re:coded
Nintendo DS,3307210322555,0.90,834,2.50,0.60,/product_images/Juegos/DS Juegos/3307210322555_s.jpg,Imagina ser Mama
Nintendo DS,045496465773,0.60,834,2.00,0.30,/product_images/Juegos/DS Juegos/045496465773_s.jpg,Training for your Eyes
Nintendo DS,5026555042499,9.00,834,15.00,6.00,/product_images/Juegos/DS Juegos/5026555042499_s.jpg,Grand Theft Auto: Chinatown Wars
Nintendo DS,045496469641,25.00,834,40.00,18.00,/product_images/Juegos/DS Juegos/045496469641_s.jpg,Pokemon Oro HeartGold + Pokewalker
Nintendo DS,5030934068512,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/5030934068512_s.jpg,Littlest Pet Shop: Invierno
Nintendo DS,3700577000065,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/3700577000065_s.jpg,Blue Dragon - Awakened Shadow
Nintendo DS,045496463267,9.00,834,15.00,6.00,/product_images/Juegos/DS Juegos/045496463267_s.jpg,Yoshi's Island DS
Nintendo DS,3307210322685,1.50,834,4.00,0.90,/product_images/Juegos/DS Juegos/3307210322685_s.jpg,Imagina ser Veterinaria
Nintendo DS,4005209094207,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/4005209094207_s.jpg,Cars: La Copa Internacional de Mate
Nintendo DS,5060138432017,7.00,834,12.00,5.00,/product_images/Juegos/DS Juegos/5060138432017_s.jpg,Sonic Rush Adventure
Nintendo DS,3307210448927,0.90,834,2.50,0.60,/product_images/Juegos/DS Juegos/3307210448927_s.jpg,Imagina ser Decoradora
Nintendo DS,3307210414724,0.10,834,0.50,0.01,/product_images/Juegos/DS Juegos/3307210414724_s.jpg,Mi Experto en Vida Sana (Podometer)
Nintendo DS,3307210328120,0.20,834,0.75,0.10,/product_images/Juegos/DS Juegos/3307210328120_s.jpg,CSI: Oscuras Intenciones
Nintendo DS,4005209108812,1.10,834,3.00,0.70,/product_images/Juegos/DS Juegos/4005209108812_s.jpg,WWE Smackdown Vs. Raw 2009
Nintendo DS,5030917054013,1.50,834,4.00,0.90,/product_images/Juegos/DS Juegos/5030917054013_s.jpg,Kung Fu Panda
Nintendo DS,3307211608160,1.30,834,3.50,0.80,/product_images/Juegos/DS Juegos/3307211608160_s.jpg,Combate de Gigantes Dinosaurios
Nintendo DS,3760137144943,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/3760137144943_s.jpg,Cookie Shop
Nintendo DS,5030934057059,5.00,834,8.00,3.00,/product_images/Juegos/DS Juegos/5030934057059_s.jpg,My Sims
Nintendo DS,8717418094348,0.90,834,2.50,0.60,/product_images/Juegos/DS Juegos/8717418094348_s.jpg,Piratas del Caribe: El Cofre del Hombre
Nintendo DS,023272004576,9.00,834,15.00,6.00,/product_images/Juegos/DS Juegos/023272004576_s.jpg,Lego Star Wars: The Complete Saga
Nintendo DS,4005209093170,1.90,834,5.00,1.20,/product_images/Juegos/DS Juegos/4005209093170_s.jpg,Purr Pals
Nintendo DS,3307210327598,3.00,834,6.00,2.00,/product_images/Juegos/DS Juegos/3307210327598_s.jpg,Rayman Raving Rabbids 2
PC,5017783013634,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5017783013634_s.jpg,Crazy Taxi 3 1CD
PC,3307210243874,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/3307210243874_s.jpg,Age of Mythology Gold Edition
PC,8436010152361,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8436010152361_s.jpg,Imperium Online
PC,8431474001200,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8431474001200_s.jpg,Classic Games Collection
PC,805529893061,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/805529893061_s.jpg,Rise of Nations Gold Edition (SN)
PC,3307210263575,1.80,830,5.00,1.00,/product_images/Juegos/PC Juegos/3307210263575_s.jpg,Assassin's Creed
PC,3307210147196,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307210147196_s.jpg,XIII
PC,8414185034170,2.00,830,7.00,1.40,/product_images/Juegos/PC Juegos/8414185034170_s.jpg,Los Sims 2 y sus Hobbies (SN) Expansion
PC,8414185050422,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/8414185050422_s.jpg,Battlefield 1942
PC,3307210226518,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/3307210226518_s.jpg,Rainbow Six Vegas
PC,3307210211989,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/3307210211989_s.jpg,Prince of Persia Ed. Col.
PC,8718144471892,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/8718144471892_s.jpg,Into The Stars (P)
PC,3307210251541,1.00,830,3.00,0.60,/product_images/Juegos/PC Juegos/3307210251541_s.jpg,Heroes of Might & Magic Coleccion
PC,5060193302485,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/5060193302485_s.jpg,Order of batlle Pacific (P)
PC,8427197320087,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/8427197320087_s.jpg,American Conquest
PC,843601015022,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/843601015022T_s.jpg,F-22 Total Air War
PC,8436010150237,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/8436010150237_s.jpg,Hollywood Monsters
PC,8436010150541,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/8436010150541AVH_s.jpg,Apache vs Havoc
PC,3760156481111,2.00,830,8.00,1.20,/product_images/Juegos/PC Juegos/3760156481111_s.jpg,Yesterday Origins (P)
PC,8414185050408,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/8414185050408_s.jpg,Los Sims Primera Cita (SN) 1cd
PC,8414185050507,0.01,830,0.10,0.01,/product_images/Juegos/PC Juegos/8414185050507_s.jpg,Los Sims de Vacaciones (SN) 1CD
PC,8436010151746,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/8436010151746_s.jpg,La Batalla de las Termopilas
PC,8426412003255,0.70,830,2.50,0.30,/product_images/Juegos/PC Juegos/8426412003255_s.jpg,Blade: Edge Of Darkness
PC,3307210254801,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307210254801_s.jpg,Rayman Raving Rabbits
PC,843601015037400009,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/843601015037400009_s.jpg,World War II Battle of Britain
PC,3307210410740,1.00,830,3.50,0.50,/product_images/Juegos/PC Juegos/3307210410740_s.jpg,Far Cry 2
PC,8436016710848,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8436016710848_s.jpg,Anna's Quest
PC,8436010151661,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/8436010151661_s.jpg,Cossacks Anthology Edicion de Oro
PC,3307210180438,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/3307210180438_s.jpg,Playboy The Mansion
PC,3307212816182,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307212816182_s.jpg,Tom Clancys Endwar
PC,8436010150589,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8436010150589_s.jpg,Imperio De Los Mares Patrician III
PC,3307210254924,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307210254924_s.jpg,Silent Hunter 4 (SN)
PC,8436010151456,0.90,830,2.50,0.50,/product_images/Juegos/PC Juegos/8436010151456TZ_s.jpg,Tzar Anthology Premium Edicion De Oro
PC,8414185033289,1.50,830,5.00,0.70,/product_images/Juegos/PC Juegos/8414185033289_s.jpg,Command & Conquer 3: Tiberium Wars (SN)
PC,8414185032169,1.00,830,3.00,0.60,/product_images/Juegos/PC Juegos/8414185032169_s.jpg,Black & White 2 (SN) 1 DVD
PlayStation 3,4012927051641,0.01,821,0.25,0.01,/product_images/Juegos/PS3 Juegos/4012927051641_s.jpg,Pro Evolution Soccer 2010
PC,3307210219589,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307210219589_s.jpg,Faces of War
PC,5032921022569,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/5032921022569_s.jpg,Imperial Glory 3CD
PlayStation 3,5055060928059,11.00,821,18.00,8.00,/product_images/Juegos/PS3 Juegos/5055060928059_s.jpg,Resident Evil 6
PC,3307210165053,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/3307210165053_s.jpg,Rayman 3 Hoodlum Havoc ( 3 Disc )
PlayStation 3,5030934104876,7.00,821,12.00,5.00,/product_images/Juegos/PS3 Juegos/5030934104876_s.jpg,FIFA Street (2012)
PC,8414185051436,0.40,830,1.50,0.20,/product_images/Juegos/PC Juegos/8414185051436_s.jpg,Medal of Honor Pacific Assault (SN) 1DVD
PC,8431474073818,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/8431474073818_s.jpg,Sombras de Guerra: Objetivo Espana (Exp
PlayStation 3,711719230052,9.00,821,15.00,6.00,/product_images/Juegos/PS3 Juegos/711719230052_s.jpg,God Of War: Ascension
PC,5017783022650,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/5017783022650_s.jpg,Flatout 2
PlayStation 3,5021290048591,11.00,821,18.00,8.00,/product_images/Juegos/PS3 Juegos/5021290048591_s.jpg,Tomb Raider (2013)
PC,8436010152224,0.60,830,2.00,0.30,/product_images/Juegos/PC Juegos/8436010152224_s.jpg,Drakensang
PlayStation 3,711719133445,1.30,821,3.50,0.80,/product_images/Juegos/PS3 Juegos/711719133445_s.jpg,Killzone 2
PC,8431474071692,0.90,830,3.00,0.40,/product_images/Juegos/PC Juegos/8431474071692_s.jpg,Sombras de Guerra: La Guerra Civil Espan
PlayStation 3,3296580800070,9.00,821,15.00,6.00,/product_images/Juegos/PS3 Juegos/3296580800070_s.jpg,Tekken 6
PC,5026555038577,3.00,830,10.00,2.00,/product_images/Juegos/PC Juegos/5026555038577_s.jpg,Grand Theft Auto San Andreas
PlayStation 3,5030934077989,0.01,821,0.25,0.01,/product_images/Juegos/PS3 Juegos/5030934077989_s.jpg,FIFA 10
PC,8414606866984,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/8414606866984_s.jpg,Skyhill
PlayStation 3,711719147787,3.00,821,5.00,2.00,/product_images/Juegos/PS3 Juegos/711719147787_s.jpg,KillZone 3
PC,8436010154037,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8436010154037_s.jpg,"Fuga De Deponia, La"
PlayStation 3,093155148123,9.00,821,15.00,6.00,/product_images/Juegos/PS3 Juegos/093155148123_s.jpg,Elder Scrolls V: Skyrim Legendary Ed
PC,4014935251136,0.30,830,1.00,0.10,/product_images/Juegos/PC Juegos/4014935251136_s.jpg,Port Royale
PlayStation 3,3391891980180,15.00,821,25.00,11.00,/product_images/Juegos/PS3 Juegos/3391891980180_s.jpg,Dragon Ball: Xenoverse
PC,8431474071364,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8431474071364_s.jpg,PC Futbol 2007
PlayStation 3,5026555400411,5.00,821,8.00,3.00,/product_images/Juegos/PS3 Juegos/5026555400411_s.jpg,L.A Noire
PC,5017783555493,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/5017783555493_s.jpg,Crazy Taxi
PlayStation 3,4012927058183,12.00,821,20.00,9.00,/product_images/Juegos/PS3 Juegos/4012927058183_s.jpg,Pro Evolution Soccer 2016
PC,8436010150527,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/8436010150527_s.jpg,Torrente El Juego
PlayStation 3,4012927053393,0.01,821,0.25,0.01,/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,Pro Evolution Soccer (PES) 2012
PlayStation 3,4012927050866,0.01,821,0.25,0.01,/product_images/Juegos/PS3 Juegos/4012927050866_s.jpg,Pro Evolution Soccer 2009
PC,8414185050873,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8414185050873_s.jpg,Los Sims Animales A Raudales (SN) (2 CDS)
PC,8436010150398,0.01,830,0.25,0.01,/product_images/Juegos/PC Juegos/8436010150398_s.jpg,"Runaway, A Road To Adventure"
PlayStation Vita,3391891961332,13.00,990,20.00,9.00,/product_images/Juegos/PS Vita Juegos/3391891961332_s.jpg,Shinobido 2: Revenage Of Zen
PlayStation 3,3307210410832,3.00,821,6.00,2.00,/product_images/Juegos/PS3 Juegos/3307210410832_s.jpg,Far Cry 2
PlayStation 3,5024866345766,0.90,821,2.50,0.60,/product_images/Juegos/PS3 Juegos/5024866345766_s.jpg,Formula 1 2011
PC,8436010150909,0.20,830,0.75,0.10,/product_images/Juegos/PC Juegos/8436010150909_s.jpg,Pro Race Driver
PlayStation Vita,5030917135156,6.00,990,10.00,4.00,/product_images/Juegos/PS Vita Juegos/5030917135156_s.jpg,Angry Birds: Star Wars
PlayStation 3,3307211609310,1.50,821,4.00,0.90,/product_images/Juegos/PS3 Juegos/3307211609310_s.jpg,Prince of Persia (2008)
PlayStation 3,5051893031379,9.00,821,15.00,6.00,/product_images/Juegos/PS3 Juegos/5051893031379_s.jpg,LEGO Harry Potter (Anos 1-4)
PC,4005209084482,1.30,830,4.50,0.60,/product_images/Juegos/PC Juegos/4005209084482_s.jpg,Company of Heroes (SN)
PC,8436010150282,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8436010150282_s.jpg,Sega Rally 2
PlayStation Vita,5051893143232,9.00,990,15.00,7.00,/product_images/Juegos/PS Vita Juegos/5051893143232_s.jpg,Lego: Legends Of Chima
PlayStation 3,711719468455,1.10,821,3.00,0.70,/product_images/Juegos/PS3 Juegos/711719468455_s.jpg,Gran Turismo 5 Prologue
PlayStation 3,711719685883,3.00,821,5.00,2.00,/product_images/Juegos/PS3 Juegos/711719685883_s.jpg,MotorStorm
PC,4020636128615,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/4020636128615_s.jpg,Lords Of Xulima
PlayStation Vita,711719202622,9.00,990,15.00,7.00,/product_images/Juegos/PS Vita Juegos/711719202622_s.jpg,Wipeout 2048
PlayStation Vita,3307215605608,9.00,990,15.00,7.00,/product_images/Juegos/PS Vita Juegos/3307215605608_s.jpg,Asphalt Injection
PlayStation 3,5021290064799,13.00,821,22.00,9.00,/product_images/Juegos/PS3 Juegos/5021290064799_s.jpg,Kingdom Hearts HD 2.5 ReMix
PC,3307210123077,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/3307210123077_s.jpg,Piratas del Caribe 2 Discs
PlayStation Vita,3391891976022,11.00,990,18.00,8.00,/product_images/Juegos/PS Vita Juegos/3391891976022_s.jpg,Dragon Ball Z Battle of Z
PlayStation 3,3391891963978,11.00,821,18.00,8.00,/product_images/Juegos/PS3 Juegos/3391891963978_s.jpg,Tekken Tag Tournament 2
PC,8426412003798,0.10,830,0.50,0.01,/product_images/Juegos/PC Juegos/8426412003798_s.jpg,Delta Force Black Hawk Down
PlayStation Vita,813633013961,19.00,990,30.00,14.00,/product_images/Juegos/PS Vita Juegos/813633013961_s.jpg,Danganronpa 2: Goodbye Despair
PlayStation Vita,5060073309993,7.00,990,12.00,5.00,/product_images/Juegos/PS Vita Juegos/5060073309993_s.jpg,Ninja Gaiden Sigma 2 Plus
PlayStation 3,4012927052228,0.01,821,0.25,0.01,/product_images/Juegos/PS3 Juegos/4012927052228_s.jpg,Pro Evolution Soccer (PES) 2011
PlayStation Vita,711719835011,3.00,990,6.00,2.00,/product_images/Juegos/PS Vita Juegos/711719835011_s.jpg,"Muppets Movie Adventure, The"
PlayStation 3,3700577001901,9.00,821,15.00,6.00,/product_images/Juegos/PS3 Juegos/3700577001901_s.jpg,Dragon Ball Raging Blast 2
