img_caratula,titulo,precio_intercambio,precio_compra,categoria_str,categoria_id,sku,precio_venta
/product_images/Juegos/PS3 Juegos/4005209112826_s.jpg,Red Faction: Guerrilla,1.10,0.70,PlayStation 3,821,4005209112826,3.00
/product_images/Juegos/PS3 Juegos/4005209150231_s.jpg,WWE 2012,2.00,1.40,PlayStation 3,821,4005209150231,6.00
/product_images/Juegos/PS3 Juegos/4012927053775_s.jpg,Silent Hill Downpour,12.00,9.00,PlayStation 3,821,4012927053775,20.00
/product_images/Juegos/PS3 Juegos/5026555401111_s.jpg,Borderlands,3.00,2.00,PlayStation 3,821,5026555401111,6.00
/product_images/Juegos/PS3 Juegos/5030917088162_s.jpg,Guitar Hero: Warriors Of Rock Solo Juego,1.10,0.70,PlayStation 3,821,5030917088162,3.00
/product_images/Juegos/PS3 Juegos/5051603222813_s.jpg,Lego Batman,7.00,5.00,PlayStation 3,821,5051603222813,12.00
/product_images/Juegos/PS3 Juegos/5055060926161_s.jpg,Moto GP 09/10,1.30,0.80,PlayStation 3,821,5055060926161,3.50
/product_images/Juegos/PS3 Juegos/5055277001491_s.jpg,Alpha Protocol,1.50,0.90,PlayStation 3,821,5055277001491,4.00
/product_images/Juegos/PS3 Juegos/5055277004928_s.jpg,Resonance of Fate,3.00,2.00,PlayStation 3,821,5055277004928,6.00
/product_images/Juegos/PS3 Juegos/5055377602338_s.jpg,Space Hulk,0.90,0.60,PlayStation 3,821,5055377602338,2.50
/product_images/Juegos/PS3 Juegos/711719114888_s.jpg,Singstar Dance (Solo Juego),2.00,1.40,PlayStation 3,821,711719114888,6.00
/product_images/Juegos/PS3 Juegos/71171943695B_s.jpg,Warhawk (Solo Juego),0.50,0.30,PlayStation 3,821,71171943695,1.50
/product_images/Juegos/PS3 Juegos/8023171036199_s.jpg,Sniper Elite 3 - Ultimate Edition,9.00,6.00,PlayStation 3,821,8023171036199,15.00
/product_images/Juegos/PS3 Juegos/8059617102074_s.jpg,MotoGP 14,6.00,4.00,PlayStation 3,821,8059617102074,10.00
/product_images/Juegos/PS3 Juegos/8717418124113_s.jpg,Piratas Del Caribe En El Fin Del Mundo,5.00,3.00,PlayStation 3,821,8717418124113,8.00
/product_images/Juegos/PS3 Juegos/8717418176990_s.jpg,Pure,1.30,0.80,PlayStation 3,821,8717418176990,3.50
/product_images/Juegos/PS3 Juegos/023272007249_s.jpg,"Star Wars: The Force Unleashed, Ult Sith",5.00,3.00,PlayStation 3,821,023272007249,8.00
/product_images/Juegos/PS3 Juegos/3391891956048_s.jpg,Ace Combat: Assault Horizon,3.00,2.00,PlayStation 3,821,3391891956048,6.00
/product_images/Juegos/PS3 Juegos/3391891970648_s.jpg,One Piece Pirate Warriors 2,7.00,5.00,PlayStation 3,821,3391891970648,12.00
/product_images/Juegos/PS3 Juegos/3391891972666_s.jpg,Saint Seiya: Brave Soldiers,9.00,6.00,PlayStation 3,821,3391891972666,15.00
/product_images/Juegos/PS3 Juegos/3391891977234_s.jpg,One Piece: Unlimited World Red,7.00,5.00,PlayStation 3,821,3391891977234,12.00
/product_images/Juegos/PS3 Juegos/3391891982573_s.jpg,Tekken 6 + Tekken Tag Tournament 2 + Soulcalibur V,15.00,11.00,PlayStation 3,821,3391891982573,25.00
/product_images/Juegos/PS3 Juegos/3700577000706_s.jpg,Majin And the Forsaken Kingdom,7.00,5.00,PlayStation 3,821,3700577000706,12.00
/product_images/Juegos/PS3 Juegos/4005209151009_s.jpg,"Warhammer 40,000: Space Marine",1.90,1.20,PlayStation 3,821,4005209151009,5.00
/product_images/Juegos/PS3 Juegos/5021290046337_s.jpg,Dungeon Siege 3,1.50,0.90,PlayStation 3,821,5021290046337,4.00
/product_images/Juegos/PS3 Juegos/5024866336252_s.jpg,Race Driver Grid,3.00,2.00,PlayStation 3,821,5024866336252,5.00
/product_images/Juegos/PS3 Juegos/5026555402705_s.jpg,NBA 2K10,0.50,0.30,PlayStation 3,821,5026555402705,1.50
/product_images/Juegos/PS3 Juegos/5030917043628_s.jpg,Spider-Man 3,5.00,3.00,PlayStation 3,821,5030917043628,8.00
/product_images/Juegos/PS3 Juegos/5030917070709_s.jpg,Blur,6.00,4.00,PlayStation 3,821,5030917070709,10.00
/product_images/Juegos/PS3 Juegos/5037930110740_s.jpg,Wheelman,1.90,1.20,PlayStation 3,821,5037930110740,5.00
/product_images/Juegos/PS3 Juegos/5051893116748_s.jpg,Lego Batman 2: DC Super Heros,9.00,6.00,PlayStation 3,821,5051893116748,15.00
/product_images/Juegos/PS3 Juegos/5051893168686_s.jpg,LEGO: El Hobbit,6.00,4.00,PlayStation 3,821,5051893168686,10.00
/product_images/Juegos/PSP Juegos/5060057024317_s.jpg,Super Fruitfall,0.90,0.40,PSP,862,5060057024317,3.00
/product_images/Juegos/PSP Juegos/5060057024843_s.jpg,Impossible Mission,0.30,0.10,PSP,862,5060057024843,1.00
/product_images/Juegos/PSP Juegos/5060073304295_s.jpg,Disgaea: Afternoon of Darkness,4.00,2.00,PSP,862,5060073304295,12.00
/product_images/Juegos/PSP Juegos/5060073304714_s.jpg,Warriors Orochi,0.40,0.20,PSP,862,5060073304714,1.50
/product_images/Juegos/PSP Juegos/5060073306886_s.jpg,Undead Knights,2.00,1.60,PSP,862,5060073306886,8.00
/product_images/Juegos/PSP Juegos/5060102950318_s.jpg,Pilot Academy,0.90,0.40,PSP,862,5060102950318,3.00
/product_images/Juegos/PSP Juegos/5060102950622_s.jpg,Bomberman Land,2.00,1.20,PSP,862,5060102950622,6.00
/product_images/Juegos/PSP Juegos/5060102952497_s.jpg,Harvest Moon: Hero Of Leaf Valley,2.00,1.40,PSP,862,5060102952497,7.00
/product_images/Juegos/PSP Juegos/5060121822092_s.jpg,Final Fantasy Tactics The War of The Lio,5.00,3.00,PSP,862,5060121822092,15.00
/product_images/defimg2_s.jpg,Space Invaders Extreme,1.60,0.90,PSP,862,5060121823402,4.50
/product_images/Juegos/PSP Juegos/5060125481080_s.jpg,Puzzle Quest,1.80,1.00,PSP,862,5060125481080,5.00
/product_images/defimg3_s.jpg,Blokus,0.90,0.40,PSP,862,5060136650284,3.00
/product_images/Juegos/PSP Juegos/5060138430952_s.jpg,Full Auto 2: Battlelines,0.90,0.40,PSP,862,5060138430952,3.00
/product_images/Juegos/PSP Juegos/5060138431829_s.jpg,Crazy Taxi: La Guerra de los Taximetros,2.00,1.60,PSP,862,5060138431829,8.00
/product_images/Juegos/PSP Juegos/5060138432796_s.jpg,La Brujula Dorada,0.40,0.20,PSP,862,5060138432796,1.50
/product_images/Juegos/PSP Juegos/711719103363_s.jpg,Fat Princess: Fistful of Cake,0.40,0.20,PSP,862,711719103363,1.50
/product_images/Juegos/PSP Juegos/711719109990_s.jpg,White Knight Chronicles: Origins,0.90,0.40,PSP,862,711719109990,3.00
/product_images/Juegos/PSP Juegos/711719114772_s.jpg,Everybody's Tennis,0.40,0.20,PSP,862,711719114772,1.50
/product_images/defimg4_s.jpg,Invizimals La Otra Dimension + PSP Go,0.90,0.40,PSP,862,711719118589,3.00
/product_images/Juegos/PSP Juegos/711719136552_s.jpg,Buzz - Concurso Universal,0.30,0.10,PSP,862,711719136552,1.00
/product_images/Juegos/PSP Juegos/711719141846_s.jpg,Patapon 2,1.40,0.80,PSP,862,711719141846,4.00
/product_images/defimg3_s.jpg,Mega Minis Volume 2,0.40,0.20,PSP,862,711719151685,1.50
/product_images/defimg4_s.jpg,Mega Minis Vol 3,0.70,0.30,PSP,862,711719152682,2.50
/product_images/Juegos/PSP Juegos/711719153955_s.jpg,Socom Fire Team Bravo 3,1.20,0.70,PSP,862,711719153955,3.50
/product_images/Juegos/PSP Juegos/711719161158_s.jpg,Gran Turismo (Edicion Especial),2.00,1.60,PSP,862,711719161158,8.00
/product_images/Juegos/PSP Juegos/711719174776_s.jpg,Locura en la Jungla,0.90,0.40,PSP,862,711719174776,3.00
/product_images/Juegos/PSP Juegos/711719181019_s.jpg,Namco Museum Battle Collection,2.00,1.20,PSP,862,711719181019,6.00
/product_images/defimg2_s.jpg,Little Big Planet Edicion Especial,1.40,0.80,PSP,862,711719181453,4.00
/product_images/Juegos/PSP Juegos/711719182054_s.jpg,Echoshift,0.30,0.10,PSP,862,711719182054,1.00
/product_images/defimg2_s.jpg,AVT Offroad Fury,2.00,1.20,PSP,862,711719191384,6.00
/product_images/Juegos/PSP Juegos/711719420354_s.jpg,Wipeout Pulse,1.40,0.80,PSP,862,711719420354,4.00
/product_images/Juegos/PSP Juegos/711719675655_s.jpg,World Tour Soccer,0.10,0.01,PSP,862,711719675655,0.50
/product_images/Juegos/PSP Juegos/711719682554_s.jpg,World Rally Championship,0.90,0.40,PSP,862,711719682554,3.00
/product_images/Juegos/PSP Juegos/711719973751_s.jpg,Echochrome,0.40,0.20,PSP,862,711719973751,1.50
/product_images/Juegos/PSP Juegos/8033102495063_s.jpg,Superbike 07,0.70,0.30,PSP,862,8033102495063,2.50
/product_images/Juegos/PSP Juegos/8717418107123_s.jpg,Every Extend Extra,0.20,0.10,PSP,862,8717418107123,0.75
/product_images/Juegos/PSP Juegos/8717418107154_s.jpg,Lumines II,0.40,0.20,PSP,862,8717418107154,1.50
/product_images/Juegos/PSP Juegos/8717418228118_s.jpg,Hannah Montana: Vive el Espectaculo,0.10,0.01,PSP,862,8717418228118,0.50
/product_images/Juegos/PSP Juegos/8717418282202_s.jpg,Split/Second,0.60,0.30,PSP,862,8717418282202,2.00
/product_images/Juegos/PSP Juegos/8717545402481_s.jpg,Obscure - The Aftermath,5.00,3.00,PSP,862,8717545402481,15.00
/product_images/Juegos/PSP Juegos/010086660142_s.jpg,Sega Genesis Collection,4.00,2.00,PSP,862,010086660142,12.00
/product_images/Juegos/PSP Juegos/013388270231_s.jpg,MegaMan PoweredUp/MegaMan Maverick Hunter,10.00,6.00,PSP,862,013388270231,30.00
/product_images/Juegos/PSP Juegos/014633148350_s.jpg,FIFA Soccer PSP,0.70,0.30,PSP,862,014633148350,2.50
/product_images/defimg4_s.jpg,Tiger Woods PGA Tour 06,0.10,0.01,PSP,862,014633148381,0.50
/product_images/Juegos/PSP Juegos/014633149654_s.jpg,Madden NFL 06,3.00,1.80,PSP,862,014633149654,9.00
/product_images/Juegos/PSP Juegos/014633152487_s.jpg,Madden 2007 (US),5.00,2.00,PSP,862,014633152487,14.00
/product_images/Juegos/PSP Juegos/014633155044_s.jpg,Madden NFL 09,2.00,1.60,PSP,862,014633155044,8.00
/product_images/Juegos/PSP Juegos/014633196702_s.jpg,Madden NFL 12,10.00,6.00,PSP,862,014633196702,30.00
/product_images/defimg2_s.jpg,Thrillville Of The Rails,2.00,1.20,PSP,862,023272004866,6.00
/product_images/defimg2_s.jpg,Thrillville: Fuera de Control,0.40,0.20,PSP,862,023272004903,1.50
/product_images/Juegos/PSP Juegos/023272007997_s.jpg,Star Wars Clone Wars Heroes de la Republ,2.00,1.20,PSP,862,023272007997,6.00
/product_images/Juegos/PSP Juegos/023272009717_s.jpg,Lego Star Wars III: The Clone Wars,4.00,2.00,PSP,862,023272009717,12.00
/product_images/Juegos/PSP Juegos/031719269457_s.jpg,NBA Ballers Rebound,2.00,1.60,PSP,862,031719269457,8.00
/product_images/Juegos/Wii Juegos/5021290031944_s.jpg,Tomb Raider: Anniversary,7.00,5.00,Wii,831,5021290031944,12.00
/product_images/Juegos/PSP Juegos/031719269846_s.jpg,RUSH,2.00,1.60,PSP,862,031719269846,8.00
/product_images/Juegos/PSP Juegos/0813633010021_s.jpg,Prinny: Can I Really Be The Hero?,5.00,3.00,PSP,862,0813633010021,15.00
/product_images/Juegos/Wii Juegos/5026555042864_s.jpg,Carnival Mini Golf,3.00,2.00,Wii,831,5026555042864,5.00
/product_images/Juegos/Wii Juegos/5026555044608_s.jpg,Sid Meiers Pirates,1.30,0.80,Wii,831,5026555044608,3.50
/product_images/Juegos/PSP Juegos/083717260288_s.jpg,Pro Evolution Soccer 07,2.00,1.60,PSP,862,083717260288,8.00
/product_images/Juegos/PSP Juegos/083717260394_s.jpg,Metal Gear Solid Portable Ops Plus (US),5.00,3.00,PSP,862,083717260394,15.00
/product_images/Juegos/Wii Juegos/5026555044912_s.jpg,NBA 2K11,5.00,3.00,Wii,831,5026555044912,8.00
/product_images/Juegos/Wii Juegos/5026555045537_s.jpg,Nickelodeon Dance,5.00,3.00,Wii,831,5026555045537,8.00
/product_images/Juegos/Wii Juegos/5026555045698_s.jpg,NBA 2K13,6.00,4.00,Wii,831,5026555045698,10.00
/product_images/Juegos/Wii Juegos/5030917037337_s.jpg,Tony Hawk's Downhill Jam,3.00,2.00,Wii,831,5030917037337,6.00
/product_images/Juegos/Wii Juegos/5030917046971_s.jpg,Spider-Man: Amigo o Enemigo?,3.00,2.00,Wii,831,5030917046971,6.00
/product_images/Juegos/Wii Juegos/5030917048142_s.jpg,Bee Movie,3.00,2.00,Wii,831,5030917048142,5.00
/product_images/Juegos/Wii Juegos/5030917060113_s.jpg,Pitfalll: La Gran Aventura,3.00,2.00,Wii,831,5030917060113,6.00
/product_images/Juegos/Wii Juegos/5030917060748_s.jpg,Monster Jam Asalto Urbano,11.00,8.00,Wii,831,5030917060748,18.00
/product_images/Juegos/Wii Juegos/5030917082078_s.jpg,Shrek: Felices Para Siempre,3.00,2.00,Wii,831,5030917082078,5.00
/product_images/Juegos/Wii Juegos/5030917090202_s.jpg,DJ Hero 2 (Solo Juego),0.30,0.20,Wii,831,5030917090202,1.00
/product_images/Juegos/Wii Juegos/5030917095658_s.jpg,Transformers: Lado Oscuro de la Luna,3.00,2.00,Wii,831,5030917095658,6.00
/product_images/Juegos/Wii Juegos/5030917106309_s.jpg,Cabelas Big Game Hunter 2012-Bundle,11.00,8.00,Wii,831,5030917106309,18.00
/product_images/Juegos/Wii Juegos/5030917113567_s.jpg,Skylanders Giants: Booster Pack,1.50,0.90,Wii,831,5030917113567,4.00
/product_images/Juegos/Wii Juegos/5030917131745_s.jpg,Teenage Mutant Ninja Turtles (Nickelodeon),5.00,3.00,Wii,831,5030917131745,8.00
/product_images/Juegos/Wii Juegos/5030917132155_s.jpg,Angry Birds: Star Wars,6.00,4.00,Wii,831,5030917132155,10.00
/product_images/Juegos/Wii Juegos/5030917146992_s.jpg,Skylanders Trap Team Starter Pack,7.00,5.00,Wii,831,5030917146992,12.00
/product_images/Juegos/Wii Juegos/5030934055123_s.jpg,Tiger Woods PGA Tour 07,0.70,0.40,Wii,831,5030934055123,2.00
/product_images/Juegos/Wii Juegos/5030934055239_s.jpg,SSX Blur,5.00,3.00,Wii,831,5030934055239,8.00
/product_images/Juegos/Wii Juegos/5030934058735_s.jpg,Los Sims 2 Naufragos,6.00,4.00,Wii,831,5030934058735,10.00
/product_images/Juegos/Wii Juegos/5030934059183_s.jpg,FIFA 08,0.30,0.20,Wii,831,5030934059183,1.00
/product_images/Juegos/Wii Juegos/5030934066167_s.jpg,Littlest Pet Shop,3.00,2.00,Wii,831,5030934066167,6.00
/product_images/Juegos/Wii Juegos/503093406798B_s.jpg,EA Active Personal Trainer (Solo Juego),0.70,0.40,Wii,831,503093406798,2.00
/product_images/Juegos/Wii Juegos/5030934074315_s.jpg,Tiger Woods PGA Tour 10,0.50,0.30,Wii,831,5030934074315,1.50
/product_images/Juegos/Wii Juegos/5030934087476_s.jpg,Harry Potter: Reliquias De La Muerte P1,7.00,5.00,Wii,831,5030934087476,12.00
/product_images/Juegos/Wii Juegos/5030934092197_s.jpg,Hasbro Juegos En Familia 3,11.00,8.00,Wii,831,5030934092197,18.00
/product_images/Juegos/Wii Juegos/5030934093637_s.jpg,Need For Speed Hot Pursuit 2010,6.00,4.00,Wii,831,5030934093637,10.00
/product_images/Juegos/Wii Juegos/5030934101134_s.jpg,Rango,3.00,2.00,Wii,831,5030934101134,6.00
/product_images/Juegos/Wii Juegos/5051893027761_s.jpg,Senor De Los Anillos: Aventuras De Arago,5.00,3.00,Wii,831,5051893027761,8.00
/product_images/Juegos/Wii Juegos/5051893027891_s.jpg,LEGO Harry Potter (Anos 1-4),7.00,5.00,Wii,831,5051893027891,12.00
/product_images/Juegos/Wii Juegos/5051893074710_s.jpg,Happy Feet 2,3.00,2.00,Wii,831,5051893074710,5.00
/product_images/Juegos/Wii Juegos/5055060951002_s.jpg,Okami,15.00,11.00,Wii,831,5055060951002,25.00
/product_images/Juegos/Wii Juegos/5055277000258_s.jpg,Virtua Tennis 2009,3.00,2.00,Wii,831,5055277000258,5.00
/product_images/Juegos/Wii Juegos/5055277006762_s.jpg,Tournament of Legends,1.50,0.90,Wii,831,5055277006762,4.00
/product_images/Juegos/Wii Juegos/5055277007523_s.jpg,Gunblade NY/L.A. Machine Guns,3.00,2.00,Wii,831,5055277007523,6.00
/product_images/Juegos/Wii Juegos/5060004769384_s.jpg,Super Monkey Ball Banana Blitz,4.00,3.00,Wii,831,5060004769384,7.00
/product_images/Juegos/Wii Juegos/5060112741333_s.jpg,Brave: A Warrior's Tale,1.50,0.90,Wii,831,5060112741333,4.00
/product_images/Juegos/Wii Juegos/5060121823907_s.jpg,Final Fantasy Fables: Chocobo Dungeon,12.00,9.00,Wii,831,5060121823907,20.00
/product_images/Juegos/Wii Juegos/5060138434400_s.jpg,Ghost Squad,3.00,2.00,Wii,831,5060138434400,5.00
/product_images/Juegos/Wii Juegos/5060138435582_s.jpg,Bleach: Shattered Blade,5.00,3.00,Wii,831,5060138435582,8.00
/product_images/Juegos/Wii Juegos/5060138438507_s.jpg,Samba de Amigo (Solo Juego),3.00,2.00,Wii,831,5060138438507,6.00
/product_images/Juegos/Wii Juegos/5390102502980_s.jpg,Supervivientes,1.30,0.80,Wii,831,5390102502980,3.50
/product_images/Juegos/Wii Juegos/8430613001637_s.jpg,Real Madrid The Game,1.30,0.80,Wii,831,8430613001637,3.50
/product_images/Juegos/Wii Juegos/859292000454_s.jpg,Heavy Fire Afghanistan,6.00,4.00,Wii,831,859292000454,10.00
/product_images/Juegos/Wii Juegos/8717418182595_s.jpg,Disney Sing it,0.90,0.60,Wii,831,8717418182595,2.50
/product_images/Juegos/Wii Juegos/7340044301705_s.jpg,We Sing Rock,1.50,0.90,Wii,831,7340044301705,4.00
/product_images/Juegos/Wii Juegos/8023171009865_s.jpg,Bust a Move,5.00,3.00,Wii,831,8023171009865,8.00
/product_images/Juegos/Wii Juegos/8023171011387_s.jpg,Nuevas Aventuras de Shin Chan,4.00,3.00,Wii,831,8023171011387,7.00
/product_images/Juegos/Wii Juegos/8023171031385_s.jpg,Zumba Fitness wCore,6.00,4.00,Wii,831,8023171031385,10.00
/product_images/Juegos/Wii Juegos/8023171034256_s.jpg,Zumba Fitness 2 + Cinturon,11.00,8.00,Wii,831,8023171034256,18.00
/product_images/Juegos/Wii Juegos/8033102491966_s.jpg,Nat Geo Quiz! Wild Life,0.90,0.60,Wii,831,8033102491966,2.50
/product_images/Juegos/Wii Juegos/5060121826045_s.jpg,Final Fantasy CC: Crystal Bearers,11.00,8.00,Wii,831,5060121826045,18.00
/product_images/Juegos/Wii Juegos/5030917044731_s.jpg,Transformers The Game,3.00,2.00,Wii,831,5030917044731,6.00
/product_images/Juegos/Wii Juegos/045496364380_s.jpg,Zack & Wiki: Quest for Barbaros Treasure,9.00,6.00,Wii,831,045496364380,15.00
/product_images/Juegos/Wii Juegos/4005209167086_s.jpg,WWE 13,5.00,3.00,Wii,831,4005209167086,8.00
/product_images/Juegos/Xbox 360 Juegos/5026555251884_s.jpg,XCOM: Enemy Unknown,0.90,0.60,Xbox 360,827,5026555251884,2.50
/product_images/Juegos/Xbox 360 Juegos/5026555253260_s.jpg,Duke Nukem Forever,1.50,0.90,Xbox 360,827,5026555253260,4.00
/product_images/Juegos/Xbox 360 Juegos/5026555254656_s.jpg,"Darkness 2, The",0.90,0.60,Xbox 360,827,5026555254656,2.50
/product_images/Juegos/Xbox 360 Juegos/5026555260367_s.jpg,Bureau: XCOM Declassified,1.50,0.90,Xbox 360,827,5026555260367,4.00
/product_images/defimg2_s.jpg,WWE 2K17,22.00,15.00,Xbox 360,827,5026555265423,35.00
/product_images/Juegos/Xbox 360 Juegos/5030917149405_s.jpg,Diablo III: Reaper Of Souls,7.00,5.00,Xbox 360,827,5030917149405,12.00
/product_images/Juegos/Xbox 360 Juegos/5030934049962_s.jpg,Battlefield 2: Modern Combat,1.50,0.90,Xbox 360,827,5030934049962,4.00
/product_images/Juegos/Xbox 360 Juegos/5030934059459_s.jpg,Los Simpson - El Videojuego,6.00,4.00,Xbox 360,827,5030934059459,10.00
/product_images/Juegos/Xbox 360 Juegos/5030934061438_s.jpg,Battlefield: Bad Company,1.10,0.70,Xbox 360,827,5030934061438,3.00
/product_images/Juegos/Xbox 360 Juegos/5030934061872_s.jpg,FIFA Street 3,2.00,1.50,Xbox 360,827,5030934061872,3.50
/product_images/Juegos/Xbox 360 Juegos/5030934103770_s.jpg,Kingdoms Of Amalur: Reckoning,1.50,0.90,Xbox 360,827,5030934103770,4.00
/product_images/Juegos/Xbox 360 Juegos/5030940113176_s.jpg,Battlefield Hardline (2 Disc),7.00,5.00,Xbox 360,827,5030940113176,12.00
/product_images/Juegos/Xbox 360 Juegos/5037930100208_s.jpg,Stranglehold,1.10,0.70,Xbox 360,827,5037930100208,3.00
/product_images/Juegos/Xbox 360 Juegos/5051893143492_s.jpg,Batman: Arkham Origins (2 Discos),9.00,6.00,Xbox 360,827,5051893143492,15.00
/product_images/Juegos/Xbox 360 Juegos/5055060961032_s.jpg,Devil May Cry 4,1.90,1.20,Xbox 360,827,5055060961032,5.00
/product_images/Juegos/Xbox 360 Juegos/5055060961308_s.jpg,Bionic Commando,1.30,0.80,Xbox 360,827,5055060961308,3.50
/product_images/Juegos/Xbox 360 Juegos/5055060963364_s.jpg,Devil May Cry HD Collection,12.00,9.00,Xbox 360,827,5055060963364,20.00
/product_images/Juegos/Xbox 360 Juegos/5060138431751_s.jpg,Virtua Fighter 5,3.00,2.00,Xbox 360,827,5060138431751,6.00
/product_images/Juegos/Xbox 360 Juegos/5060138436527_s.jpg,Viking: Battle for Asgard,1.30,0.80,Xbox 360,827,5060138436527,3.50
/product_images/Juegos/Xbox 360 Juegos/5060138438668_s.jpg,Beijing 2008: Juegos Olimpicos,1.30,0.80,Xbox 360,827,5060138438668,3.50
/product_images/Juegos/Xbox 360 Juegos/8011642021072_s.jpg,WRC 2 FIA World Rally Championship,6.00,4.00,Xbox 360,827,8011642021072,10.00
/product_images/Juegos/Xbox 360 Juegos/8717418149307_s.jpg,Turok,5.00,3.00,Xbox 360,827,8717418149307,8.00
/product_images/Juegos/Xbox 360 Juegos/8717418177195_s.jpg,Pure,0.70,0.40,Xbox 360,827,8717418177195,2.00
/product_images/Juegos/Xbox 360 Juegos/882224746083_s.jpg,Ninja Blade,1.50,0.90,Xbox 360,827,882224746083,4.00
/product_images/Juegos/Xbox 360 Juegos/885370316117_s.jpg,Star Wars Kinect,5.00,3.00,Xbox 360,827,885370316117,8.00
/product_images/Juegos/Xbox 360 Juegos/885370808148_s.jpg,World of Tanks,0.70,0.40,Xbox 360,827,885370808148,2.00
/product_images/Juegos/Xbox 360 Juegos/023272008154_s.jpg,Star Wars Clone Wars Heroes de la Republ,6.00,4.00,Xbox 360,827,023272008154,10.00
/product_images/Juegos/Xbox 360 Juegos/093155122482_s.jpg,Rogue Warrior,1.90,1.20,Xbox 360,827,093155122482,5.00
/product_images/Juegos/Xbox 360 Juegos/3307210199065_s.jpg,Ghost Recon Advanced Warfighter,0.50,0.30,Xbox 360,827,3307210199065,1.50
/product_images/Juegos/Xbox 360 Juegos/3307210206718_s.jpg,King Kong,5.00,3.00,Xbox 360,827,3307210206718,8.00
/product_images/Juegos/Xbox 360 Juegos/3307210267764_s.jpg,Beowulf The Game,1.10,0.70,Xbox 360,827,3307210267764,3.00
/product_images/Juegos/Xbox 360 Juegos/3307211504530_s.jpg,Armored Core 4: Answer,0.70,0.40,Xbox 360,827,3307211504530,2.00
/product_images/Juegos/Xbox 360 Juegos/3307215802779_s.jpg,Assassin's Creed: American Saga (No Liberation DLC),12.00,9.00,Xbox 360,827,3307215802779,20.00
/product_images/Juegos/Xbox 360 Juegos/3348542212664_s.jpg,Crash: Lucha de Titanes,7.00,5.00,Xbox 360,827,3348542212664,12.00
/product_images/Juegos/Xbox 360 Juegos/3391891975681_s.jpg,Dragonball Z: Battle Of Z,9.00,6.00,Xbox 360,827,3391891975681,15.00
/product_images/Juegos/Xbox 360 Juegos/3391891980364_s.jpg,Dragon Ball: Xenoverse,18.00,13.00,Xbox 360,827,3391891980364,30.00
/product_images/Juegos/Xbox 360 Juegos/3546430124338_s.jpg,Alone in the Dark,1.30,0.80,Xbox 360,827,3546430124338,3.50
/product_images/Juegos/Xbox One Juegos/3307215730898_s.jpg,Assassin's Creed IV: Black Flag Buccan..,18.00,13.00,Xbox One,1002,3307215730898,30.00
/product_images/Juegos/Xbox 360 Juegos/4005209096232_s.jpg,Conan,1.10,0.70,Xbox 360,827,4005209096232,3.00
/product_images/Juegos/Xbox 360 Juegos/4005209149372_s.jpg,Red Faction: Armageddon,1.30,0.80,Xbox 360,827,4005209149372,3.50
/product_images/Juegos/Xbox 360 Juegos/4005209166911_s.jpg,WWE 13,1.30,0.80,Xbox 360,827,4005209166911,3.50
/product_images/Juegos/Xbox One Juegos/492110330106_s.jpg,Rugby 2015,1.30,0.80,Xbox One,1002,492110330106,3.50
/product_images/Juegos/Xbox One Juegos/5060146461399_s.jpg,"Wolf Among Us, The",1.90,1.20,Xbox One,1002,5060146461399,5.00
/product_images/Juegos/Xbox One Juegos/3307215730751_s.jpg,Assassin's Creed IV: Black Flag Skull Ed,6.00,4.00,Xbox One,1002,3307215730751,10.00
/product_images/Juegos/Xbox 360 Juegos/4020628512262_s.jpg,Metro Last Light,3.00,2.00,Xbox 360,827,4020628512262,6.00
/product_images/Juegos/Xbox 360 Juegos/4260176170235_s.jpg,Winter Sports 2009,0.70,0.40,Xbox 360,827,4260176170235,2.00
/product_images/Juegos/Xbox 360 Juegos/5021290024946_s.jpg,Tomb Raider Legend,6.00,4.00,Xbox 360,827,5021290024946,10.00
/product_images/Juegos/Xbox One Juegos/3307215912799_s.jpg,Hasbro Family Fun Pack,9.00,6.00,Xbox One,1002,3307215912799,15.00
/product_images/Juegos/Xbox One Juegos/4020628847371_s.jpg,Mighty No.9,11.00,8.00,Xbox One,1002,4020628847371,18.00
/product_images/Juegos/Xbox One Juegos/3499550341218_s.jpg,WRC 5 (World Rally Championship),11.00,8.00,Xbox One,1002,3499550341218,18.00
/product_images/Juegos/Xbox 360 Juegos/5021290047501_s.jpg,Dungeon Siege 3,1.30,0.80,Xbox 360,827,5021290047501,3.50
/product_images/Juegos/Xbox 360 Juegos/5024866349627_s.jpg,Grid 2,1.90,1.20,Xbox 360,827,5024866349627,5.00
/product_images/Juegos/Xbox 360 Juegos/5024866361247_s.jpg,Formula 1 2013,7.00,5.00,Xbox 360,827,5024866361247,12.00
/product_images/Juegos/Xbox 360 Juegos/5026555247245_s.jpg,Midnight Club 4: Los Angeles,5.00,3.00,Xbox 360,827,5026555247245,8.00
/product_images/Juegos/Xbox 360 Juegos/5030917043864_s.jpg,Spider-Man 3,3.00,2.00,Xbox 360,827,5030917043864,6.00
/product_images/Juegos/Xbox 360 Juegos/5030917045011_s.jpg,Transformers The Game,3.00,2.00,Xbox 360,827,5030917045011,5.00
/product_images/defimg2_s.jpg,Guitar Hero 3 Legends of Rock (Game Only),2.00,1.80,Xbox 360,827,5030917049187,4.00
/product_images/Juegos/Xbox 360 Juegos/5030917050701_s.jpg,Soldier of Fortune 3: Venganza,1.10,0.70,Xbox 360,827,5030917050701,3.00
