titulo,precio_venta,sku,precio_compra,precio_intercambio,img_caratula,categoria_str,categoria_id
Pingu Y Sus Amigos,0.10,8436037170539,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Teletubbies - Juega con los teletubbies,0.25,8436037170546,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Caminando Entre Dinosaurios,1.00,8436037170560,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
Noddy Preparate Para La Escuela,0.25,8436037170577,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Fimbles Fimbli Diversion,0.25,8436037170584,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Easyspeak Ingles,2.50,8436037170645,0.50,0.90,/product_images/defimg5_s.jpg,PC,830
Activa Tu Mente,1.00,8436037170782,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Mia Idiomas,0.50,8436037170874,0.01,0.10,/product_images/defimg4_s.jpg,PC,830
Mia Matematicas,4.00,8436037170898,0.80,1.40,/product_images/defimg4_s.jpg,PC,830
Patito Feo: La Historia Mas Bonita,0.25,8436037171758,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Patito Feo En Tu Computadora,0.10,8436037171826,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Romance con un vampiro,1.00,8436037171857,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
4x4 Hummer,1.50,8436037172083,0.20,0.40,/product_images/defimg1_s.jpg,PC,830
FBI: Caso Paranormal,0.75,8436037172250,0.10,0.20,/product_images/defimg2_s.jpg,PC,830
Secretos del Vaticano - La Santa Alianza,3.50,8436037172267,0.50,1.00,/product_images/defimg4_s.jpg,PC,830
Motor Racer Collection,0.75,8436037172304,0.10,0.20,/product_images/defimg5_s.jpg,PC,830
Monument Builders: Torre Eiffel,0.25,8436037172311,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Monument Builders - Titanic Tycoon,0.10,8436037172335,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
"Isla Misteriosa 2, La",1.00,8436037172359,0.20,0.30,/product_images/defimg3_s.jpg,PC,830
Frankenstein - Edicion Especial,5.00,8436037172427,1.20,1.90,/product_images/defimg5_s.jpg,PC,830
Jack El Destripador - Edición Especial,2.00,8436037172434,0.30,0.60,/product_images/defimg3_s.jpg,PC,830
Hollywood,2.00,8436037172441,0.30,0.60,/product_images/defimg1_s.jpg,PC,830
Profiler,0.75,8436037172779,0.10,0.20,/product_images/defimg1_s.jpg,PC,830
Dracula 2 - Pack Series,3.00,8436037172816,0.60,1.00,/product_images/defimg4_s.jpg,PC,830
Cute the Rope,8.00,8436037173226,1.60,2.00,/product_images/defimg1_s.jpg,PC,830
Amerzone Series Episocios 1-2-3,1.00,8436037173479,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
"Atlantis The New Wolrd Episodio 1, 2 Y 3",2.50,8436037173479,0.30,0.70,/product_images/defimg1_s.jpg,PC,830
Louvre Messenger Episode 1&2,1.00,8436037173479,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
"Versailles II Series Episodio 1, 2 Y 3",4.00,8436037173479,0.60,1.20,/product_images/defimg5_s.jpg,PC,830
Streets Of Moscow,0.50,843603717347,0.01,0.10,/product_images/defimg5_s.jpg,PC,830
Turbo Brain,2.50,8436038250315,0.50,0.90,/product_images/defimg3_s.jpg,PC,830
Fritz Twelve,3.00,8436038250698,0.70,1.10,/product_images/defimg1_s.jpg,PC,830
Naraba: descubre un nuevo mundo,0.25,8436038250803,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Naraba World El Laberinto de la Luz,0.10,8436038250865,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Naraba World El Palacio Misterioso,0.25,8436038250872,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Enemy Infestation,2.00,8437000653721,0.40,0.70,/product_images/defimg5_s.jpg,PC,830
"Zodiac Saints, The (P)",1.00,8437001995035,0.20,0.30,/product_images/defimg3_s.jpg,PC,830
Psycho Games (P),1.00,8437001995073,0.20,0.30,/product_images/defimg5_s.jpg,PC,830
Trivial Quest Comunidad De Madrid (P),1.50,8437001995097,0.20,0.40,/product_images/defimg1_s.jpg,PC,830
Borrps's Balls,0.10,8437004214010,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Off Road Arena,0.10,8437004214027,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Golf Galaxy,0.10,8437004214034,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Syndicate (P),3.50,5030934099530,0.80,1.30,/product_images/defimg5_s.jpg,PC,830
Dead Space 2 (P),7.00,5030934099820,1.40,2.00,/product_images/defimg3_s.jpg,PC,830
"Sims 3 (SN), Los Edicion limitada (P)",40.00,5030934099844,18.00,25.00,/product_images/Juegos/PC Juegos/5030934099844S_s.jpg,PC,830
Los Sims 3: Menuda Familia (P),22.00,5030934100915,9.00,13.00,/product_images/Juegos/PC Juegos/5030934100915_s.jpg,PC,830
Los Sims 3: Menuda Familia (SN) Offline,10.00,503093410091,4.00,6.00,/product_images/Juegos/PC Juegos/503093410091O_s.jpg,PC,830
Mass Effect 3 (P),3.00,5030934101561,0.60,1.00,/product_images/Juegos/PC Juegos/5030934101561_s.jpg,PC,830
Portal 2 (P),6.00,5030934102063,2.00,3.00,/product_images/defimg3_s.jpg,PC,830
Sims 3: Barnacle Bay (P),6.00,5030934102674,1.20,2.00,/product_images/defimg3_s.jpg,PC,830
Harry Potter: Reliquias de la Murerte P2,1.50,5030934102742,0.20,0.40,/product_images/defimg2_s.jpg,PC,830
Battlefield 3 (P),4.50,5030934102759,1.00,1.70,/product_images/defimg1_s.jpg,PC,830
Sims Medieval Piratas Y Caballeros,9.00,5030934103794,1.80,3.00,/product_images/defimg4_s.jpg,PC,830
Kingdoms Of Amalur: Reckoning (P),2.50,5030934103800,0.50,0.90,/product_images/Juegos/PC Juegos/5030934103800_s.jpg,PC,830
Fifa Manager 12 (P),2.00,5030934103862,0.40,0.70,/product_images/defimg2_s.jpg,PC,830
"Sims 3, Los + Menuda Familia (P)",22.00,5030934103923,9.00,13.00,/product_images/Juegos/PC Juegos/5030934103923_s.jpg,PC,830
"Need For Speed, The Run LE (P)",0.25,5030934104371,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Battlefield 3: Close Quarters (P),0.10,5030934104524,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Star Wars: The Old Republic (P),3.50,5030934104555,0.70,1.20,/product_images/defimg2_s.jpg,PC,830
Sims 3 Edicion Premium,40.00,5030934104883,18.00,25.00,/product_images/Juegos/PC Juegos/5030934104883_s.jpg,PC,830
"Sims 3, Salto A La Fama (P)",15.00,5030934104951,3.00,5.00,/product_images/Juegos/PC Juegos/5030934104951_s.jpg,PC,830
FIFA 12 (P),4.00,5030934105033,0.60,1.20,/product_images/Juegos/PC Juegos/5030934105033_s.jpg,PC,830
Sims 3 (SN) + Salto A La Fama,12.00,5030934105064,2.00,4.00,/product_images/Juegos/PC Juegos/5030934105064_s.jpg,PC,830
Sims 3 + Vaya Fauna (P),20.00,5030934106634,9.00,12.00,/product_images/Juegos/PC Juegos/5030934106634_s.jpg,PC,830
"Sims 3 (SN) Deluxe, Los (P)",25.00,5030934106641,11.00,15.00,/product_images/Juegos/PC Juegos/5030934106641S_s.jpg,PC,830
Los Sims 3 Edicion Especial,8.00,5030934107761,1.60,2.00,/product_images/defimg2_s.jpg,PC,830
Los Sims 3 Katy Perry Dulce Tentacion (P),10.00,5030934107983,2.00,3.00,/product_images/Juegos/PC Juegos/5030934107983_s.jpg,PC,830
"Sims 3, Salto A La Fama Ed Lim (P)",18.00,5030934108348,3.00,6.00,/product_images/Juegos/PC Juegos/5030934108348_s.jpg,PC,830
Sim City 2013 (P),15.00,5030934108850,3.00,5.00,/product_images/defimg1_s.jpg,PC,830
Medal of Honor: Warfighter (P),9.00,5030934109031,1.80,3.00,/product_images/Juegos/PC Juegos/5030934109031_s.jpg,PC,830
Sims 3 - Criaturas Sobrenaturales Expansion (P),22.00,5030934109055,4.00,7.00,/product_images/defimg3_s.jpg,PC,830
Los Sims 3 Y Las Cuatro Estaciones (P),30.00,5030934109079,6.00,10.00,/product_images/Juegos/PC Juegos/5030934109079_s.jpg,PC,830
Need For Speed: Most Wanted 12 (P),10.00,5030934109208,4.00,6.00,/product_images/Juegos/PC Juegos/5030934109208_s.jpg,PC,830
Crysis 3 (P),8.00,5030934109666,1.60,2.00,/product_images/Juegos/PC Juegos/5030934109666_s.jpg,PC,830
Sims 3: Movida En La Facultad - Edición,22.00,5030934109956,5.00,8.00,/product_images/Juegos/PC Juegos/5030934109956_s.jpg,PC,830
Clasicos Arcade Vol 1,2.00,8437006959025,0.30,0.60,/product_images/defimg4_s.jpg,PC,830
Clasicos Arcade Vol. 2,0.25,8437006959049,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Curso De Ajedrez,1.00,8437006959322,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Clasicos Arcade Volume 4-5-6,2.50,8437006959551,0.50,0.90,/product_images/defimg4_s.jpg,PC,830
Caillou: Cuerpo Formas y Puzzles,0.25,8437006959728,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Arcade Games Collection,0.25,8437006959797,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Brain Activity,10.00,8437006959810,2.00,3.00,/product_images/defimg3_s.jpg,PC,830
Streets of Moscow,0.75,8437006959896,0.10,0.20,/product_images/defimg3_s.jpg,PC,830
Childtopia Vol. 1,0.25,8437006996037,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Childtopia Vol. 3,0.50,8437006996051,0.01,0.10,/product_images/defimg2_s.jpg,PC,830
X3 Reunion,1.50,8437007641004,0.20,0.40,/product_images/defimg2_s.jpg,PC,830
Heroes of Annihilated Empires,0.75,8437007641011,0.10,0.20,/product_images/defimg5_s.jpg,PC,830
Necronomicon,4.00,8437010562006,0.60,1.20,/product_images/defimg2_s.jpg,PC,830
Zoo Empire,0.75,8437010562006,0.10,0.20,/product_images/defimg4_s.jpg,PC,830
AIM Racing,1.00,843701056200,0.10,0.30,/product_images/defimg5_s.jpg,PC,830
Classic Car Racing,0.25,843701056200,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Brain Games E.E.,0.25,8437011575005,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Angry Birds: Star Wars,1.00,8437011575104,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Rift (P),0.50,845841000266,0.10,0.10,/product_images/defimg1_s.jpg,PC,830
New York Race,0.25,3563650053378,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Loch Ness,1.00,3563650055372,0.10,0.30,/product_images/defimg5_s.jpg,PC,830
Arabian Nights,0.10,3563650058045,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Snow Cross,0.20,3563650063018,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Roland Garros 2002,0.10,3563650068372,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Curse: The Eye of Isis,0.25,3563650071280,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Robin Hood La Leyenda De Sherwood,1.00,3563650074373,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Haegemonia - Legions of Iron,0.25,3563650081197,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Roland Garros French Open 2003,1.50,3563650096283,0.20,0.40,/product_images/defimg5_s.jpg,PC,830
pro beach soccer,0.10,3563650103370,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Haegemonia: The Solon Heritage,0.10,3563650108283,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Saga of Ryzom,1.00,3563650897545,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
Syberia The Collectors Edition,6.00,3563652094485,1.20,2.00,/product_images/defimg2_s.jpg,PC,830
Puzzle Bobble 2,0.50,3597660100364,0.01,0.10,/product_images/defimg2_s.jpg,PC,830
Midnight Racing,0.25,3597660100418,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Nascar Racing 2,0.10,3700046225128,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Total annihilation,0.25,3700046225661,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Actua Ice Hockey 2,0.10,3700046226385,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Grand Touring,0.25,3700046227337,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Ultra Fighters,0.25,3700046229904,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Time Warriors,0.50,3700046229928,0.01,0.10,/product_images/defimg3_s.jpg,PC,830
Speed Busters,0.25,3700046230566,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Rayman Gold,1.50,3700046230580,0.20,0.40,/product_images/defimg3_s.jpg,PC,830
Racing the Best,0.25,3700046230641,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Theocracy,1.00,3700046231280,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
Prince of Persia: Warrior Within (2004),4.00,3700046231327,0.60,1.20,/product_images/defimg5_s.jpg,PC,830
La Leyenda del Profeta y Del Asesino,2.00,3700046231433,0.30,0.60,/product_images/defimg4_s.jpg,PC,830
Corsairs Gold,1.50,3700046231594,0.30,0.50,/product_images/defimg1_s.jpg,PC,830
Hitchcock: Final Cut,2.00,3700046232836,0.40,0.70,/product_images/defimg5_s.jpg,PC,830
Trackmania (SN),1.00,3700046239057,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Chaos League,0.10,3700046239095,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Strategic Command,0.75,3700046239453,0.10,0.20,/product_images/defimg1_s.jpg,PC,830
Virtual Skipper 3,0.10,3700046240886,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Oil Tycoon,0.25,3700046242347,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Champion Ship Rally,0.25,3700046242576,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Air Conflicts,0.75,3700046242620,0.10,0.20,/product_images/defimg5_s.jpg,PC,830
Dragoll Kung Fu,0.25,3700046242866,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Chaser (SN) 2 CDS,0.75,3700211500432,0.10,0.20,/product_images/defimg3_s.jpg,PC,830
Un Vecino Infernal,1.00,3700211500449,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Wildlife Park,0.10,3700211500456,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Aquanox 2,0.50,3700211500463,0.01,0.10,/product_images/defimg1_s.jpg,PC,830
Railroad Pioneer,1.00,3700211500555,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
Soldner (SN) 1CD,0.25,3700211500579,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Transport Giant (2cd),3.50,3700211500586,0.50,1.00,/product_images/defimg3_s.jpg,PC,830
Soldiers of Anarchy,0.10,3700211500609,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Revolution,1.00,3700211500623,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
Gladiators of Rome,1.00,3700211500630,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Shadow Force - Razor Unit,0.25,3700211500647,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Street Legal,0.25,3700211500678,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Far West,1.00,3700211500685,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Colo Zero,0.25,3700211500692,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Arx Fatalis,0.75,3700211500777,0.10,0.20,/product_images/defimg4_s.jpg,PC,830
Wanted Guns,0.25,3700211501026,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Skateboard Park Tycoon Back in the USA,2.50,3700211501033,0.30,0.70,/product_images/defimg1_s.jpg,PC,830
SeaWorld Adventure Parks Tycoon,1.00,3700211501040,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
Emergency Firefigther,0.10,3700211501064,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Operation Air Assault 2,1.00,3700211501095,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Empire Of Magic,0.75,3700211501101,0.10,0.20,/product_images/defimg3_s.jpg,PC,830
Street Legal Racing Redline,1.50,3700211501163,0.30,0.50,/product_images/defimg2_s.jpg,PC,830
Secret Service: Security Breach,0.10,3700211501187,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Un Vecino Infernal 2,4.00,3700211501477,0.60,1.20,/product_images/defimg4_s.jpg,PC,830
Championship Snowboarding 2004,0.10,3700211501545,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Virtual Grand Prix 2,0.25,3700211502092,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Solo O Con Leche,0.25,3700211502627,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Las Invasiones Barbaras,0.10,3700211502672,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Marine Park Empire,0.25,3700211503310,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Amenophis la Ressurreccion,4.00,3700265602052,0.80,1.40,/product_images/defimg5_s.jpg,PC,830
Atlantis Evolution,1.50,3700265603059,0.30,0.50,/product_images/defimg2_s.jpg,PC,830
Universal combat,0.25,3700265604056,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Battlecruiser Millennium - Gold Edition,1.50,3700265605053,0.20,0.40,/product_images/defimg5_s.jpg,PC,830
Traitors Gate 2 Codigo Secreto Babilonia,1.50,3700265608054,0.20,0.40,/product_images/defimg2_s.jpg,PC,830
Egipto III El Destino De Ramses,1.50,3700265611054,0.20,0.40,/product_images/defimg5_s.jpg,PC,830
Harbinger,0.20,3700265617056,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
"Isla Misteriosa, La",2.00,3700265621053,0.30,0.60,/product_images/defimg4_s.jpg,PC,830
Kaan Barbarians Blade,1.00,3700265622050,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Salammbo - Battle for Carthage,1.00,3700265630024,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Etherlords II,3.00,3700265646056,0.40,0.90,/product_images/defimg5_s.jpg,PC,830
Besieger,3.50,3700265648050,0.50,1.00,/product_images/defimg1_s.jpg,PC,830
Forever worlds,0.50,3700265649057,0.01,0.10,/product_images/defimg3_s.jpg,PC,830
Dark fall 2,1.00,3700265652057,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
Cold War (2CD),1.50,3700265657052,0.20,0.40,/product_images/Juegos/PC Juegos/3700265657052_s.jpg,PC,830
Sentinel Descendientes en el tiempo,0.75,3700265659056,0.10,0.20,/product_images/defimg1_s.jpg,PC,830
Painkiller + Expansion (Black Edition),2.50,3700265671058,0.30,0.70,/product_images/defimg1_s.jpg,PC,830
Cops 2170 The Power of the Law,0.10,3700265672055,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Versailles El Testamento,2.50,3700265675155,0.30,0.70,/product_images/defimg1_s.jpg,PC,830
El Secreto de la Caverna Perdida,1.00,3700265681057,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Eric Youngs Squad Assault Frente Oeste,0.10,3700265683051,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Patriots Amenaza Global,2.00,3700265686052,0.30,0.60,/product_images/defimg4_s.jpg,PC,830
Agatha Christie: Asesinato en el Orient,3.00,3700265690059,0.70,1.10,/product_images/defimg5_s.jpg,PC,830
WWF Panda Junior vol1,0.50,3700325100023,0.01,0.10,/product_images/defimg2_s.jpg,PC,830
Earthworm Jim - 1+2+3D,4.00,3700664505176,0.90,1.50,/product_images/defimg4_s.jpg,PC,830
Tommy Tronic/Pinball Yeah/Homesteader,0.25,3700664505183,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Monument Builders: Titanic,0.75,3700664505756,0.10,0.20,/product_images/defimg1_s.jpg,PC,830
My Farm Life 2,0.25,3700664506395,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Grandes Invasions 350-1066,0.25,3700664506487,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Mystery Trackers : Raincliff,8.00,3700664507507,1.60,2.00,/product_images/defimg4_s.jpg,PC,830
Ambulance Simulator,3.00,3700664508894,0.60,1.00,/product_images/defimg3_s.jpg,PC,830
Little folk Of faery,1.00,3700664515700,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
Car Mechanic Simulator 2014 (P),2.00,3700664515830,0.30,0.60,/product_images/defimg1_s.jpg,PC,830
Spintires (P),15.00,3700664515847,3.00,5.00,/product_images/defimg5_s.jpg,PC,830
Dino Island,0.50,3760007411014,0.01,0.10,/product_images/defimg4_s.jpg,PC,830
Micro Commandos,0.25,3760007411113,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Airline Tycoon Evolution,1.00,3760007411212,0.10,0.30,/product_images/defimg5_s.jpg,PC,830
Academia de Estrellas,0.25,3760007412431,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Medieval Lords,2.50,3760007413230,0.30,0.70,/product_images/defimg4_s.jpg,PC,830
Fire Captain,0.25,3760007413339,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
1944 Battle of the Bulge,0.25,3760007413834,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Mockba to Berlin,0.10,3760007414039,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
War on Terror,1.00,3760007414138,0.10,0.30,/product_images/defimg3_s.jpg,PC,830
Fire Department 3,1.50,3760007414732,0.30,0.50,/product_images/defimg4_s.jpg,PC,830
Silverfall,1.00,3760007414831,0.10,0.30,/product_images/defimg1_s.jpg,PC,830
Silverfall,2.00,3760007415272,0.40,0.70,/product_images/defimg1_s.jpg,PC,830
Cities XL *Offline*,0.25,3760007415784,0.01,0.01,/product_images/Juegos/PC Juegos/3760007415784_s.jpg,PC,830
The Final Cut,0.75,3760048210058,0.10,0.20,/product_images/defimg4_s.jpg,PC,830
Disciples 2 Dark Prophecy,0.75,3760048210331,0.10,0.20,/product_images/defimg2_s.jpg,PC,830
Trainz 2004,3.00,3760048210447,0.60,1.00,/product_images/defimg5_s.jpg,PC,830
Dark Age of Camelot+Expsnes 4CD (P),1.00,3760049391114,0.10,0.30,/product_images/defimg2_s.jpg,PC,830
Disciples 2: Gold Ed.,1.50,3760049391138,0.20,0.40,/product_images/defimg3_s.jpg,PC,830
Ghost Buster Fuera Fantasmas,0.10,3760049391213,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Robin Hood's Tournament,0.30,3760049391510,0.01,0.01,/product_images/defimg2_s.jpg,PC,830
Garfield Al Rescate De Arlene,0.25,3760049392401,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Counter Terrorist Special Forces,1.00,3760049396492,0.10,0.30,/product_images/defimg4_s.jpg,PC,830
Dead to Rights,2.50,3760049396829,0.30,0.70,/product_images/defimg5_s.jpg,PC,830
Pac Man World 2,3.50,3760049398366,0.50,1.00,/product_images/defimg1_s.jpg,PC,830
Marine Sniper - Counter Terror Unit,0.25,3760049398755,0.01,0.01,/product_images/defimg4_s.jpg,PC,830
Wanted Dead or Alive,0.10,3760049398816,0.01,0.01,/product_images/defimg5_s.jpg,PC,830
Desert Thunder,0.25,3760049398892,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Marine heavy gunner,0.10,3760049398953,0.01,0.01,/product_images/defimg1_s.jpg,PC,830
Garfield,0.25,3760049399097,0.01,0.01,/product_images/defimg3_s.jpg,PC,830
Gadget & The Gadgetinis,2.50,3760049399196,0.50,0.90,/product_images/defimg2_s.jpg,PC,830
Stolen,0.75,3760049399493,0.10,0.20,/product_images/defimg5_s.jpg,PC,830
Street Racing Syndicate 2CD,2.00,3760049399745,0.30,0.60,/product_images/defimg3_s.jpg,PC,830
